ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
142	"LOC726649"	NA	chrNC_037651.1	-	9103261	9103476	9103261	9103464	9103743	9103818
144	"LOC413909"	NA	chrNC_037651.1	+	9093423	9093827	9093440	9093827	9090430	9090705
145	"LOC413909"	NA	chrNC_037651.1	+	9093423	9093827	9093440	9093827	9092178	9092280
147	"LOC413909"	NA	chrNC_037651.1	+	9093423	9093827	9093440	9093827	9092963	9093071
151	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058917	9059051	9058642	9058741
152	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058920	9059051	9058642	9058741
153	"LOC412301"	NA	chrNC_037651.1	+	9058917	9059051	9058920	9059051	9058642	9058741
156	"LOC408467"	NA	chrNC_037651.1	+	8321904	8322116	8321908	8322116	8314908	8316020
157	"LOC408467"	NA	chrNC_037651.1	+	8322346	8322867	8322353	8322867	8314908	8316020
161	"LOC408463"	NA	chrNC_037651.1	+	8044984	8045251	8045004	8045251	8032760	8032890
162	"LOC408463"	NA	chrNC_037651.1	+	8044984	8045251	8045004	8045251	8039712	8039849
163	"LOC408463"	NA	chrNC_037651.1	+	8044984	8045251	8045004	8045251	8042789	8042805
168	"LOC100577030"	NA	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7458307	7458465
173	"LOC410498"	NA	chrNC_037651.1	+	7381065	7381305	7381068	7381305	7374929	7375054
174	"LOC410498"	NA	chrNC_037651.1	+	7381065	7381305	7381068	7381305	7377472	7377613
181	"LOC726922"	NA	chrNC_037651.1	-	6661452	6661605	6661452	6661528	6661696	6661714
184	"LOC409084"	NA	chrNC_037651.1	+	6618597	6618957	6618615	6618957	6617792	6617921
185	"LOC409084"	NA	chrNC_037651.1	+	6618597	6618957	6618615	6618957	6618457	6618532
200	"LOC725179"	NA	chrNC_037651.1	+	5057929	5058151	5057971	5058151	5054040	5054088
201	"LOC725179"	NA	chrNC_037651.1	+	5057929	5058151	5057971	5058151	5056641	5056998
208	"LOC100577542"	NA	chrNC_037651.1	+	3798720	3799034	3798975	3799034	3798330	3798414
210	"LOC412927"	NA	chrNC_037651.1	+	3371268	3371370	3371286	3371370	3364829	3365977
214	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2096218	2097194	2085819	2086232
229	"LOC411396"	NA	chrNC_037650.1	-	7324552	7324698	7324552	7324695	7325013	7325217
230	"LOC411396"	NA	chrNC_037650.1	-	7324552	7324708	7324552	7324695	7325013	7325217
231	"LOC411396"	NA	chrNC_037650.1	-	7324552	7324708	7324552	7324698	7325013	7325217
249	"LOC408427"	NA	chrNC_037650.1	-	5975017	5975065	5975017	5975062	5975658	5975811
252	"LOC408427"	NA	chrNC_037650.1	-	5975017	5975065	5975017	5975062	5979945	5980038
253	"LOC408427"	NA	chrNC_037650.1	-	5975658	5975811	5975658	5975781	5979945	5980038
256	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502306	4501410	4501605	4502508	4502685
263	"LOC410442"	NA	chrNC_037650.1	+	5263382	5263626	5263385	5263626	5246767	5246869
277	"LOC726655"	NA	chrNC_037643.1	-	2472997	2474005	2472997	2474002	2488042	2488170
284	"LOC550701"	NA	chrNC_037648.1	-	551518	551827	551518	551754	552212	552231
285	"LOC550701"	NA	chrNC_037648.1	-	551518	551827	551518	551754	552792	552847
286	"LOC409729"	NA	chrNC_037642.1	-	13714656	13715460	13714656	13714903	13715960	13716548
287	"LOC409729"	NA	chrNC_037642.1	-	13714656	13715460	13714656	13714903	13716041	13716548
289	"LOC409729"	NA	chrNC_037642.1	-	13714656	13715460	13714656	13714903	13722849	13723164
290	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13722849	13723164
291	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13722849	13723164
292	"LOC552842"	NA	chrNC_037642.1	+	13685114	13685334	13685148	13685334	13684862	13685019
293	"LOC552842"	NA	chrNC_037642.1	+	13685114	13685334	13685148	13685334	13684862	13685041
297	"LOC107964659"	NA	chrNC_037643.1	-	15325630	15326180	15325630	15325744	15326781	15326991
309	"LOC411114"	NA	chrNC_037642.1	-	11306645	11313214	11306645	11312173	11324363	11324412
314	"LOC409444"	NA	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10923025	10923228
315	"LOC409444"	NA	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10923035	10923228
316	"LOC409444"	NA	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10923156	10923269
318	"LOC409444"	NA	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10928391	10928525
323	"LOC726322"	NA	chrNC_037651.1	+	8975887	8976377	8975965	8976377	8974666	8974847
340	"LOC552523"	NA	chrNC_037642.1	-	9287001	9287470	9287001	9287360	9288411	9289087
345	"LOC726107"	NA	chrNC_037642.1	-	8520127	8520309	8520127	8520156	8520667	8520804
348	"LOC408846"	NA	chrNC_037642.1	+	10468999	10469366	10469179	10469366	10468160	10468650
355	"LOC408678"	NA	chrNC_037639.1	-	14746565	14746828	14746565	14746809	14748136	14748340
357	"LOC726260"	NA	chrNC_037642.1	+	7316758	7316874	7316781	7316874	7315710	7315835
363	"Ripk5"	NA	chrNC_037650.1	+	5541401	5543208	5542949	5543208	5539770	5540006
366	"Cyp314a1"	NA	chrNC_037642.1	-	13663117	13663511	13663117	13663305	13664384	13664518
367	"Cyp314a1"	NA	chrNC_037642.1	-	13663392	13663596	13663392	13663591	13664384	13664518
382	"LOC409547"	NA	chrNC_037642.1	+	4992906	4993339	4993003	4993339	4992454	4992524
385	"LOC409075"	NA	chrNC_037638.1	-	14738240	14738376	14738240	14738371	14738477	14739107
386	"LOC725679"	NA	chrNC_037645.1	+	6582126	6582629	6582322	6582629	6579252	6579601
391	"LOC408822"	NA	chrNC_037642.1	+	1730898	1731170	1730901	1731170	1711159	1711441
394	"LOC412288"	NA	chrNC_037638.1	+	24644039	24644130	24644042	24644130	24641817	24641838
401	"LOC727141"	NA	chrNC_037642.1	-	543214	543491	543214	543434	543863	543992
406	"LOC551628"	NA	chrNC_037641.1	-	13008240	13008407	13008240	13008377	13013501	13013644
409	"LOC551208"	NA	chrNC_037638.1	+	24547117	24547354	24547235	24547354	24546095	24546233
412	"LOC410986"	NA	chrNC_037641.1	-	12617883	12618162	12617883	12617982	12619276	12619846
451	"LOC551982"	NA	chrNC_037642.1	+	2867153	2867361	2867175	2867361	2865795	2866262
457	"LOC408811"	NA	chrNC_037641.1	+	6768176	6768690	6768495	6768690	6767144	6767280
458	"LOC408811"	NA	chrNC_037641.1	+	6768176	6768690	6768495	6768690	6767727	6767800
466	"LOC410637"	NA	chrNC_037653.1	-	7050677	7051773	7050677	7051191	7055718	7055896
467	"LOC413040"	NA	chrNC_037643.1	+	3757813	3758371	3757968	3758371	3742897	3743368
469	"LOC413040"	NA	chrNC_037643.1	+	3757813	3758371	3757878	3758371	3756503	3757127
470	"LOC413040"	NA	chrNC_037643.1	+	3757813	3758371	3757968	3758371	3756503	3757127
471	"LOC413040"	NA	chrNC_037643.1	+	3757878	3758371	3757968	3758371	3756503	3757127
484	"LOC408456"	NA	chrNC_037651.1	+	7201255	7201406	7201258	7201406	7200937	7201044
485	"LOC408456"	NA	chrNC_037651.1	+	7201255	7201406	7201258	7201406	7201036	7201173
490	"LOC100576522"	NA	chrNC_037642.1	+	13180362	13180755	13180515	13180755	13179352	13179444
498	"LOC725393"	NA	chrNC_037650.1	-	11022078	11026322	11022078	11024187	11057438	11058108
513	"LOC107965749"	NA	chrNC_037641.1	+	2180143	2180551	2180195	2180551	2169913	2169964
514	"LOC107965749"	NA	chrNC_037641.1	+	2180143	2180551	2180195	2180551	2179821	2179881
517	"LOC414037"	NA	chrNC_037638.1	+	4628901	4629069	4628916	4629069	4628221	4628333
519	"LOC726755"	NA	chrNC_037641.1	-	1964219	1965024	1964219	1964393	1971056	1971322
525	"LOC410953"	NA	chrNC_037640.1	-	5479949	5480056	5479949	5480052	5493132	5493378
526	"LOC412620"	NA	chrNC_037640.1	+	13305520	13305905	13305746	13305905	13305335	13305432
530	"LOC724177"	NA	chrNC_037646.1	-	2777830	2777964	2777830	2777923	2797995	2798241
531	"LOC100578584"	NA	chrNC_037640.1	+	12673542	12674090	12673649	12674090	12665600	12665953
532	"LOC100578584"	NA	chrNC_037640.1	+	12673542	12674090	12673649	12674090	12666530	12667035
535	"LOC724235"	NA	chrNC_037638.1	+	12179475	12181863	12179910	12181863	12173153	12173427
547	"LOC412024"	NA	chrNC_037652.1	-	6537060	6537370	6537060	6537195	6537494	6537642
548	"LOC412024"	NA	chrNC_037652.1	-	6537060	6537377	6537060	6537195	6537494	6537642
559	"LOC725400"	NA	chrNC_037640.1	+	10251663	10251789	10251685	10251789	10250817	10250880
572	"LOC100577178"	NA	chrNC_037640.1	-	8976414	8977833	8976414	8977609	8978145	8978293
575	"LOC726238"	NA	chrNC_037638.1	+	14045382	14045592	14045385	14045592	14044545	14044643
581	"LOC409893"	NA	chrNC_037640.1	+	8245153	8245311	8245159	8245311	8243454	8243460
586	"LOC726264"	NA	chrNC_037638.1	-	11701879	11702066	11701879	11702054	11702417	11702583
591	"LOC410044"	NA	chrNC_037640.1	+	7096962	7099161	7096965	7099161	7095038	7095165
593	"LOC411083"	NA	chrNC_037642.1	+	6993529	6993637	6993542	6993637	6988117	6988212
599	"LOC100577003"	NA	chrNC_037638.1	+	8177652	8177908	8177655	8177908	8176000	8176073
603	"LOC410952"	NA	chrNC_037640.1	+	5495665	5495980	5495819	5495980	5495368	5495588
608	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831193	8830998	8831178	8838822	8839053
621	"LOC409640"	NA	chrNC_037640.1	+	4644269	4644542	4644443	4644542	4641595	4641712
622	"LOC409640"	NA	chrNC_037640.1	+	4644269	4644542	4644443	4644542	4642251	4642524
626	"LOC412788"	NA	chrNC_037649.1	-	9283465	9283721	9283465	9283615	9283801	9283969
628	"LOC113218769"	NA	chrNC_037642.1	-	9746950	9747311	9746950	9747110	9747603	9747753
630	"LOC725617"	NA	chrNC_037649.1	+	4265552	4265773	4265570	4265773	4264631	4265143
631	"LOC725617"	NA	chrNC_037649.1	+	4265552	4265773	4265570	4265773	4265169	4265186
636	"LOC413948"	NA	chrNC_037640.1	-	4328191	4328398	4328191	4328346	4328647	4328755
651	"LOC411050"	NA	chrNC_037641.1	-	4247443	4247735	4247443	4247732	4257470	4257635
657	"LOC413812"	NA	chrNC_037640.1	+	3284639	3284947	3284672	3284947	3284118	3284145
660	"LOC724510"	NA	chrNC_037640.1	-	3244702	3244833	3244702	3244819	3245786	3245973
663	"LOC724299"	NA	chrNC_037639.1	-	15142762	15142971	15142762	15142947	15150664	15151122
679	"LOC410273"	NA	chrNC_037648.1	+	16095126	16095331	16095144	16095331	16094910	16095013
684	"Cac"	NA	chrNC_037640.1	+	2492824	2492947	2492829	2492947	2492400	2492723
689	"LOC725664"	NA	chrNC_037640.1	-	5035506	5035977	5035506	5035579	5037753	5038055
693	"LOC552603"	NA	chrNC_037640.1	+	4470788	4471015	4470891	4471015	4470184	4470309
695	"LOC724592"	NA	chrNC_037650.1	+	4575769	4576105	4575828	4576105	4572716	4572895
698	"LOC409468"	NA	chrNC_037638.1	+	5244931	5245221	5244963	5245221	5243425	5243516
706	"LOC724417"	NA	chrNC_037647.1	+	8684238	8684531	8684241	8684531	8682204	8682423
708	"LOC724417"	NA	chrNC_037647.1	+	8684241	8684531	8684367	8684531	8682204	8682423
709	"LOC410031"	NA	chrNC_037643.1	-	9099328	9099664	9099328	9099555	9099777	9099852
718	"LOC410580"	NA	chrNC_037652.1	+	8827144	8829044	8827148	8829044	8826894	8826993
721	"LOC409556"	NA	chrNC_037640.1	-	639111	639199	639111	639182	639554	639573
722	"LOC410286"	NA	chrNC_037648.1	+	16273889	16274948	16274205	16274948	16273602	16273695
726	"LOC100577582"	NA	chrNC_037645.1	-	2708622	2708829	2708622	2708797	2708914	2709017
729	"LOC107965692"	NA	chrNC_037653.1	-	3012154	3012319	3012154	3012314	3012385	3012490
730	"LOC107965692"	NA	chrNC_037653.1	-	3012154	3012319	3012154	3012314	3012389	3012490
755	"LOC413821"	NA	chrNC_037646.1	-	7513675	7514030	7513675	7513985	7514393	7514584
757	"LOC552285"	NA	chrNC_037643.1	-	16754940	16755083	16754940	16755070	16756479	16756651
759	"LOC100578835"	NA	chrNC_037642.1	-	13222347	13223060	13222347	13222460	13223167	13223338
760	"LOC100576552"	NA	chrNC_037648.1	+	396757	396980	396784	396980	396429	396678
761	"LOC411836"	NA	chrNC_037638.1	-	25119432	25119588	25119432	25119566	25119700	25119895
762	"LOC411836"	NA	chrNC_037638.1	-	25119432	25119588	25119432	25119566	25119732	25119895
770	"LOC408429"	NA	chrNC_037650.1	-	6019014	6019298	6019014	6019295	6038198	6038348
772	"LOC408429"	NA	chrNC_037650.1	-	6034404	6034702	6034404	6034684	6038464	6038628
778	"LOC411277"	NA	chrNC_037645.1	+	8416817	8416886	8416838	8416886	8413028	8413200
792	"LOC408775"	NA	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12633080	12633229
793	"LOC408775"	NA	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12635884	12636000
798	"LOC552195"	NA	chrNC_037642.1	+	5462527	5463025	5462804	5463025	5458446	5459088
799	"LOC552195"	NA	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5462804	5463025
802	"LOC100578067"	NA	chrNC_037651.1	-	2788951	2789102	2788951	2789072	2791741	2793395
803	"LOC100578067"	NA	chrNC_037651.1	-	2788951	2789102	2788951	2789072	2806512	2807364
807	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12420943	12421049
811	"LOC413314"	NA	chrNC_037640.1	-	5434752	5437578	5434752	5437573	5438839	5438969
815	"LOC410717"	NA	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14392342	14392559
816	"LOC726323"	NA	chrNC_037652.1	-	7695078	7695248	7695078	7695245	7707738	7708162
822	"LOC724831"	NA	chrNC_037642.1	-	308548	308772	308548	308768	320788	320976
823	"LOC724831"	NA	chrNC_037642.1	-	308548	308775	308548	308768	320788	320976
824	"LOC724831"	NA	chrNC_037642.1	-	308548	308775	308548	308772	320788	320976
827	"LOC409138"	NA	chrNC_037638.1	+	14174417	14174721	14174429	14174721	14166382	14167023
828	"LOC409138"	NA	chrNC_037638.1	+	14174417	14174721	14174429	14174721	14172521	14172667
830	"LOC409138"	NA	chrNC_037638.1	+	14174417	14174721	14174429	14174721	14173240	14173348
833	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3985776
834	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986129
835	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986467
841	"Camkii"	NA	chrNC_037641.1	-	5252588	5252706	5252588	5252703	5253645	5253721
843	"LOC410831"	NA	chrNC_037639.1	-	13245996	13250410	13245996	13250392	13253975	13254050
853	"LOC725164"	NA	chrNC_037639.1	+	6488391	6492021	6490995	6492021	6485429	6485585
859	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6251212	6251343
862	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6255214	6255235
865	"LOC551249"	NA	chrNC_037650.1	+	8717382	8717663	8717606	8717663	8715144	8716893
866	"LOC410117"	NA	chrNC_037640.1	+	10646647	10646879	10646754	10646879	10638467	10638490
867	"LOC410117"	NA	chrNC_037640.1	+	10646647	10646879	10646754	10646879	10638471	10638720
882	"LOC550689"	NA	chrNC_037643.1	-	15354336	15354509	15354336	15354497	15356972	15357133
884	"LOC550689"	NA	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358667	15358778
885	"LOC550689"	NA	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358729	15358797
886	"LOC413185"	NA	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3535263	3535338
887	"LOC413185"	NA	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3536174	3536305
891	"LOC408770"	NA	chrNC_037641.1	-	13039462	13039786	13039462	13039738	13051221	13051343
893	"LOC408770"	NA	chrNC_037641.1	-	13041278	13041504	13041278	13041498	13057126	13057440
894	"LOC408770"	NA	chrNC_037641.1	-	13041278	13041504	13041278	13041498	13067234	13068351
895	"LOC408770"	NA	chrNC_037641.1	-	13041278	13041504	13041278	13041498	13069697	13069742
905	"LOC726667"	NA	chrNC_037638.1	+	11739110	11739561	11739427	11739561	11738832	11738906
909	"Tpcn1"	NA	chrNC_037638.1	+	2104554	2104856	2104790	2104856	2104134	2104474
915	"LOC413433"	NA	chrNC_037644.1	-	12359162	12359358	12359162	12359297	12360815	12361220
916	"LOC413433"	NA	chrNC_037644.1	-	12359162	12359358	12359162	12359297	12361066	12361204
920	"LOC724535"	NA	chrNC_037638.1	-	4451666	4451975	4451666	4451969	4461695	4461996
923	"LOC410724"	NA	chrNC_037638.1	-	11212856	11213174	11212856	11213160	11216100	11217975
929	"LOC100577197"	NA	chrNC_037638.1	-	11753637	11753882	11753637	11753750	11754834	11754894
937	"LOC410061"	NA	chrNC_037638.1	+	10895085	10895241	10895089	10895241	10890063	10890166
947	"LOC411986"	NA	chrNC_037644.1	-	4417626	4417638	4417626	4417635	4424318	4424471
954	"LOC724925"	NA	chrNC_037642.1	-	5398438	5398595	5398438	5398575	5403836	5403988
961	"LOC724903"	NA	chrNC_037638.1	-	17470228	17471866	17470228	17470516	17474187	17474275
962	"LOC408874"	NA	chrNC_037643.1	+	14381525	14381914	14381558	14381914	14337547	14337783
967	"LOC551122"	NA	chrNC_037639.1	-	12447761	12448079	12447761	12448050	12448157	12448562
971	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375479	14375365	14375476	14375693	14375817
972	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375693	14375817
973	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375693	14375817
974	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375479	14375365	14375476	14375701	14375817
978	"LOC552684"	NA	chrNC_037642.1	-	12724059	12724494	12724059	12724452	12725317	12725670
983	"LOC409508"	NA	chrNC_037652.1	-	1849967	1850208	1849967	1850061	1851358	1851670
989	"LOC724201"	NA	chrNC_037648.1	-	16077819	16078113	16077819	16078068	16079010	16079181
991	"LOC411573"	NA	chrNC_037638.1	+	9106363	9106551	9106451	9106551	9105774	9105930
994	"LOC726924"	NA	chrNC_037639.1	+	10494018	10500869	10497727	10500869	10455715	10455837
995	"LOC726924"	NA	chrNC_037639.1	+	10494018	10500869	10497727	10500869	10489238	10489378
996	"LOC726924"	NA	chrNC_037639.1	+	10494018	10500869	10497730	10500869	10489238	10489378
997	"LOC726924"	NA	chrNC_037639.1	+	10497727	10500869	10497730	10500869	10489238	10489378
998	"LOC726924"	NA	chrNC_037639.1	+	10494018	10500869	10497727	10500869	10489889	10490029
999	"LOC726924"	NA	chrNC_037639.1	+	10494018	10500869	10497730	10500869	10489889	10490029
1004	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16712100	16712207
1005	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16713483	16713619
1006	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717388	16717408
1007	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717503	16717838
1008	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717507	16717838
1009	"LOC409970"	NA	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717529	16717838
1016	"LOC412644"	NA	chrNC_037642.1	+	133233	133426	133245	133426	132269	132442
1018	"LOC408618"	NA	chrNC_037638.1	-	4000850	4001319	4000850	4001131	4001611	4001828
1023	"LOC100577717"	NA	chrNC_037642.1	+	9885181	9885627	9885381	9885627	9884503	9885089
1024	"LOC408406"	NA	chrNC_037650.1	+	3792487	3793155	3792491	3793155	3775096	3775350
1026	"LOC408406"	NA	chrNC_037650.1	+	3792487	3793155	3792491	3793155	3786990	3788447
1027	"LOC408406"	NA	chrNC_037650.1	+	3792487	3793155	3792491	3793155	3788391	3788451
1034	"LOC100578161"	NA	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16494353	16494503
1039	"LOC409937"	NA	chrNC_037638.1	+	19762661	19762736	19762666	19762736	19761816	19762106
1043	"LOC408769"	NA	chrNC_037641.1	+	13205315	13205424	13205365	13205424	13205056	13205200
1044	"LOC102654495"	NA	chrNC_037638.1	-	11679176	11679348	11679176	11679327	11679392	11679523
1051	"LOC408271"	NA	chrNC_037647.1	-	11785093	11785177	11785093	11785171	11800084	11800714
1055	"LOC408271"	NA	chrNC_037647.1	-	11800084	11800714	11800084	11800459	11815718	11816218
1057	"LOC552640"	NA	chrNC_037651.1	-	8272714	8272810	8272714	8272765	8272890	8273022
1058	"LOC552640"	NA	chrNC_037651.1	-	8272714	8272810	8272714	8272765	8273097	8273303
1059	"LOC552640"	NA	chrNC_037651.1	-	8272714	8272810	8272714	8272765	8273775	8274061
1062	"LOC726231"	NA	chrNC_037639.1	-	14756223	14756749	14756223	14756665	14758210	14759022
1063	"LOC726231"	NA	chrNC_037639.1	-	14755462	14755609	14755462	14755606	14762072	14762535
1066	"LOC726231"	NA	chrNC_037639.1	-	14756223	14758250	14756223	14756665	14762086	14762535
1067	"LOC726231"	NA	chrNC_037639.1	-	14756223	14758250	14756223	14756749	14762086	14762535
1068	"LOC726231"	NA	chrNC_037639.1	-	14755462	14755609	14755462	14755606	14766268	14766325
1069	"LOC726231"	NA	chrNC_037639.1	-	14756223	14758250	14756223	14756665	14766268	14766325
1070	"LOC102654387"	NA	chrNC_037643.1	-	9000955	9001408	9000955	9001202	9001792	9002300
1071	"LOC102655229"	NA	chrNC_037638.1	-	5598364	5598841	5598364	5598471	5599720	5600149
1073	"LOC408876"	NA	chrNC_037643.1	-	14155063	14155871	14155063	14155845	14188827	14189243
1074	"LOC408876"	NA	chrNC_037643.1	-	14155063	14155871	14155063	14155845	14199642	14200146
1080	"LOC551215"	NA	chrNC_037640.1	-	8340594	8340636	8340594	8340621	8341761	8341783
1081	"LOC551215"	NA	chrNC_037640.1	-	8341761	8341783	8341761	8341773	8341890	8341936
1083	"LOC551215"	NA	chrNC_037640.1	-	8341761	8341783	8341761	8341773	8342187	8342313
1084	"LOC551215"	NA	chrNC_037640.1	-	8340594	8340636	8340594	8340621	8342192	8342313
1085	"LOC551215"	NA	chrNC_037640.1	-	8341761	8341783	8341761	8341773	8342192	8342313
1086	"LOC100577113"	NA	chrNC_037638.1	-	8183446	8184039	8183446	8183843	8184717	8185628
1088	"LOC410336"	NA	chrNC_037648.1	-	12772986	12773095	12772986	12773093	12780970	12781202
1097	"LOC726237"	NA	chrNC_037647.1	+	11940735	11940793	11940744	11940793	11938743	11938867
1105	"LOC413372"	NA	chrNC_037640.1	+	398227	398392	398230	398392	394372	394664
1113	"LOC411505"	NA	chrNC_037648.1	-	14885507	14885594	14885507	14885577	14885871	14886006
1114	"LOC411505"	NA	chrNC_037648.1	-	14885507	14885594	14885507	14885577	14886047	14886164
1117	"LOC724187"	NA	chrNC_037639.1	+	11059269	11059513	11059409	11059513	11058408	11059001
1126	"LOC100576733"	NA	chrNC_037639.1	+	859015	859100	859028	859100	850606	850674
1134	"LOC100578524"	NA	chrNC_037648.1	-	1083954	1085369	1083954	1085366	1086929	1087050
1142	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579421	13579259	13579304	13581499	13581684
1143	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579451	13579259	13579304	13581499	13581684
1144	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579479	13579259	13579304	13581499	13581684
1145	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579451	13579259	13579421	13581499	13581684
1146	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579479	13579259	13579421	13581499	13581684
1147	"LOC551673"	NA	chrNC_037640.1	-	13579259	13579479	13579259	13579451	13581499	13581684
1162	"LOC413404"	NA	chrNC_037640.1	-	8252801	8252934	8252801	8252841	8253006	8253253
