ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
25	"Adar"	NA	chrNC_037652.1	-	6313877	6314525	6313877	6314004	6314222	6314525	25	817,1738,672,2107	11,46,32,5	685,2032,2338,2989,948	2,22,12,29,23	298	149	0.000253376791063	0.0007267913217333422	0.974,0.95,0.913,0.995	0.994,0.979,0.99,0.981,0.954	-0.022
26	"Adar"	NA	chrNC_037652.1	-	6320141	6320517	6320141	6320250	6320326	6320517	26	82,262,77,290	347,798,577,803	170,323,202,293,171	250,337,309,368,231	225	149	0	0.0	0.135,0.179,0.081,0.193	0.31,0.388,0.302,0.345,0.329	-0.188
27	"LOC412163"	NA	chrNC_037652.1	+	5169863	5170227	5169863	5169950	5170037	5170227	27	1604,4347,6946,2123	152,347,717,198	6708,4066,4814,4975,3773	1720,838,648,894,703	236	149	0	0.0	0.869,0.888,0.859,0.871	0.711,0.754,0.824,0.778,0.772	0.104
28	"LOC410623"	NA	chrNC_037652.1	-	5091216	5091668	5091216	5091440	5091518	5091668	28	47,89,73,60	9,13,4,20	60,64,89,39,91	2,13,0,4,6	227	149	0.00380005738836	0.009204583451805333	0.774,0.818,0.923,0.663	0.952,0.764,1.0,0.865,0.909	-0.104
29	"LOC410624"	NA	chrNC_037652.1	+	5072805	5074655	5072805	5074010	5074055	5074655	29	0,5,45,64	28,45,0,0	17,98,24,37,94	11,0,23,43,0	194	149	0.414164541604	0.6091385536934393	0.0,0.079,1.0,1.0	0.543,1.0,0.445,0.398,1.0	-0.157
30	"LOC413032"	NA	chrNC_037652.1	-	3839160	3840221	3839160	3839687	3839768	3840221	30	3,7,19,0	66,176,147,177	9,8,7,14,10	159,207,201,251,203	230	149	1	1.0	0.029,0.025,0.077,0.0	0.035,0.024,0.022,0.035,0.031	0.003
31	"LOC413032"	NA	chrNC_037652.1	-	3840798	3841233	3840798	3841027	3841102	3841233	31	0,9,20,1	34,35,83,66	39,7,7,22,12	100,122,150,125,82	224	149	0.466132906525	0.6728466248683412	0.0,0.146,0.138,0.01	0.206,0.037,0.03,0.105,0.089	-0.02
32	"LOC409440"	NA	chrNC_037652.1	+	3703902	3704188	3703902	3703953	3704024	3704188	32	324,618,917,513	5,10,27,9	217,390,245,408,264	8,6,1,7,3	220	149	0.15802338136	0.2623027700747208	0.978,0.977,0.958,0.975	0.948,0.978,0.994,0.975,0.983	-0.004
33	"LOC100577929"	NA	chrNW_020555870.1	-	33315	33827	33315	33531	33629	33827	33	273,159,192,419	0,9,0,14	1,10,19,33,6	0,3,0,0,0	247	149	0.0406194265246	0.07782745589967305	1.0,0.914,1.0,0.948	1.0,0.668,1.0,1.0,1.0	0.032
34	"Tpx-3"	NA	chrNC_037652.1	+	4366332	4366905	4366332	4366493	4366592	4366905	34	1968,4699,3340,3549	0,0,7,1	2542,3081,2546,2815,2667	9,3,14,4,3	248	149	1	1.0	1.0,1.0,0.997,1.0	0.994,0.998,0.991,0.998,0.998	0.003
35	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822048	1821600	1821844	1821922	1822048	35	16,43,110,91	0,0,6,0	85,88,57,95,90	5,4,4,11,3	227	149	0.000928273054788	0.002501746886667659	1.0,1.0,0.923,1.0	0.918,0.935,0.903,0.85,0.952	0.069
36	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822911	1821600	1822048	1822117	1822911	36	48,113,142,197	24,35,108,34	87,152,92,145,113	64,79,40,64,65	218	149	0.148973161025	0.24839096288031748	0.578,0.688,0.473,0.798	0.482,0.568,0.611,0.608,0.543	0.072
37	"LOC409573"	NA	chrNC_037652.1	+	1799719	1800350	1799719	1799917	1800007	1800350	37	46,155,188,134	2,6,15,20	175,192,186,310,194	13,48,25,13,7	239	149	0.451868547602	0.6587799888819719	0.935,0.942,0.887,0.807	0.894,0.714,0.823,0.937,0.945	0.03
38	"LOC411466"	NA	chrNC_037652.1	+	628194	628795	628194	628442	628693	628795	38	13,81,110,75	4,18,16,16	41,52,48,56,34	0,4,10,1,6	298	149	0.00451977962981	0.010582109348075441	0.619,0.692,0.775,0.701	1.0,0.867,0.706,0.966,0.739	-0.159
39	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646761	646923	39	82,249,237,218	28,99,78,100	139,116,182,349,176	91,47,71,99,71	212	149	0.680481876109	0.9182293266340151	0.673,0.639,0.681,0.605	0.518,0.634,0.643,0.712,0.635	0.021
40	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646833	646923	40	160,415,401,370	35,154,192,171	248,258,261,539,357	9,21,29,22,13	284	149	0	0.0	0.706,0.586,0.523,0.532	0.935,0.866,0.825,0.928,0.935	-0.311
41	"LOC411466"	NA	chrNC_037652.1	+	658778	659504	658778	658909	658995	659504	41	170,480,399,407	0,9,17,11	197,230,242,369,274	2,4,2,0,9	235	149	0.00670798163443	0.01512765513419731	1.0,0.971,0.937,0.959	0.984,0.973,0.987,1.0,0.951	-0.012
42	"Metrn"	NA	chrNC_037651.1	+	10630609	10631335	10630609	10631072	10631142	10631335	42	162,408,393,438	1,26,49,30	250,482,609,552,279	12,14,31,17,28	219	149	0.0157499916471	0.032256245941138	0.991,0.914,0.845,0.909	0.934,0.959,0.93,0.957,0.871	-0.015
43	"LOC551446"	NA	chrNC_037651.1	-	10602410	10602833	10602410	10602626	10602751	10602833	43	615,959,647,1320	138,404,192,553	1177,1703,1693,1878,1502	732,977,894,800,762	274	149	5.78246510518e-05	0.00018008248470417716	0.708,0.563,0.647,0.565	0.466,0.487,0.507,0.561,0.517	0.113
44	"LOC551446"	NA	chrNC_037651.1	-	10611482	10611766	10611482	10611582	10611696	10611766	44	790,1439,3514,1824	2778,5149,6927,6419	2040,2411,2250,2620,2576	4567,5287,5620,6772,4991	263	149	0.000142449792549	0.0004234643833047546	0.139,0.137,0.223,0.139	0.202,0.205,0.185,0.18,0.226	-0.04
45	"LOC727311"	NA	chrNC_037651.1	+	10455948	10456170	10455948	10456021	10456087	10456170	45	5,27,10,34	113,258,113,343	82,53,170,199,138	546,468,781,818,638	215	149	2.84905964376e-08	1.4044861861952562e-07	0.03,0.068,0.058,0.064	0.094,0.073,0.131,0.144,0.13	-0.059
46	"LOC409253"	NA	chrNC_037651.1	+	10450746	10451211	10450746	10450957	10451056	10451211	46	49,149,36,146	1827,2714,2192,2586	26,21,37,20,61	327,468,498,579,364	248	149	2.60001010166e-07	1.1336044043237598e-06	0.016,0.032,0.01,0.033	0.046,0.026,0.043,0.02,0.091	-0.022
47	"LOC727238"	NA	chrNC_037651.1	+	10041051	10044632	10041051	10044303	10044387	10044632	47	118,488,396,486	10,36,77,51	488,512,489,673,553	0,9,2,1,2	233	149	0	0.0	0.883,0.897,0.767,0.859	1.0,0.973,0.994,0.998,0.994	-0.14
48	"LOC550799"	NA	chrNC_037651.1	+	9073240	9076239	9073240	9073410	9074338	9076239	48	1631,2981,2645,3221	661,977,958,791	4487,6257,6182,7268,6859	50,34,96,109,43	298	149	0	0.0	0.552,0.604,0.58,0.671	0.978,0.989,0.97,0.971,0.988	-0.377
49	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058917	9059051	49	431,1145,455,949	124,300,135,332	458,611,463,635,459	211,244,316,251,255	227	149	1.55756479636e-06	6.136429980839999e-06	0.695,0.715,0.689,0.652	0.588,0.622,0.49,0.624,0.542	0.115
50	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058920	9059051	50	464,1232,498,1021	30,103,31,113	481,690,509,685,523	39,69,69,80,70	230	149	0.0070670246523	0.015771224801231387	0.909,0.886,0.912,0.854	0.889,0.866,0.827,0.847,0.829	0.039
51	"LOC726373"	NA	chrNC_037651.1	-	9030006	9031083	9030006	9030249	9030330	9031083	51	322,550,307,474	10,22,12,5	167,268,107,132,163	10,1,2,2,0	230	149	0.0159490727329	0.032595917397864375	0.954,0.942,0.943,0.984	0.915,0.994,0.972,0.977,1.0	-0.016
52	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628602	8628833	52	38,105,8,89	2,10,1,2	32,21,31,50,0	0,0,5,6,0	243	149	1	1.0	0.921,0.866,0.831,0.965	1.0,1.0,0.792,0.836,NA	-0.011
53	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628615	8628833	53	41,108,9,96	53,106,32,140	45,21,37,60,0	24,34,47,111,0	256	149	1	1.0	0.31,0.372,0.141,0.285	0.522,0.264,0.314,0.239,NA	-0.058
54	"LOC412941"	NA	chrNC_037651.1	-	8253349	8254325	8253349	8253748	8253979	8254325	54	112,366,338,370	8,35,259,19	248,295,337,395,328	38,44,32,61,81	298	149	0.652282208486	0.8856646758050662	0.875,0.839,0.395,0.907	0.765,0.77,0.84,0.764,0.669	-0.008
55	"LOC725056"	NA	chrNC_037651.1	+	8245928	8246303	8245928	8246048	8246132	8246303	55	94,57,126,145	1,38,34,10	10,18,17,54,6	20,28,17,21,8	233	149	1.83843301538e-06	7.156757095586429e-06	0.984,0.49,0.703,0.903	0.242,0.291,0.39,0.622,0.324	0.396
56	"LOC410509"	NA	chrNC_037651.1	+	7702421	7705682	7702421	7705436	7705562	7705682	56	2,13,4,12	4,10,0,0	2,13,0,0,8	0,0,0,0,4	275	149	1	1.0	0.213,0.413,1.0,1.0	1.0,1.0,NA,NA,0.52	-0.183
57	"LOC100577030"	NA	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7457372	7457500	57	83,175,36,83	61,145,56,62	205,489,305,387,536	112,260,192,182,166	298	149	0.00014520810534	0.00043035997383244714	0.405,0.376,0.243,0.401	0.478,0.485,0.443,0.515,0.618	-0.152
58	"LOC100578862"	NA	chrNC_037651.1	+	7253657	7254263	7253657	7253832	7253889	7254263	58	0,18,29,3	0,0,12,0	0,2,4,14,4	0,0,0,0,0	206	149	1	1.0	NA,1.0,0.636,1.0	NA,1.0,1.0,1.0,1.0	-0.121
60	"LOC724846"	NA	chrNC_037651.1	-	6832349	6832695	6832349	6832581	6832663	6832695	60	141,56,27,194	0,2,0,23	28,91,91,91,78	0,0,0,2,0	231	149	5.54516484175e-07	2.305002843117267e-06	1.0,0.948,1.0,0.845	1.0,1.0,1.0,0.967,1.0	-0.045
61	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6682961	6683124	6683569	61	0,0,4,7	0,0,0,0	10,7,0,9,6	0,0,0,1,0	298	149	1	1.0	NA,NA,1.0,1.0	1.0,1.0,NA,0.818,1.0	0.045
63	"LOC409753"	NA	chrNC_037651.1	+	6507105	6508404	6507105	6507884	6508194	6508404	63	55,142,289,206	11,32,80,72	205,327,295,418,266	13,7,23,37,32	298	149	8.881784197e-16	8.298124092625714e-15	0.714,0.689,0.644,0.589	0.887,0.959,0.865,0.85,0.806	-0.214
64	"LOC100577863"	NA	chrNC_037651.1	+	4758572	4761906	4758572	4760482	4760558	4761906	64	0,1,0,9	1,18,4,7	0,1,6,4,0	0,0,0,0,0	225	149	1	1.0	0.0,0.035,0.0,0.46	NA,1.0,1.0,1.0,NA	-0.876
65	"LOC100577542"	NA	chrNC_037651.1	+	3798720	3799034	3798720	3798889	3798975	3799034	65	1,5,14,2	6,14,23,0	0,0,0,0,2	2,0,0,0,0	235	149	1	1.0	0.096,0.185,0.278,1.0	0.0,NA,NA,NA,1.0	-0.11
66	"LOC100577542"	NA	chrNC_037651.1	+	3857292	3860087	3857292	3858560	3859221	3860087	66	18,2,16,6	8,10,101,2	4,0,0,0,0	0,10,0,0,0	298	149	1	1.0	0.529,0.091,0.073,0.6	1.0,0.0,NA,NA,NA	-0.177
67	"LOC100576591"	NA	chrNC_037651.1	+	3404389	3405063	3404389	3404871	3405027	3405063	67	48,61,53,147	1,0,2,0	63,70,79,71,46	4,0,0,0,0	298	149	1	1.0	0.96,1.0,0.93,1.0	0.887,1.0,1.0,1.0,1.0	-0.005
68	"LOC100576591"	NA	chrNC_037651.1	+	3410006	3410484	3410006	3410108	3410174	3410484	68	0,0,0,3	41,95,47,73	0,1,0,0,0	61,61,119,81,77	215	149	1	1.0	0.0,0.0,0.0,0.028	0.0,0.011,0.0,0.0,0.0	0.005
69	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410692	3410787	3410945	69	7,26,43,25	2,3,10,3	2,11,1,17,17	0,0,4,1,0	244	149	0.0131181401993	0.027497640033148075	0.681,0.841,0.724,0.836	1.0,1.0,0.132,0.912,1.0	-0.038
70	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410721	3410787	3410945	70	6,22,36,18	1,2,1,0	1,11,1,10,17	0,0,4,3,0	215	149	0.215659259154	0.34400281826028295	0.806,0.884,0.961,1.0	1.0,1.0,0.148,0.698,1.0	0.144
71	"LOC413623"	NA	chrNC_037651.1	-	2465037	2465574	2465037	2465257	2465392	2465574	71	251,651,574,578	4,6,24,7	285,562,429,690,424	19,11,16,38,34	284	149	6.94405330237e-07	2.8502578617677697e-06	0.971,0.983,0.926,0.977	0.887,0.964,0.934,0.905,0.867	0.053
72	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2095598	2096218	2097194	72	27,67,353,59	5,6,9,0	55,119,49,51,85	0,4,4,6,7	298	149	0.599729661642	0.8274751027718734	0.73,0.848,0.951,1.0	1.0,0.937,0.86,0.81,0.859	-0.011
73	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2096128	2096218	2097194	73	10,32,204,19	0,0,100,0	18,71,13,5,6	4,2,0,7,4	239	149	0.295013871837	0.4564804546878502	1.0,1.0,0.56,1.0	0.737,0.957,1.0,0.308,0.483	0.193
74	"LOC552697"	NA	chrNC_037651.1	+	1478680	1479345	1478680	1478857	1478997	1479345	74	6,31,12,35	8,8,11,17	7,14,21,18,8	2,0,1,10,2	289	149	0.00787237588474	0.017238394515468613	0.279,0.666,0.36,0.515	0.643,1.0,0.915,0.481,0.673	-0.287
75	"LOC724962"	NA	chrNC_037650.1	-	10469347	10470244	10469347	10470082	10470152	10470244	75	7,20,22,127	1,0,0,6	2,25,14,11,4	0,0,0,0,0	219	149	0.192282303574	0.3102449667863388	0.826,1.0,1.0,0.935	1.0,1.0,1.0,1.0,1.0	-0.06
76	"LOC551363"	NA	chrNC_037650.1	-	10324190	10324763	10324190	10324356	10324532	10324763	76	247,465,280,451	68,77,246,115	66,149,105,131,101	31,58,54,68,66	298	149	0.0758821810444	0.13836509220177773	0.645,0.751,0.363,0.662	0.516,0.562,0.493,0.491,0.433	0.106
77	"LOC725111"	NA	chrNC_037650.1	-	10101111	10101312	10101111	10101131	10101251	10101312	77	20,61,57,93	2,4,18,19	19,12,33,73,29	0,4,2,5,2	269	149	0.0135993488432	0.028324758418639493	0.847,0.894,0.637,0.731	1.0,0.624,0.901,0.89,0.889	-0.084
78	"LOC409050"	NA	chrNC_037650.1	+	7316911	7318914	7316911	7317221	7317812	7318914	78	16,19,25,45	6,1,4,14	20,14,21,19,6	2,0,0,0,1	298	149	3.10692687022e-07	1.3251718520373129e-06	0.571,0.905,0.758,0.616	0.833,1.0,1.0,1.0,0.75	-0.204
83	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4501605	4502508	4502685	83	0,1,0,2	0,0,0,0	0,2,0,0,0	0,2,0,0,0	298	149	1	1.0	NA,1.0,NA,1.0	NA,0.333,NA,NA,NA	0.667
85	"LOC102653850"	NA	chrNC_037653.1	-	4503435	4503855	4503435	4503549	4503603	4503855	85	0,0,0,0	0,0,2,1	0,2,10,0,8	0,20,3,0,0	203	149	1	1.0	NA,NA,0.0,0.0	NA,0.068,0.71,NA,1.0	-0.593
86	"LOC102654051"	NA	chrNC_037650.1	-	5839350	5840248	5839350	5839610	5839668	5840248	86	0,8,10,7	2,0,22,0	0,8,12,12,0	0,2,2,2,0	207	149	1	1.0	0.0,1.0,0.247,1.0	NA,0.742,0.812,0.812,NA	-0.227
87	"LOC410442"	NA	chrNC_037650.1	+	5264844	5265159	5264844	5264920	5265001	5265159	87	37,163,310,197	29,71,150,79	171,184,191,239,177	210,358,189,446,414	230	149	1.07913677994e-13	8.206458768380929e-13	0.453,0.598,0.572,0.618	0.345,0.25,0.396,0.258,0.217	0.267
88	"LOC107964603"	NA	chrNC_037643.1	-	6517261	6517881	6517261	6517348	6517579	6517881	88	6,27,48,69	0,0,0,0	9,59,17,24,21	0,1,0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.967,1.0,1.0,1.0	0.007
89	"LOC725246"	NA	chrNC_037649.1	-	981131	982970	981131	981549	981736	982970	89	1,0,22,0	1,16,0,0	6,4,0,2,6	0,2,0,12,1	298	149	1	1.0	0.333,0.0,1.0,NA	1.0,0.5,NA,0.077,0.75	-0.137
91	"LOC102653687"	NA	chrNC_037643.1	+	5045829	5046186	5045829	5045945	5046019	5046186	91	2,2,7,2	0,0,20,0	0,2,4,2,2	0,4,0,7,2	223	149	1	1.0	1.0,1.0,0.19,1.0	NA,0.25,1.0,0.16,0.401	0.345
92	"LOC100577651"	NA	chrNC_037648.1	+	385592	386256	385592	385709	385949	386256	92	243,221,248,588	3,1,15,7	69,116,139,151,92	0,2,0,6,0	298	149	0.041931647279	0.08018507988440352	0.976,0.991,0.892,0.977	1.0,0.967,1.0,0.926,1.0	-0.02
93	"LOC413447"	NA	chrNC_037643.1	-	2386574	2386828	2386574	2386646	2386707	2386828	93	393,801,1300,595	31,51,177,59	772,864,904,1087,769	45,68,70,91,41	210	149	0.00325357920933	0.007959504250256185	0.9,0.918,0.839,0.877	0.924,0.9,0.902,0.894,0.93	-0.026
94	"TpnT"	NA	chrNC_037643.1	+	2068302	2068333	2068302	2068330	2068331	2068333	94	19,32,62,17	100,330,120,190	16,28,25,51,50	219,548,278,448,460	150	149	0.00103891457965	0.002777044148873706	0.159,0.088,0.339,0.082	0.068,0.048,0.082,0.102,0.097	0.088
95	"LOC100577498"	NA	chrNC_037644.1	-	13518513	13523129	13518513	13520206	13520266	13523129	95	108,205,195,250	14,17,16,9	185,303,250,317,366	8,61,30,28,50	209	149	0.00717665342351	0.015964392309440613	0.846,0.896,0.897,0.952	0.943,0.78,0.856,0.89,0.839	0.036
96	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13715960	13716548	96	443,1431,721,1342	0,11,0,8	464,859,845,905,806	0,4,0,0,0	298	149	1	1.0	1.0,0.985,1.0,0.988	1.0,0.991,1.0,1.0,1.0	-0.005
97	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13715960	13716548	97	185,815,375,826	15,93,18,111	262,416,302,435,369	46,26,48,29,43	298	149	0.596671227179	0.8255775371827913	0.86,0.814,0.912,0.788	0.74,0.889,0.759,0.882,0.811	0.027
98	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716041	13716548	98	502,1492,842,1406	2,0,2,8	490,883,1022,1072,788	0,4,4,0,0	298	149	1	1.0	0.992,1.0,0.995,0.989	1.0,0.991,0.992,1.0,1.0	-0.003
99	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716041	13716548	99	244,876,496,890	52,276,104,183	288,440,479,600,351	147,315,352,457,335	298	149	0	0.0	0.701,0.613,0.705,0.709	0.495,0.411,0.405,0.396,0.344	0.272
100	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716350	13716548	100	410,1259,797,1236	61,152,132,78	469,1018,1032,1107,850	36,28,51,60,35	298	149	1.06059605542e-12	7.275837275293846e-12	0.771,0.806,0.751,0.888	0.867,0.948,0.91,0.902,0.924	-0.106
101	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716350	13716548	101	152,643,451,720	36,40,32,30	267,575,489,637,413	32,19,36,47,20	298	149	0.312736332176	0.48011634094625355	0.679,0.889,0.876,0.923	0.807,0.938,0.872,0.871,0.912	-0.038
102	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14081776	14082033	14084011	102	188,256,71,389	42,149,65,83	77,113,66,119,24	11,35,7,25,22	298	149	0.189024798584	0.30675544002836036	0.691,0.462,0.353,0.701	0.778,0.617,0.825,0.704,0.353	-0.104
103	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14082455	14082613	14084011	103	410,662,354,929	47,108,228,198	389,472,195,355,366	70,165,138,260,135	298	149	0.0404909089282	0.07773303651382428	0.813,0.754,0.437,0.701	0.735,0.589,0.414,0.406,0.575	0.132
104	"LOC726654"	NA	chrNC_037642.1	-	13575948	13576519	13575948	13576113	13576245	13576519	104	4,4,1,1	12,6,19,6	27,44,26,73,18	51,39,51,79,97	281	149	0.00251420231436	0.006308011433215243	0.15,0.261,0.027,0.081	0.219,0.374,0.213,0.329,0.09	-0.115
