ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"LOC412031"	NA	chrNC_037653.1	-	1102299	1102353	1102299	1102348	1103128	1103160	27	34,25,58,51	0,5,35,4	3,14,17,12,24	0,1,6,2,12	154	149	0.568665989205	0.7953678907960315	1.0,0.829,0.616,0.925	1.0,0.931,0.733,0.853,0.659	0.007
28	"LOC412031"	NA	chrNC_037653.1	-	1102299	1102353	1102299	1102348	1103242	1103346	28	0,11,3,23	0,0,2,6	15,6,5,10,10	4,0,0,0,0	154	149	1	1.0	NA,1.0,0.592,0.788	0.784,1.0,1.0,1.0,1.0	-0.163
29	"LOC113219252"	NA	chrNC_037652.1	+	9504588	9505149	9504591	9505149	9503476	9503632	29	41,139,42,124	3,8,6,0	104,200,184,159,100	40,34,15,22,33	152	149	3.79361261293e-08	2.1245801486492028e-07	0.931,0.945,0.873,1.0	0.718,0.852,0.923,0.876,0.748	0.114
30	"LOC411646"	NA	chrNC_037652.1	+	9388913	9389247	9388916	9389247	9388203	9388571	30	35,94,110,61	0,19,11,12	134,146,88,201,193	28,12,23,50,19	152	149	0.234721834134	0.38976216165283606	1.0,0.829,0.907,0.833	0.824,0.923,0.789,0.798,0.909	0.044
31	"LOC411646"	NA	chrNC_037652.1	+	9395383	9395613	9395392	9395613	9394320	9394656	31	10,91,156,61	6,29,59,22	187,197,174,215,134	2,31,17,15,17	158	149	3.18078896555e-13	3.083883208535036e-12	0.611,0.747,0.714,0.723	0.989,0.857,0.906,0.931,0.881	-0.214
32	"LOC412503"	NA	chrNC_037652.1	-	9315813	9316036	9315813	9316021	9316079	9316246	32	7,13,0,17	120,247,333,165	34,25,26,28,32	548,587,772,933,723	164	149	0.880015654733	1.0	0.05,0.046,0.0,0.086	0.053,0.037,0.03,0.027,0.039	0.008
33	"LOC550735"	NA	chrNC_037652.1	-	9283954	9284114	9283954	9284078	9284230	9284440	33	62,83,114,52	61,48,89,105	46,75,23,53,54	61,88,38,93,79	185	149	0.0657404478513	0.12784177673455535	0.45,0.582,0.508,0.285	0.378,0.407,0.328,0.315,0.355	0.1
34	"LOC413078"	NA	chrNC_037652.1	+	9032523	9032669	9032552	9032669	9032152	9032171	34	14,21,87,15	0,0,2,2	17,34,15,15,20	0,0,0,0,0	178	149	1	1.0	1.0,1.0,0.973,0.863	1.0,1.0,1.0,1.0,1.0	-0.041
35	"LOC551328"	NA	chrNC_037652.1	+	8831818	8832042	8831878	8832042	8830695	8830813	35	137,361,309,271	0,1,2,0	201,220,303,299,282	0,0,0,0,0	209	149	1	1.0	1.0,0.996,0.991,1.0	1.0,1.0,1.0,1.0,1.0	-0.003
36	"LOC551328"	NA	chrNC_037652.1	+	8838990	8840449	8838993	8840449	8838543	8838914	36	456,953,995,691	153,525,670,382	921,1055,1066,1275,1233	330,400,396,506,456	152	149	0.00236572948068	0.006444409109002417	0.745,0.64,0.593,0.639	0.732,0.721,0.725,0.712,0.726	-0.069
37	"LOC412796"	NA	chrNC_037652.1	-	8208331	8208405	8208331	8208381	8208783	8208871	37	146,405,381,322	98,128,164,189	417,498,493,487,467	32,50,59,53,40	173	149	0	0.0	0.562,0.732,0.667,0.595	0.918,0.896,0.878,0.888,0.91	-0.259
38	"LOC412796"	NA	chrNC_037652.1	-	8208331	8208513	8208331	8208381	8208783	8208871	38	95,231,303,173	98,128,164,189	443,436,413,320,331	32,50,59,53,40	281	149	0	0.0	0.34,0.489,0.495,0.327	0.88,0.822,0.788,0.762,0.814	-0.4
39	"LOC412796"	NA	chrNC_037652.1	-	8208331	8208513	8208331	8208405	8208783	8208871	39	70,165,225,111	121,339,303,260	399,331,360,254,247	373,393,440,421,383	257	149	0.00106949522616	0.0031241734198302375	0.251,0.22,0.301,0.198	0.383,0.328,0.322,0.259,0.272	-0.07
40	"LOC100577551"	NA	chrNC_037652.1	+	8045579	8047011	8045582	8047011	8045233	8045463	40	109,316,285,269	3,29,17,35	230,264,160,465,201	4,31,23,17,2	152	149	0.0427614392654	0.08720623618368387	0.973,0.914,0.943,0.883	0.983,0.893,0.872,0.964,0.99	-0.012
41	"LOC409611"	NA	chrNC_037652.1	-	7909917	7910547	7909917	7910526	7911355	7911482	41	16,22,96,33	31,13,88,38	43,68,47,57,42	185,198,143,167,139	170	149	4.23962802532e-07	2.10812386185489e-06	0.311,0.597,0.489,0.432	0.169,0.231,0.224,0.23,0.209	0.245
42	"LOC409611"	NA	chrNC_037652.1	-	7909917	7910550	7909917	7910526	7911355	7911482	42	6,14,35,24	31,13,88,38	25,36,36,44,37	185,198,143,167,139	173	149	0.00315132247689	0.008300221324233154	0.143,0.481,0.255,0.352	0.104,0.135,0.178,0.185,0.187	0.15
43	"LOC409611"	NA	chrNC_037652.1	-	7909917	7910550	7909917	7910547	7911355	7911482	43	0,2,2,5	10,10,63,14	16,9,8,14,10	34,41,19,27,15	152	149	3.77948413638e-05	0.00014501424948805533	0.0,0.164,0.03,0.259	0.316,0.177,0.292,0.337,0.395	-0.19
44	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855844	7855700	7855829	7856939	7857007	44	727,1264,1684,1153	894,1586,1304,1480	2149,2421,2873,3053,2588	705,930,1020,1147,803	164	149	0	0.0	0.425,0.42,0.54,0.414	0.735,0.703,0.719,0.707,0.745	-0.272
45	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855844	7855700	7855829	7860746	7860818	45	167,244,368,309	4,0,2,0	359,429,458,566,528	4,0,2,13,0	164	149	0.952673620868	1.0	0.974,1.0,0.994,1.0	0.988,1.0,0.995,0.975,1.0	0.0
46	"LOC726353"	NA	chrNC_037652.1	+	7751493	7751909	7751513	7751909	7751210	7751442	46	8,12,3,19	69,101,70,74	8,2,0,11,8	71,54,32,45,38	169	149	0.539329259758	0.7642145875565164	0.093,0.095,0.036,0.185	0.09,0.032,0.0,0.177,0.157	0.011
47	"LOC113218519"	NA	chrNC_037652.1	-	7739928	7740181	7739928	7740178	7740360	7740745	47	8,52,10,26	26,39,23,41	77,34,27,27,11	85,24,8,8,9	152	149	0.00293999088339	0.007835148117802906	0.232,0.567,0.299,0.383	0.47,0.581,0.768,0.768,0.545	-0.256
48	"LOC102654111"	NA	chrNC_037652.1	-	7719770	7720293	7719770	7720290	7720365	7720625	48	28,162,76,206	84,217,174,323	18,36,27,12,11	41,46,21,16,37	152	149	0.546574387438	0.7712486791965519	0.246,0.423,0.3,0.385	0.301,0.434,0.558,0.424,0.226	-0.05
49	"LOC552633"	NA	chrNC_037652.1	+	7664730	7665014	7664745	7665014	7664503	7664658	49	16,24,112,39	79,258,388,223	113,113,64,115,46	210,262,239,319,260	164	149	0.000140247953539	0.0004869970658831772	0.155,0.078,0.208,0.137	0.328,0.282,0.196,0.247,0.138	-0.094
50	"LOC551799"	NA	chrNC_037653.1	+	4626430	4626556	4626433	4626556	4626191	4626248	50	46,175,150,69	0,1,4,2	159,288,114,268,334	2,0,13,28,1	152	149	0.00173124922615	0.004862958625893822	1.0,0.994,0.974,0.971	0.987,1.0,0.896,0.904,0.997	0.028
51	"LOC552708"	NA	chrNC_037652.1	-	7589773	7590086	7589773	7590065	7590165	7590428	51	19,42,13,32	282,745,730,787	13,34,34,22,11	337,443,279,461,354	170	149	0.0205282788323	0.045441075483937395	0.056,0.047,0.015,0.034	0.033,0.063,0.097,0.04,0.027	-0.014
52	"pHCl"	NA	chrNC_037652.1	+	7547451	7547577	7547460	7547577	7527182	7527323	52	8,23,30,37	0,0,2,0	27,36,18,8,57	4,1,4,9,4	158	149	5.33253606783e-06	2.356946088803946e-05	1.0,1.0,0.934,1.0	0.864,0.971,0.809,0.456,0.931	0.177
53	"pHCl"	NA	chrNC_037652.1	+	7547439	7547577	7547451	7547577	7534332	7534547	53	9,25,10,36	55,102,104,105	48,74,80,98,60	92,125,149,154,139	161	149	1.88707737214e-08	1.1001173042324785e-07	0.132,0.185,0.082,0.241	0.326,0.354,0.332,0.371,0.285	-0.174
54	"pHCl"	NA	chrNC_037652.1	+	7547439	7547577	7547460	7547577	7534332	7534547	54	17,48,38,73	54,161,122,133	75,106,98,106,117	306,555,469,532,437	170	149	0.000250971610869	0.0008329793955836135	0.216,0.207,0.214,0.325	0.177,0.143,0.155,0.149,0.19	0.078
55	"pHCl"	NA	chrNC_037652.1	+	7547451	7547577	7547460	7547577	7534332	7534547	55	63,125,132,142	54,161,122,133	119,157,167,162,196	306,555,469,532,437	158	149	0	0.0	0.524,0.423,0.505,0.502	0.268,0.211,0.251,0.223,0.297	0.238
56	"pHCl"	NA	chrNC_037652.1	+	7547439	7547577	7547451	7547577	7539795	7539846	56	2,12,5,16	7,18,4,6	10,16,17,15,25	0,3,4,2,3	161	149	6.33873124933e-06	2.7655271015222016e-05	0.209,0.382,0.536,0.712	1.0,0.832,0.797,0.874,0.885	-0.418
57	"pHCl"	NA	chrNC_037652.1	+	7547439	7547577	7547460	7547577	7539795	7539846	57	10,35,33,53	48,146,135,128	37,48,35,23,82	96,131,139,129,102	170	149	0.221030007873	0.3702081556015263	0.154,0.174,0.176,0.266	0.253,0.243,0.181,0.135,0.413	-0.053
58	"pHCl"	NA	chrNC_037652.1	+	7547451	7547577	7547460	7547577	7539795	7539846	58	15,41,32,43	48,146,135,128	27,35,22,10,60	96,131,139,129,102	158	149	0.37554731928	0.5732818841153499	0.228,0.209,0.183,0.241	0.21,0.201,0.13,0.068,0.357	0.022
59	"LOC100577656"	NA	chrNC_037652.1	-	7301644	7302209	7301644	7302155	7318462	7318555	59	0,8,8,15	0,0,1,4	0,0,0,1,3	0,0,0,0,0	203	149	1	1.0	NA,1.0,0.854,0.734	NA,NA,NA,1.0,1.0	-0.137
60	"LOC100577783"	NA	chrNC_037652.1	+	6873459	6873634	6873462	6873634	6873071	6873374	60	13,5,17,13	2,4,8,4	11,7,2,36,2	0,0,0,1,0	152	149	7.00884794647e-10	4.976098082730013e-09	0.864,0.551,0.676,0.761	1.0,1.0,1.0,0.972,1.0	-0.281
61	"LOC409321"	NA	chrNC_037652.1	-	6557883	6558057	6557883	6557997	6558120	6558309	61	338,917,744,718	19,38,38,25	1762,2196,2796,2467,2164	128,115,170,167,173	209	149	0.00041747149958	0.0013207724051039766	0.927,0.945,0.933,0.953	0.908,0.932,0.921,0.913,0.899	0.025
62	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558306	6558120	6558279	6558516	6558657	62	107,229,338,215	5,26,32,18	543,885,911,763,873	21,30,49,41,41	176	149	4.59103918128e-05	0.00017417617090269844	0.948,0.882,0.899,0.91	0.956,0.962,0.94,0.94,0.947	-0.039
63	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558309	6558120	6558279	6558516	6558657	63	175,628,825,489	5,26,32,18	1748,2565,2747,2623,2391	21,30,49,41,41	179	149	2.4958039746e-08	1.433370362458312e-07	0.967,0.953,0.955,0.958	0.986,0.986,0.979,0.982,0.98	-0.024
64	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558309	6558120	6558306	6558516	6558657	64	86,437,598,307	18,38,111,33	1366,1886,2041,2042,1725	161,206,205,182,207	152	149	0.0506173449378	0.10134708960529164	0.824,0.919,0.841,0.901	0.893,0.9,0.907,0.917,0.891	-0.03
65	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558306	6558120	6558279	6559081	6559339	65	89,198,239,191	20,39,18,33	382,680,707,582,666	9,5,16,14,14	176	149	0	0.0	0.79,0.811,0.918,0.831	0.973,0.991,0.974,0.972,0.976	-0.14
66	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558309	6558120	6558279	6559081	6559339	66	193,359,329,340	20,39,18,33	436,750,787,635,763	9,5,16,14,14	179	149	0	0.0	0.889,0.885,0.938,0.896	0.976,0.992,0.976,0.974,0.978	-0.077
67	"LOC409321"	NA	chrNC_037652.1	-	6558120	6558309	6558120	6558306	6559081	6559339	67	104,168,102,158	0,7,12,9	54,71,81,54,97	0,1,1,1,0	152	149	5.70745160444e-06	2.5022133857390923e-05	1.0,0.959,0.893,0.945	1.0,0.986,0.988,0.981,1.0	-0.042
68	"LOC409321"	NA	chrNC_037652.1	-	6559081	6559339	6559081	6559324	6559524	6559804	68	26,159,166,119	75,171,161,127	463,703,579,699,487	203,452,487,531,356	164	149	0.000700178734513	0.0021209221465371387	0.24,0.458,0.484,0.46	0.674,0.586,0.519,0.545,0.554	-0.165
69	"LOC408533"	NA	chrNC_037652.1	-	5740341	5740468	5740341	5740390	5740860	5741014	69	88,192,234,155	8,16,20,3	68,157,139,110,141	61,62,55,82,36	227	149	0	0.0	0.878,0.887,0.885,0.971	0.423,0.624,0.624,0.468,0.72	0.333
70	"LOC410621"	NA	chrNC_037652.1	-	5251930	5252080	5251930	5252077	5252157	5252303	70	142,294,95,374	399,928,176,1289	279,424,466,278,341	872,1346,1574,918,1265	152	149	0.123504133965	0.22436446096395232	0.259,0.237,0.346,0.221	0.239,0.236,0.225,0.229,0.209	0.038
71	"LOC410621"	NA	chrNC_037652.1	-	5252366	5252872	5252366	5252860	5252941	5253394	71	144,325,54,491	88,200,33,345	844,1175,974,639,744	240,219,461,244,207	161	149	1.68179692395e-10	1.2601830136522854e-09	0.602,0.601,0.602,0.568	0.765,0.832,0.662,0.708,0.769	-0.154
72	"LOC410621"	NA	chrNC_037652.1	-	5252366	5252872	5252366	5252860	5253469	5254381	72	9,37,31,537	0,0,0,4	118,340,127,60,115	0,2,0,0,0	161	149	1	1.0	1.0,1.0,1.0,0.992	1.0,0.994,1.0,1.0,1.0	-0.001
73	"LOC409674"	NA	chrNC_037652.1	-	5238091	5240745	5238091	5240742	5241118	5241378	73	780,1087,758,1302	155,178,174,242	1557,2329,2104,2610,2239	181,260,241,321,266	152	149	3.52238538337e-09	2.2524946718713594e-08	0.831,0.857,0.81,0.841	0.894,0.898,0.895,0.889,0.892	-0.059
74	"LOC410623"	NA	chrNC_037652.1	-	5091948	5092104	5091948	5092023	5092248	5093174	74	1,42,64,13	0,0,0,0	10,19,20,7,20	0,0,2,0,0	230	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.866,1.0,1.0	0.027
75	"LOC413032"	NA	chrNC_037652.1	-	3839160	3840221	3839160	3839687	3840302	3840688	75	131,305,436,297	5,6,0,0	425,499,506,625,550	0,0,0,0,0	683	149	0.0201089082634	0.04458573512499754	0.851,0.917,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.058
76	"LOC411720"	NA	chrNC_037652.1	+	3775789	3775869	3775794	3775869	3775591	3775719	76	81,186,157,202	77,255,134,202	131,169,174,199,145	115,106,127,148,96	154	149	0.00131919260522	0.003780101691864513	0.504,0.414,0.531,0.492	0.524,0.607,0.57,0.565,0.594	-0.087
77	"LOC413755"	NA	chrNC_037652.1	-	3449943	3450175	3449943	3450160	3450367	3450755	77	50,167,118,149	197,709,495,665	114,182,184,154,200	473,835,630,726,713	164	149	0.593831910117	0.8198961428445817	0.187,0.176,0.178,0.169	0.18,0.165,0.21,0.162,0.203	-0.007
78	"LOC408548"	NA	chrNC_037652.1	-	2986195	2986351	2986195	2986348	2987681	2987874	78	643,1326,1074,1060	312,604,570,483	771,851,866,896,844	274,271,422,334,344	152	149	0.00508686961643	0.01287182629788882	0.669,0.683,0.649,0.683	0.734,0.755,0.668,0.724,0.706	-0.046
79	"Syt20"	NA	chrNC_037653.1	-	1772121	1772256	1772121	1772241	1776423	1776568	79	26,50,16,73	80,273,177,192	180,76,59,36,34	871,312,308,345,185	164	149	0.308773284481	0.48673178002395395	0.228,0.143,0.076,0.257	0.158,0.181,0.148,0.087,0.143	0.033
80	"Syt20"	NA	chrNC_037653.1	-	1776423	1776583	1776423	1776568	1777055	1777945	80	6,19,13,9	1,6,4,3	16,14,11,7,17	14,11,0,0,9	164	149	0.623854704509	0.8518561209979026	0.845,0.742,0.747,0.732	0.509,0.536,1.0,1.0,0.632	0.031
81	"LOC725503"	NA	chrNC_037652.1	-	2837155	2837230	2837155	2837227	2837643	2837841	81	83,169,140,115	109,233,247,228	125,210,174,220,234	265,365,358,524,350	152	149	0.0860169004382	0.16328120398970597	0.427,0.416,0.357,0.331	0.316,0.361,0.323,0.292,0.396	0.045
82	"LOC100577909"	NA	chrNC_037652.1	-	2808888	2808997	2808888	2808971	2809148	2809484	82	34,39,181,84	3,17,15,24	55,78,79,82,76	62,61,61,61,93	175	149	5.19140286315e-11	4.05859674705802e-10	0.906,0.661,0.911,0.749	0.43,0.521,0.524,0.534,0.41	0.323
83	"LOC551194"	NA	chrNC_037652.1	+	2795364	2795431	2795367	2795431	2794990	2795281	83	52,130,68,142	35,54,59,75	22,35,19,20,14	1,15,2,1,8	152	149	0.000365554873593	0.0011757739988930618	0.593,0.702,0.53,0.65	0.956,0.696,0.903,0.951,0.632	-0.209
84	"LOC409137"	NA	chrNC_037652.1	-	2662683	2662864	2662683	2662855	2663311	2663477	84	214,271,365,412	15,23,50,44	359,468,402,654,527	19,38,13,55,22	158	149	0.000172129153114	0.0005893789356624937	0.931,0.917,0.873,0.898	0.947,0.921,0.967,0.918,0.958	-0.037
85	"LOC551839"	NA	chrNC_037652.1	+	2548220	2548340	2548260	2548340	2547738	2547943	85	58,34,20,64	50,23,41,53	3,11,23,18,2	10,9,23,7,4	189	149	0.8668483344	1.0	0.478,0.538,0.278,0.488	0.191,0.491,0.441,0.67,0.283	0.03
86	"LOC551839"	NA	chrNC_037652.1	+	2548220	2548340	2548260	2548340	2547740	2547960	86	128,87,73,317	8,13,17,11	23,37,49,60,31	2,0,1,1,2	189	149	2.67311758376e-05	0.00010465661372335456	0.927,0.841,0.772,0.958	0.901,1.0,0.975,0.979,0.924	-0.081
87	"LOC724207"	NA	chrNC_037652.1	-	2531438	2532030	2531438	2531965	2533050	2533300	87	24,88,12,45	26,64,0,80	2,14,6,2,7	6,0,3,6,6	214	149	0.86961439322	1.0	0.391,0.489,1.0,0.281	0.188,1.0,0.582,0.188,0.448	0.059
88	"LOC727223"	NA	chrNC_037652.1	-	2184083	2184509	2184083	2184445	2184614	2184845	88	0,10,14,10	0,0,4,8	1,6,1,0,2	0,0,0,0,0	213	149	1	1.0	NA,1.0,0.71,0.466	1.0,1.0,1.0,NA,1.0	-0.275
89	"LOC727223"	NA	chrNC_037652.1	-	2188530	2188683	2188530	2188647	2188799	2188982	89	121,417,417,358	4,1,2,0	16,71,38,69,82	12,5,0,0,2	185	149	5.23510595232e-05	0.000196407234410896	0.961,0.997,0.994,1.0	0.518,0.92,1.0,1.0,0.971	0.106
90	"LOC727223"	NA	chrNC_037652.1	-	2190385	2190525	2190385	2190516	2190601	2190798	90	28,52,31,47	83,165,97,197	38,50,39,34,14	32,48,17,53,14	158	149	1.41882505744e-10	1.0690589917479665e-09	0.241,0.229,0.232,0.184	0.528,0.496,0.684,0.377,0.485	-0.293
91	"LOC726601"	NA	chrNC_037652.1	+	1879296	1879455	1879383	1879455	1878950	1879099	91	279,764,887,617	9,21,48,20	672,812,964,858,766	2,0,32,8,16	236	149	1.43029492694e-08	8.484534599501534e-08	0.951,0.958,0.921,0.951	0.995,1.0,0.95,0.985,0.968	-0.034
