ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
120	"LOC552597"	NA	chrNC_037653.1	+	5216049	5216129	5215813	5215949	5216541	5216669
121	"LOC726096"	NA	chrNC_037653.1	+	5211175	5211278	5210258	5210850	5211548	5211647
122	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5166438	5166463
123	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5166447	5166463
124	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5167093	5167167
125	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5168066	5168180
126	"LOC726021"	NA	chrNC_037653.1	-	5166438	5166463	5165173	5165311	5167093	5167167
127	"LOC726021"	NA	chrNC_037653.1	-	5166438	5166463	5165173	5165311	5168066	5168180
128	"LOC726021"	NA	chrNC_037653.1	-	5166438	5166463	5165508	5165517	5167093	5167167
129	"LOC726021"	NA	chrNC_037653.1	-	5166438	5166463	5165508	5165517	5168066	5168180
130	"LOC726021"	NA	chrNC_037653.1	-	5166447	5166463	5165173	5165311	5167093	5167167
131	"LOC726021"	NA	chrNC_037653.1	-	5166447	5166463	5165173	5165311	5168066	5168180
132	"LOC726021"	NA	chrNC_037653.1	-	5166447	5166463	5165508	5165517	5167093	5167167
133	"LOC726021"	NA	chrNC_037653.1	-	5166447	5166463	5165508	5165517	5168066	5168180
134	"LOC726021"	NA	chrNC_037653.1	-	5167093	5167167	5164419	5165311	5168066	5168180
135	"LOC726021"	NA	chrNC_037653.1	-	5167093	5167167	5164419	5165311	5187459	5187663
136	"LOC726021"	NA	chrNC_037653.1	-	5167093	5167167	5165508	5165517	5168066	5168180
137	"LOC726021"	NA	chrNC_037653.1	-	5167093	5167167	5165508	5165517	5169022	5169154
138	"LOC726021"	NA	chrNC_037653.1	-	5167093	5167167	5166100	5166463	5168066	5168180
139	"LOC726021"	NA	chrNC_037653.1	-	5168616	5168652	5168302	5168467	5169022	5169154
140	"LOC726021"	NA	chrNC_037653.1	-	5168824	5168848	5168616	5168652	5169022	5169154
141	"LOC726021"	NA	chrNC_037653.1	-	5187459	5187663	5169302	5169417	5202358	5202481
142	"LOC726021"	NA	chrNC_037653.1	-	5205583	5205641	5202358	5202481	5206221	5206446
143	"LOC409891"	NA	chrNC_037653.1	+	5153616	5153894	5153234	5153460	5155781	5155847
144	"LOC409891"	NA	chrNC_037653.1	+	5154593	5154849	5153616	5153894	5155781	5155847
145	"LOC409891"	NA	chrNC_037653.1	+	5155781	5155847	5153616	5153894	5155951	5156155
146	"LOC409890"	NA	chrNC_037653.1	-	5147924	5148278	5146774	5147693	5149191	5149619
147	"LOC113219311"	NA	chrNC_037653.1	+	4971299	4971379	4970090	4970611	4972246	4972450
148	"LOC409655"	NA	chrNC_037653.1	+	5012026	5012178	4968146	4968784	5012565	5012646
149	"LOC409655"	NA	chrNC_037653.1	+	5012026	5012178	4985733	4986362	5012565	5012646
150	"LOC409655"	NA	chrNC_037653.1	+	5012026	5012178	4998349	4998480	5012565	5012646
151	"LOC409655"	NA	chrNC_037653.1	+	5012322	5012399	5012026	5012178	5012565	5012646
152	"LOC409655"	NA	chrNC_037653.1	+	5012565	5012646	4968146	4968784	5023387	5023474
153	"LOC409655"	NA	chrNC_037653.1	+	5012565	5012646	4985733	4986362	5023387	5023474
154	"LOC409655"	NA	chrNC_037653.1	+	5023387	5023474	5012565	5012646	5051230	5051286
155	"LOC409655"	NA	chrNC_037653.1	+	5023387	5023474	5012565	5012646	5073365	5073570
156	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5040604	5040652
157	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5042289	5042486
158	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5040604	5040652
159	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5042289	5042486
160	"LOC409655"	NA	chrNC_037653.1	+	5040604	5040652	5023387	5023474	5042289	5042486
161	"LOC409655"	NA	chrNC_037653.1	+	5040604	5040652	5026263	5032972	5042289	5042486
162	"LOC409655"	NA	chrNC_037653.1	+	5040604	5040652	5035997	5036102	5042289	5042486
163	"LOC409655"	NA	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5044457	5044530
164	"LOC409655"	NA	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5045577	5045716
165	"LOC409655"	NA	chrNC_037653.1	+	5044457	5044530	5043593	5043695	5045577	5045716
166	"LOC409655"	NA	chrNC_037653.1	+	5044457	5044530	5043934	5044074	5045577	5045716
167	"LOC409655"	NA	chrNC_037653.1	+	5044798	5044834	5044457	5044530	5045577	5045716
168	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5048245	5048356
169	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5048272	5048356
170	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5051230	5051286
171	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5051575	5051745
172	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5058471	5058531
173	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5073365	5073570
174	"LOC409655"	NA	chrNC_037653.1	+	5048245	5048356	5045931	5046043	5051230	5051286
175	"LOC409655"	NA	chrNC_037653.1	+	5048245	5048356	5047423	5047456	5051230	5051286
176	"LOC409655"	NA	chrNC_037653.1	+	5048272	5048356	5045931	5046043	5051230	5051286
177	"LOC409655"	NA	chrNC_037653.1	+	5048272	5048356	5047423	5047456	5051230	5051286
178	"LOC409655"	NA	chrNC_037653.1	+	5051230	5051286	5045931	5046043	5051575	5051745
179	"LOC409655"	NA	chrNC_037653.1	+	5051230	5051286	5047423	5047456	5051575	5051745
180	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5045931	5046043	5058471	5058531
181	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5045931	5046043	5073365	5073570
182	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5047423	5047456	5058471	5058531
183	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5047423	5047456	5073365	5073570
184	"LOC409655"	NA	chrNC_037653.1	+	5052756	5057763	5051575	5051745	5058471	5058531
185	"LOC409655"	NA	chrNC_037653.1	+	5052756	5057763	5051575	5051745	5073365	5073570
186	"LOC409655"	NA	chrNC_037653.1	+	5058471	5058531	5045931	5046043	5073365	5073570
187	"LOC409655"	NA	chrNC_037653.1	+	5058471	5058531	5047423	5047456	5073365	5073570
188	"LOC409655"	NA	chrNC_037653.1	+	5058471	5058531	5051575	5051745	5073365	5073570
189	"LOC409655"	NA	chrNC_037653.1	+	5058471	5058531	5052756	5057763	5073365	5073570
190	"LOC409655"	NA	chrNC_037653.1	+	5073365	5073570	5051575	5051745	5074747	5075006
191	"LOC409655"	NA	chrNC_037653.1	+	5074747	5075006	5073365	5073570	5075669	5075781
192	"LOC409655"	NA	chrNC_037653.1	+	5076625	5076696	5076136	5076291	5077145	5077526
193	"LOC551214"	NA	chrNC_037653.1	-	4954975	4955032	4953907	4954033	4955507	4955643
194	"LOC551214"	NA	chrNC_037653.1	-	4957290	4957347	4955964	4956076	4957902	4958022
195	"LOC725470"	NA	chrNC_037653.1	+	4941157	4941749	4937441	4937579	4943774	4944002
196	"LOC725470"	NA	chrNC_037653.1	+	4942829	4943008	4941157	4941749	4943774	4944002
197	"LOC725470"	NA	chrNC_037653.1	+	4944062	4944147	4943774	4944002	4944318	4944424
198	"LOC725470"	NA	chrNC_037653.1	+	4944062	4944147	4943774	4944002	4944555	4944817
199	"LOC725470"	NA	chrNC_037653.1	+	4944318	4944424	4943774	4944002	4944555	4944817
200	"LOC725470"	NA	chrNC_037653.1	+	4944318	4944424	4944062	4944147	4944555	4944817
201	"LOC725470"	NA	chrNC_037653.1	+	4945125	4945500	4944555	4944817	4946395	4946510
202	"LOC725662"	NA	chrNC_037653.1	-	4920100	4920145	4919875	4919992	4920229	4920563
203	"LOC725662"	NA	chrNC_037653.1	-	4922887	4929705	4922538	4922753	4929769	4929966
204	"LOC412529"	NA	chrNC_037653.1	+	4905141	4905304	4904793	4904988	4905417	4905530
205	"LOC551436"	NA	chrNC_037653.1	+	4888787	4889432	4888383	4888686	4889512	4889953
206	"LOC551374"	NA	chrNC_037653.1	-	4874615	4874664	4874313	4874493	4874747	4874863
207	"LOC551374"	NA	chrNC_037653.1	-	4875603	4875728	4875344	4875528	4875789	4875891
208	"LOC412608"	NA	chrNC_037653.1	-	4860682	4860965	4860428	4860560	4861627	4862037
209	"Su(var)3-9"	NA	chrNC_037653.1	-	4841251	4841421	4840824	4841166	4841530	4841675
210	"Su(var)3-9"	NA	chrNC_037653.1	-	4844441	4845908	4842298	4842532	4848269	4848380
211	"Su(var)3-9"	NA	chrNC_037653.1	-	4848269	4848380	4842298	4842532	4848495	4848559
212	"LOC551429"	NA	chrNC_037653.1	-	4836455	4836491	4835994	4836124	4836822	4836839
213	"LOC551429"	NA	chrNC_037653.1	-	4836455	4836680	4835994	4836124	4836822	4836945
214	"LOC725118"	NA	chrNC_037653.1	+	4820593	4821592	4820221	4820515	4821708	4821952
215	"LOC102656292"	NA	chrNC_037653.1	-	4802260	4802839	4792721	4793411	4810388	4810484
216	"LOC102656292"	NA	chrNC_037653.1	-	4810388	4810484	4800984	4802839	4811363	4811601
217	"LOC102655539"	NA	chrNC_037653.1	-	4707217	4707320	4706578	4706857	4707423	4709153
218	"LOC551686"	NA	chrNC_037653.1	+	4648678	4648840	4648228	4648438	4648922	4649088
219	"LOC413120"	NA	chrNC_037653.1	-	4641406	4641522	4641048	4641212	4641596	4641727
220	"LOC413120"	NA	chrNC_037653.1	-	4642034	4642180	4641826	4641967	4642345	4642496
221	"LOC409777"	NA	chrNC_037653.1	+	4602637	4602815	4602451	4602551	4603086	4603270
222	"LOC100577697"	NA	chrNC_037653.1	-	4542220	4542392	4537294	4537356	4543829	4544702
223	"LOC100577697"	NA	chrNC_037653.1	-	4542220	4542392	4537294	4537356	4593649	4596359
224	"LOC100577697"	NA	chrNC_037653.1	-	4543829	4544702	4537294	4537356	4593649	4596359
225	"LOC100577697"	NA	chrNC_037653.1	-	4543829	4544702	4542220	4542392	4591015	4591207
226	"LOC100577697"	NA	chrNC_037653.1	-	4543829	4544702	4542220	4542392	4593649	4596359
227	"LOC102653741"	NA	chrNC_037653.1	-	4486468	4486516	4479610	4481312	4486623	4486910
228	"LOC102653741"	NA	chrNC_037653.1	-	4486623	4486910	4479610	4481312	4494301	4494412
229	"LOC102653741"	NA	chrNC_037653.1	-	4486994	4487449	4486623	4486910	4491933	4492188
230	"LOC102653741"	NA	chrNC_037653.1	-	4486994	4487449	4486623	4486910	4494301	4494414
231	"LOC102653741"	NA	chrNC_037653.1	-	4491933	4492188	4486623	4486910	4494301	4494412
232	"LOC102653741"	NA	chrNC_037653.1	-	4491933	4492188	4486994	4487449	4494301	4494412
233	"LOC410649"	NA	chrNC_037653.1	+	4671338	4671600	4658188	4658374	4681989	4682292
234	"LOC410649"	NA	chrNC_037653.1	+	4681989	4682292	4671338	4671600	4802990	4803052
235	"LOC410649"	NA	chrNC_037653.1	+	4802990	4803052	4681989	4682292	4805675	4805740
236	"LOC410649"	NA	chrNC_037653.1	+	4803352	4803436	4802990	4803052	4805675	4805740
237	"LOC410649"	NA	chrNC_037653.1	+	4806270	4806336	4805675	4805740	4806426	4806555
238	"LOC410649"	NA	chrNC_037653.1	+	4806626	4806820	4806426	4806555	4806937	4807109
239	"LOC107965722"	NA	chrNC_037653.1	+	4238802	4238885	4232536	4233250	4239711	4239797
240	"LOC107965722"	NA	chrNC_037653.1	+	4239711	4239797	4232537	4233250	4240632	4240713
241	"LOC107965722"	NA	chrNC_037653.1	+	4242196	4242406	4240912	4241136	4244574	4244947
242	"LOC102655707"	NA	chrNC_037653.1	-	3836965	3837119	3836196	3836798	3848833	3851734
243	"Ubx"	NA	chrNC_037653.1	+	3689823	3693516	3685017	3685104	3799407	3799816
244	"Ubx"	NA	chrNC_037653.1	+	3741934	3741976	3689823	3693516	3799407	3799816
245	"Ubx"	NA	chrNC_037653.1	+	3764201	3764254	3741934	3741976	3799407	3799522
246	"LOC102656276"	NA	chrNC_037653.1	-	3406177	3406347	3405929	3406032	3406613	3407255
247	"LOC113218528"	NA	chrNC_037653.1	+	3349405	3349522	3347965	3348429	3354917	3356499
248	"LOC408558"	NA	chrNC_037653.1	-	3183767	3184077	3183485	3183700	3184154	3184420
249	"LOC551771"	NA	chrNC_037653.1	-	3169461	3169729	3169045	3169394	3169806	3170211
250	"LOC551165"	NA	chrNC_037653.1	+	3099629	3099933	3099385	3099528	3109363	3109543
251	"LOC551165"	NA	chrNC_037653.1	+	3099629	3099933	3099385	3099528	3111348	3111773
252	"LOC551165"	NA	chrNC_037653.1	+	3109363	3109543	3099385	3099528	3111348	3111773
253	"LOC551165"	NA	chrNC_037653.1	+	3109363	3109543	3099385	3099933	3111348	3111773
254	"LOC551165"	NA	chrNC_037653.1	+	3111922	3112318	3111348	3111773	3112522	3115054
255	"LOC725928"	NA	chrNC_037653.1	-	3086631	3086649	3086383	3086546	3087098	3088824
256	"LOC725928"	NA	chrNC_037653.1	-	3090218	3090518	3089825	3090030	3090766	3091225
257	"LOC725928"	NA	chrNC_037653.1	-	3092994	3093079	3090766	3091225	3115348	3115497
258	"LOC725928"	NA	chrNC_037653.1	-	3115348	3115497	3092994	3093079	3131720	3131947
259	"LOC725928"	NA	chrNC_037653.1	-	3116685	3116879	3115348	3115497	3116970	3117054
260	"LOC725928"	NA	chrNC_037653.1	-	3116970	3117054	3115348	3115497	3131720	3131947
261	"LOC551947"	NA	chrNC_037653.1	-	2996822	2996976	2996503	2996738	2997042	2997175
262	"LOC551947"	NA	chrNC_037653.1	-	3001844	3002074	3001544	3001712	3002149	3002421
263	"LOC551947"	NA	chrNC_037653.1	-	3007008	3007190	3006459	3006811	3007270	3007457
264	"LOC551947"	NA	chrNC_037653.1	-	3007955	3008114	3007686	3007879	3008251	3008497
265	"LOC551947"	NA	chrNC_037653.1	-	3008663	3008900	3008251	3008497	3010115	3010261
266	"LOC113219317"	NA	chrNC_037653.1	+	2922533	2922710	2922025	2922253	2924948	2925630
267	"LOC102655025"	NA	chrNC_037653.1	+	2904817	2905155	2903376	2903538	2905903	2906131
268	"LOC102655025"	NA	chrNC_037653.1	+	2905557	2905687	2904817	2905155	2905903	2906005
269	"LOC102655025"	NA	chrNC_037653.1	+	2906092	2906131	2905903	2906005	2906833	2907323
270	"LOC552100"	NA	chrNC_037653.1	-	2862513	2862932	2861618	2862135	2878223	2878677
271	"LOC411556"	NA	chrNC_037653.1	-	2844797	2844906	2844195	2844438	2845095	2845242
272	"LOC411556"	NA	chrNC_037653.1	-	2844797	2844909	2844195	2844438	2845095	2845242
273	"LOC725251"	NA	chrNC_037653.1	+	2821127	2821456	2820727	2820854	2822233	2822473
274	"LOC725251"	NA	chrNC_037653.1	+	2822233	2822473	2821127	2821456	2822554	2822713
275	"LOC725117"	NA	chrNC_037653.1	+	2787734	2787934	2774304	2774437	2799597	2802792
276	"LOC725117"	NA	chrNC_037653.1	+	2787734	2787934	2774304	2774437	2806494	2806589
277	"LOC725117"	NA	chrNC_037653.1	+	2799597	2802792	2787734	2787934	2806494	2806589
278	"LOC725117"	NA	chrNC_037653.1	+	2802896	2804721	2799597	2802792	2806494	2806589
279	"LOC412513"	NA	chrNC_037653.1	-	2699945	2700185	2699654	2699887	2700269	2700424
280	"LOC409638"	NA	chrNC_037653.1	+	2684137	2684328	2680239	2680385	2687391	2687475
281	"LOC409638"	NA	chrNC_037653.1	+	2684137	2684328	2680239	2680385	2689049	2689106
282	"LOC409638"	NA	chrNC_037653.1	+	2685825	2685906	2684137	2684328	2687391	2687475
