ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"LOC102655025"	NA	chrNC_037653.1	+	2905903	2906131	2905903	2906005	2906092	2906131	11	2,4,5,19	4,0,26,22	2,0,0,5,4	0,0,0,15,1	236	149	1	1.0	0.24,1.0,0.108,0.353	1.0,NA,NA,0.174,0.716	-0.205
12	"LOC552100"	NA	chrNC_037653.1	-	2878223	2879070	2878223	2878677	2878838	2879070	12	23,52,85,77	1,6,0,2	9,6,11,15,4	0,0,0,0,0	310	149	0.00751212376161	0.016340118426029733	0.917,0.806,1.0,0.949	1.0,1.0,1.0,1.0,1.0	-0.082
14	"LOC725251"	NA	chrNC_037653.1	+	2823341	2825809	2823341	2823729	2823804	2825809	14	42,32,27,107	4,5,13,16	0,5,6,23,8	6,10,10,0,0	224	149	0.171990835479	0.27659509771294916	0.875,0.81,0.58,0.816	0.0,0.25,0.285,1.0,1.0	0.263
15	"LOC413534"	NA	chrNC_037653.1	+	1249935	1250292	1249935	1250014	1250191	1250292	15	74,60,74,167	10,11,17,21	26,40,41,27,16	4,0,0,3,0	326	149	2.71079999303e-05	8.718999321844032e-05	0.772,0.714,0.665,0.784	0.748,1.0,1.0,0.804,1.0	-0.177
16	"LOC413532"	NA	chrNC_037653.1	+	1184460	1185296	1184460	1184706	1184795	1185296	16	9,12,26,39	20,25,42,20	1,3,2,14,8	0,4,0,0,2	238	149	9.95479488675e-05	0.0002968283824894149	0.22,0.231,0.279,0.55	1.0,0.32,1.0,1.0,0.715	-0.487
18	"LOC411646"	NA	chrNC_037652.1	+	9394320	9394656	9394320	9394420	9394495	9394656	18	46,148,312,133	2,29,60,22	293,264,166,359,239	54,57,72,94,52	224	149	0.0239875398261	0.04687604894303605	0.939,0.772,0.776,0.801	0.783,0.755,0.605,0.718,0.754	0.099
19	"LOC412789"	NA	chrNC_037652.1	+	7886779	7887198	7886779	7886850	7886982	7887198	19	1589,3191,1584,3045	36,98,52,85	1369,2510,1628,2425,1704	25,21,57,69,32	281	149	0.00781120068509	0.016953070513436485	0.959,0.945,0.942,0.95	0.967,0.984,0.938,0.949,0.966	-0.012
20	"LOC726548"	NA	chrNC_037652.1	-	7819715	7820773	7819715	7820406	7820472	7820773	20	1079,2129,1371,2146	86,211,453,494	1691,2182,2422,2673,2373	10,5,15,17,14	215	149	0	0.0	0.897,0.875,0.677,0.751	0.992,0.997,0.991,0.991,0.992	-0.193
21	"LOC408517"	NA	chrNC_037652.1	-	7774331	7777053	7774331	7774545	7774833	7777053	21	0,11,35,21	0,5,6,5	36,8,65,106,97	10,8,3,9,2	437	149	1	1.0	NA,0.429,0.665,0.589	0.551,0.254,0.881,0.801,0.943	-0.125
22	"LOC552633"	NA	chrNC_037652.1	+	7665740	7666565	7665740	7666046	7666142	7666565	22	347,651,1150,587	2,16,99,16	600,743,610,807,672	0,3,6,7,0	245	149	0	0.0	0.991,0.961,0.876,0.957	1.0,0.993,0.984,0.986,1.0	-0.046
23	"LOC725115"	NA	chrNC_037652.1	+	7445726	7446772	7445726	7445790	7446706	7446772	23	2701,6691,4134,5944	117,182,803,208	4439,5856,5321,6088,5970	130,177,213,166,159	1065	149	0.0393603762152	0.07439793654549363	0.764,0.837,0.419,0.8	0.827,0.822,0.778,0.837,0.84	-0.116
25	"Adar"	NA	chrNC_037652.1	-	6313877	6314525	6313877	6314004	6314222	6314525	25	1181,2480,980,2906	11,46,32,5	807,2556,3067,4184,1112	2,22,12,29,23	367	149	0.00178101902692	0.004514676138006512	0.978,0.956,0.926,0.996	0.994,0.979,0.99,0.983,0.952	-0.016
26	"Adar"	NA	chrNC_037652.1	-	6320141	6320517	6320141	6320250	6320326	6320517	26	82,262,77,290	347,798,577,803	170,323,202,293,171	250,337,309,368,231	225	149	0	0.0	0.135,0.179,0.081,0.193	0.31,0.388,0.302,0.345,0.329	-0.188
27	"LOC412163"	NA	chrNC_037652.1	+	5169863	5170227	5169863	5169950	5170037	5170227	27	1614,4355,6972,2131	152,347,717,198	6734,4072,4816,5003,3789	1720,838,648,894,703	236	149	0	0.0	0.87,0.888,0.86,0.872	0.712,0.754,0.824,0.779,0.773	0.104
28	"LOC410623"	NA	chrNC_037652.1	-	5091216	5091668	5091216	5091440	5091518	5091668	28	47,89,73,60	9,13,4,20	60,64,89,39,91	2,13,0,4,6	227	149	0.00380005738836	0.008982786260195566	0.774,0.818,0.923,0.663	0.952,0.764,1.0,0.865,0.909	-0.104
29	"LOC410624"	NA	chrNC_037652.1	+	5072805	5074655	5072805	5074010	5074055	5074655	29	0,5,45,64	28,45,0,0	17,98,24,37,94	11,0,23,43,0	194	149	0.414164541604	0.5974932578140059	0.0,0.079,1.0,1.0	0.543,1.0,0.445,0.398,1.0	-0.157
30	"LOC413032"	NA	chrNC_037652.1	-	3839160	3840221	3839160	3839687	3839768	3840221	30	3,7,19,0	66,176,147,177	9,8,7,14,10	159,207,201,251,203	230	149	1	1.0	0.029,0.025,0.077,0.0	0.035,0.024,0.022,0.035,0.031	0.003
31	"LOC413032"	NA	chrNC_037652.1	-	3840798	3841233	3840798	3841027	3841102	3841233	31	0,9,20,1	34,35,83,66	39,7,7,22,12	100,122,150,125,82	224	149	0.466132906525	0.6613756848418917	0.0,0.146,0.138,0.01	0.206,0.037,0.03,0.105,0.089	-0.02
32	"LOC409440"	NA	chrNC_037652.1	+	3703902	3704188	3703902	3703953	3704024	3704188	32	324,618,923,513	5,10,27,9	217,390,245,408,264	8,6,1,7,3	220	149	0.161070620184	0.26074303366419804	0.978,0.977,0.959,0.975	0.948,0.978,0.994,0.975,0.983	-0.003
33	"LOC100577929"	NA	chrNW_020555870.1	-	33315	33827	33315	33531	33629	33827	33	273,159,192,419	0,9,0,14	1,10,19,33,6	0,3,0,0,0	247	149	0.0406194265246	0.076190549561439	1.0,0.914,1.0,0.948	1.0,0.668,1.0,1.0,1.0	0.032
34	"Tpx-3"	NA	chrNC_037652.1	+	4366332	4366905	4366332	4366493	4366592	4366905	34	1974,4711,3346,3563	0,0,7,1	2544,3091,2548,2815,2675	9,3,14,4,3	248	149	1	1.0	1.0,1.0,0.997,1.0	0.994,0.998,0.991,0.998,0.998	0.003
35	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822048	1821600	1821844	1821922	1822048	35	16,43,110,91	0,0,6,0	85,88,57,95,90	5,4,4,11,3	227	149	0.000928273054788	0.0024413830207695116	1.0,1.0,0.923,1.0	0.918,0.935,0.903,0.85,0.952	0.069
36	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822911	1821600	1822048	1822117	1822911	36	48,113,142,197	24,35,108,34	87,152,92,145,113	64,79,40,64,65	218	149	0.148973161025	0.24343140954493678	0.578,0.688,0.473,0.798	0.482,0.568,0.611,0.608,0.543	0.072
37	"LOC409573"	NA	chrNC_037652.1	+	1799719	1800350	1799719	1799917	1800007	1800350	37	46,155,188,136	2,6,15,20	177,194,186,310,196	13,48,25,13,7	239	149	0.45428676161	0.6486976901592576	0.935,0.942,0.887,0.809	0.895,0.716,0.823,0.937,0.946	0.03
38	"LOC411466"	NA	chrNC_037652.1	+	628194	628795	628194	628442	628693	628795	38	15,107,164,119	4,18,16,16	49,62,58,87,36	0,4,10,1,6	400	149	0.0220766510552	0.043575844436923944	0.583,0.689,0.792,0.735	1.0,0.852,0.684,0.97,0.691	-0.14
39	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646761	646923	39	82,249,237,218	28,99,78,100	139,116,182,349,176	91,47,71,99,71	212	149	0.680481876109	0.9057703127041099	0.673,0.639,0.681,0.605	0.518,0.634,0.643,0.712,0.635	0.021
40	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646833	646923	40	164,451,425,388	35,154,192,171	264,260,289,589,371	9,21,29,22,13	284	149	0	0.0	0.711,0.606,0.537,0.543	0.939,0.867,0.839,0.934,0.937	-0.304
41	"LOC411466"	NA	chrNC_037652.1	+	658778	659504	658778	658909	658995	659504	41	170,480,399,407	0,9,17,11	197,230,242,369,274	2,4,2,0,9	235	149	0.00670798163443	0.01498981772978549	1.0,0.971,0.937,0.959	0.984,0.973,0.987,1.0,0.951	-0.012
42	"Metrn"	NA	chrNC_037651.1	+	10630609	10631335	10630609	10631072	10631142	10631335	42	162,408,393,438	1,26,49,30	250,482,609,552,279	12,14,31,17,28	219	149	0.0157499916471	0.03205548092490684	0.991,0.914,0.845,0.909	0.934,0.959,0.93,0.957,0.871	-0.015
43	"LOC551446"	NA	chrNC_037651.1	-	10602410	10602833	10602410	10602626	10602751	10602833	43	643,989,669,1346	138,404,192,553	1201,1721,1711,1908,1540	732,977,894,800,762	274	149	4.05924319902e-05	0.00012641643105519427	0.717,0.571,0.655,0.57	0.472,0.489,0.51,0.565,0.524	0.116
44	"LOC551446"	NA	chrNC_037651.1	-	10611482	10611766	10611482	10611582	10611696	10611766	44	808,1483,3552,1846	2778,5149,6927,6419	2088,2447,2288,2668,2616	4567,5287,5620,6772,4991	263	149	0.000138257748418	0.0004036632476132678	0.141,0.14,0.225,0.14	0.206,0.208,0.187,0.182,0.229	-0.041
45	"LOC727311"	NA	chrNC_037651.1	+	10455948	10456170	10455948	10456021	10456087	10456170	45	5,27,10,34	113,258,113,343	82,53,170,199,138	546,468,781,818,638	215	149	2.84905964376e-08	1.39746375526428e-07	0.03,0.068,0.058,0.064	0.094,0.073,0.131,0.144,0.13	-0.059
46	"LOC409253"	NA	chrNC_037651.1	+	10450746	10451211	10450746	10450957	10451056	10451211	46	49,149,36,146	1827,2714,2192,2586	26,21,37,20,61	327,468,498,579,364	248	149	2.60001010166e-07	1.1236167003209075e-06	0.016,0.032,0.01,0.033	0.046,0.026,0.043,0.02,0.091	-0.022
47	"LOC727238"	NA	chrNC_037651.1	+	10041051	10044632	10041051	10044303	10044387	10044632	47	118,488,398,486	10,36,77,51	490,514,493,681,553	0,9,2,1,2	233	149	0	0.0	0.883,0.897,0.768,0.859	1.0,0.973,0.994,0.998,0.994	-0.14
48	"LOC550799"	NA	chrNC_037651.1	+	9073240	9076239	9073240	9073410	9074338	9076239	48	2692,4759,4065,5647	661,977,958,791	6118,8622,7847,9515,8994	50,34,96,109,43	1077	149	0	0.0	0.36,0.403,0.37,0.497	0.944,0.972,0.919,0.924,0.967	-0.538
49	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058917	9059051	49	431,1145,455,949	124,300,135,332	458,611,463,635,459	211,244,316,251,255	227	149	1.55756479636e-06	5.968636973551406e-06	0.695,0.715,0.689,0.652	0.588,0.622,0.49,0.624,0.542	0.115
50	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058920	9059051	50	464,1232,498,1021	30,103,31,113	481,690,509,685,523	39,69,69,80,70	230	149	0.0070670246523	0.015544285165709194	0.909,0.886,0.912,0.854	0.889,0.866,0.827,0.847,0.829	0.039
51	"LOC726373"	NA	chrNC_037651.1	-	9030006	9031083	9030006	9030249	9030330	9031083	51	322,550,307,474	10,22,12,5	167,268,107,132,163	10,1,2,2,0	230	149	0.0159490727329	0.03239345828359193	0.954,0.942,0.943,0.984	0.915,0.994,0.972,0.977,1.0	-0.016
52	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628602	8628833	52	38,105,8,89	2,10,1,2	32,21,31,50,0	0,0,5,6,0	243	149	1	1.0	0.921,0.866,0.831,0.965	1.0,1.0,0.792,0.836,NA	-0.011
53	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628615	8628833	53	41,108,9,96	53,106,32,140	45,21,37,60,0	24,34,47,111,0	256	149	1	1.0	0.31,0.372,0.141,0.285	0.522,0.264,0.314,0.239,NA	-0.058
54	"LOC412941"	NA	chrNC_037651.1	-	8253349	8254325	8253349	8253748	8253979	8254325	54	192,562,455,588	8,35,259,19	295,406,448,476,446	38,44,32,61,81	380	149	0.357897210203	0.5287607879655769	0.904,0.863,0.408,0.924	0.753,0.783,0.846,0.754,0.683	0.011
55	"LOC725056"	NA	chrNC_037651.1	+	8245928	8246303	8245928	8246048	8246132	8246303	55	94,57,126,145	1,38,34,10	10,18,17,54,6	20,28,17,21,8	233	149	1.83843301538e-06	6.963331228138146e-06	0.984,0.49,0.703,0.903	0.242,0.291,0.39,0.622,0.324	0.396
56	"LOC410509"	NA	chrNC_037651.1	+	7702421	7705682	7702421	7705436	7705562	7705682	56	2,13,4,12	4,10,0,0	2,13,0,0,8	0,0,0,0,4	275	149	1	1.0	0.213,0.413,1.0,1.0	1.0,1.0,NA,NA,0.52	-0.183
57	"LOC100577030"	NA	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7457372	7457500	57	183,415,70,142	61,145,56,62	334,775,467,686,927	112,260,192,182,166	1107	149	0.00944801728627	0.02010521682826653	0.288,0.278,0.144,0.236	0.286,0.286,0.247,0.337,0.429	-0.08
58	"LOC100578862"	NA	chrNC_037651.1	+	7253657	7254263	7253657	7253832	7253889	7254263	58	0,18,29,3	0,0,12,0	0,2,4,14,4	0,0,0,0,0	206	149	1	1.0	NA,1.0,0.636,1.0	NA,1.0,1.0,1.0,1.0	-0.121
60	"LOC724846"	NA	chrNC_037651.1	-	6832349	6832695	6832349	6832581	6832663	6832695	60	141,56,27,194	0,2,0,23	28,91,91,91,78	0,0,0,2,0	231	149	5.54516484175e-07	2.276069753036297e-06	1.0,0.948,1.0,0.845	1.0,1.0,1.0,0.967,1.0	-0.045
61	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6682961	6683124	6683569	61	0,0,4,7	0,0,0,0	10,9,0,11,6	0,0,0,1,0	312	149	1	1.0	NA,NA,1.0,1.0	1.0,1.0,NA,0.84,1.0	0.04
63	"LOC409753"	NA	chrNC_037651.1	+	6507105	6508404	6507105	6507884	6508194	6508404	63	82,191,369,241	11,32,80,72	271,414,353,574,338	13,7,23,37,32	459	149	2.91489055115e-12	1.9452432861756122e-11	0.708,0.66,0.6,0.521	0.871,0.95,0.833,0.834,0.774	-0.23
64	"LOC100577863"	NA	chrNC_037651.1	+	4758572	4761906	4758572	4760482	4760558	4761906	64	0,1,0,9	1,18,4,7	0,1,6,4,0	0,0,0,0,0	225	149	1	1.0	0.0,0.035,0.0,0.46	NA,1.0,1.0,1.0,NA	-0.876
65	"LOC100577542"	NA	chrNC_037651.1	+	3798720	3799034	3798720	3798889	3798975	3799034	65	1,5,14,2	6,14,23,0	0,0,0,0,2	2,0,0,0,0	235	149	1	1.0	0.096,0.185,0.278,1.0	0.0,NA,NA,NA,1.0	-0.11
66	"LOC100577542"	NA	chrNC_037651.1	+	3857292	3860087	3857292	3858560	3859221	3860087	66	40,72,58,16	8,10,101,2	6,0,0,1,2	0,10,0,0,0	810	149	1	1.0	0.479,0.57,0.096,0.595	1.0,0.0,NA,1.0,1.0	-0.315
67	"LOC100576591"	NA	chrNC_037651.1	+	3404389	3405063	3404389	3404871	3405027	3405063	67	54,61,55,157	1,0,2,0	63,70,79,71,50	4,0,0,0,0	305	149	1	1.0	0.963,1.0,0.931,1.0	0.885,1.0,1.0,1.0,1.0	-0.003
68	"LOC100576591"	NA	chrNC_037651.1	+	3410006	3410484	3410006	3410108	3410174	3410484	68	0,0,0,3	41,95,47,73	0,1,0,0,0	61,61,119,81,77	215	149	1	1.0	0.0,0.0,0.0,0.028	0.0,0.011,0.0,0.0,0.0	0.005
69	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410692	3410787	3410945	69	7,26,43,25	2,3,10,3	2,11,1,17,17	0,0,4,1,0	244	149	0.0131181401993	0.027264609185409534	0.681,0.841,0.724,0.836	1.0,1.0,0.132,0.912,1.0	-0.038
70	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410721	3410787	3410945	70	6,22,36,18	1,2,1,0	1,11,1,10,17	0,0,4,3,0	215	149	0.215659259154	0.3374190322648708	0.806,0.884,0.961,1.0	1.0,1.0,0.148,0.698,1.0	0.144
71	"LOC413623"	NA	chrNC_037651.1	-	2465037	2465574	2465037	2465257	2465392	2465574	71	267,679,598,582	4,6,24,7	295,574,441,690,428	19,11,16,38,34	284	149	3.95583309554e-07	1.651349900733932e-06	0.972,0.983,0.929,0.978	0.891,0.965,0.935,0.905,0.868	0.053
72	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2095598	2096218	2097194	72	109,254,1131,373	5,6,9,0	186,310,206,307,291	0,4,4,6,7	769	149	0.428369920484	0.6170791365562468	0.809,0.891,0.961,1.0	1.0,0.938,0.909,0.908,0.89	-0.014
73	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2096128	2096218	2097194	73	10,32,204,19	0,0,100,0	18,71,13,5,6	4,2,0,7,4	239	149	0.295013871837	0.44843886765585134	1.0,1.0,0.56,1.0	0.737,0.957,1.0,0.308,0.483	0.193
74	"LOC552697"	NA	chrNC_037651.1	+	1478680	1479345	1478680	1478857	1478997	1479345	74	6,31,12,35	8,8,11,17	7,14,21,18,8	2,0,1,10,2	289	149	0.00787237588474	0.01704812526033099	0.279,0.666,0.36,0.515	0.643,1.0,0.915,0.481,0.673	-0.287
75	"LOC724962"	NA	chrNC_037650.1	-	10469347	10470244	10469347	10470082	10470152	10470244	75	7,20,22,127	1,0,0,6	2,25,14,11,4	0,0,0,0,0	219	149	0.192282303574	0.3042402254937	0.826,1.0,1.0,0.935	1.0,1.0,1.0,1.0,1.0	-0.06
76	"LOC551363"	NA	chrNC_037650.1	-	10324190	10324763	10324190	10324356	10324532	10324763	76	247,465,281,452	68,77,246,115	66,151,106,132,103	31,58,54,68,66	325	149	0.0820993777117	0.14564102990086386	0.625,0.735,0.344,0.643	0.494,0.544,0.474,0.471,0.417	0.107
77	"LOC725111"	NA	chrNC_037650.1	-	10101111	10101312	10101111	10101131	10101251	10101312	77	20,61,57,93	2,4,18,19	19,12,33,73,29	0,4,2,5,2	269	149	0.0135993488432	0.028204991998264695	0.847,0.894,0.637,0.731	1.0,0.624,0.901,0.89,0.889	-0.084
78	"LOC409050"	NA	chrNC_037650.1	+	7316911	7318914	7316911	7317221	7317812	7318914	78	129,158,118,323	6,1,4,14	89,75,82,95,105	2,0,0,0,1	740	149	6.97700390129e-07	2.8400169407325683e-06	0.812,0.97,0.856,0.823	0.9,1.0,1.0,1.0,0.955	-0.106
83	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4501605	4502508	4502685	83	4,5,0,3	0,0,0,0	0,2,0,8,0	0,2,0,0,0	1052	149	1	1.0	1.0,1.0,NA,1.0	NA,0.124,NA,1.0,NA	0.438
85	"LOC102653850"	NA	chrNC_037653.1	-	4503435	4503855	4503435	4503549	4503603	4503855	85	0,0,0,0	0,0,2,1	0,2,10,0,8	0,20,3,0,0	203	149	1	1.0	NA,NA,0.0,0.0	NA,0.068,0.71,NA,1.0	-0.593
86	"LOC102654051"	NA	chrNC_037650.1	-	5839350	5840248	5839350	5839610	5839668	5840248	86	0,8,10,7	2,0,22,0	0,8,12,12,0	0,2,2,2,0	207	149	1	1.0	0.0,1.0,0.247,1.0	NA,0.742,0.812,0.812,NA	-0.227
87	"LOC410442"	NA	chrNC_037650.1	+	5264844	5265159	5264844	5264920	5265001	5265159	87	37,163,310,197	29,71,150,79	171,184,191,239,177	210,358,189,446,414	230	149	1.07913677994e-13	8.143332162470307e-13	0.453,0.598,0.572,0.618	0.345,0.25,0.396,0.258,0.217	0.267
88	"LOC107964603"	NA	chrNC_037643.1	-	6517261	6517881	6517261	6517348	6517579	6517881	88	6,27,48,81	0,0,0,0	9,61,17,24,21	0,1,0,0,0	380	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.96,1.0,1.0,1.0	0.008
89	"LOC725246"	NA	chrNC_037649.1	-	981131	982970	981131	981549	981736	982970	89	1,0,23,1	1,16,0,0	8,4,0,2,6	0,2,0,12,1	336	149	1	1.0	0.307,0.0,1.0,1.0	1.0,0.47,NA,0.069,0.727	0.01
91	"LOC102653687"	NA	chrNC_037643.1	+	5045829	5046186	5045829	5045945	5046019	5046186	91	2,2,7,2	0,0,20,0	0,2,4,2,2	0,4,0,7,2	223	149	1	1.0	1.0,1.0,0.19,1.0	NA,0.25,1.0,0.16,0.401	0.345
92	"LOC100577651"	NA	chrNC_037648.1	+	385592	386256	385592	385709	385949	386256	92	260,232,258,620	3,1,15,7	75,152,149,178,99	0,2,0,6,0	389	149	0.0266364704225	0.05164106222227767	0.971,0.989,0.868,0.971	1.0,0.967,1.0,0.919,1.0	-0.027
93	"LOC413447"	NA	chrNC_037643.1	-	2386574	2386828	2386574	2386646	2386707	2386828	93	393,801,1300,595	31,51,177,59	772,864,904,1087,769	45,68,70,91,41	210	149	0.00325357920933	0.007861480798898349	0.9,0.918,0.839,0.877	0.924,0.9,0.902,0.894,0.93	-0.026
94	"TpnT"	NA	chrNC_037643.1	+	2068302	2068333	2068302	2068330	2068331	2068333	94	19,32,62,17	100,330,120,190	16,28,25,51,50	219,548,278,448,460	150	149	0.00103891457965	0.002703382500362467	0.159,0.088,0.339,0.082	0.068,0.048,0.082,0.102,0.097	0.088
95	"LOC100577498"	NA	chrNC_037644.1	-	13518513	13523129	13518513	13520206	13520266	13523129	95	108,205,195,250	14,17,16,9	185,303,250,317,366	8,61,30,28,50	209	149	0.00717665342351	0.015723032835866988	0.846,0.896,0.897,0.952	0.943,0.78,0.856,0.89,0.839	0.036
96	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13715960	13716548	96	1233,4694,2367,4331	0,11,0,8	1659,2975,2773,3602,2537	0,4,0,0,0	1206	149	0.825116517045	1.0	1.0,0.981,1.0,0.985	1.0,0.989,1.0,1.0,1.0	-0.006
97	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13715960	13716548	97	316,1492,762,1545	15,93,18,111	510,667,621,933,596	46,26,48,29,43	649	149	0.534000882665	0.7378237547807959	0.829,0.786,0.907,0.762	0.718,0.855,0.748,0.881,0.761	0.028
98	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716041	13716548	98	1336,5006,2552,4590	2,0,2,8	1764,3077,2995,3849,2672	0,4,4,0,0	1287	149	1	1.0	0.987,1.0,0.993,0.985	1.0,0.989,0.989,1.0,1.0	-0.004
99	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716041	13716548	99	419,1804,947,1804	52,276,104,183	615,769,843,1178,731	147,315,352,457,335	730	149	0	0.0	0.622,0.572,0.65,0.668	0.461,0.333,0.328,0.345,0.308	0.273
100	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716350	13716548	100	1669,6061,3195,5683	61,152,132,78	2185,4168,3886,5061,3344	36,28,51,60,35	1596	149	2.53891596635e-09	1.3610254442564755e-08	0.719,0.788,0.693,0.872	0.85,0.933,0.877,0.887,0.899	-0.121
101	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716350	13716548	101	752,2859,1590,2897	36,40,32,30	1036,1860,1734,2392,1403	32,19,36,47,20	1039	149	0.842379205545	1.0	0.75,0.911,0.877,0.933	0.823,0.934,0.874,0.879,0.91	-0.016
102	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14081776	14082033	14084011	102	189,260,72,389	42,149,65,83	85,113,67,125,25	11,35,7,25,22	406	149	0.171857593373	0.27659509771294916	0.623,0.39,0.289,0.632	0.739,0.542,0.778,0.647,0.294	-0.117
103	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14082455	14082613	14084011	103	434,751,370,1021	47,108,228,198	402,483,198,356,376	70,165,138,260,135	307	149	0.0265002722559	0.051478746699084955	0.818,0.771,0.441,0.715	0.736,0.587,0.411,0.399,0.575	0.145
104	"LOC726654"	NA	chrNC_037642.1	-	13575948	13576519	13575948	13576113	13576245	13576519	104	4,4,1,1	12,6,19,6	27,44,26,73,18	51,39,51,79,97	281	149	0.00251420231436	0.006181535013501654	0.15,0.261,0.027,0.081	0.219,0.374,0.213,0.329,0.09	-0.115
