ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
18	"LOC408561"	NA	chrNC_037653.1	-	5876962	5877011	5878545	5878627	5876605	5876690	5880614	5880732
19	"LOC408561"	NA	chrNC_037653.1	-	5878545	5878627	5880614	5880732	5876962	5877011	5880806	5880936
20	"LOC552113"	NA	chrNC_037653.1	-	5246516	5246674	5247019	5247157	5246163	5246317	5247240	5247381
21	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5167093	5167167	5164419	5165311	5169022	5169154
22	"LOC726021"	NA	chrNC_037653.1	-	5165508	5165517	5166438	5166463	5165173	5165311	5168066	5168180
23	"LOC726021"	NA	chrNC_037653.1	-	5166438	5166463	5167093	5167167	5165508	5165517	5168066	5168180
24	"LOC726021"	NA	chrNC_037653.1	-	5166447	5166463	5167093	5167167	5165508	5165517	5168066	5168180
25	"LOC409891"	NA	chrNC_037653.1	+	5153616	5153894	5155781	5155847	5153234	5153460	5155951	5156155
26	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5040604	5040652	5023387	5023474	5042289	5042486
27	"LOC409655"	NA	chrNC_037653.1	+	5035997	5036102	5040604	5040652	5026263	5032972	5042289	5042486
28	"LOC409655"	NA	chrNC_037653.1	+	5043934	5044074	5044457	5044530	5043593	5043695	5045577	5045716
29	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5048245	5048356	5045931	5046043	5051230	5051286
30	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5048272	5048356	5045931	5046043	5051230	5051286
31	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5051230	5051286	5045931	5046043	5051575	5051745
32	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5051575	5051745	5045931	5046043	5058471	5058531
33	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5051575	5051745	5045931	5046043	5073365	5073570
34	"LOC409655"	NA	chrNC_037653.1	+	5047423	5047456	5058471	5058531	5045931	5046043	5073365	5073570
35	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5058471	5058531	5045931	5046043	5073365	5073570
36	"LOC409655"	NA	chrNC_037653.1	+	5051575	5051745	5058471	5058531	5047423	5047456	5073365	5073570
37	"LOC409655"	NA	chrNC_037653.1	+	5052756	5057763	5058471	5058531	5051575	5051745	5073365	5073570
38	"LOC409655"	NA	chrNC_037653.1	+	5073365	5073570	5074747	5075006	5051575	5051745	5075669	5075781
39	"LOC725470"	NA	chrNC_037653.1	+	4944062	4944147	4944318	4944424	4943774	4944002	4944555	4944817
40	"LOC102656292"	NA	chrNC_037653.1	-	4802260	4802839	4810388	4810484	4792721	4793411	4811363	4811601
41	"LOC100577697"	NA	chrNC_037653.1	-	4542220	4542392	4543829	4544702	4537294	4537356	4591015	4591207
42	"LOC100577697"	NA	chrNC_037653.1	-	4542220	4542392	4543829	4544702	4537294	4537356	4593649	4596359
43	"LOC410649"	NA	chrNC_037653.1	+	4671338	4671600	4681989	4682292	4658188	4658374	4802990	4803052
44	"LOC551165"	NA	chrNC_037653.1	+	3099629	3099933	3109363	3109543	3099385	3099528	3111348	3111773
45	"LOC725251"	NA	chrNC_037653.1	+	2821127	2821456	2822233	2822473	2820727	2820854	2822554	2822713
46	"LOC409638"	NA	chrNC_037653.1	+	2684137	2684328	2687391	2687475	2680239	2680385	2689049	2689106
47	"LOC409638"	NA	chrNC_037653.1	+	2685825	2685906	2687391	2687475	2684137	2684328	2689049	2689106
48	"LOC724468"	NA	chrNC_037653.1	-	2063362	2063608	2065626	2066457	2060317	2061429	2120872	2121018
49	"LOC724468"	NA	chrNC_037653.1	-	2137025	2137277	2146317	2146382	2128415	2128733	2147584	2147723
50	"LOC724468"	NA	chrNC_037653.1	-	2146317	2146382	2147584	2147723	2137025	2137277	2239174	2239333
51	"LOC724468"	NA	chrNC_037653.1	-	2147584	2147723	2239174	2239333	2146317	2146382	2330258	2330374
52	"LOC724468"	NA	chrNC_037653.1	-	2147584	2147723	2239174	2239333	2146317	2146382	2397490	2398761
53	"LOC724468"	NA	chrNC_037653.1	-	2239174	2239333	2330258	2330374	2147584	2147723	2397490	2398761
54	"LOC726935"	NA	chrNC_037653.1	-	1818552	1818750	1830189	1830325	1815033	1815128	1879025	1879427
55	"LOC409228"	NA	chrNC_037653.1	+	841020	841358	856811	857309	818916	820214	859772	859971
56	"LOC411525"	NA	chrNC_037653.1	-	742794	743041	746506	746619	741029	741194	747497	747637
57	"LOC411525"	NA	chrNC_037653.1	-	742794	743041	746506	746619	741029	741194	749973	750039
58	"LOC411525"	NA	chrNC_037653.1	-	742794	743041	749973	750093	741029	741194	750467	750728
59	"LOC411525"	NA	chrNC_037653.1	-	742794	743041	746506	746619	741029	741194	750467	750729
60	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	747497	747637
61	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	749973	750039
62	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	749973	750093	742794	743041	750467	750728
63	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	750467	750729
64	"LOC412739"	NA	chrNC_037653.1	-	618507	618661	646213	646522	616240	616371	654871	654932
65	"LOC550975"	NA	chrNC_037653.1	+	604442	604697	605168	605312	604252	604302	605392	605502
66	"LOC100576958"	NA	chrNC_037652.1	-	9481380	9481541	9482096	9482390	9480539	9481214	9482591	9483013
67	"LOC552081"	NA	chrNC_037652.1	-	9440506	9440596	9441346	9441474	9439875	9440078	9441624	9441749
68	"LOC552081"	NA	chrNC_037652.1	-	9443098	9443213	9443539	9443577	9442776	9442937	9444405	9444565
69	"LOC552081"	NA	chrNC_037652.1	-	9443539	9443577	9444405	9444565	9443098	9443213	9446609	9446763
70	"LOC552081"	NA	chrNC_037652.1	-	9444405	9444565	9445198	9445358	9443539	9443577	9446609	9446763
71	"LOC413697"	NA	chrNC_037652.1	-	9435660	9435877	9437265	9437376	9434992	9435238	9437931	9437998
72	"LOC413697"	NA	chrNC_037652.1	-	9435660	9435877	9437931	9437998	9434992	9435238	9438133	9438326
73	"LOC413697"	NA	chrNC_037652.1	-	9436184	9436273	9437265	9437376	9435660	9435877	9437931	9437998
74	"LOC413697"	NA	chrNC_037652.1	-	9437265	9437376	9437931	9437998	9436184	9436273	9438133	9438326
75	"LOC411646"	NA	chrNC_037652.1	+	9381636	9381749	9385274	9385449	9381225	9381275	9386177	9387719
76	"LOC724551"	NA	chrNC_037652.1	-	9292481	9292638	9292873	9293062	9292303	9292384	9293364	9293644
77	"LOC552201"	NA	chrNC_037652.1	-	9098312	9098479	9098702	9098785	9097707	9097902	9099307	9099749
78	"LOC410577"	NA	chrNC_037652.1	-	8968785	8968958	8970695	8970805	8966421	8967278	8971877	8972058
79	"LOC410577"	NA	chrNC_037652.1	-	8968785	8968958	8971877	8972058	8966421	8967278	8979619	8979819
80	"LOC410577"	NA	chrNC_037652.1	-	8970695	8970805	8971877	8972058	8968785	8968958	8979619	8979819
81	"LOC410577"	NA	chrNC_037652.1	-	8970695	8970805	8979619	8979819	8968785	8968958	8980641	8980844
82	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8979619	8979819	8970695	8970805	8980641	8980844
83	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8980641	8980844	8970695	8970805	8982830	8982987
84	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8982830	8982987	8970695	8970805	8983505	8983574
85	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8982830	8982987	8970695	8970805	8984363	8984437
86	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8983505	8983574	8970695	8970805	8984363	8984437
87	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8984363	8984437	8970695	8970805	9000703	9001277
88	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8980641	8980844	8971877	8972058	8982830	8982987
89	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8983505	8983574
90	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8984363	8984437
91	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8983505	8983574	8971877	8972058	8984363	8984437
92	"LOC410577"	NA	chrNC_037652.1	-	8980641	8980844	8982830	8982987	8979619	8979819	8983505	8983574
93	"LOC410577"	NA	chrNC_037652.1	-	8980641	8980844	8982830	8982987	8979619	8979819	8984363	8984437
94	"LOC410577"	NA	chrNC_037652.1	-	8980641	8980844	8983505	8983574	8979619	8979819	8984363	8984437
95	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8970695	8970805	8984363	8984437
96	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8971877	8972058	8984363	8984437
97	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8979619	8979819	8984363	8984437
98	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8980641	8980844	8984363	8984437
99	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8984363	8984437	8980641	8980844	9000703	9001277
100	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8862759	8862912
101	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8865649	8868948
102	"LOC410578"	NA	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8856731	8856969	8865649	8868948
103	"LOC726948"	NA	chrNC_037652.1	-	8380549	8380797	8384235	8384443	8372775	8375909	8408811	8409002
104	"LOC726948"	NA	chrNC_037652.1	-	8380549	8380797	8384235	8384443	8372775	8375909	8418128	8418315
105	"LOC726948"	NA	chrNC_037652.1	-	8384235	8384443	8408811	8409002	8380549	8380797	8418128	8418315
106	"LOC726948"	NA	chrNC_037652.1	-	8384235	8384443	8418128	8418315	8380549	8380797	8567709	8567787
107	"LOC726948"	NA	chrNC_037652.1	-	8418128	8418315	8567709	8567787	8384235	8384443	8569050	8569262
108	"LOC726948"	NA	chrNC_037652.1	-	8567709	8567787	8569050	8569262	8418128	8418315	8577481	8577541
109	"LOC726948"	NA	chrNC_037652.1	-	8569050	8569262	8577481	8577541	8567709	8567787	8579406	8579563
110	"LOC726948"	NA	chrNC_037652.1	-	8629864	8630082	8685268	8685449	8579406	8579563	8715133	8715200
111	"LOC726948"	NA	chrNC_037652.1	-	8685268	8685449	8715133	8715200	8629864	8630082	8759414	8761510
112	"LOC412795"	NA	chrNC_037652.1	-	8097069	8097186	8097972	8098104	8096539	8096938	8098343	8098553
113	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175575	8176537	8176774	8088263	8088469	8177361	8177605
114	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175585	8176537	8176774	8088263	8088469	8177361	8177605
115	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175829	8176537	8176774	8088263	8088469	8177361	8177605
116	"LOC100577912"	NA	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175575	8177853	8178048
117	"LOC100577912"	NA	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175585	8177853	8178048
118	"LOC100577912"	NA	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175829	8177853	8178048
119	"LOC409611"	NA	chrNC_037652.1	-	7915258	7915557	7921678	7921873	7914098	7914245	7923454	7923715
120	"LOC102656397"	NA	chrNC_037652.1	-	7890632	7890754	7893052	7893140	7889813	7890000	7893345	7893487
121	"LOC412789"	NA	chrNC_037652.1	+	7885036	7885253	7886162	7886329	7884879	7884949	7886408	7886568
122	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855829	7856939	7857007	7854612	7855038	7860746	7860818
123	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855844	7856939	7857007	7854612	7855038	7860746	7860818
124	"LOC409713"	NA	chrNC_037652.1	-	7861723	7861837	7863349	7863467	7861500	7861593	7863555	7863692
125	"LOC102656321"	NA	chrNW_020555869.1	+	9073	9387	15657	15726	8285	8334	18186	18273
126	"LOC102654111"	NA	chrNC_037652.1	-	7721074	7721462	7721639	7721783	7720365	7720625	7721877	7721949
127	"LOC102654111"	NA	chrNC_037652.1	-	7721074	7721462	7721877	7721949	7720365	7720625	7722066	7722217
128	"LOC726069"	NA	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7671094	7671303	7676461	7676796
129	"pHCl"	NA	chrNC_037652.1	+	7515862	7516033	7526389	7526454	7502896	7503098	7526654	7526875
130	"pHCl"	NA	chrNC_037652.1	+	7515862	7516033	7517528	7517617	7502902	7503098	7522309	7522462
131	"pHCl"	NA	chrNC_037652.1	+	7515862	7516033	7517528	7517617	7502902	7503098	7526654	7526875
132	"pHCl"	NA	chrNC_037652.1	+	7517528	7517617	7526389	7526454	7502902	7503098	7526654	7526875
133	"pHCl"	NA	chrNC_037652.1	+	7517528	7517617	7522309	7522462	7515862	7516033	7526389	7526454
134	"pHCl"	NA	chrNC_037652.1	+	7517528	7517617	7526389	7526454	7515862	7516033	7526654	7526875
135	"pHCl"	NA	chrNC_037652.1	+	7517528	7517779	7522309	7522462	7515862	7516033	7526389	7526454
136	"pHCl"	NA	chrNC_037652.1	+	7522309	7522462	7526389	7526454	7517528	7517617	7526654	7526875
137	"pHCl"	NA	chrNC_037652.1	+	7522309	7522462	7526389	7526454	7520679	7521353	7526654	7526875
138	"pHCl"	NA	chrNC_037652.1	+	7531498	7531591	7534332	7534547	7527182	7527323	7547460	7547577
139	"LOC725115"	NA	chrNC_037652.1	+	7444648	7444703	7446706	7446772	7443911	7444067	7447017	7447178
140	"LOC725115"	NA	chrNC_037652.1	+	7445726	7445790	7446706	7446772	7444648	7444703	7447017	7447178
141	"LOC725115"	NA	chrNC_037652.1	+	7445726	7445790	7446706	7446772	7445181	7445200	7447017	7447178
142	"LOC725115"	NA	chrNC_037652.1	+	7448051	7448098	7448924	7448983	7447017	7447178	7449586	7449800
143	"LOC725115"	NA	chrNC_037652.1	+	7448924	7448983	7449586	7449800	7447017	7447178	7450361	7450848
144	"LOC725115"	NA	chrNC_037652.1	+	7448924	7448983	7449586	7449800	7448051	7448098	7450361	7450848
145	"Mblk-1"	NA	chrNC_037652.1	-	7013424	7013665	7016328	7016761	7012010	7012953	7020221	7020301
146	"Mblk-1"	NA	chrNC_037652.1	-	7016328	7016761	7020221	7020301	7013424	7013665	7021752	7022067
147	"Mblk-1"	NA	chrNC_037652.1	-	7016328	7016761	7020656	7020896	7013424	7013665	7021752	7022067
148	"Mblk-1"	NA	chrNC_037652.1	-	7020221	7020301	7020656	7020896	7013424	7013665	7021752	7022067
149	"LOC410602"	NA	chrNC_037652.1	+	6983521	6983770	6983841	6984032	6982940	6983382	6984095	6984225
150	"LOC552844"	NA	chrNC_037652.1	-	6607517	6607647	6624536	6624700	6603004	6605848	6645680	6645702
151	"LOC552844"	NA	chrNC_037652.1	-	6607517	6607647	6624536	6624700	6603004	6605848	6646083	6646184
152	"LOC552844"	NA	chrNC_037652.1	-	6607517	6607647	6624536	6624700	6603004	6605848	6748123	6748221
153	"LOC552844"	NA	chrNC_037652.1	-	6607517	6607647	6748123	6748221	6603004	6605848	6841577	6841964
154	"LOC552844"	NA	chrNC_037652.1	-	6624536	6624700	6748123	6748221	6607517	6607647	6841577	6841964
155	"LOC409321"	NA	chrNC_037652.1	-	6558516	6558657	6559081	6559339	6558120	6558279	6559524	6559804
156	"LOC409321"	NA	chrNC_037652.1	-	6558516	6558657	6559081	6559339	6558120	6558306	6559524	6559804
157	"LOC409321"	NA	chrNC_037652.1	-	6558516	6558657	6559081	6559339	6558120	6558309	6559524	6559804
158	"LOC410609"	NA	chrNC_037652.1	+	6493643	6493794	6499513	6499632	6486660	6487320	6509412	6509656
159	"LOC410609"	NA	chrNC_037652.1	+	6493643	6493794	6499513	6499632	6491431	6492043	6509412	6509656
160	"LOC410609"	NA	chrNC_037652.1	+	6499513	6499632	6509412	6509656	6493643	6493794	6510330	6510456
161	"LOC410609"	NA	chrNC_037652.1	+	6509412	6509656	6510330	6510456	6499513	6499632	6510568	6510756
162	"LOC408525"	NA	chrNC_037652.1	+	6479102	6479239	6482437	6482654	6475085	6475443	6483205	6483340
163	"LOC408525"	NA	chrNC_037652.1	+	6482437	6482654	6483205	6483340	6480251	6480435	6483977	6484156
164	"LOC408528"	NA	chrNC_037652.1	+	6443926	6444156	6445061	6445198	6430811	6431658	6463664	6463926
165	"LOC408528"	NA	chrNC_037652.1	+	6445061	6445198	6463664	6463926	6443926	6444156	6464220	6464369
166	"Adar"	NA	chrNC_037652.1	-	6313877	6314525	6320141	6320250	6312990	6313193	6320326	6320517
167	"Adar"	NA	chrNC_037652.1	-	6314222	6314525	6320141	6320250	6312990	6313193	6320326	6320517
168	"LOC410614"	NA	chrNC_037652.1	+	6301653	6301806	6302170	6302528	6301295	6301554	6302621	6306028
169	"LOC726068"	NA	chrNC_037652.1	+	6029242	6029477	6149039	6149353	6018150	6018610	6149888	6150068
170	"LOC726068"	NA	chrNC_037652.1	+	6149039	6149353	6149888	6150068	6029242	6029477	6177987	6178160
171	"LOC726068"	NA	chrNC_037652.1	+	6149888	6150068	6177987	6178160	6149039	6149353	6186727	6187098
172	"LOC726068"	NA	chrNC_037652.1	+	6177987	6178160	6186727	6187098	6149888	6150068	6188060	6192162
173	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876287	5876679	5876785	5875586	5876080	5876973	5877343
174	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876287	5876973	5877343	5875586	5876080	5877412	5877977
175	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876341	5876679	5876785	5875592	5876080	5876973	5877343
176	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876341	5876973	5877343	5875592	5876080	5877412	5877977
177	"LOC552850"	NA	chrNC_037652.1	+	5841638	5841665	5842362	5842596	5840534	5841267	5842670	5843273
178	"LOC411724"	NA	chrNC_037652.1	-	5795819	5795938	5798649	5799020	5795545	5795724	5799732	5800366
179	"LOC107965562"	NA	chrNC_037652.1	-	5743758	5743879	5745491	5745621	5743192	5743677	5751702	5751784
180	"LOC726251"	NA	chrNC_037653.1	-	988045	988203	993792	993846	984992	986216	994293	994614
181	"LOC409270"	NA	chrNC_037652.1	-	5185982	5186216	5186515	5186752	5185683	5185799	5187007	5187142
182	"LOC409269"	NA	chrNC_037652.1	+	5181506	5181722	5181999	5182190	5181298	5181427	5182464	5182571
183	"LOC412775"	NA	chrNC_037652.1	+	4296061	4296176	4298229	4298405	4295656	4295877	4298837	4299000
184	"LOC413034"	NA	chrNC_037652.1	+	3888457	3888700	3888775	3888861	3888077	3888285	3889085	3889212
185	"LOC409440"	NA	chrNC_037652.1	+	3703902	3704188	3704318	3704452	3702485	3702671	3704541	3704752
186	"Oa1"	NA	chrNC_037652.1	-	3314376	3314514	3318649	3318777	3313632	3313915	3318855	3318954
187	"LOC408546"	NA	chrNC_037652.1	+	3271448	3271673	3272037	3272259	3271069	3271140	3272736	3272946
188	"LOC408548"	NA	chrNC_037652.1	-	2998377	2998565	2999677	2999781	2987681	2987874	3004784	3004943
189	"LOC408548"	NA	chrNC_037652.1	-	2999677	2999781	3004784	3004943	2998377	2998565	3025211	3025440
190	"LOC408547"	NA	chrNC_037652.1	+	2932118	2932249	2963433	2963491	2870206	2870783	2968126	2971595
191	"LOC552082"	NA	chrNC_037652.1	+	2767284	2767329	2767612	2767732	2766840	2766934	2767929	2768001
192	"LOC552082"	NA	chrNC_037652.1	+	2767284	2767329	2768654	2768681	2766840	2766934	2768818	2768943
193	"LOC552082"	NA	chrNC_037652.1	+	2767612	2767732	2767929	2768001	2767284	2767329	2768654	2768681
194	"LOC552082"	NA	chrNC_037652.1	+	2767612	2767732	2767929	2768001	2767284	2767329	2768818	2768943
195	"LOC552082"	NA	chrNC_037652.1	+	2767612	2767732	2768654	2768681	2767284	2767329	2768818	2768943
196	"LOC552082"	NA	chrNC_037652.1	+	2767929	2768001	2768654	2768681	2767284	2767329	2768818	2768943
197	"LOC552082"	NA	chrNC_037652.1	+	2767929	2768001	2768654	2768681	2767612	2767732	2768818	2768943
198	"LOC552479"	NA	chrNC_037652.1	-	2716921	2717128	2717473	2717638	2716324	2716480	2717958	2718066
199	"LOC552479"	NA	chrNC_037652.1	-	2716921	2717128	2717473	2717638	2716324	2716480	2718575	2718903
200	"LOC552479"	NA	chrNC_037652.1	-	2716921	2717128	2717958	2718066	2716324	2716480	2718575	2718903
201	"LOC552479"	NA	chrNC_037652.1	-	2717473	2717638	2717958	2718066	2716324	2716480	2718575	2718903
202	"LOC552479"	NA	chrNC_037652.1	-	2717473	2717638	2717958	2718066	2716921	2717128	2718575	2718903
203	"LOC552795"	NA	chrNC_037652.1	-	2681280	2681439	2682720	2682852	2676721	2677253	2683635	2683770
204	"LOC552795"	NA	chrNC_037652.1	-	2681280	2681439	2682720	2682852	2676721	2677253	2684882	2685017
205	"LOC552795"	NA	chrNC_037652.1	-	2681280	2681439	2683635	2683770	2676721	2677253	2684882	2685017
206	"LOC552795"	NA	chrNC_037652.1	-	2681280	2681439	2683635	2683770	2681052	2681178	2684882	2685017
207	"LOC552795"	NA	chrNC_037652.1	-	2682720	2682852	2683635	2683770	2676721	2677253	2684882	2685017
208	"LOC552795"	NA	chrNC_037652.1	-	2682720	2682852	2683635	2683770	2676721	2677253	2685736	2685840
209	"LOC552795"	NA	chrNC_037652.1	-	2682720	2682852	2683635	2683770	2681280	2681439	2684882	2685017
210	"LOC552795"	NA	chrNC_037652.1	-	2682720	2682852	2683635	2683770	2681280	2681439	2685736	2685840
211	"LOC552795"	NA	chrNC_037652.1	-	2682720	2682852	2684882	2685017	2681280	2681439	2685736	2685840
212	"LOC552795"	NA	chrNC_037652.1	-	2683635	2683770	2684882	2685017	2681280	2681439	2685736	2685840
213	"LOC552795"	NA	chrNC_037652.1	-	2683635	2683770	2684882	2685017	2682720	2682852	2685736	2685840
214	"LOC409137"	NA	chrNC_037652.1	-	2638774	2638847	2644228	2644237	2638416	2638463	2647245	2647425
215	"LOC406147"	NA	chrNC_037652.1	-	2627304	2627555	2627885	2628098	2626678	2626825	2628755	2628912
216	"LOC726887"	NA	chrNC_037652.1	+	2233288	2233729	2236721	2237287	2197323	2197479	2243533	2243762
217	"LOC726887"	NA	chrNC_037652.1	+	2233288	2233729	2236721	2237269	2229921	2231041	2243533	2243762
218	"LOC726887"	NA	chrNC_037652.1	+	2233288	2233729	2236721	2237287	2229923	2231041	2243533	2243762
219	"LOC551984"	NA	chrNC_037652.1	-	1970438	1970572	1971337	1971484	1970237	1970358	1973679	1973910
220	"LOC726566"	NA	chrNC_037652.1	-	1883370	1883516	1883590	1883742	1883246	1883305	1883915	1884129
221	"LOC724916"	NA	chrNC_037652.1	+	4260965	4261122	4264325	4264554	4257349	4257486	4265657	4265807
222	"LOC724916"	NA	chrNC_037652.1	+	4260965	4261122	4265657	4265807	4257349	4257486	4266213	4267253
223	"LOC724916"	NA	chrNC_037652.1	+	4264325	4264554	4265657	4265807	4260965	4261122	4266213	4267253
224	"LOC100578556"	NA	chrNC_037652.1	+	1819962	1820087	1820168	1820308	1809388	1809702	1820620	1820750
225	"LOC411746"	NA	chrNC_037652.1	-	1485586	1486271	1490504	1490745	1484087	1484604	1494114	1494433
226	"LOC100576614"	NA	chrNC_037652.1	-	805943	806082	807200	807241	805480	805612	808662	808874
227	"LOC100576614"	NA	chrNC_037652.1	-	805943	806099	807200	807241	805480	805612	808662	808874
228	"LOC102653951"	NA	chrNC_037652.1	-	512542	512724	570602	570679	483524	484453	598238	598295
229	"LOC102653951"	NA	chrNC_037652.1	-	512542	512724	598238	598295	483524	484453	621483	621730
230	"LOC102653951"	NA	chrNC_037652.1	-	570602	570679	598238	598295	512542	512724	621483	621730
231	"LOC408501"	NA	chrNC_037651.1	+	10643096	10643383	10643547	10643844	10642865	10643026	10643963	10644139
232	"LOC408501"	NA	chrNC_037651.1	+	10643096	10643383	10643963	10644139	10642865	10643026	10644199	10644391
233	"LOC408501"	NA	chrNC_037651.1	+	10643547	10643844	10643963	10644139	10643096	10643383	10644199	10644391
234	"LOC551446"	NA	chrNC_037651.1	-	10608054	10608102	10610668	10610755	10602410	10602833	10611482	10611582
235	"LOC551446"	NA	chrNC_037651.1	-	10608054	10608102	10610668	10610755	10606817	10607158	10611482	10611582
236	"LOC551446"	NA	chrNC_037651.1	-	10611921	10612467	10612666	10612829	10611482	10611766	10613577	10613600
237	"LOC551446"	NA	chrNC_037651.1	-	10611921	10612467	10612666	10612829	10611482	10611766	10614834	10614979
238	"LOC551446"	NA	chrNC_037651.1	-	10612666	10612829	10613577	10613600	10611921	10612467	10613691	10613837
239	"LOC551446"	NA	chrNC_037651.1	-	10613577	10613600	10613691	10613837	10612666	10612829	10614834	10614973
240	"LOC409253"	NA	chrNC_037651.1	+	10446425	10446877	10448941	10449142	10446131	10446294	10449690	10449924
241	"LOC727313"	NA	chrNC_037651.1	-	10460258	10460386	10460690	10460843	10459894	10460194	10460921	10461049
242	"LOC727313"	NA	chrNC_037651.1	-	10460475	10460611	10460690	10460843	10460258	10460386	10460921	10461049
243	"LOC410563"	NA	chrNC_037651.1	-	10120689	10120765	10133542	10133710	10113482	10113609	10135518	10135999
244	"LOC727232"	NA	chrNC_037651.1	-	10021404	10021471	10022251	10022272	10020558	10020703	10022405	10022500
