ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
56	"LOC410509"	NA	chrNC_037651.1	+	7702421	7705682	7702421	7705436	7705562	7705682
57	"LOC100577030"	NA	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7457372	7457500
58	"LOC100578862"	NA	chrNC_037651.1	+	7253657	7254263	7253657	7253832	7253889	7254263
59	"LOC551378"	NA	chrNC_037651.1	+	6866649	6867588	6866649	6867264	6867346	6867588
60	"LOC724846"	NA	chrNC_037651.1	-	6832349	6832695	6832349	6832581	6832663	6832695
61	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6682961	6683124	6683569
62	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6683010	6683124	6683569
63	"LOC409753"	NA	chrNC_037651.1	+	6507105	6508404	6507105	6507884	6508194	6508404
64	"LOC100577863"	NA	chrNC_037651.1	+	4758572	4761906	4758572	4760482	4760558	4761906
65	"LOC100577542"	NA	chrNC_037651.1	+	3798720	3799034	3798720	3798889	3798975	3799034
66	"LOC100577542"	NA	chrNC_037651.1	+	3857292	3860087	3857292	3858560	3859221	3860087
67	"LOC100576591"	NA	chrNC_037651.1	+	3404389	3405063	3404389	3404871	3405027	3405063
68	"LOC100576591"	NA	chrNC_037651.1	+	3410006	3410484	3410006	3410108	3410174	3410484
69	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410692	3410787	3410945
70	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410721	3410787	3410945
71	"LOC413623"	NA	chrNC_037651.1	-	2465037	2465574	2465037	2465257	2465392	2465574
72	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2095598	2096218	2097194
73	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2096128	2096218	2097194
74	"LOC552697"	NA	chrNC_037651.1	+	1478680	1479345	1478680	1478857	1478997	1479345
75	"LOC724962"	NA	chrNC_037650.1	-	10469347	10470244	10469347	10470082	10470152	10470244
76	"LOC551363"	NA	chrNC_037650.1	-	10324190	10324763	10324190	10324356	10324532	10324763
77	"LOC725111"	NA	chrNC_037650.1	-	10101111	10101312	10101111	10101131	10101251	10101312
78	"LOC409050"	NA	chrNC_037650.1	+	7316911	7318914	7316911	7317221	7317812	7318914
79	"LOC100577543"	NA	chrNC_037650.1	-	5909253	5910923	5909253	5910008	5910099	5910923
80	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4501605	4501680	4502685
81	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4502130	4502191	4502685
82	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4502130	4502197	4502685
83	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4501605	4502508	4502685
84	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4502306	4502508	4502685
85	"LOC102653850"	NA	chrNC_037653.1	-	4503435	4503855	4503435	4503549	4503603	4503855
86	"LOC102654051"	NA	chrNC_037650.1	-	5839350	5840248	5839350	5839610	5839668	5840248
87	"LOC410442"	NA	chrNC_037650.1	+	5264844	5265159	5264844	5264920	5265001	5265159
88	"LOC107964603"	NA	chrNC_037643.1	-	6517261	6517881	6517261	6517348	6517579	6517881
89	"LOC725246"	NA	chrNC_037649.1	-	981131	982970	981131	981549	981736	982970
90	"Kr"	NA	chrNC_037643.1	-	9196306	9197033	9196306	9196579	9196684	9197033
91	"LOC102653687"	NA	chrNC_037643.1	+	5045829	5046186	5045829	5045945	5046019	5046186
92	"LOC100577651"	NA	chrNC_037648.1	+	385592	386256	385592	385709	385949	386256
93	"LOC413447"	NA	chrNC_037643.1	-	2386574	2386828	2386574	2386646	2386707	2386828
94	"TpnT"	NA	chrNC_037643.1	+	2068302	2068333	2068302	2068330	2068331	2068333
95	"LOC100577498"	NA	chrNC_037644.1	-	13518513	13523129	13518513	13520206	13520266	13523129
96	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13715960	13716548
97	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13715960	13716548
98	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716041	13716548
99	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716041	13716548
100	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716350	13716548
101	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716350	13716548
102	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14081776	14082033	14084011
103	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14082455	14082613	14084011
104	"LOC726654"	NA	chrNC_037642.1	-	13575948	13576519	13575948	13576113	13576245	13576519
105	"LOC552797"	NA	chrNC_037642.1	+	13445425	13446029	13445425	13445683	13445857	13446029
106	"LOC107964659"	NA	chrNC_037643.1	-	15325630	15326180	15325630	15325744	15325863	15326180
107	"LOC113219197"	NA	chrNC_037650.1	-	1857351	1857798	1857351	1857441	1857661	1857798
108	"LOC100576966"	NA	chrNC_037642.1	+	13253540	13255128	13253540	13253947	13254031	13255128
109	"LOC100577107"	NA	chrNC_037642.1	+	13233633	13234682	13233633	13234009	13234566	13234682
110	"LOC100578678"	NA	chrNC_037642.1	-	12919098	12920542	12919098	12919183	12919264	12920542
111	"LOC413825"	NA	chrNC_037642.1	-	11966608	11966939	11966608	11966765	11966831	11966939
112	"LOC726002"	NA	chrNC_037642.1	-	10980705	10981098	10980705	10980820	10980913	10981098
113	"LOC100576965"	NA	chrNC_037642.1	-	10029754	10032149	10029754	10031198	10031291	10032149
114	"LOC411468"	NA	chrNC_037641.1	-	5691739	5692896	5691739	5692628	5692726	5692896
115	"LOC408840"	NA	chrNC_037642.1	+	9749665	9750791	9749665	9749858	9750088	9750791
116	"LOC102656496"	NA	chrNC_037641.1	+	4999905	5000202	4999905	5000102	5000144	5000202
117	"LOC113218777"	NA	chrNC_037642.1	+	9908827	9909742	9908827	9908967	9909480	9909742
118	"LOC100577015"	NA	chrNC_037642.1	+	7595356	7595824	7595356	7595443	7595524	7595824
119	"LOC100577015"	NA	chrNC_037642.1	+	7596053	7598013	7596053	7596174	7597680	7598013
120	"LOC100577015"	NA	chrNC_037642.1	+	7596053	7598013	7596053	7596438	7597680	7598013
121	"LOC100577015"	NA	chrNC_037642.1	+	7596053	7598013	7596053	7597142	7597680	7598013
122	"LOC100577756"	NA	chrNC_037645.1	+	2629178	2630080	2629178	2629614	2629905	2630080
123	"LOC411086"	NA	chrNC_037642.1	-	7492475	7496268	7492475	7496067	7496133	7496268
124	"LOC411086"	NA	chrNC_037642.1	-	7537318	7539140	7537318	7538456	7538563	7539140
125	"LOC552574"	NA	chrNC_037642.1	-	7401055	7401563	7401055	7401235	7401321	7401563
126	"LOC726260"	NA	chrNC_037642.1	+	7316464	7316874	7316464	7316687	7316758	7316874
127	"LOC413171"	NA	chrNC_037642.1	-	7133464	7136165	7133464	7135691	7135884	7136165
128	"LOC107965266"	NA	chrNC_037648.1	-	567758	568326	567758	568152	568236	568326
129	"LOC411080"	NA	chrNC_037642.1	-	6535791	6537673	6535791	6536004	6536215	6537673
130	"LOC411080"	NA	chrNC_037642.1	-	6535791	6537673	6535791	6536505	6536586	6537673
131	"Ripk5"	NA	chrNC_037650.1	+	5541401	5543208	5541401	5542110	5542949	5543208
132	"Cyp314a1"	NA	chrNC_037642.1	-	13662309	13663045	13662309	13662476	13662846	13663045
133	"LOC408867"	NA	chrNC_037643.1	-	1813306	1813707	1813306	1813332	1813420	1813707
134	"LOC409332"	NA	chrNC_037648.1	+	7221612	7224610	7221612	7221903	7221999	7224610
135	"LOC724539"	NA	chrNC_037638.1	-	15610994	15611600	15610994	15611395	15611458	15611600
136	"LOC724539"	NA	chrNC_037638.1	-	15611667	15611920	15611667	15611833	15611890	15611920
137	"LOC100577801"	NA	chrNC_037648.1	+	12315543	12319079	12315543	12315715	12317765	12319079
138	"LOC100577801"	NA	chrNC_037648.1	+	12315543	12319079	12315543	12315715	12318931	12319079
139	"LOC727151"	NA	chrNC_037651.1	+	9855848	9856241	9855848	9855979	9856060	9856241
140	"LOC551628"	NA	chrNC_037641.1	-	13005546	13005827	13005546	13005591	13005651	13005827
141	"LOC408754"	NA	chrNC_037640.1	-	3997457	3999554	3997457	3997740	3998051	3999554
142	"LOC102653821"	NA	chrNC_037643.1	+	13492796	13493174	13492796	13492957	13493027	13493174
143	"LOC410986"	NA	chrNC_037641.1	-	12617883	12618162	12617883	12617982	12618074	12618162
144	"LOC410986"	NA	chrNC_037641.1	-	12617883	12618162	12617883	12617982	12618101	12618162
145	"LOC102655409"	NA	chrNC_037641.1	-	12474579	12477931	12474579	12475214	12475367	12477931
146	"LOC408779"	NA	chrNC_037641.1	+	12222976	12234722	12222976	12229116	12229203	12234722
147	"LOC408779"	NA	chrNC_037641.1	+	12222976	12234722	12222976	12229116	12229284	12234722
148	"LOC408779"	NA	chrNC_037641.1	+	12222976	12234722	12222976	12229380	12230034	12234722
149	"LOC100578177"	NA	chrNC_037644.1	-	2980005	2980654	2980005	2980224	2980314	2980654
150	"LOC410573"	NA	chrNC_037652.1	-	9186389	9189933	9186389	9186874	9189775	9189933
151	"LOC410573"	NA	chrNC_037652.1	-	9186389	9189933	9186389	9186922	9189775	9189933
152	"LOC552792"	NA	chrNC_037641.1	+	11950909	11951731	11950909	11951460	11951565	11951731
153	"LOC107965612"	NA	chrNC_037652.1	-	8903342	8903767	8903342	8903522	8903606	8903767
154	"LOC724498"	NA	chrNC_037647.1	+	944142	945601	944142	944443	944763	945601
155	"LOC100576683"	NA	chrNC_037642.1	+	11384383	11384977	11384383	11384713	11384783	11384977
156	"LOC100576683"	NA	chrNC_037642.1	+	11384383	11384977	11384383	11384713	11384786	11384977
157	"LOC413377"	NA	chrNC_037638.1	+	24141008	24148451	24141008	24148310	24148397	24148451
158	"LOC413377"	NA	chrNC_037638.1	+	24141008	24148778	24141008	24148451	24148594	24148778
159	"LOC102653731"	NA	chrNC_037643.1	+	5051365	5052448	5051365	5052130	5052220	5052448
160	"LOC409463"	NA	chrNC_037645.1	+	1554777	1554980	1554777	1554821	1554900	1554980
161	"LOC409051"	NA	chrNC_037641.1	+	9999068	10010717	9999068	10008241	10008274	10010717
162	"Tbh"	NA	chrNC_037640.1	-	8155503	8155767	8155503	8155544	8155598	8155767
163	"LOC413113"	NA	chrNC_037641.1	+	8844930	8849126	8844930	8846137	8846221	8849126
164	"LOC102654066"	NA	chrNC_037641.1	+	8624784	8625087	8624784	8624931	8624999	8625087
165	"LOC102654507"	NA	chrNC_037646.1	+	10413512	10416205	10413512	10413687	10414634	10416205
166	"LOC408811"	NA	chrNC_037641.1	+	6768176	6768690	6768176	6768291	6768495	6768690
167	"LOC408811"	NA	chrNC_037641.1	+	6775649	6776580	6775649	6775759	6775862	6776580
168	"LOC408811"	NA	chrNC_037641.1	+	6775649	6777498	6775649	6775763	6775862	6777498
169	"LOC413040"	NA	chrNC_037643.1	+	3757968	3758371	3757968	3758027	3758094	3758371
170	"LOC100577164"	NA	chrNC_037642.1	-	8111240	8112331	8111240	8111531	8111970	8112331
171	"LOC413858"	NA	chrNC_037640.1	+	4573982	4578755	4573982	4578034	4578125	4578755
172	"LOC551679"	NA	chrNC_037638.1	-	12025002	12025552	12025002	12025211	12025304	12025552
173	"LOC410969"	NA	chrNC_037640.1	-	3485828	3486732	3485828	3486471	3486672	3486732
174	"LOC411476"	NA	chrNC_037646.1	-	5793885	5794427	5793885	5794061	5794139	5794427
175	"LOC100576522"	NA	chrNC_037642.1	+	13180362	13180755	13180362	13180441	13180515	13180755
176	"LOC102656523"	NA	chrNC_037643.1	-	15719992	15720511	15719992	15720357	15720431	15720511
177	"LOC102656523"	NA	chrNC_037643.1	-	15719992	15721613	15719992	15720511	15720567	15721613
178	"LOC102656523"	NA	chrNC_037643.1	-	15719992	15721613	15719992	15720781	15721011	15721613
179	"LOC100578386"	NA	chrNC_037647.1	+	11932570	11934378	11932570	11934138	11934222	11934378
180	"LOC725393"	NA	chrNC_037650.1	-	11022078	11026322	11022078	11024187	11025132	11026322
181	"LOC724373"	NA	chrNC_037638.1	-	15396053	15396833	15396053	15396646	15396719	15396833
182	"LOC409065"	NA	chrNC_037645.1	+	6491762	6492860	6491762	6492438	6492516	6492860
183	"LOC100578955"	NA	chrNC_037641.1	-	2621068	2622079	2621068	2621592	2621778	2622079
184	"LOC413926"	NA	chrNC_037642.1	+	10950492	10950810	10950492	10950689	10950779	10950810
185	"LOC413278"	NA	chrNC_037639.1	+	4375473	4375965	4375473	4375725	4375821	4375965
186	"LOC551340"	NA	chrNW_020555859.1	+	442889	443745	442889	443172	443361	443745
187	"LOC725864"	NA	chrNC_037640.1	+	13310420	13310680	13310420	13310466	13310565	13310680
188	"LOC412620"	NA	chrNC_037640.1	+	13305520	13305905	13305520	13305686	13305746	13305905
189	"LOC408314"	NA	chrNC_037648.1	-	14061622	14062089	14061622	14061818	14061962	14062089
190	"LOC724177"	NA	chrNC_037646.1	-	2777830	2778573	2777830	2777923	2778157	2778573
191	"LOC724235"	NA	chrNC_037638.1	+	12179475	12181863	12179475	12179641	12179910	12181863
192	"LOC724235"	NA	chrNC_037638.1	+	12179475	12181863	12179475	12179717	12179910	12181863
193	"LOC726770"	NA	chrNC_037648.1	+	5123690	5124074	5123690	5123808	5123877	5124074
194	"LOC726770"	NA	chrNC_037648.1	+	5133658	5134252	5133658	5133931	5134033	5134252
195	"LOC413073"	NA	chrNC_037643.1	+	8654409	8656040	8654409	8654500	8655292	8656040
196	"Amel_8916"	NA	chrNC_037646.1	+	1360992	1361192	1360992	1361053	1361054	1361192
197	"LOC412024"	NA	chrNC_037652.1	-	6537060	6537377	6537060	6537195	6537355	6537377
198	"LOC724652"	NA	chrNC_037640.1	+	11689019	11690780	11689019	11689296	11689406	11690780
199	"LOC724344"	NA	chrNC_037640.1	+	11463139	11464750	11463139	11464209	11464320	11464750
200	"LOC107964882"	NA	chrNC_037645.1	+	11969230	11969542	11969230	11969430	11969525	11969542
201	"LOC107964882"	NA	chrNC_037645.1	+	11969230	11969768	11969230	11969332	11969640	11969768
202	"LOC107964882"	NA	chrNC_037645.1	+	11969230	11969768	11969230	11969542	11969640	11969768
203	"LOC552841"	NA	chrNC_037641.1	+	11504715	11504997	11504715	11504849	11504948	11504997
204	"LOC413577"	NA	chrNC_037638.1	+	20520671	20521718	20520671	20521076	20521169	20521718
205	"LOC412933"	NA	chrNC_037643.1	+	5155503	5155864	5155503	5155716	5155798	5155864
206	"LOC726240"	NA	chrNC_037650.1	+	11253072	11253992	11253072	11253730	11253812	11253992
207	"LOC726252"	NA	chrNC_037640.1	-	9470161	9479222	9470161	9472125	9472155	9479222
208	"LOC100577178"	NA	chrNC_037640.1	-	8976414	8977833	8976414	8977609	8977770	8977833
209	"LOC551502"	NA	chrNC_037650.1	+	2786147	2786536	2786147	2786284	2786365	2786536
210	"LOC551502"	NA	chrNC_037650.1	+	2786147	2786536	2786147	2786305	2786365	2786536
211	"LOC408374"	NA	chrNC_037649.1	+	5273948	5275326	5273948	5274368	5274963	5275326
212	"LOC408374"	NA	chrNC_037649.1	+	5273948	5275326	5273948	5274372	5274963	5275326
213	"LOC408374"	NA	chrNC_037649.1	+	5273948	5275326	5273948	5274401	5274963	5275326
214	"LOC726365"	NA	chrNC_037640.1	+	8199485	8200170	8199485	8199871	8199942	8200170
215	"LOC107965262"	NA	chrNC_037648.1	+	13601812	13602079	13601812	13601871	13601946	13602079
216	"LOC552510"	NA	chrNC_037640.1	+	8110722	8112973	8110722	8111344	8111894	8112973
217	"LOC726727"	NA	chrNC_037640.1	-	8089420	8090036	8089420	8089816	8089917	8090036
218	"LOC100578434"	NA	chrNC_037643.1	+	6638079	6638974	6638079	6638354	6638567	6638974
219	"LOC410044"	NA	chrNC_037640.1	+	7005874	7007226	7005874	7006178	7006699	7007226
220	"LOC107964268"	NA	chrNC_037641.1	+	5363128	5364367	5363128	5364171	5364241	5364367
221	"LOC551170"	NA	chrNC_037640.1	+	6206303	6206999	6206303	6206609	6206690	6206999
222	"LOC551897"	NA	chrNC_037642.1	+	5318825	5319825	5318825	5318854	5319277	5319825
223	"LOC410948"	NA	chrNC_037640.1	-	6071136	6073071	6071136	6071348	6071733	6073071
224	"LOC410952"	NA	chrNC_037640.1	+	5495665	5495980	5495665	5495750	5495819	5495980
225	"LOC113218557"	NA	chrNC_037641.1	-	1779611	1779947	1779611	1779616	1779705	1779947
226	"LOC102655807"	NA	chrNC_037640.1	+	4770900	4772152	4770900	4771841	4771931	4772152
227	"LOC102655807"	NA	chrNC_037640.1	+	4772238	4773040	4772238	4772383	4772637	4773040
228	"LOC102655807"	NA	chrNC_037640.1	+	4772238	4773040	4772238	4772848	4772936	4773040
229	"LOC102655807"	NA	chrNC_037640.1	+	4774030	4774458	4774030	4774203	4774300	4774458
230	"tra2"	NA	chrNC_037648.1	+	10536070	10536589	10536070	10536327	10536423	10536589
231	"LOC113218769"	NA	chrNC_037642.1	-	9746076	9746463	9746076	9746159	9746248	9746463
232	"LOC113218769"	NA	chrNC_037642.1	-	9746950	9747311	9746950	9747110	9747209	9747311
233	"LOC408766"	NA	chrNC_037641.1	+	2861371	2864699	2861371	2862757	2862853	2864699
234	"LOC100576737"	NA	chrNC_037640.1	-	4000636	4001238	4000636	4001034	4001100	4001238
235	"LOC102654860"	NA	chrNC_037643.1	+	8893490	8894950	8893490	8894661	8894738	8894950
236	"LOC413101"	NA	chrNC_037647.1	+	3829374	3831915	3829374	3831533	3831766	3831915
237	"E74"	NA	chrNC_037640.1	-	3463076	3463939	3463076	3463254	3463372	3463939
238	"LOC410616"	NA	chrNC_037652.1	+	6229371	6230519	6229371	6229489	6229574	6230519
239	"LOC724809"	NA	chrNC_037640.1	+	3315688	3315929	3315688	3315769	3315838	3315929
240	"LOC551725"	NA	chrNC_037638.1	+	20586703	20587071	20586703	20586800	20586966	20587071
241	"LOC413810"	NA	chrNC_037640.1	+	3241798	3243508	3241798	3242778	3242859	3243508
242	"LOC552695"	NA	chrNC_037648.1	-	15797315	15797585	15797315	15797398	15797506	15797585
243	"LOC409468"	NA	chrNC_037638.1	+	5243026	5243516	5243026	5243347	5243422	5243516
244	"LOC409468"	NA	chrNC_037638.1	+	5243026	5243516	5243026	5243347	5243425	5243516
245	"LOC409468"	NA	chrNC_037638.1	+	5244931	5245221	5244931	5245049	5245139	5245221
246	"LOC410031"	NA	chrNC_037643.1	-	9099328	9099664	9099328	9099555	9099645	9099664
247	"LOC102656140"	NA	chrNC_037642.1	+	3516922	3517430	3516922	3517103	3517170	3517430
248	"LOC727415"	NA	chrNC_037640.1	-	529649	530094	529649	529685	530036	530094
249	"LOC552667"	NA	chrNC_037640.1	-	445168	445540	445168	445289	445373	445540
250	"LOC413334"	NA	chrNC_037644.1	-	1697850	1699362	1697850	1699043	1699155	1699362
251	"LOC102654728"	NA	chrNC_037640.1	-	56171	58470	56171	57280	58370	58470
252	"LOC409422"	NA	chrNC_037640.1	+	24904	25164	24904	25016	25095	25164
253	"LOC100577216"	NA	chrNC_037640.1	-	3522	3782	3522	3591	3670	3782
254	"LOC100577216"	NA	chrNC_037640.1	-	11707	11967	11707	11776	11855	11967
255	"LOC100577216"	NA	chrNC_037640.1	-	28949	29209	28949	29018	29097	29209
256	"LOC100577216"	NA	chrNC_037640.1	-	37170	37430	37170	37239	37318	37430
257	"LOC412703"	NA	chrNC_037641.1	+	8029356	8029935	8029356	8029675	8029850	8029935
258	"LOC409665"	NA	chrNC_037652.1	-	5947436	5948752	5947436	5948615	5948672	5948752
259	"LOC100578835"	NA	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221149	13222282
260	"LOC100578835"	NA	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221282	13222282
261	"LOC100578835"	NA	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221409	13222282
262	"LOC100578835"	NA	chrNC_037642.1	-	13218879	13222282	13218879	13221516	13221574	13222282
263	"LOC100578835"	NA	chrNC_037642.1	-	13218879	13222282	13218879	13221872	13221953	13222282
264	"LOC100578835"	NA	chrNC_037642.1	-	13222347	13223060	13222347	13222460	13222904	13223060
265	"LOC409093"	NA	chrNC_037638.1	+	11872140	11873087	11872140	11872227	11872893	11873087
266	"LOC409093"	NA	chrNC_037638.1	+	11872140	11873087	11872140	11872749	11872893	11873087
267	"LOC409093"	NA	chrNC_037638.1	+	11872140	11874471	11872140	11872578	11872893	11874471
268	"LOC409093"	NA	chrNC_037638.1	+	11872140	11874471	11872140	11873087	11873243	11874471
269	"LOC409093"	NA	chrNC_037638.1	+	11872140	11874471	11872140	11873214	11873301	11874471
270	"LOC113218581"	NA	chrNC_037638.1	-	15940019	15941039	15940019	15940273	15940877	15941039
271	"LOC113218581"	NA	chrNC_037638.1	-	15940019	15941039	15940019	15940292	15940877	15941039
272	"LOC727346"	NA	chrNC_037643.1	+	12163547	12163834	12163547	12163701	12163788	12163834
273	"LOC552221"	NA	chrNC_037638.1	+	14955227	14955492	14955227	14955277	14955349	14955492
274	"LOC100578248"	NA	chrNC_037641.1	-	8776420	8777332	8776420	8776501	8776531	8777332
275	"LOC724281"	NA	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335103	15335892
276	"LOC724281"	NA	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335123	15335892
277	"LOC410056"	NA	chrNC_037642.1	-	9476149	9476552	9476149	9476349	9476451	9476552
278	"LOC102655367"	NA	chrNC_037639.1	+	9991542	9991875	9991542	9991653	9991719	9991875
279	"LOC409282"	NA	chrNC_037638.1	-	15090600	15091398	15090600	15090963	15091062	15091398
280	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414092	12418995
281	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414459	12418995
282	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12415250	12418995
