GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0043232	intracellular non-membrane-bounded organ...	918	562	564.64	95	0.0198	0.94848	0.3315	1
GO:0070161	anchoring junction	61	35	37.52	96	0.1798	0.9558	0.799111111111111	1
GO:0016591	RNA polymerase II, holoenzyme	50	25	30.75	97	0.1504	0.96465	0.72864	1
GO:1902494	catalytic complex	634	368	389.96	98	0.048	0.96766	0.48	1
GO:0005886	plasma membrane	688	414	423.17	99	0.0034	0.96838	0.102	1
GO:0098796	membrane protein complex	340	208	209.13	100	0.0844	0.97548	0.511428571428571	1
GO:0005829	cytosol	438	233	269.4	101	0.0221	0.97804	0.3315	1
GO:1990234	transferase complex	331	198	203.59	102	0.074	0.98002	0.493333333333333	1
GO:0005875	microtubule associated complex	60	29	36.9	103	0.0288	0.98659	0.384	1
GO:0005622	intracellular anatomical structure	4402	2693	2707.56	104	0.006	0.99661	0.12	1
GO:0005681	spliceosomal complex	107	49	65.81	105	0.0044	0.99969	0.1056	1
GO:0022626	cytosolic ribosome	68	22	41.83	106	6.5e-06	1	0.00078	1
GO:0000313	organellar ribosome	53	43	32.6	107	1	1	1	1
GO:0097708	intracellular vesicle	218	128	134.09	108	1	1	1	1
GO:0005575	cellular_component	5970	3672	3672	109	1	1	1	1
GO:0043228	non-membrane-bounded organelle	918	562	564.64	110	1	1	1	1
GO:0043229	intracellular organelle	3593	2220	2209.97	111	1	1	1	1
GO:0070469	respirasome	54	38	33.21	112	1	1	1	1
GO:0031974	membrane-enclosed lumen	507	315	311.84	113	1	1	1	1
GO:0031975	envelope	242	158	148.85	114	1	1	1	1
GO:0030880	RNA polymerase complex	73	39	44.9	115	1	1	1	1
GO:0043233	organelle lumen	507	315	311.84	116	1	1	1	1
GO:0099081	supramolecular polymer	91	60	55.97	117	1	1	1	1
GO:0030312	external encapsulating structure	82	47	50.44	118	1	1	1	1
GO:0031967	organelle envelope	242	158	148.85	119	1	1	1	1
GO:0012506	vesicle membrane	92	50	56.59	120	1	1	1	1
