GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0061630	ubiquitin protein ligase activity	80	48	48.49	76	0.32516	0.59299	0.970092142857143	1
GO:0016746	acyltransferase activity	127	69	76.98	77	0.94709	0.59613	1	1
GO:0000166	nucleotide binding	898	520	544.3	78	0.52322	0.59721	1	1
GO:0022804	active transmembrane transporter activit...	133	89	80.61	79	0.65094	0.60489	1	1
GO:0030546	signaling receptor activator activity	52	39	31.52	80	0.52798	0.60505	1	1
GO:0016817	hydrolase activity, acting on acid anhyd...	330	193	200.02	81	0.91249	0.6073	1	1
GO:0017171	serine hydrolase activity	86	34	52.13	82	0.94812	0.60895	1	1
GO:0016887	ATP hydrolysis activity	172	103	104.25	83	0.51548	0.61104	1	1
GO:0097367	carbohydrate derivative binding	858	500	520.05	84	0.73707	0.6593	1	1
GO:0003676	nucleic acid binding	1358	852	823.12	85	0.22583	0.67306	0.851995	1
GO:0016614	oxidoreductase activity, acting on CH-OH...	82	42	49.7	86	0.46859	0.67729	1	1
GO:0016787	hydrolase activity	1037	624	628.55	87	0.17727	0.69002	0.77439	1
GO:0003700	DNA-binding transcription factor activit...	401	254	243.06	88	0.02722	0.69253	0.376543333333333	1
GO:0004222	metalloendopeptidase activity	50	29	30.31	89	0.18536	0.70248	0.788968205128205	1
GO:0004842	ubiquitin-protein transferase activity	113	67	68.49	90	0.2467	0.70728	0.910048888888889	1
GO:0005509	calcium ion binding	160	94	96.98	91	0.28105	0.71685	0.946487307692308	1
GO:0008061	chitin binding	52	30	31.52	92	0.05568	0.71946	0.548274285714286	1
GO:0016301	kinase activity	315	170	190.93	93	0.29261	0.72485	0.946487307692308	1
GO:0008289	lipid binding	130	79	78.8	94	0.57258	0.72542	1	1
GO:0000977	RNA polymerase II transcription regulato...	341	220	206.69	95	0.39893	0.73329	0.996322089552239	1
GO:0140096	catalytic activity, acting on a protein	855	480	518.24	96	0.51112	0.74769	1	1
GO:0044877	protein-containing complex binding	166	100	100.62	97	0.56003	0.75032	1	1
GO:0016853	isomerase activity	75	43	45.46	98	0.46723	0.76027	1	1
GO:0005515	protein binding	2037	1227	1234.68	99	0.02692	0.76377	0.376543333333333	1
GO:0003774	cytoskeletal motor activity	58	33	35.16	100	0.0839	0.76449	0.580308333333333	1
GO:0005524	ATP binding	612	363	370.95	101	0.10614	0.76875	0.629258571428571	1
GO:0016810	hydrolase activity, acting on carbon-nit...	53	30	32.12	102	0.22372	0.7718	0.851995	1
GO:0003824	catalytic activity	2679	1582	1623.81	103	0.37213	0.78895	0.9740309375	1
GO:0016791	phosphatase activity	127	77	76.98	104	0.53225	0.79333	1	1
GO:0008324	cation transmembrane transporter activit...	189	126	114.56	105	0.39944	0.79691	0.996322089552239	1
GO:0033218	amide binding	56	31	33.94	106	0.09698	0.82808	0.609773333333333	1
GO:0008233	peptidase activity	271	147	164.26	107	0.48142	0.83277	1	1
GO:0022857	transmembrane transporter activity	508	326	307.91	108	0.41948	0.83382	1	1
GO:0015399	primary active transmembrane transporter...	69	41	41.82	109	0.3572	0.8358	0.972052459016393	1
GO:0016757	glycosyltransferase activity	106	65	64.25	110	0.32726	0.84137	0.970092142857143	1
GO:0030545	signaling receptor regulator activity	54	40	32.73	111	0.30438	0.844	0.953341132075472	1
GO:0015318	inorganic molecular entity transmembrane...	249	165	150.93	112	0.44812	0.84558	1	1
GO:0032561	guanyl ribonucleotide binding	153	84	92.74	113	0.40213	0.84593	0.996322089552239	1
GO:0008236	serine-type peptidase activity	85	33	51.52	114	0.17197	0.84826	0.77439	1
GO:0032559	adenyl ribonucleotide binding	624	369	378.22	115	0.16015	0.85484	0.759568571428571	1
GO:0003924	GTPase activity	133	75	80.61	116	0.02221	0.86328	0.368686	1
GO:0022890	inorganic cation transmembrane transport...	174	118	105.47	117	0.6614	0.86506	1	1
GO:0035091	phosphatidylinositol binding	66	36	40	118	0.46953	0.87251	1	1
GO:0003735	structural constituent of ribosome	141	79	85.46	119	0.50055	0.88702	1	1
GO:0015631	tubulin binding	105	63	63.64	120	0.37553	0.89086	0.9740309375	1
GO:0046872	metal ion binding	701	409	424.89	121	0.0683	0.89212	0.548274285714286	1
GO:0004175	endopeptidase activity	165	78	100.01	122	0.14332	0.89432	0.7434725	1
GO:0032553	ribonucleotide binding	784	457	475.2	123	0.57588	0.9105	1	1
GO:0008270	zinc ion binding	290	165	175.78	124	0.06936	0.91661	0.548274285714286	1
GO:0030695	GTPase regulator activity	125	83	75.77	125	0.19276	0.91672	0.799954	1
GO:0097159	organic cyclic compound binding	2239	1350	1357.11	126	0.21396	0.91904	0.851995	1
GO:0004672	protein kinase activity	226	118	136.98	127	0.12318	0.92528	0.687184666666667	1
GO:0005525	GTP binding	151	83	91.52	128	0.00357	0.93502	0.09877	1
GO:0019842	vitamin binding	55	28	33.34	129	0.15967	0.94589	0.759568571428571	1
GO:0016491	oxidoreductase activity	385	218	233.36	130	0.0616	0.95016	0.548274285714286	1
GO:0016747	acyltransferase activity, transferring g...	114	61	69.1	131	0.07987	0.95085	0.580308333333333	1
GO:0140657	ATP-dependent activity	316	185	191.54	132	0.00485	0.95322	0.115014285714286	1
GO:0016773	phosphotransferase activity, alcohol gro...	289	150	175.17	133	0.05518	0.96153	0.548274285714286	1
GO:0016462	pyrophosphatase activity	322	186	195.17	134	0.17341	0.96968	0.77439	1
GO:0046983	protein dimerization activity	122	64	73.95	135	0.05376	0.97381	0.548274285714286	1
GO:0016779	nucleotidyltransferase activity	61	30	36.97	136	0.08822	0.97438	0.5857808	1
GO:0005488	binding	4580	2731	2776.05	137	0.12419	0.97571	0.687184666666667	1
GO:0019787	ubiquitin-like protein transferase activ...	121	71	73.34	138	0.317	0.976	0.970092142857143	1
GO:1901363	heterocyclic compound binding	2225	1340	1348.63	139	0.04268	0.97677	0.544990769230769	1
GO:0050660	flavin adenine dinucleotide binding	67	33	40.61	140	0.00294	0.97827	0.097608	1
GO:0016616	oxidoreductase activity, acting on the C...	58	28	35.16	141	0.06791	0.97961	0.548274285714286	1
GO:0015267	channel activity	163	110	98.8	142	0.08251	0.98587	0.580308333333333	1
GO:0140110	transcription regulator activity	518	326	313.97	143	0.09918	0.99026	0.609773333333333	1
GO:0043168	anion binding	928	528	562.48	144	0.01977	0.99084	0.364646666666667	1
GO:0004674	protein serine/threonine kinase activity	137	70	83.04	145	0.01496	0.99113	0.31042	1
GO:0045182	translation regulator activity	68	40	41.22	146	0.06138	0.99229	0.548274285714286	1
GO:0005198	structural molecule activity	247	126	149.71	147	5e-04	0.99979	0.02075	1
GO:0004252	serine-type endopeptidase activity	75	28	45.46	148	0.00017	0.99999	0.00940666666666667	1
GO:0005549	odorant binding	163	62	98.8	149	3.4e-16	1	2.822e-14	1
GO:0004984	olfactory receptor activity	143	52	86.68	150	1.3e-18	1	2.158e-16	1
GO:0043167	ion binding	1580	913	957.68	151	1	1	1	1
GO:0005342	organic acid transmembrane transporter a...	64	43	38.79	152	1	1	1	1
GO:0060089	molecular transducer activity	356	205	215.78	153	1	1	1	1
GO:0022803	passive transmembrane transporter activi...	163	110	98.8	154	1	1	1	1
GO:0017111	nucleoside-triphosphatase activity	303	178	183.66	155	1	1	1	1
GO:0003674	molecular_function	6629	4018	4018	156	1	1	1	1
GO:0032555	purine ribonucleotide binding	775	453	469.75	157	1	1	1	1
GO:0046906	tetrapyrrole binding	85	55	51.52	158	0.34161	1	0.972052459016393	1
GO:1901265	nucleoside phosphate binding	898	520	544.3	159	1	1	1	1
GO:0035639	purine ribonucleoside triphosphate bindi...	762	446	461.87	160	1	1	1	1
GO:0060589	nucleoside-triphosphatase regulator acti...	125	83	75.77	161	1	1	1	1
GO:0001067	transcription regulatory region nucleic ...	367	237	222.45	162	1	1	1	1
GO:0017076	purine nucleotide binding	781	458	473.38	163	0.41694	1	1	1
GO:0015075	ion transmembrane transporter activity	283	187	171.53	164	1	1	1	1
GO:0022834	ligand-gated channel activity	56	40	33.94	165	1	1	1	1
GO:0140640	catalytic activity, acting on a nucleic ...	321	219	194.57	166	1	1	1	1
