GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0015849	organic acid transport	56	39	34.2	64	0.61534	0.1173	1	0.830972307692308
GO:0006807	nitrogen compound metabolic process	3222	1968	1967.78	65	0.29069	0.11845	1	0.830972307692308
GO:1903047	mitotic cell cycle process	127	84	77.56	66	0.36767	0.13715	1	0.928429411764706
GO:0051128	regulation of cellular component organiz...	139	90	84.89	67	0.47679	0.13738	1	0.928429411764706
GO:0031327	negative regulation of cellular biosynth...	122	80	74.51	68	0.53367	0.13845	1	0.928429411764706
GO:0007399	nervous system development	153	107	93.44	69	0.33641	0.15377	1	0.995966896551724
GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	57	39	34.81	70	0.63527	0.15701	1	0.995966896551724
GO:0050794	regulation of cellular process	1877	1211	1146.35	71	0.67141	0.1694	1	0.995966896551724
GO:0034660	ncRNA metabolic process	263	173	160.62	72	0.2833	0.17045	1	0.995966896551724
GO:0006813	potassium ion transport	57	37	34.81	73	0.38803	0.17284	1	0.995966896551724
GO:0006464	cellular protein modification process	837	496	511.18	74	0.99394	0.17396	1	0.995966896551724
GO:0016192	vesicle-mediated transport	316	197	192.99	75	0.94014	0.17571	1	0.995966896551724
GO:0032270	positive regulation of cellular protein ...	70	47	42.75	76	0.81708	0.17807	1	0.995966896551724
GO:0048856	anatomical structure development	335	226	204.6	77	0.95025	0.17878	1	0.995966896551724
GO:0019219	regulation of nucleobase-containing comp...	817	514	498.97	78	0.4498	0.18409	1	0.995966896551724
GO:0045892	negative regulation of transcription, DN...	74	47	45.19	79	0.16138	0.18431	1	0.995966896551724
GO:1901361	organic cyclic compound catabolic proces...	111	73	67.79	80	0.99837	0.18594	1	0.995966896551724
GO:0006260	DNA replication	81	55	49.47	81	0.54464	0.18777	1	0.995966896551724
GO:0006661	phosphatidylinositol biosynthetic proces...	53	36	32.37	82	0.85551	0.18851	1	0.995966896551724
GO:0006996	organelle organization	863	518	527.06	83	0.53245	0.18916	1	0.995966896551724
GO:0032940	secretion by cell	64	43	39.09	84	0.85426	0.19019	1	0.995966896551724
GO:1902531	regulation of intracellular signal trans...	94	62	57.41	85	0.56574	0.19213	1	0.995966896551724
GO:0048193	Golgi vesicle transport	107	73	65.35	86	0.95268	0.19219	1	0.995966896551724
GO:0023056	positive regulation of signaling	50	34	30.54	87	0.76374	0.19492	1	0.995966896551724
GO:0010647	positive regulation of cell communicatio...	50	34	30.54	88	0.76374	0.19492	1	0.995966896551724
GO:0009653	anatomical structure morphogenesis	126	89	76.95	89	0.51295	0.19738	1	0.995966896551724
GO:0034654	nucleobase-containing compound biosynthe...	953	598	582.03	90	0.99937	0.20023	1	0.995966896551724
GO:0009605	response to external stimulus	88	58	53.74	91	0.60728	0.2049	1	0.995966896551724
GO:0044087	regulation of cellular component biogene...	66	44	40.31	92	0.71797	0.20997	1	0.995966896551724
GO:0006875	cellular metal ion homeostasis	55	37	33.59	93	0.69175	0.21061	1	0.995966896551724
GO:0044283	small molecule biosynthetic process	136	79	83.06	94	0.88353	0.21603	1	0.995966896551724
GO:0022607	cellular component assembly	515	310	314.53	95	0.99265	0.21668	1	0.995966896551724
GO:0033043	regulation of organelle organization	104	65	63.52	96	0.22496	0.21702	1	0.995966896551724
GO:0009059	macromolecule biosynthetic process	1351	851	825.1	97	0.94451	0.22202	1	0.995966896551724
GO:0048870	cell motility	71	47	43.36	98	0.90716	0.22238	1	0.995966896551724
GO:0048519	negative regulation of biological proces...	352	241	214.98	99	0.95034	0.22298	1	0.995966896551724
GO:0032259	methylation	90	55	54.97	100	0.9145	0.22794	1	0.995966896551724
GO:0006261	DNA-dependent DNA replication	68	45	41.53	101	0.94509	0.23016	1	0.995966896551724
GO:0051336	regulation of hydrolase activity	68	45	41.53	102	0.42309	0.23016	1	0.995966896551724
GO:0080090	regulation of primary metabolic process	981	632	599.13	103	0.61992	0.23526	1	0.995966896551724
GO:0023052	signaling	808	545	493.47	104	0.98526	0.23529	1	0.995966896551724
GO:0009987	cellular process	5549	3436	3388.96	105	0.60204	0.23598	1	0.995966896551724
GO:0006417	regulation of translation	73	48	44.58	106	0.77084	0.24215	1	0.995966896551724
GO:0009100	glycoprotein metabolic process	99	63	60.46	107	0.68378	0.24253	1	0.995966896551724
GO:0006820	anion transport	100	62	61.07	108	0.47268	0.24448	1	0.995966896551724
GO:0030154	cell differentiation	218	147	133.14	109	0.6125	0.24476	1	0.995966896551724
GO:2000112	regulation of cellular macromolecule bio...	818	518	499.58	110	0.78331	0.24505	1	0.995966896551724
GO:0051247	positive regulation of protein metabolic...	76	52	46.42	111	0.75791	0.24909	1	0.995966896551724
GO:0042157	lipoprotein metabolic process	58	37	35.42	112	0.92811	0.25015	1	0.995966896551724
GO:0048584	positive regulation of response to stimu...	51	34	31.15	113	0.70556	0.25076	1	0.995966896551724
GO:0016072	rRNA metabolic process	126	76	76.95	114	0.64723	0.25083	1	0.995966896551724
GO:0019941	modification-dependent protein catabolic...	195	116	119.09	115	0.97418	0.25142	1	0.995966896551724
GO:0007167	enzyme linked receptor protein signaling...	78	51	47.64	116	0.47615	0.25336	1	0.995966896551724
GO:0071495	cellular response to endogenous stimulus	59	39	36.03	117	0.59488	0.256	1	0.99774358974359
GO:0032269	negative regulation of cellular protein ...	67	44	40.92	118	0.4613	0.25965	1	1
GO:0065003	protein-containing complex assembly	298	180	182	119	0.17408	0.26238	1	1
GO:0007275	multicellular organism development	249	167	152.07	120	0.52664	0.26811	1	1
GO:0034220	ion transmembrane transport	223	141	136.19	121	0.89501	0.27162	1	1
GO:0006629	lipid metabolic process	313	192	191.16	122	0.93511	0.27427	1	1
GO:0006400	tRNA modification	53	35	32.37	123	0.83778	0.27568	1	1
GO:0010256	endomembrane system organization	77	50	47.03	124	0.70707	0.28241	1	1
GO:0051640	organelle localization	77	50	47.03	125	0.88854	0.28241	1	1
GO:0042325	regulation of phosphorylation	76	55	46.42	126	0.55	0.29082	1	1
GO:0044248	cellular catabolic process	512	312	312.7	127	0.28633	0.29253	1	1
GO:0010468	regulation of gene expression	912	578	556.99	128	0.29417	0.29398	1	1
GO:0009165	nucleotide biosynthetic process	89	55	54.36	129	0.35269	0.30783	1	1
GO:2000113	negative regulation of cellular macromol...	118	76	72.07	130	0.66556	0.30859	1	1
GO:0098655	cation transmembrane transport	173	108	105.66	131	0.996	0.3216	1	1
GO:0030163	protein catabolic process	232	136	141.69	132	0.50772	0.32494	1	1
GO:0098609	cell-cell adhesion	65	42	39.7	133	0.84326	0.32524	1	1
GO:0033365	protein localization to organelle	163	98	99.55	134	0.22329	0.32582	1	1
GO:0044255	cellular lipid metabolic process	272	166	166.12	135	0.92767	0.32679	1	1
GO:0051668	localization within membrane	105	61	64.13	136	0.88359	0.3285	1	1
GO:0007155	cell adhesion	95	62	58.02	137	0.8615	0.33211	1	1
GO:0030036	actin cytoskeleton organization	114	73	69.62	138	0.47766	0.33591	1	1
GO:0007264	small GTPase mediated signal transductio...	70	45	42.75	139	0.54915	0.33601	1	1
GO:0055086	nucleobase-containing small molecule met...	169	100	103.21	140	0.38824	0.33699	1	1
GO:0016043	cellular component organization	1174	734	717	141	0.66512	0.3375	1	1
GO:0044260	cellular macromolecule metabolic process	2348	1462	1434	142	0.70203	0.33972	1	1
GO:0033554	cellular response to stress	316	217	192.99	143	0.87074	0.34705	1	1
GO:0032502	developmental process	402	270	245.51	144	0.10605	0.35241	1	1
GO:0031324	negative regulation of cellular metaboli...	162	104	98.94	145	0.12709	0.35446	1	1
GO:0043632	modification-dependent macromolecule cat...	200	120	122.15	146	0.65506	0.35659	1	1
GO:0006470	protein dephosphorylation	64	41	39.09	147	0.81131	0.36108	1	1
GO:0031326	regulation of cellular biosynthetic proc...	825	524	503.85	148	0.98459	0.36854	1	1
GO:0032268	regulation of cellular protein metabolic...	177	121	108.1	149	0.60438	0.37049	1	1
GO:1901698	response to nitrogen compound	63	46	38.48	150	0.65246	0.37161	1	1
GO:0034248	regulation of cellular amide metabolic p...	75	50	45.8	151	0.97861	0.37227	1	1
GO:0043412	macromolecule modification	938	559	572.87	152	0.8013	0.37638	1	1
GO:0043603	cellular amide metabolic process	396	253	241.85	153	0.81396	0.37971	1	1
GO:0010608	posttranscriptional regulation of gene e...	94	62	57.41	154	0.33893	0.38545	1	1
GO:0044782	cilium organization	127	66	77.56	155	0.93202	0.38908	1	1
GO:0006310	DNA recombination	79	59	48.25	156	0.76816	0.40054	1	1
GO:0007015	actin filament organization	76	48	46.42	157	0.63075	0.40192	1	1
GO:1903311	regulation of mRNA metabolic process	55	35	33.59	158	0.54105	0.40408	1	1
GO:0043161	proteasome-mediated ubiquitin-dependent ...	133	83	81.23	159	0.58933	0.41192	1	1
GO:0044267	cellular protein metabolic process	1283	765	783.57	160	0.30995	0.42342	1	1
GO:0034655	nucleobase-containing compound catabolic...	92	59	56.19	161	0.90016	0.42819	1	1
GO:0006869	lipid transport	57	36	34.81	162	0.36433	0.42939	1	1
GO:0046034	ATP metabolic process	70	44	42.75	163	0.88544	0.43026	1	1
GO:0006396	RNA processing	420	256	256.51	164	0.36616	0.43036	1	1
GO:0007165	signal transduction	727	489	444	165	0.34778	0.43293	1	1
GO:0048468	cell development	98	67	59.85	166	0.9073	0.43967	1	1
GO:0051338	regulation of transferase activity	66	48	40.31	167	0.74644	0.44089	1	1
GO:0055080	cation homeostasis	82	49	50.08	168	0.93227	0.44407	1	1
GO:0000278	mitotic cell cycle	169	110	103.21	169	0.21139	0.45141	1	1
GO:0070925	organelle assembly	220	121	134.36	170	0.98468	0.45445	1	1
GO:0009101	glycoprotein biosynthetic process	84	52	51.3	171	0.32163	0.4688	1	1
GO:0006643	membrane lipid metabolic process	81	50	49.47	172	0.92397	0.46888	1	1
GO:0016050	vesicle organization	61	38	37.25	173	0.64173	0.47805	1	1
GO:0032774	RNA biosynthetic process	831	520	507.52	174	0.57928	0.48991	1	1
GO:0099536	synaptic signaling	102	71	62.29	175	0.37386	0.49146	1	1
GO:0098662	inorganic cation transmembrane transport	162	100	98.94	176	0.34249	0.49449	1	1
GO:0072521	purine-containing compound metabolic pro...	117	68	71.46	177	0.73088	0.49496	1	1
GO:0045935	positive regulation of nucleobase-contai...	145	83	88.56	178	0.88919	0.49557	1	1
GO:0051641	cellular localization	561	335	342.62	179	0.80267	0.49634	1	1
GO:0044271	cellular nitrogen compound biosynthetic ...	1301	819	794.56	180	0.87805	0.49745	1	1
GO:0030031	cell projection assembly	123	63	75.12	181	0.72014	0.49746	1	1
GO:0006793	phosphorus metabolic process	664	392	405.53	182	0.93442	0.49826	1	1
GO:0061024	membrane organization	117	72	71.46	183	0.85707	0.49935	1	1
GO:0022618	ribonucleoprotein complex assembly	81	50	49.47	184	0.94953	0.50051	1	1
GO:0006796	phosphate-containing compound metabolic ...	660	389	403.08	185	0.57626	0.50089	1	1
GO:0018193	peptidyl-amino acid modification	195	117	119.09	186	0.47677	0.50322	1	1
GO:0044770	cell cycle phase transition	66	49	40.31	187	0.35186	0.50622	1	1
GO:0006914	autophagy	68	42	41.53	188	0.55006	0.5066	1	1
GO:0031123	RNA 3'-end processing	50	31	30.54	189	0.29412	0.50851	1	1
GO:0071805	potassium ion transmembrane transport	50	31	30.54	190	0.18149	0.50851	1	1
GO:0010498	proteasomal protein catabolic process	142	89	86.72	191	0.68359	0.50887	1	1
GO:0046488	phosphatidylinositol metabolic process	67	45	40.92	192	0.47096	0.51736	1	1
GO:0019637	organophosphate metabolic process	298	184	182	193	0.74761	0.51839	1	1
GO:0006915	apoptotic process	65	40	39.7	194	0.36058	0.52383	1	1
GO:0007608	sensory perception of smell	149	56	91	195	0.94144	0.52451	1	1
GO:0022411	cellular component disassembly	70	43	42.75	196	0.80896	0.52822	1	1
GO:0006497	protein lipidation	52	32	31.76	197	0.7915	0.53347	1	1
GO:0007606	sensory perception of chemical stimulus	165	66	100.77	198	0.01485	0.53749	0.650326153846154	1
GO:0006351	transcription, DNA-templated	827	517	505.08	199	0.74119	0.53842	1	1
GO:0006839	mitochondrial transport	62	38	37.87	200	0.79993	0.54181	1	1
GO:0009058	biosynthetic process	1727	1079	1054.74	201	0.91126	0.54485	1	1
GO:0006790	sulfur compound metabolic process	95	58	58.02	202	0.46344	0.54682	1	1
GO:0006486	protein glycosylation	72	44	43.97	203	0.50015	0.54915	1	1
GO:0006397	mRNA processing	178	108	108.71	204	0.26463	0.55471	1	1
GO:0048699	generation of neurons	107	76	65.35	205	0.68536	0.55768	1	1
GO:0030001	metal ion transport	173	113	105.66	206	0.74266	0.5582	1	1
GO:0008654	phospholipid biosynthetic process	87	60	53.13	207	0.93432	0.55906	1	1
GO:0090407	organophosphate biosynthetic process	200	130	122.15	208	0.52029	0.5594	1	1
GO:0046486	glycerolipid metabolic process	110	74	67.18	209	0.26065	0.55942	1	1
GO:0051246	regulation of protein metabolic process	190	130	116.04	210	0.78462	0.56186	1	1
GO:0051252	regulation of RNA metabolic process	797	499	486.75	211	0.43554	0.56199	1	1
GO:0098660	inorganic ion transmembrane transport	178	110	108.71	212	0.73401	0.56207	1	1
GO:0007005	mitochondrion organization	125	76	76.34	213	0.35096	0.56446	1	1
GO:0006412	translation	292	181	178.33	214	0.79486	0.56505	1	1
GO:0140352	export from cell	70	47	42.75	215	0.69675	0.56525	1	1
GO:0010557	positive regulation of macromolecule bio...	132	76	80.62	216	0.52887	0.56529	1	1
GO:0046467	membrane lipid biosynthetic process	69	42	42.14	217	0.2873	0.56657	1	1
GO:0072522	purine-containing compound biosynthetic ...	75	46	45.8	218	0.28269	0.56662	1	1
GO:0031325	positive regulation of cellular metaboli...	252	153	153.9	219	0.2409	0.57165	1	1
GO:0048522	positive regulation of cellular process	388	239	236.96	220	0.90614	0.57409	1	1
GO:0006355	regulation of transcription, DNA-templat...	738	463	450.72	221	0.56451	0.57645	1	1
GO:0090066	regulation of anatomical structure size	51	31	31.15	222	0.66121	0.57792	1	1
GO:0009896	positive regulation of catabolic process	51	31	31.15	223	0.31681	0.57792	1	1
GO:0048523	negative regulation of cellular process	299	202	182.61	224	0.76153	0.58092	1	1
GO:0009152	purine ribonucleotide biosynthetic proce...	66	40	40.31	225	0.8711	0.58463	1	1
GO:0050789	regulation of biological process	1967	1271	1201.31	226	0.99999	0.59424	1	1
GO:0000398	mRNA splicing, via spliceosome	129	78	78.78	227	0.83191	0.59499	1	1
GO:0097435	supramolecular fiber organization	104	65	63.52	228	0.68975	0.59614	1	1
GO:0034470	ncRNA processing	214	133	130.7	229	0.42602	0.59663	1	1
GO:0071310	cellular response to organic substance	96	58	58.63	230	0.40047	0.59693	1	1
GO:1901576	organic substance biosynthetic process	1708	1069	1043.13	231	0.71874	0.6003	1	1
GO:0034976	response to endoplasmic reticulum stress	53	32	32.37	232	0.66485	0.6007	1	1
GO:0042274	ribosomal small subunit biogenesis	53	32	32.37	233	0.55328	0.6007	1	1
GO:0090304	nucleic acid metabolic process	1539	982	939.92	234	0.98511	0.60173	1	1
GO:0060255	regulation of macromolecule metabolic pr...	1047	676	639.44	235	0.68851	0.60255	1	1
GO:0031328	positive regulation of cellular biosynth...	134	77	81.84	236	0.58209	0.6033	1	1
GO:0019222	regulation of metabolic process	1110	715	677.91	237	0.52058	0.60348	1	1
GO:1901362	organic cyclic compound biosynthetic pro...	1004	629	613.18	238	0.6787	0.6046	1	1
GO:0051171	regulation of nitrogen compound metaboli...	972	625	593.63	239	0.9923	0.60477	1	1
GO:0009060	aerobic respiration	68	41	41.53	240	0.56264	0.60478	1	1
GO:0010556	regulation of macromolecule biosynthetic...	819	519	500.19	241	0.72632	0.60729	1	1
GO:0000725	recombinational repair	53	42	32.37	242	0.57022	0.60922	1	1
GO:0023057	negative regulation of signaling	52	40	31.76	243	0.84739	0.60945	1	1
GO:0010648	negative regulation of cell communicatio...	52	40	31.76	244	0.84739	0.60945	1	1
GO:0009719	response to endogenous stimulus	60	40	36.64	245	0.97146	0.61025	1	1
GO:0050801	ion homeostasis	83	50	50.69	246	0.98338	0.61091	1	1
GO:0016054	organic acid catabolic process	67	40	40.92	247	0.98184	0.61095	1	1
GO:0006163	purine nucleotide metabolic process	107	61	65.35	248	0.92545	0.61151	1	1
GO:0030030	cell projection organization	195	114	119.09	249	0.58172	0.61165	1	1
GO:0009259	ribonucleotide metabolic process	110	62	67.18	250	0.81493	0.61165	1	1
GO:0044257	cellular protein catabolic process	221	128	134.97	251	0.52357	0.61197	1	1
GO:0070727	cellular macromolecule localization	310	181	189.33	252	0.90635	0.61222	1	1
GO:0046903	secretion	72	48	43.97	253	0.04251	0.61746	1	1
GO:0006402	mRNA catabolic process	60	36	36.64	254	0.51985	0.62278	1	1
GO:0034645	cellular macromolecule biosynthetic proc...	1347	847	822.66	255	0.88425	0.62744	1	1
GO:0044281	small molecule metabolic process	508	301	310.25	256	0.54243	0.63242	1	1
GO:0000003	reproduction	86	63	52.52	257	0.35814	0.63757	1	1
GO:0019438	aromatic compound biosynthetic process	986	618	602.18	258	0.63712	0.63801	1	1
GO:1901565	organonitrogen compound catabolic proces...	342	202	208.87	259	0.27908	0.64009	1	1
GO:0006974	cellular response to DNA damage stimulus	194	141	118.48	260	0.57284	0.64111	1	1
GO:0070646	protein modification by small protein re...	57	34	34.81	261	0.171	0.6429	1	1
GO:0019725	cellular homeostasis	84	51	51.3	262	0.56772	0.64295	1	1
GO:0000122	negative regulation of transcription by ...	52	31	31.76	263	0.12855	0.64354	1	1
GO:0043414	macromolecule methylation	87	52	53.13	264	0.40088	0.64372	1	1
GO:0006810	transport	1115	704	680.97	265	0.29948	0.64859	1	1
GO:0048583	regulation of response to stimulus	185	122	112.99	266	0.14823	0.65612	1	1
GO:0048285	organelle fission	84	59	51.3	267	0.62175	0.65671	1	1
GO:0051179	localization	1275	801	778.68	268	0.23944	0.65695	1	1
GO:0016070	RNA metabolic process	1344	839	820.82	269	0.72339	0.65808	1	1
GO:0046700	heterocycle catabolic process	102	65	62.29	270	0.80159	0.65873	1	1
GO:0044270	cellular nitrogen compound catabolic pro...	102	65	62.29	271	0.80159	0.65873	1	1
GO:0031503	protein-containing complex localization	74	44	45.19	272	0.7959	0.66029	1	1
GO:0010605	negative regulation of macromolecule met...	204	134	124.59	273	0.56086	0.6612	1	1
GO:0006897	endocytosis	59	35	36.03	274	0.28305	0.66239	1	1
GO:0043543	protein acylation	59	35	36.03	275	0.86172	0.66239	1	1
GO:1901293	nucleoside phosphate biosynthetic proces...	92	57	56.19	276	0.19972	0.66326	1	1
GO:0006164	purine nucleotide biosynthetic process	69	42	42.14	277	0.81867	0.66348	1	1
GO:0055082	cellular chemical homeostasis	69	42	42.14	278	0.57489	0.66348	1	1
GO:0009894	regulation of catabolic process	80	48	48.86	279	0.63683	0.66365	1	1
GO:0045934	negative regulation of nucleobase-contai...	85	51	51.91	280	0.5613	0.66366	1	1
GO:0044085	cellular component biogenesis	654	398	399.42	281	0.72679	0.66382	1	1
GO:0022402	cell cycle process	202	129	123.37	282	0.43725	0.66624	1	1
GO:0042254	ribosome biogenesis	174	105	106.27	283	0.38123	0.66836	1	1
GO:0032879	regulation of localization	115	76	70.23	284	0.28664	0.671	1	1
GO:0046395	carboxylic acid catabolic process	66	39	40.31	285	0.27679	0.67933	1	1
GO:0051258	protein polymerization	51	30	31.15	286	0.17106	0.68533	1	1
GO:0000902	cell morphogenesis	62	46	37.87	287	0.30359	0.68982	1	1
GO:0043170	macromolecule metabolic process	2930	1799	1789.45	288	0.95079	0.69601	1	1
GO:0051493	regulation of cytoskeleton organization	63	37	38.48	289	0.60464	0.69837	1	1
GO:0010876	lipid localization	62	39	37.87	290	0.43969	0.70067	1	1
GO:0048518	positive regulation of biological proces...	404	247	246.74	291	0.08384	0.70091	1	1
GO:0006364	rRNA processing	120	71	73.29	292	0.56044	0.70254	1	1
GO:0120031	plasma membrane bounded cell projection ...	119	60	72.68	293	0.21767	0.70453	1	1
GO:0008152	metabolic process	3796	2307	2318.34	294	0.57452	0.70911	1	1
GO:0019220	regulation of phosphate metabolic proces...	90	63	54.97	295	0.23967	0.71792	1	1
GO:0070887	cellular response to chemical stimulus	129	77	78.78	296	0.92017	0.7261	1	1
GO:0031329	regulation of cellular catabolic process	72	42	43.97	297	0.24768	0.72787	1	1
GO:0006650	glycerophospholipid metabolic process	92	63	56.19	298	0.60596	0.7286	1	1
GO:0045017	glycerolipid biosynthetic process	78	54	47.64	299	0.27862	0.72874	1	1
GO:0023051	regulation of signaling	209	134	127.64	300	0.42335	0.73142	1	1
GO:0010646	regulation of cell communication	209	134	127.64	301	0.42335	0.73142	1	1
GO:0048731	system development	188	127	114.82	302	0.53846	0.73593	1	1
GO:0015711	organic anion transport	57	33	34.81	303	0.18627	0.73774	1	1
GO:0016567	protein ubiquitination	124	70	75.73	304	0.49656	0.74578	1	1
GO:0043933	protein-containing complex subunit organ...	337	202	205.82	305	0.63018	0.7466	1	1
GO:0008610	lipid biosynthetic process	174	108	106.27	306	0.50667	0.75206	1	1
GO:0009451	RNA modification	95	59	58.02	307	0.15718	0.75261	1	1
GO:0140694	non-membrane-bounded organelle assembly	81	47	49.47	308	0.19138	0.7534	1	1
GO:0006605	protein targeting	81	47	49.47	309	0.71605	0.7534	1	1
GO:0072657	protein localization to membrane	83	46	50.69	310	0.52319	0.75699	1	1
GO:0034622	cellular protein-containing complex asse...	272	162	166.12	311	0.01854	0.76036	0.650326153846154	1
GO:0018130	heterocycle biosynthetic process	993	621	606.46	312	0.30049	0.76665	1	1
GO:0017038	protein import	61	35	37.25	313	0.42962	0.76764	1	1
GO:0044249	cellular biosynthetic process	1680	1049	1026.03	314	0.84632	0.7684	1	1
GO:0018205	peptidyl-lysine modification	78	45	47.64	315	0.22777	0.76936	1	1
