95	NA	NA	NA	NA	NA	NA
96	NA	NA	NA	NA	NA	NA
97	NA	NA	NA	NA	NA	NA
98	NA	NA	NA	NA	NA	NA
99	NA	NA	NA	NA	NA	NA
100	NA	NA	NA	NA	NA	NA
101	NA	NA	NA	NA	NA	NA
102	GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher
103	GO:0004930	G protein-coupled receptor activity	93	72	56.37	1
104	GO:0140101	catalytic activity, acting on a tRNA	76	58	46.07	2
105	GO:0004518	nuclease activity	82	61	49.7	3
106	GO:0098772	molecular function regulator	345	233	209.11	4
107	GO:0005261	cation channel activity	99	71	60.01	5
108	GO:0015291	secondary active transmembrane transport...	63	47	38.19	6
109	GO:0046873	metal ion transmembrane transporter acti...	119	83	72.13	7
110	GO:0000978	RNA polymerase II cis-regulatory region ...	268	178	162.44	8
111	GO:0048018	receptor ligand activity	51	38	30.91	9
112	GO:0005543	phospholipid binding	95	59	57.58	10
113	GO:0005102	signaling receptor binding	118	86	71.52	11
114	NA	NA	NA	NA	NA	NA
115	NA	NA	NA	NA	NA	NA
116	NA	NA	NA	NA	NA	NA
117	NA	NA	NA	NA	NA	NA
118	NA	NA	NA	NA	NA	NA
119	NA	NA	NA	NA	NA	NA
120	NA	NA	NA	NA	NA	NA
121	NA	NA	NA	NA	NA	NA
122	NA	NA	NA	NA	NA	NA
123	NA	NA	NA	NA	NA	NA
124	NA	NA	NA	NA	NA	NA
125	NA	NA	NA	NA	NA	NA
126	NA	NA	NA	NA	NA	NA
127	NA	NA	NA	NA	NA	NA
128	NA	NA	NA	NA	NA	NA
129	NA	NA	NA	NA	NA	NA
130	NA	NA	NA	NA	NA	NA
131	NA	NA	NA	NA	NA	NA
132	NA	NA	NA	NA	NA	NA
133	NA	NA	NA	NA	NA	NA
134	NA	NA	NA	NA	NA	NA
135	NA	NA	NA	NA	NA	NA
136	NA	NA	NA	NA	NA	NA
137	NA	NA	NA	NA	NA	NA
138	NA	NA	NA	NA	NA	NA
139	NA	NA	NA	NA	NA	NA
140	NA	NA	NA	NA	NA	NA
141	NA	NA	NA	NA	NA	NA
142	NA	NA	NA	NA	NA	NA
143	NA	NA	NA	NA	NA	NA
144	NA	NA	NA	NA	NA	NA
145	NA	NA	NA	NA	NA	NA
146	NA	NA	NA	NA	NA	NA
147	NA	NA	NA	NA	NA	NA
148	NA	NA	NA	NA	NA	NA
149	NA	NA	NA	NA	NA	NA
150	NA	NA	NA	NA	NA	NA
151	NA	NA	NA	NA	NA	NA
152	NA	NA	NA	NA	NA	NA
