ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
24	"LOC100577783"	NA	chrNC_037652.1	+	6874316	6877013	6874316	6874475	6875255	6877013	24	0,8,87,8,1	0,0,2,0,0	68,56,45	0,0,0	298	149	1	1.0	NA,1.0,0.956,1.0,1.0	1.0,1.0,1.0	-0.011
25	"Adar"	NA	chrNC_037652.1	-	6313877	6314525	6313877	6314004	6314222	6314525	25	158,826,1265,1559,1535	0,20,144,65,51	194,593,528	4,33,18	298	149	0.558109523216	0.9362161551605334	1.0,0.954,0.815,0.923,0.938	0.96,0.9,0.936	-0.006
26	"Adar"	NA	chrNC_037652.1	-	6320141	6320517	6320141	6320250	6320326	6320517	26	51,336,246,341,188	114,579,833,724,462	501,503,569	10813,7512,9499	225	149	0	0.0	0.229,0.278,0.164,0.238,0.212	0.03,0.042,0.038	0.188
27	"LOC412163"	NA	chrNC_037652.1	+	5169863	5170227	5169863	5169950	5170037	5170227	27	1466,7325,2416,6169,2336	172,529,298,431,323	1927,712,939	1323,339,605	236	149	0	0.0	0.843,0.897,0.837,0.9,0.82	0.479,0.57,0.495	0.345
28	"LOC410623"	NA	chrNC_037652.1	-	5091216	5091668	5091216	5091440	5091518	5091668	28	40,47,222,207,46	3,18,19,49,3	14,33,25	0,0,6	227	149	0.0430606404217	0.1038586949031158	0.897,0.632,0.885,0.735,0.91	1.0,1.0,0.732	-0.099
29	"LOC410624"	NA	chrNC_037652.1	+	5072805	5074655	5072805	5074010	5074055	5074655	29	0,0,0,0,0	0,0,7,2,0	93,46,71	0,51,26	194	149	1	1.0	NA,NA,0.0,0.0,NA	1.0,0.409,0.677	-0.695
30	"LOC413032"	NA	chrNC_037652.1	-	3839160	3840221	3839160	3839687	3839768	3840221	30	0,6,10,6,0	1,71,69,69,63	8,4,29	293,215,391	230	149	0.221584942882	0.4333940794603824	0.0,0.052,0.086,0.053,0.0	0.017,0.012,0.046	0.013
31	"LOC413032"	NA	chrNC_037652.1	-	3840798	3841233	3840798	3841027	3841102	3841233	31	4,0,0,0,5	22,71,14,40,32	7,6,17	129,113,206	224	149	0.0570803246081	0.13186546454129305	0.108,0.0,0.0,0.0,0.094	0.035,0.034,0.052	0.0
32	"LOC409440"	NA	chrNC_037652.1	+	3703902	3704188	3703902	3703953	3704024	3704188	32	37,639,64,177,44	0,0,0,0,7	379,115,455	14,0,6	220	149	0.0130879801115	0.03521650139828468	1.0,1.0,1.0,1.0,0.81	0.948,1.0,0.981	-0.014
33	"LOC100577929"	NA	chrNW_020555870.1	-	33315	33827	33315	33531	33629	33827	33	0,5,2,10,0	0,0,1,0,0	32,1,1	9,0,2	247	149	1	1.0	NA,1.0,0.547,1.0,NA	0.682,1.0,0.232	0.211
34	"Tpx-3"	NA	chrNC_037652.1	+	4366332	4366905	4366332	4366493	4366592	4366905	34	454,2867,1778,2432,1256	0,4,2,4,13	4581,3860,5341	16,5,3	248	149	1	1.0	1.0,0.998,0.998,0.997,0.983	0.994,0.998,0.999	-0.002
35	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822048	1821600	1821844	1821922	1822048	35	3,67,5,11,8	0,5,0,0,0	173,60,212	19,36,48	227	149	1.07170647046e-06	5.605386089877865e-06	1.0,0.898,1.0,1.0,1.0	0.857,0.522,0.744	0.272
36	"LOC100578556"	NA	chrNC_037652.1	+	1821600	1822911	1821600	1822048	1822117	1822911	36	6,44,10,22,4	2,35,0,11,2	203,55,165	138,69,199	218	149	0.0178638961771	0.04711412844441955	0.672,0.462,1.0,0.578,0.578	0.501,0.353,0.362	0.253
37	"LOC409573"	NA	chrNC_037652.1	+	1799719	1800350	1799719	1799917	1800007	1800350	37	4,118,214,56,86	0,10,16,0,1	392,460,657	64,87,109	239	149	5.15620257602e-09	4.033970250650942e-08	1.0,0.88,0.893,1.0,0.982	0.792,0.767,0.79	0.168
38	"LOC411466"	NA	chrNC_037652.1	+	628194	628795	628194	628442	628693	628795	38	15,83,52,58,103	2,9,14,14,10	239,250,228	24,16,57	298	149	0.478041220081	0.8318810764400205	0.789,0.822,0.65,0.674,0.837	0.833,0.887,0.667	-0.041
39	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646761	646923	39	41,158,124,218,174	4,22,20,12,9	166,138,194	103,82,100	212	149	0	0.0	0.878,0.835,0.813,0.927,0.931	0.531,0.542,0.577	0.327
40	"LOC411466"	NA	chrNC_037652.1	+	646523	646923	646523	646698	646833	646923	40	73,238,206,291,298	15,59,54,81,54	293,224,318	59,40,57	284	149	0.0759091244432	0.16866681350028448	0.719,0.679,0.667,0.653,0.743	0.723,0.746,0.745	-0.046
41	"LOC411466"	NA	chrNC_037652.1	+	658778	659504	658778	658909	658995	659504	41	62,218,247,182,358	0,17,26,10,13	1884,939,1007	120,59,56	235	149	0.77225705449	1.0	1.0,0.89,0.858,0.92,0.946	0.909,0.91,0.919	0.01
42	"Metrn"	NA	chrNC_037651.1	+	10630609	10631335	10630609	10631072	10631142	10631335	42	70,374,350,645,372	4,28,58,35,64	201,162,293	8,27,30	219	149	0.736277607043	1.0	0.923,0.901,0.804,0.926,0.798	0.945,0.803,0.869	-0.002
43	"LOC551446"	NA	chrNC_037651.1	-	10602410	10602833	10602410	10602626	10602751	10602833	43	238,803,897,1431,1014	104,344,348,292,428	2629,2256,2026	894,1276,1359	274	149	0.0387435517002	0.09442472940546126	0.554,0.559,0.584,0.727,0.563	0.615,0.49,0.448	0.08
44	"LOC551446"	NA	chrNC_037651.1	-	10611482	10611766	10611482	10611582	10611696	10611766	44	232,1625,2309,1872,2184	592,4437,5017,4561,5034	1846,1847,1859	5888,6410,6217	263	149	3.26796779722e-05	0.00013704855942395586	0.182,0.172,0.207,0.189,0.197	0.151,0.14,0.145	0.044
45	"LOC727311"	NA	chrNC_037651.1	+	10455948	10456170	10455948	10456021	10456087	10456170	45	0,2,8,2,6	0,13,11,2,19	18,25,40	12,23,9	215	149	1	1.0	NA,0.096,0.335,0.409,0.18	0.51,0.43,0.755	-0.31
46	"LOC409253"	NA	chrNC_037651.1	+	10450746	10451211	10450746	10450957	10451056	10451211	46	0,25,31,4,29	109,970,456,557,419	95,78,45	1171,701,1135	248	149	3.35784614114e-07	1.941711029441826e-06	0.0,0.015,0.039,0.004,0.04	0.046,0.063,0.023	-0.024
47	"LOC727238"	NA	chrNC_037651.1	+	10041051	10044632	10041051	10044303	10044387	10044632	47	42,305,379,325,331	2,21,25,20,12	305,460,537	2,4,13	233	149	8.27264856618e-09	6.112568107233e-08	0.931,0.903,0.906,0.912,0.946	0.99,0.987,0.964	-0.061
48	"LOC550799"	NA	chrNC_037651.1	+	9073240	9076239	9073240	9073410	9074338	9076239	48	218,2336,1574,1827,1452	38,470,298,337,300	1707,1811,2592	68,39,76	298	149	0	0.0	0.741,0.713,0.725,0.731,0.708	0.926,0.959,0.945	-0.22
49	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058917	9059051	49	121,946,174,274,160	37,279,153,138,99	278,153,271	32,66,103	227	149	0.0324437598087	0.07990777878809445	0.682,0.69,0.427,0.566,0.515	0.851,0.603,0.633	-0.12
50	"LOC412301"	NA	chrNC_037651.1	+	9058811	9059051	9058811	9058839	9058920	9059051	50	145,1029,200,297,169	6,85,61,29,18	318,174,291	24,28,35	230	149	0.957998790188	1.0	0.94,0.887,0.68,0.869,0.859	0.896,0.801,0.843	0.0
51	"LOC726373"	NA	chrNC_037651.1	-	9030006	9031083	9030006	9030249	9030330	9031083	51	33,271,50,111,74	2,2,3,2,0	441,88,206	11,0,0	230	149	0.706801175305	1.0	0.914,0.989,0.915,0.973,1.0	0.963,1.0,1.0	-0.029
52	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628602	8628833	52	21,81,38,48,15	0,4,0,0,0	0,15,24	0,0,5	243	149	1	1.0	1.0,0.925,1.0,1.0,1.0	NA,1.0,0.746	0.112
53	"LOC100576925"	NA	chrNC_037651.1	-	8628320	8628833	8628320	8628508	8628615	8628833	53	21,95,44,56,17	7,167,11,77,13	0,16,30	0,64,167	256	149	1	1.0	0.636,0.249,0.7,0.297,0.432	NA,0.127,0.095	0.352
54	"LOC412941"	NA	chrNC_037651.1	-	8253349	8254325	8253349	8253748	8253979	8254325	54	12,143,131,125,84	4,0,14,0,10	43,106,54	0,6,4	298	149	0.751139457242	1.0	0.6,1.0,0.824,1.0,0.808	1.0,0.898,0.871	-0.077
55	"LOC725056"	NA	chrNC_037651.1	+	8245928	8246303	8245928	8246048	8246132	8246303	55	8,40,14,9,6	0,26,20,8,0	84,24,29	43,34,25	233	149	0.167561124388	0.33912914522875653	1.0,0.496,0.309,0.418,1.0	0.555,0.311,0.426	0.214
56	"LOC410509"	NA	chrNC_037651.1	+	7702421	7705682	7702421	7705436	7705562	7705682	56	4,114,377,134,64	0,4,4,0,0	45,44,60	0,20,15	275	149	3.39885541933e-09	2.6816393181323982e-08	1.0,0.939,0.981,1.0,1.0	1.0,0.544,0.684	0.241
57	"LOC100577030"	NA	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7457372	7457500	57	263,1844,1715,3647,2110	369,3245,3119,4456,3631	551,489,558	300,253,195	298	149	0	0.0	0.263,0.221,0.216,0.29,0.225	0.479,0.491,0.589	-0.277
58	"LOC100578862"	NA	chrNC_037651.1	+	7253657	7254263	7253657	7253832	7253889	7254263	58	0,3,0,2,4	0,0,0,0,0	38,12,20	0,0,2	206	149	1	1.0	NA,1.0,NA,1.0,1.0	1.0,1.0,0.879	0.04
60	"LOC724846"	NA	chrNC_037651.1	-	6832349	6832695	6832349	6832581	6832663	6832695	60	3,26,4,8,2	0,1,0,0,4	12,9,48	12,4,0	231	149	0.00950795009483	0.026111803947748462	1.0,0.944,1.0,1.0,0.244	0.392,0.592,1.0	0.176
61	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6682961	6683124	6683569	61	4,23,6,34,2	0,6,0,12,2	5,0,10	0,0,0	298	149	1	1.0	1.0,0.657,1.0,0.586,0.333	1.0,NA,1.0	-0.285
62	"LOC413466"	NA	chrNC_037651.1	-	6682530	6683569	6682530	6683010	6683124	6683569	62	4,25,6,29,2	0,2,0,0,0	7,0,10	0,0,0	263	149	1	1.0	1.0,0.876,1.0,1.0,1.0	1.0,NA,1.0	-0.025
63	"LOC409753"	NA	chrNC_037651.1	+	6507105	6508404	6507105	6507884	6508194	6508404	63	23,249,225,295,193	7,36,68,30,80	691,489,747	43,39,87	298	149	4.86559583346e-06	2.2536665278364478e-05	0.622,0.776,0.623,0.831,0.547	0.889,0.862,0.811	-0.174
66	"LOC100577542"	NA	chrNC_037651.1	+	3857292	3860087	3857292	3858560	3859221	3860087	66	0,0,0,2,0	0,0,0,0,0	20,0,2	8,15,15	298	149	1	1.0	NA,NA,NA,1.0,NA	0.556,0.0,0.062	0.794
68	"LOC100576591"	NA	chrNC_037651.1	+	3410006	3410484	3410006	3410108	3410174	3410484	68	0,2,0,0,0	0,28,39,2,56	2,0,0	13,41,42	215	149	1	1.0	NA,0.047,0.0,0.0,0.0	0.096,0.0,0.0	-0.02
69	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410692	3410787	3410945	69	0,9,3,6,9	4,0,3,0,2	5,1,4	0,0,0	244	149	0.000111364058928	0.000414719755447872	0.0,1.0,0.379,1.0,0.733	1.0,1.0,1.0	-0.378
70	"LOC100576591"	NA	chrNC_037651.1	+	3410555	3410945	3410555	3410721	3410787	3410945	70	0,6,3,3,3	0,0,0,0,0	5,1,4	0,0,2	215	149	1	1.0	NA,1.0,1.0,1.0,1.0	1.0,1.0,0.581	0.14
71	"LOC413623"	NA	chrNC_037651.1	-	2465037	2465574	2465037	2465257	2465392	2465574	71	50,331,199,194,120	0,2,3,2,8	378,271,747	8,6,12	284	149	0.339400505232	0.626948155498	1.0,0.989,0.972,0.981,0.887	0.961,0.96,0.97	0.002
72	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2095598	2096218	2097194	72	19,279,261,389,291	1,22,25,16,42	133,70,140	35,3,28	298	149	0.0214419491374	0.05560572325047187	0.905,0.864,0.839,0.924,0.776	0.655,0.921,0.714	0.098
73	"LOC100577945"	NA	chrNC_037651.1	+	2095523	2097194	2095523	2096128	2096218	2097194	73	6,64,72,297,72	0,0,1,9,0	19,4,20	10,3,0	239	149	5.94762261137e-05	0.00023462867166040125	1.0,1.0,0.978,0.954,1.0	0.542,0.454,1.0	0.321
74	"LOC552697"	NA	chrNC_037651.1	+	1478680	1479345	1478680	1478857	1478997	1479345	74	12,18,2,11,6	0,2,0,1,2	18,6,25	3,3,6	289	149	0.00234311208351	0.007014268005619969	1.0,0.823,1.0,0.85,0.607	0.756,0.508,0.682	0.207
75	"LOC724962"	NA	chrNC_037650.1	-	10469347	10470244	10469347	10470082	10470152	10470244	75	1,23,29,20,4	0,0,0,0,1	54,45,54	24,0,17	219	149	2.0818933022e-08	1.3844590459630001e-07	1.0,1.0,1.0,1.0,0.731	0.605,1.0,0.684	0.183
76	"LOC551363"	NA	chrNC_037650.1	-	10324190	10324763	10324190	10324356	10324532	10324763	76	16,80,58,40,79	33,114,35,52,12	270,92,114	211,39,166	298	149	0.934447010857	1.0	0.195,0.26,0.453,0.278,0.767	0.39,0.541,0.256	-0.005
77	"LOC725111"	NA	chrNC_037650.1	-	10101111	10101312	10101111	10101131	10101251	10101312	77	1,18,25,30,9	0,0,2,2,4	1264,562,1192	72,75,112	269	149	0.402594036018	0.722186989465815	1.0,1.0,0.874,0.893,0.555	0.907,0.806,0.855	0.008
78	"LOC409050"	NA	chrNC_037650.1	+	7316911	7318914	7316911	7317221	7317812	7318914	78	4,8,5,6,2	0,3,0,0,0	19,3,5	0,0,0	298	149	0.83792946611	1.0	1.0,0.571,1.0,1.0,1.0	1.0,1.0,1.0	-0.086
79	"LOC100577543"	NA	chrNC_037650.1	-	5909253	5910923	5909253	5910008	5910099	5910923	79	0,6,1,2,0	10,45,12,84,0	8,2,2	0,3,0	240	149	1	1.0	0.0,0.076,0.049,0.015,NA	1.0,0.293,1.0	-0.729
82	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4502130	4502197	4502685	82	0,0,4,3,0	14,0,0,0,0	0,3,7	0,1,2	216	149	1	1.0	0.0,NA,1.0,1.0,NA	NA,0.674,0.707	-0.024
83	"LOC102653850"	NA	chrNC_037653.1	-	4501410	4502685	4501410	4502306	4502508	4502685	83	0,3,3,7,0	0,0,1,4,0	2,1,9	0,0,0	298	149	1	1.0	NA,1.0,0.6,0.467,NA	1.0,1.0,1.0	-0.311
84	"LOC102653850"	NA	chrNC_037653.1	-	4503435	4503855	4503435	4503549	4503603	4503855	84	0,0,0,0,0	5,1,2,1,1	0,13,16	0,21,18	203	149	1	1.0	0.0,0.0,0.0,0.0,0.0	NA,0.312,0.395	-0.354
85	"LOC102654051"	NA	chrNC_037650.1	-	5839350	5840248	5839350	5839610	5839668	5840248	85	2,8,0,32,22	8,4,0,0,12	40,26,35	17,7,33	207	149	1	1.0	0.153,0.59,NA,1.0,0.569	0.629,0.728,0.433	-0.019
86	"LOC410442"	NA	chrNC_037650.1	+	5264844	5265159	5264844	5264920	5265001	5265159	86	96,456,410,392,360	21,23,230,92,96	279,453,362	495,403,723	230	149	1.22124532709e-15	1.7226960598799847e-14	0.748,0.928,0.536,0.734,0.708	0.267,0.421,0.245	0.42
87	"LOC107964603"	NA	chrNC_037643.1	-	6517261	6517881	6517261	6517348	6517579	6517881	87	4,4,10,0,13	0,0,0,0,0	80,12,8	9,2,0	298	149	1	1.0	1.0,1.0,1.0,NA,1.0	0.816,0.75,1.0	0.145
88	"LOC725246"	NA	chrNC_037649.1	-	981131	982970	981131	981549	981736	982970	88	25,147,28,70,63	2,131,46,35,32	0,0,0	0,8,2	298	149	1	1.0	0.862,0.359,0.233,0.5,0.496	NA,0.0,0.0	0.49
90	"LOC102653687"	NA	chrNC_037643.1	+	5045829	5046186	5045829	5045945	5046019	5046186	90	0,0,0,0,7	0,0,0,0,0	32,6,17	4,5,31	223	149	1	1.0	NA,NA,NA,NA,1.0	0.842,0.445,0.268	0.482
91	"LOC100577651"	NA	chrNC_037648.1	+	385592	386256	385592	385709	385949	386256	91	14,46,60,39,41	0,0,5,0,5	199,54,66	4,2,3	298	149	0.71751004983	1.0	1.0,1.0,0.857,1.0,0.804	0.961,0.931,0.917	-0.004
92	"LOC413447"	NA	chrNC_037643.1	-	2386574	2386828	2386574	2386646	2386707	2386828	92	108,951,286,764,236	0,58,13,27,8	1110,827,1586	193,68,159	210	149	9.17710352155e-13	1.0679854223203811e-11	1.0,0.921,0.94,0.953,0.954	0.803,0.896,0.876	0.095
93	"TpnT"	NA	chrNC_037643.1	+	2068302	2068333	2068302	2068330	2068331	2068333	93	1817,9639,13046,12288,11937	23306,123705,169024,190879,154777	19,33,23	237,313,310	150	149	0.429365982873	0.7643207075616882	0.072,0.072,0.071,0.06,0.071	0.074,0.095,0.069	-0.01
94	"LOC100577498"	NA	chrNC_037644.1	-	13518513	13523129	13518513	13520206	13520266	13523129	94	215,1890,4162,2149,3077	18,91,265,74,231	121,132,117	15,26,36	209	149	4.23837631658e-11	4.0264575007510003e-10	0.895,0.937,0.918,0.954,0.905	0.852,0.784,0.699	0.143
95	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13715960	13716548	95	83,970,960,807,1268	0,3,0,4,1	883,965,830	0,0,0	298	149	1	1.0	1.0,0.994,1.0,0.99,0.998	1.0,1.0,1.0	-0.004
96	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13715960	13716548	96	56,568,501,633,666	6,37,83,61,81	542,401,527	0,0,0	298	149	0	0.0	0.824,0.885,0.751,0.838,0.804	1.0,1.0,1.0	-0.18
97	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716041	13716548	97	113,764,682,850,894	8,63,71,96,94	575,487,635	0,12,0	298	149	0	0.0	0.876,0.858,0.828,0.816,0.826	1.0,0.953,1.0	-0.144
98	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13716350	13716548	98	104,978,1021,1003,1198	20,36,78,39,139	652,852,703	84,51,27	298	149	0.953115468526	1.0	0.722,0.931,0.867,0.928,0.812	0.795,0.893,0.929	-0.02
99	"LOC409729"	NA	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13716350	13716548	99	77,576,562,829,596	2,28,15,6,18	311,288,400	6,4,2	298	149	0.00285260390964	0.008351491320361133	0.951,0.911,0.949,0.986,0.943	0.963,0.973,0.99	-0.027
100	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14081776	14082033	14084011	100	11,56,14,9,17	22,125,13,2,10	118,4,37	362,45,132	298	149	0.000424463349846	0.0014422459076884162	0.2,0.183,0.35,0.692,0.459	0.14,0.043,0.123	0.275
101	"LOC408315"	NA	chrNC_037648.1	+	14080787	14084011	14080787	14082455	14082613	14084011	101	50,244,50,65,52	9,134,63,59,70	302,46,72	240,364,499	298	149	5.05368430913e-05	0.00020367879185281514	0.735,0.477,0.284,0.355,0.271	0.386,0.059,0.067	0.254
102	"LOC726654"	NA	chrNC_037642.1	-	13575948	13576519	13575948	13576113	13576245	13576519	102	108,688,1169,1033,1117	60,1719,2278,2051,1444	23,62,43	146,412,305	281	149	1.6320278462e-14	2.140025246214366e-13	0.488,0.175,0.214,0.211,0.291	0.077,0.074,0.07	0.202
103	"LOC552797"	NA	chrNC_037642.1	+	13445425	13446029	13445425	13445683	13445857	13446029	103	3,18,21,5,6	0,2,0,0,0	36,26,27	5,0,1	298	149	0.0137206374665	0.03681243078187752	1.0,0.818,1.0,1.0,1.0	0.783,1.0,0.931	0.059
105	"LOC113219197"	NA	chrNC_037650.1	-	1857351	1857798	1857351	1857441	1857661	1857798	105	0,4,0,0,0	0,0,0,0,0	0,0,0	0,0,8	298	149	1	1.0	NA,1.0,NA,NA,NA	NA,NA,0.0	1.0
106	"LOC100576966"	NA	chrNC_037642.1	+	13253540	13255128	13253540	13253947	13254031	13255128	106	2,26,16,16,1	0,0,0,6,0	122,1,19	0,4,0	233	149	0.183193393004	0.3667807502940301	1.0,1.0,1.0,0.63,1.0	1.0,0.138,1.0	0.213
107	"LOC100577107"	NA	chrNC_037642.1	+	13233633	13234682	13233633	13234009	13234566	13234682	107	11,87,128,126,90	1,7,73,44,31	129,86,91	137,111,242	298	149	2.4902604423e-09	1.9815662151976923e-08	0.846,0.861,0.467,0.589,0.592	0.32,0.279,0.158	0.419
108	"LOC100578678"	NA	chrNC_037642.1	-	12919098	12920542	12919098	12919183	12919264	12920542	108	73,441,416,831,415	63,215,377,722,282	363,233,332	622,843,1392	230	149	0	0.0	0.429,0.571,0.417,0.427,0.488	0.274,0.152,0.134	0.28
