ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"LOC410649"	NA	chrNC_037653.1	+	4658188	4658374	4671338	4671600	4654069	4654398	4681989	4682292	18	1,137,222,158,122	35,34,110,52,44	842,519,865	407,650,619	298	298	0.820726025526	1.0	0.028,0.801,0.669,0.752,0.735	0.674,0.444,0.583	0.03
19	"LOC410649"	NA	chrNC_037653.1	+	4671338	4671600	4681989	4682292	4658188	4658374	4802990	4803052	19	11,59,121,68,94	2,42,124,71,52	472,311,490	708,795,913	298	298	2.41134064164e-05	8.29864230993705e-05	0.846,0.584,0.494,0.489,0.644	0.4,0.281,0.349	0.268
20	"Ubx"	NA	chrNC_037653.1	+	3689823	3693516	3741934	3741976	3685017	3685104	3764201	3764254	20	0,2,2,0,4	0,12,24,24,6	0,2,0	0,2,0	298	191	1	1.0	NA,0.097,0.051,0.0,0.299	NA,0.391,NA	-0.279
21	"Ubx"	NA	chrNC_037653.1	+	3689823	3693516	3741934	3741976	3685017	3685104	3799407	3799816	21	2,47,58,20,92	8,71,103,57,87	7,15,31	18,16,25	298	191	0.338095019	0.5078931835155417	0.138,0.298,0.265,0.184,0.404	0.2,0.375,0.443	-0.082
22	"LOC551165"	NA	chrNC_037653.1	+	3099629	3099933	3109363	3109543	3099385	3099528	3111348	3111773	22	0,25,13,44,30	24,272,220,201,145	71,93,95	637,762,934	298	298	0.622593829343	0.8282481025038808	0.0,0.084,0.056,0.18,0.171	0.1,0.109,0.092	-0.002
23	"LOC552100"	NA	chrNC_037653.1	-	2861618	2862135	2862513	2862932	2860710	2861260	2878223	2878677	23	1,101,145,78,63	20,102,221,231,186	59,36,33	193,176,351	298	298	0.00205938158222	0.005375685102353596	0.048,0.498,0.396,0.252,0.253	0.234,0.17,0.086	0.126
24	"LOC409638"	NA	chrNC_037653.1	+	2680239	2680385	2684137	2684328	2657415	2657986	2687391	2687475	24	35,547,336,488,289	70,1068,879,1260,649	32,22,72	289,117,293	295	298	1.12703180122e-11	6.562389988859311e-11	0.336,0.341,0.279,0.281,0.31	0.101,0.16,0.199	0.156
25	"LOC409638"	NA	chrNC_037653.1	+	2684137	2684328	2687391	2687475	2680239	2680385	2689049	2689106	25	96,1606,864,1920,854	30,588,484,700,472	164,83,266	98,87,196	298	233	0.000226572146233	0.0006849808496034308	0.714,0.681,0.583,0.682,0.586	0.567,0.427,0.515	0.146
26	"LOC409638"	NA	chrNC_037653.1	+	2685825	2685906	2687391	2687475	2684137	2684328	2689049	2689106	26	8,276,140,85,63	98,1626,1327,1893,1082	6,10,11	365,202,479	230	233	1.57979185289e-11	9.10466071265225e-11	0.076,0.147,0.097,0.044,0.056	0.016,0.048,0.023	0.055
27	"LOC412031"	NA	chrNC_037653.1	-	1102299	1102348	1103128	1103160	1101881	1102193	1103242	1103346	27	0,0,54,2,0	6,10,126,10,22	23,36,29	1270,1083,1986	181	198	1.32316029611e-06	5.247656836741067e-06	0.0,0.0,0.319,0.18,0.0	0.019,0.035,0.016	0.076
28	"LOC412031"	NA	chrNC_037653.1	-	1102299	1102353	1103128	1103160	1101881	1102193	1103242	1103346	28	0,0,54,2,0	8,18,195,10,28	23,36,29	2537,1924,3379	181	203	1.64488422882e-11	9.463679160030713e-11	0.0,0.0,0.237,0.183,0.0	0.01,0.021,0.01	0.07
29	"LOC409854"	NA	chrNC_037653.1	-	1081243	1081306	1084925	1084989	1077342	1080873	1086471	1086628	29	377,4029,5359,3770,4396	89,273,366,348,614	21205,15852,25105	6639,3456,5282	213	212	0	0.0	0.808,0.936,0.936,0.915,0.877	0.761,0.82,0.825	0.092
30	"LOC409854"	NA	chrNC_037653.1	-	1083929	1083963	1084925	1084989	1083573	1083835	1086471	1086628	30	377,4032,5359,3770,4396	242,3917,5061,4435,4062	21207,15852,25102	20806,14050,22853	213	183	0.972146784278	1.0	0.572,0.469,0.476,0.422,0.482	0.467,0.492,0.486	0.003
31	"LOC411525"	NA	chrNC_037653.1	-	742794	743041	746506	746619	741029	741194	749973	750039	31	981,8982,7757,11614,8182	213,3134,3183,3864,2029	1472,1636,2633	704,721,1086	262	298	2.11676534883e-05	7.337107761364641e-05	0.84,0.765,0.735,0.774,0.821	0.704,0.721,0.734	0.067
32	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	749973	750039	32	981,8972,7757,11614,8182	2188,16263,8234,15468,7682	1472,1636,2636	2204,1733,3626	262	298	0.578950185641	0.7828091438942857	0.338,0.386,0.517,0.461,0.548	0.432,0.518,0.453	-0.018
33	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	749973	750093	742794	743041	750467	750728	33	6,238,67,58,49	2188,16251,8234,15466,7682	67,22,167	2202,1733,3627	269	298	0	0.0	0.003,0.016,0.009,0.004,0.007	0.033,0.014,0.049	-0.024
34	"LOC411525"	NA	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	750467	750729	34	86,603,264,256,109	2188,16251,8234,15466,7682	128,74,154	2202,1733,3627	262	298	7.94165844198e-10	4.080086856298413e-09	0.043,0.04,0.035,0.018,0.016	0.062,0.046,0.046	-0.021
35	"LOC552081"	NA	chrNC_037652.1	-	9440506	9440596	9441346	9441474	9439875	9440078	9441624	9441749	35	70,302,25,203,34	95,651,342,701,406	941,123,500	987,705,1234	277	239	0.0690547607517	0.12971252394392066	0.389,0.286,0.059,0.2,0.067	0.451,0.131,0.259	-0.08
36	"LOC552081"	NA	chrNC_037652.1	-	9444405	9444565	9445198	9445358	9443539	9443577	9446609	9446763	36	85,274,274,250,145	19,371,180,351,156	203,155,290	1084,813,1769	298	298	1.11022302463e-16	8.42126567785491e-16	0.817,0.425,0.604,0.416,0.482	0.158,0.16,0.141	0.396
37	"LOC413697"	NA	chrNC_037652.1	-	9435660	9435877	9437265	9437376	9434992	9435238	9437931	9437998	37	37,416,367,288,233	221,1853,1723,1347,1071	61,262,328	365,1144,1528	260	298	0.859951000456	1.0	0.161,0.205,0.196,0.197,0.2	0.161,0.208,0.197	0.003
38	"LOC413697"	NA	chrNC_037652.1	-	9435660	9435877	9437931	9437998	9434992	9435238	9438133	9438326	38	57,398,279,420,132	217,1852,1713,1349,1071	19,171,382	365,1144,1506	216	298	0.0495857438997	0.09668505568454472	0.266,0.229,0.183,0.3,0.145	0.067,0.171,0.259	0.059
39	"LOC413697"	NA	chrNC_037652.1	-	9436184	9436273	9437265	9437376	9435660	9435877	9437931	9437998	39	37,420,367,288,240	78,608,396,549,222	61,301,348	80,289,528	260	238	0.46083533923	0.6550445179055	0.303,0.387,0.459,0.324,0.497	0.411,0.488,0.376	-0.031
40	"LOC413697"	NA	chrNC_037652.1	-	9437265	9437376	9437931	9437998	9436184	9436273	9438133	9438326	40	57,398,279,420,132	57,565,192,366,107	19,176,393	66,242,517	216	260	0.00708867588412	0.016758204413681314	0.546,0.459,0.636,0.58,0.598	0.257,0.467,0.478	0.163
41	"LOC411646"	NA	chrNC_037652.1	+	9381636	9381749	9385274	9385449	9381225	9381275	9386177	9387719	41	31,314,208,266,246	17,226,246,226,176	291,282,403	312,327,390	262	298	0.037002368381	0.07453332484907305	0.675,0.612,0.49,0.572,0.614	0.515,0.495,0.54	0.076
42	"LOC411410"	NA	chrNC_037652.1	-	9352321	9352468	9353485	9353632	9351894	9352010	9355691	9355814	42	10,257,15,55,23	16,223,12,57,6	354,38,187	216,50,231	296	296	0.571656648185	0.7770914974485522	0.385,0.535,0.556,0.491,0.793	0.621,0.432,0.447	0.052
43	"LOC724551"	NA	chrNC_037652.1	-	9292481	9292638	9292873	9293062	9292303	9292384	9293364	9293644	43	20,23,4,6,4	25,144,16,33,19	285,24,97	412,60,230	298	298	0.00557148663249	0.013521046827628171	0.444,0.138,0.2,0.154,0.174	0.409,0.286,0.297	-0.109
44	"LOC552201"	NA	chrNC_037652.1	-	9098312	9098479	9099307	9099749	9097707	9097902	9107162	9107368	44	2,26,5,13,21	22,255,37,52,19	76,112,153	335,86,446	298	298	0.0500790473281	0.09753449459468182	0.083,0.093,0.119,0.2,0.525	0.185,0.566,0.255	-0.131
45	"LOC410577"	NA	chrNC_037652.1	-	8968785	8968958	8970695	8970805	8966421	8967278	8971877	8972058	45	40,1165,1394,937,950	99,907,1689,1133,1006	329,201,309	396,215,315	259	298	0.571857375286	0.7770914974485522	0.317,0.596,0.487,0.488,0.521	0.489,0.518,0.53	-0.031
46	"LOC410577"	NA	chrNC_037652.1	-	8970695	8970805	8971877	8972058	8968785	8968958	8979619	8979819	46	48,785,1095,766,638	57,823,1061,596,580	247,169,203	189,198,299	298	259	0.282400052975	0.4370353976278248	0.423,0.453,0.473,0.528,0.489	0.532,0.426,0.371	0.03
47	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8979619	8979819	8970695	8970805	8980641	8980844	47	96,1117,1542,942,919	63,1286,1631,1011,1021	411,261,362	374,227,378	298	298	0.396397050158	0.5787704879950427	0.604,0.465,0.486,0.482,0.474	0.524,0.535,0.489	-0.014
48	"LOC410577"	NA	chrNC_037652.1	-	8971877	8972058	8984363	8984437	8970695	8970805	9000703	9001277	48	8,18,196,133,298	63,1277,1578,1006,1001	32,24,43	367,221,364	223	298	0.796505938398	1.0	0.145,0.018,0.142,0.15,0.285	0.104,0.127,0.136	0.026
49	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8980641	8980844	8971877	8972058	8982830	8982987	49	34,787,1100,498,650	48,786,1097,766,638	275,175,309	245,169,203	298	298	0.00852965707528	0.019859483747881792	0.415,0.5,0.501,0.394,0.505	0.529,0.509,0.604	-0.084
50	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8983505	8983574	50	7,467,566,340,392	48,788,1095,766,638	104,18,92	245,169,197	298	298	0.0627829722779	0.1193899916897896	0.127,0.372,0.341,0.307,0.381	0.298,0.096,0.318	0.068
51	"LOC410577"	NA	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8984363	8984437	51	0,33,25,24,24	48,786,1095,768,638	10,0,6	246,169,199	298	298	0.224825593062	0.3601254646442926	0.0,0.04,0.022,0.03,0.036	0.039,0.0,0.029	0.003
52	"LOC410577"	NA	chrNC_037652.1	-	8980641	8980844	8982830	8982987	8979619	8979819	8984363	8984437	52	0,33,18,24,24	96,1117,1545,948,921	0,0,10	411,261,359	298	298	0.00352990856691	0.008865390261214945	0.0,0.029,0.012,0.025,0.025	0.0,0.0,0.027	0.009
53	"LOC410577"	NA	chrNC_037652.1	-	8980641	8980844	8983505	8983574	8979619	8979819	8984363	8984437	53	19,285,546,337,394	96,1117,1545,948,921	203,17,102	411,261,359	218	298	0.170708323545	0.2859671166224649	0.213,0.259,0.326,0.327,0.369	0.403,0.082,0.28	0.044
54	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8979619	8979819	8984363	8984437	54	19,285,546,337,394	0,33,18,24,24	203,17,102	0,0,10	218	298	0.00536697262297	0.013052816954354786	1.0,0.922,0.976,0.95,0.957	1.0,1.0,0.933	-0.017
55	"LOC410577"	NA	chrNC_037652.1	-	8982830	8982987	8984363	8984437	8980641	8980844	9000703	9001277	55	8,18,195,139,300	34,778,1047,493,632	31,24,43	268,169,293	223	298	0.188750301386	0.3110600993281374	0.239,0.03,0.199,0.274,0.388	0.134,0.16,0.164	0.073
56	"LOC410578"	NA	chrNC_037652.1	+	8849939	8850218	8853585	8853779	8842670	8847301	8855277	8855458	56	0,1,2,0,8	10,17,38,24,45	21,0,2	28,10,2	298	298	0.00919245525783	0.021256374666602112	0.0,0.056,0.05,0.0,0.151	0.429,0.0,0.5	-0.258
57	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8856731	8856969	8853585	8853779	8858040	8858379	57	10,20,40,24,45	48,265,280,279,85	25,10,2	35,1,6	298	298	0.00177689412267	0.0046816454961001635	0.172,0.07,0.125,0.079,0.346	0.417,0.909,0.25	-0.367
58	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8856731	8856969	8853585	8853779	8862759	8862912	58	10,19,40,24,45	4,1,9,7,6	25,10,2	7,3,0	298	298	0.757091911665	0.971271117619528	0.714,0.95,0.816,0.774,0.882	0.781,0.769,1.0	-0.023
59	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8862759	8862912	59	10,19,40,24,45	140,1139,1287,868,664	25,10,2	35,6,31	298	298	5.76864111812e-07	2.3533568428769397e-06	0.067,0.016,0.03,0.027,0.063	0.417,0.625,0.061	-0.327
60	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8865649	8868948	60	10,17,38,24,45	4,13,28,14,6	29,10,2	2,2,2	298	298	0.026762103619	0.05599022668093816	0.714,0.567,0.576,0.632,0.882	0.935,0.833,0.5	-0.082
61	"LOC410578"	NA	chrNC_037652.1	+	8855277	8855458	8862759	8862912	8853585	8853779	8865649	8868948	61	10,17,38,24,45	367,2517,3179,2661,1524	29,10,2	132,50,74	298	298	0	0.0	0.027,0.007,0.012,0.009,0.029	0.18,0.167,0.026	-0.108
62	"LOC410578"	NA	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8853585	8853779	8862759	8862912	62	4,1,9,7,6	140,1139,1287,868,664	7,3,0	35,6,31	298	298	8.00199148379e-05	0.00025806231829991966	0.028,0.001,0.007,0.008,0.009	0.167,0.333,0.0	-0.156
63	"LOC410578"	NA	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8855277	8855458	8862759	8862912	63	8,17,61,35,18	136,1142,1287,868,664	28,6,5	35,6,31	298	298	3.99448252253e-11	2.2673379821676158e-10	0.056,0.015,0.045,0.039,0.026	0.444,0.5,0.139	-0.325
64	"LOC410578"	NA	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8855277	8855458	8865649	8868948	64	6,16,70,30,20	0,16,28,14,6	39,3,15	2,2,2	298	298	0.00609654524302	0.014648162327511833	1.0,0.5,0.714,0.682,0.769	0.951,0.6,0.882	-0.078
65	"LOC410578"	NA	chrNC_037652.1	+	8856731	8856969	8862759	8862912	8855277	8855458	8865649	8868948	65	6,16,70,30,20	367,2519,3181,2661,1524	39,3,15	127,50,74	298	298	0	0.0	0.016,0.006,0.022,0.011,0.013	0.235,0.057,0.169	-0.14
66	"LOC410578"	NA	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8853585	8853779	8865649	8868948	66	4,13,28,14,6	367,2517,3179,2661,1524	2,2,2	132,50,74	298	298	0.603394119571	0.8077888035254028	0.011,0.005,0.009,0.005,0.004	0.015,0.038,0.026	-0.02
67	"LOC410578"	NA	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8855277	8855458	8865649	8868948	67	0,16,28,14,6	367,2519,3181,2661,1524	2,2,2	127,50,74	298	298	0.609749776828	0.8140424210770024	0.0,0.006,0.009,0.005,0.004	0.016,0.038,0.026	-0.022
68	"LOC410578"	NA	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8856731	8856969	8865649	8868948	68	48,278,306,293,85	371,2518,3188,2668,1524	37,3,8	134,53,74	298	298	0.0401428582191	0.08011993472284089	0.115,0.099,0.088,0.099,0.053	0.216,0.054,0.098	-0.032
69	"LOC551328"	NA	chrNC_037652.1	+	8833548	8833646	8837721	8837920	8833228	8833365	8838008	8838204	69	74,480,374,679,372	56,448,260,427,406	674,432,919	558,386,681	247	298	0.952027097788	1.0	0.615,0.564,0.634,0.657,0.525	0.593,0.575,0.62	0.003
70	"LOC726948"	NA	chrNC_037652.1	-	8384235	8384443	8408811	8409002	8380549	8380797	8418128	8418315	70	10,78,94,39,51	8,82,116,78,48	32,55,48	39,40,36	298	298	0.118103217642	0.20896610108937555	0.556,0.488,0.448,0.333,0.515	0.451,0.579,0.571	-0.066
71	"LOC726948"	NA	chrNC_037652.1	-	8577481	8577541	8579406	8579563	8569050	8569262	8629864	8630082	71	12,67,114,37,44	2,41,79,73,35	134,140,165	59,43,23	298	209	0.00276826169192	0.007057294124917378	0.808,0.534,0.503,0.262,0.469	0.614,0.695,0.834	-0.199
72	"LOC726948"	NA	chrNC_037652.1	-	8577481	8577541	8629864	8630082	8569050	8569262	8685268	8685449	72	4,117,93,92,56	2,47,78,73,35	219,340,260	59,41,23	298	209	3.06965564079e-12	1.854400898712959e-11	0.584,0.636,0.455,0.469,0.529	0.722,0.853,0.888	-0.286
73	"LOC726948"	NA	chrNC_037652.1	-	8579406	8579563	8629864	8630082	8577481	8577541	8685268	8685449	73	4,117,93,92,55	2,88,114,96,52	218,342,258	160,168,161	298	298	0.00561959803827	0.013628028791016066	0.667,0.571,0.449,0.489,0.514	0.577,0.671,0.616	-0.083
74	"LOC726948"	NA	chrNC_037652.1	-	8579406	8579563	8685268	8685449	8577481	8577541	8715133	8715200	74	10,86,120,35,55	2,88,112,96,52	581,928,541	149,160,149	298	298	2.90563231364e-07	1.2150499526630556e-06	0.833,0.494,0.517,0.267,0.514	0.796,0.853,0.784	-0.286
75	"LOC726948"	NA	chrNC_037652.1	-	8629864	8630082	8685268	8685449	8579406	8579563	8715133	8715200	75	10,80,122,35,55	12,67,114,37,44	592,942,555	142,139,173	298	298	0	0.0	0.455,0.544,0.517,0.486,0.556	0.807,0.871,0.762	-0.302
76	"LOC726948"	NA	chrNC_037652.1	-	8685268	8685449	8715133	8715200	8629864	8630082	8759414	8761510	76	6,67,51,43,43	4,118,110,97,62	185,181,135	242,350,282	216	298	0.954672993776	1.0	0.674,0.439,0.39,0.379,0.489	0.513,0.416,0.398	0.032
77	"LOC412795"	NA	chrNC_037652.1	-	8097069	8097186	8097972	8098104	8096539	8096938	8098343	8098553	77	30,128,129,139,220	13,143,161,140,148	257,232,186	177,195,152	281	266	0.424599593378	0.6120240410727626	0.686,0.459,0.431,0.484,0.585	0.579,0.53,0.537	-0.02
78	"LOC100577912"	NA	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175575	8177853	8178048	78	0,15,33,12,25	263,1003,1083,1369,1019	22,37,5	2727,2540,1376	298	298	0.00244224944717	0.00626868731394242	0.0,0.015,0.03,0.009,0.024	0.008,0.014,0.004	0.007
79	"LOC100577912"	NA	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175829	8177853	8178048	79	55,511,403,463,538	263,1013,1089,1373,1019	237,404,196	2733,2542,1378	298	298	0	0.0	0.173,0.335,0.27,0.252,0.346	0.08,0.137,0.125	0.161
80	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855829	7856939	7857007	7854612	7855038	7860746	7860818	80	422,2389,2803,2367,2874	986,4169,4863,5062,6199	10677,9421,8008	4974,5206,3808	217	278	0	0.0	0.354,0.423,0.425,0.375,0.373	0.733,0.699,0.729	-0.33
81	"LOC409713"	NA	chrNC_037652.1	-	7855700	7855844	7856939	7857007	7854612	7855038	7860746	7860818	81	422,2389,2803,2367,2874	1041,4448,5169,5266,6587	10677,9421,8008	5284,5607,4011	217	293	0	0.0	0.354,0.42,0.423,0.378,0.371	0.732,0.694,0.729	-0.329
82	"LOC100576432"	NA	chrNC_037652.1	+	7757291	7757477	7757596	7757770	7756680	7756905	7757853	7757978	82	0,2,0,2,0	0,22,2,4,0	3,1,2	49,1,55	298	298	1	1.0	NA,0.083,0.0,0.333,NA	0.058,0.5,0.035	-0.059
83	"LOC726069"	NA	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7671094	7671303	7676461	7676796	83	0,0,2,4,20	8,204,134,128,73	2,0,2	13,27,45	298	264	0.285777343782	0.4410514388752308	0.0,0.0,0.013,0.027,0.195	0.12,0.0,0.038	-0.006
84	"LOC726069"	NA	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7671495	7671685	7676461	7676796	84	2,10,0,10,4	8,188,102,118,64	0,0,3	10,11,29	298	264	0.149558489886	0.25501833230057364	0.181,0.045,0.0,0.07,0.052	0.0,0.0,0.084	0.042
85	"LOC726069"	NA	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7672869	7673828	7676461	7676796	85	0,64,47,44,38	8,190,102,115,64	0,0,6	10,11,29	298	264	0.000624729234265	0.0017685849368355604	0.0,0.23,0.29,0.253,0.345	0.0,0.0,0.155	0.172
86	"LOC551799"	NA	chrNC_037653.1	+	4621344	4621376	4623135	4623218	4611519	4611778	4623967	4624337	86	18,218,772,265,612	165,1284,3275,1476,2870	32,39,67	281,195,225	181	232	0.989203773565	1.0	0.123,0.179,0.232,0.187,0.215	0.127,0.204,0.276	-0.015
87	"pHCl"	NA	chrNC_037652.1	+	7476523	7476598	7502902	7503098	7474684	7475180	7515862	7516033	87	0,0,26,6,0	9,176,208,225,121	21,1,1	411,245,220	224	298	0.188344928028	0.31066352585018236	0.0,0.0,0.143,0.034,0.0	0.064,0.005,0.006	0.01
88	"pHCl"	NA	chrNC_037652.1	+	7502902	7503098	7515862	7516033	7476523	7476598	7517528	7517617	88	0,10,46,24,10	16,106,171,146,119	245,334,415	210,269,268	298	298	0	0.0	0.0,0.086,0.212,0.141,0.078	0.538,0.554,0.608	-0.463
89	"pHCl"	NA	chrNC_037652.1	+	7515862	7516033	7526389	7526454	7502896	7503098	7526654	7526875	89	9,108,162,112,125	5,47,117,103,63	100,171,157	68,85,80	298	214	0.41402570284	0.5978015163071789	0.564,0.623,0.499,0.438,0.588	0.514,0.591,0.585	-0.021
90	"pHCl"	NA	chrNC_037652.1	+	7515862	7516033	7517528	7517617	7502902	7503098	7522309	7522462	90	9,108,162,112,128	0,17,31,8,27	100,171,157	35,52,82	298	238	4.74013163043e-06	1.783744750360922e-05	1.0,0.835,0.807,0.918,0.791	0.695,0.724,0.605	0.196
