ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
24	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2680239	2680385	2684137	2684328	2657415	2657986	2687391	2687475	24	39,645,340,616,295	101,1490,1149,1588,888	42,22,86	327,129,376	295	340	1.3323271375e-09	7.5343099625625e-09	0.308,0.333,0.254,0.309,0.277	0.129,0.164,0.209	0.129
25	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2684137	2684328	2687391	2687475	2680239	2680385	2689049	2689106	25	127,2028,1134,2248,1093	30,602,500,704,474	202,95,349	108,87,200	340	233	6.04910675593e-05	0.00021491747877351298	0.744,0.698,0.608,0.686,0.612	0.562,0.428,0.545	0.158
26	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2685825	2685906	2687391	2687475	2684137	2684328	2689049	2689106	26	8,278,146,85,63	98,1640,1343,1897,1084	6,10,11	375,202,483	230	233	7.13873404834e-12	4.805897743257464e-11	0.076,0.147,0.099,0.043,0.056	0.016,0.048,0.023	0.055
27	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102348	1103128	1103160	1101881	1102193	1103242	1103346	27	0,0,54,2,0	6,10,126,10,22	23,36,29	1270,1083,1986	181	198	1.32316029611e-06	5.800365484110116e-06	0.0,0.0,0.319,0.18,0.0	0.019,0.035,0.016	0.076
28	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102353	1103128	1103160	1101881	1102193	1103242	1103346	28	0,0,54,2,0	8,18,195,10,28	23,36,29	2545,1924,3389	181	203	1.57941437706e-11	1.026619345089e-10	0.0,0.0,0.237,0.183,0.0	0.01,0.021,0.01	0.07
29	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1081243	1081306	1084925	1084989	1077342	1080873	1086471	1086628	29	379,4045,5359,3778,4402	89,273,366,348,614	21229,15864,25159	6639,3456,5286	213	212	0	0.0	0.809,0.936,0.936,0.915,0.877	0.761,0.82,0.826	0.092
30	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1083929	1083963	1084925	1084989	1083573	1083835	1086471	1086628	30	379,4048,5359,3778,4402	242,3917,5061,4435,4062	21231,15864,25156	20806,14050,22853	213	183	0.98304033224	1.0	0.574,0.47,0.476,0.423,0.482	0.467,0.492,0.486	0.003
31	"LOC411525"	"LOC411525"	chrNC_037653.1	-	742794	743041	746506	746619	741029	741194	749973	750039	31	1055,9390,8245,12348,8512	2757,21254,11172,23829,9426	1546,1700,2761	3367,2206,5013	262	396	0.888827147478	1.0	0.366,0.4,0.527,0.439,0.577	0.41,0.538,0.454	-0.006
32	"LOC411525"	"LOC411525"	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	749973	750039	32	1055,9380,8245,12348,8512	8495,63338,48627,67663,49617	1546,1700,2764	8897,9301,15264	262	629	0.100742362447	0.18627729470445287	0.23,0.262,0.289,0.305,0.292	0.294,0.305,0.303	-0.025
33	"LOC411525"	"LOC411525"	chrNC_037653.1	-	745248	745728	749973	750093	742794	743041	750467	750728	33	72,698,135,459,89	8495,63326,48627,67661,49617	137,34,241	8895,9301,15265	269	629	6.26122487191e-11	3.9052088217629834e-10	0.019,0.025,0.006,0.016,0.004	0.035,0.008,0.036	-0.012
34	"LOC411525"	"LOC411525"	chrNC_037653.1	-	745248	745728	746506	746619	742794	743041	750467	750729	34	160,1011,752,990,439	8495,63326,48627,67661,49617	202,138,282	8895,9301,15265	262	629	0.00239299810612	0.006638955498009125	0.043,0.037,0.036,0.034,0.021	0.052,0.034,0.042	-0.008
35	"LOC552081"	"LOC552081"	chrNC_037652.1	-	9440506	9440596	9441346	9441474	9439875	9440078	9441624	9441749	35	70,306,25,203,34	99,651,342,703,406	985,123,500	991,705,1238	277	239	0.0651340235871	0.12886282334170865	0.379,0.289,0.059,0.199,0.067	0.462,0.131,0.258	-0.085
36	"LOC552081"	"LOC552081"	chrNC_037652.1	-	9444405	9444565	9445198	9445358	9443539	9443577	9446609	9446763	36	96,377,307,336,170	23,427,185,408,162	379,204,510	1249,914,1964	309	309	1.66533453694e-15	1.3714757485042283e-14	0.807,0.469,0.624,0.452,0.512	0.233,0.182,0.206	0.366
37	"LOC413697"	"LOC413697"	chrNC_037652.1	-	9435660	9435877	9437265	9437376	9434992	9435238	9437931	9437998	37	41,424,393,296,237	324,2432,2321,1936,1383	63,268,338	488,1526,2201	260	366	0.642137416664	0.8178574529808379	0.151,0.197,0.192,0.177,0.194	0.154,0.198,0.178	0.006
38	"LOC413697"	"LOC413697"	chrNC_037652.1	-	9435660	9435877	9437931	9437998	9434992	9435238	9438133	9438326	38	57,400,279,420,132	320,2431,2311,1938,1383	19,171,382	488,1526,2179	216	366	0.0293477300714	0.0640365582844117	0.232,0.218,0.17,0.269,0.139	0.062,0.16,0.229	0.055
39	"LOC413697"	"LOC413697"	chrNC_037652.1	-	9436184	9436273	9437265	9437376	9435660	9435877	9437931	9437998	39	41,428,393,296,244	78,608,396,553,222	63,307,358	82,289,528	260	238	0.538231872154	0.717572000871718	0.325,0.392,0.476,0.329,0.502	0.413,0.493,0.383	-0.025
40	"LOC413697"	"LOC413697"	chrNC_037652.1	-	9437265	9437376	9437931	9437998	9436184	9436273	9438133	9438326	40	57,400,279,420,132	61,573,218,374,111	19,176,393	68,248,527	216	260	0.00898161328559	0.02240780432206388	0.529,0.457,0.606,0.575,0.589	0.252,0.461,0.473	0.156
41	"LOC411646"	"LOC411646"	chrNC_037652.1	+	9381636	9381749	9385274	9385449	9381225	9381275	9386177	9387719	41	31,332,224,292,258	38,422,432,375,353	307,294,421	669,498,668	262	324	0.0207616707112	0.047597532921014596	0.502,0.493,0.391,0.491,0.475	0.362,0.422,0.438	0.063
42	"LOC411410"	"LOC411410"	chrNC_037652.1	-	9352321	9352468	9353485	9353632	9351894	9352010	9355691	9355814	42	10,291,25,99,37	24,255,12,61,6	410,64,241	312,50,245	296	296	0.347269548741	0.5098596187270502	0.294,0.533,0.676,0.619,0.86	0.568,0.561,0.496	0.055
43	"LOC724551"	"LOC724551"	chrNC_037652.1	-	9292481	9292638	9292873	9293062	9292303	9292384	9293364	9293644	43	20,34,5,8,4	28,146,16,36,19	420,24,134	444,61,239	338	306	0.0026450734304	0.0072787787099328465	0.393,0.174,0.221,0.167,0.16	0.461,0.263,0.337	-0.131
44	"LOC552201"	"LOC552201"	chrNC_037652.1	-	9098312	9098479	9099307	9099749	9097707	9097902	9107162	9107368	44	78,526,366,361,380	32,347,51,108,41	1070,1175,1298	484,118,615	591	316	0.844492768204	0.9967473305777927	0.566,0.448,0.793,0.641,0.832	0.542,0.842,0.53	0.018
45	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8968785	8968958	8970695	8970805	8966421	8967278	8971877	8972058	45	44,1255,1494,1015,988	150,1262,2199,1483,1314	385,211,319	557,321,467	259	322	0.830973650367	0.9848039104768532	0.267,0.553,0.458,0.46,0.483	0.462,0.45,0.459	-0.013
46	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8970695	8970805	8971877	8972058	8968785	8968958	8979619	8979819	46	85,1172,1511,1102,902	61,913,1161,674,618	370,226,315	245,208,309	330	259	0.114161493665	0.2069177072678125	0.522,0.502,0.505,0.562,0.534	0.542,0.46,0.444	0.043
47	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8971877	8972058	8979619	8979819	8970695	8970805	8980641	8980844	47	140,1584,2014,1275,1252	100,1673,2047,1347,1285	540,325,457	497,284,490	349	330	0.649150334617	0.8246226452098394	0.57,0.472,0.482,0.472,0.48	0.507,0.52,0.469	-0.003
48	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8971877	8972058	8984363	8984437	8970695	8970805	9000703	9001277	48	8,18,196,135,302	100,1664,1994,1342,1265	32,24,45	490,278,476	223	330	0.810631399592	0.9668868473951506	0.106,0.016,0.127,0.13,0.261	0.088,0.113,0.123	0.02
49	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8979619	8979819	8980641	8980844	8971877	8972058	8982830	8982987	49	45,1086,1509,735,1040	92,1253,1569,1099,971	377,241,453	374,233,298	352	349	0.00925466312013	0.023021313758505194	0.327,0.462,0.488,0.399,0.515	0.5,0.506,0.601	-0.097
50	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8983505	8983574	50	19,599,688,466,461	92,1255,1567,1099,971	138,28,130	374,233,292	306	349	0.064959634802	0.12859278931341073	0.191,0.352,0.334,0.326,0.351	0.296,0.121,0.337	0.059
51	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8979619	8979819	8982830	8982987	8971877	8972058	8984363	8984437	51	12,165,147,150,93	92,1253,1567,1101,971	44,10,44	375,233,294	306	349	0.536317156788	0.7155816409680236	0.129,0.131,0.097,0.134,0.098	0.118,0.047,0.146	0.014
52	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8980641	8980844	8982830	8982987	8979619	8979819	8984363	8984437	52	12,165,140,150,93	107,1416,1954,1185,1311	34,10,48	513,327,503	306	352	0.00931529121746	0.02312127512863334	0.114,0.118,0.076,0.127,0.075	0.071,0.034,0.099	0.034
53	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8980641	8980844	8983505	8983574	8979619	8979819	8984363	8984437	53	19,285,546,337,394	107,1416,1954,1185,1311	203,17,102	513,327,503	218	352	0.126619253876	0.22457873936292108	0.223,0.245,0.311,0.315,0.327	0.39,0.077,0.247	0.046
54	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8982830	8982987	8983505	8983574	8979619	8979819	8984363	8984437	54	19,285,546,337,394	12,165,140,150,93	203,17,102	34,10,48	218	306	0.463861195928	0.6408310414428762	0.69,0.708,0.846,0.759,0.856	0.893,0.705,0.749	-0.011
55	"LOC410577"	"LOC410577"	chrNC_037652.1	-	8982830	8982987	8984363	8984437	8980641	8980844	9000703	9001277	55	8,18,195,141,304	46,910,1169,619,701	31,24,45	302,179,331	223	306	0.296830188878	0.4502212028891614	0.193,0.026,0.186,0.238,0.373	0.123,0.155,0.157	0.058
56	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8849939	8850218	8853585	8853779	8842670	8847301	8855277	8855458	56	4,21,90,33,54	16,32,63,51,71	69,5,2	76,19,10	428	343	0.24735898226	0.39054863974322007	0.167,0.345,0.534,0.341,0.379	0.421,0.174,0.138	0.109
57	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8855277	8855458	8856731	8856969	8853585	8853779	8858040	8858379	57	15,30,79,36,66	112,506,547,414,139	65,29,47	70,15,41	330	387	0	0.0	0.136,0.065,0.145,0.093,0.358	0.521,0.694,0.573	-0.437
58	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8855277	8855458	8856731	8856969	8853585	8853779	8862759	8862912	58	15,29,79,36,66	68,242,276,142,60	65,29,47	42,17,35	330	387	1.17150134038e-09	6.635899913037296e-09	0.206,0.123,0.251,0.229,0.563	0.645,0.667,0.612	-0.367
59	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8862759	8862912	59	15,29,79,36,66	505,3969,4606,3842,2358	65,29,47	122,66,129	330	488	0	0.0	0.042,0.011,0.025,0.014,0.04	0.441,0.394,0.35	-0.369
60	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8855277	8855458	8858040	8858379	8853585	8853779	8865649	8868948	60	15,27,77,36,66	369,2843,3347,2988,1700	69,29,47	89,62,100	330	488	0	0.0	0.057,0.014,0.033,0.018,0.054	0.534,0.409,0.41	-0.416
61	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8855277	8855458	8862759	8862912	8853585	8853779	8865649	8868948	61	15,27,77,36,66	443,3129,3872,3206,1791	69,29,47	154,60,77	330	302	0	0.0	0.03,0.008,0.018,0.01,0.033	0.291,0.307,0.358	-0.299
62	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8853585	8853779	8862759	8862912	62	68,242,276,142,60	505,3969,4606,3842,2358	42,17,35	122,66,129	387	488	0	0.0	0.145,0.071,0.07,0.045,0.031	0.303,0.245,0.255	-0.195
63	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8855277	8855458	8862759	8862912	63	72,258,328,170,72	501,3972,4606,3842,2358	63,20,40	122,66,129	387	488	0	0.0	0.153,0.076,0.082,0.053,0.037	0.394,0.276,0.281	-0.237
64	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8856731	8856969	8858040	8858379	8855277	8855458	8865649	8868948	64	70,257,337,165,74	365,2846,3347,2988,1700	74,17,50	89,62,100	387	488	1.86517468137e-14	1.4481779619881945e-13	0.195,0.102,0.113,0.065,0.052	0.512,0.257,0.387	-0.28
65	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8856731	8856969	8862759	8862912	8855277	8855458	8865649	8868948	65	70,257,337,165,74	443,3131,3874,3206,1791	74,17,50	149,60,77	387	302	0	0.0	0.11,0.06,0.064,0.039,0.031	0.279,0.181,0.336	-0.205
66	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8853585	8853779	8865649	8868948	66	369,2843,3347,2988,1700	443,3129,3872,3206,1791	89,62,100	154,60,77	488	302	0.995974534515	1.0	0.34,0.36,0.349,0.366,0.37	0.263,0.39,0.446	-0.009
67	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8855277	8855458	8865649	8868948	67	365,2846,3347,2988,1700	443,3131,3874,3206,1791	89,62,100	149,60,77	488	302	0.942382513236	1.0	0.338,0.36,0.348,0.366,0.37	0.27,0.39,0.446	-0.012
68	"LOC410578"	"LOC410578"	chrNC_037652.1	+	8858040	8858379	8862759	8862912	8856731	8856969	8865649	8868948	68	413,3108,3625,3267,1779	447,3130,3881,3213,1791	124,63,106	156,63,77	488	302	0.787389315834	0.9483890481451053	0.364,0.381,0.366,0.386,0.381	0.33,0.382,0.46	-0.015
69	"LOC551328"	"LOC551328"	chrNC_037652.1	+	8833548	8833646	8837721	8837920	8833228	8833365	8838008	8838204	69	74,482,374,679,372	178,1059,845,1102,878	682,436,939	1293,861,1737	247	348	0.231654368843	0.37111334185754535	0.369,0.391,0.384,0.465,0.374	0.426,0.416,0.432	-0.028
70	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8384235	8384443	8408811	8409002	8380549	8380797	8418128	8418315	70	13,160,172,73,71	11,161,217,158,92	32,80,76	55,58,68	340	357	0.265842611962	0.4137632946729661	0.554,0.511,0.454,0.327,0.448	0.379,0.592,0.54	-0.045
71	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8577481	8577541	8579406	8579563	8569050	8569262	8629864	8630082	71	12,95,197,59,52	2,41,79,73,35	212,200,231	59,43,23	306	209	0.000221442480761	0.000721762091471732	0.804,0.613,0.63,0.356,0.504	0.71,0.761,0.873	-0.2
72	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8577481	8577541	8629864	8630082	8569050	8569262	8685268	8685449	72	22,182,144,143,94	2,47,78,73,35	557,670,451	59,41,23	367	209	1.33857369633e-11	8.784875341678316e-11	0.862,0.688,0.513,0.527,0.605	0.843,0.903,0.918	-0.249
73	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8579406	8579563	8629864	8630082	8577481	8577541	8685268	8685449	73	22,182,144,143,93	2,116,197,118,60	556,672,449	238,228,227	367	306	0.121233901913	0.2163843393954808	0.902,0.567,0.379,0.503,0.564	0.661,0.711,0.623	-0.082
74	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8579406	8579563	8685268	8685449	8577481	8577541	8715133	8715200	74	12,158,214,77,99	2,116,195,118,60	791,1249,773	227,220,215	330	306	6.35446401909e-06	2.5606527810893548e-05	0.848,0.558,0.504,0.377,0.605	0.764,0.84,0.769	-0.213
75	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8629864	8630082	8685268	8685449	8579406	8579563	8715133	8715200	75	12,152,216,77,99	30,132,165,88,82	802,1263,787	480,469,364	330	367	2.96405243014e-05	0.00011015366807738246	0.308,0.562,0.593,0.493,0.573	0.65,0.75,0.706	-0.196
76	"LOC726948"	"LOC726948"	chrNC_037652.1	-	8685268	8685449	8715133	8715200	8629864	8630082	8759414	8761510	76	6,67,51,49,43	6,190,204,139,106	185,181,143	452,671,514	216	330	0.517974762304	0.696665280106138	0.604,0.35,0.276,0.35,0.383	0.385,0.292,0.298	0.068
77	"LOC412795"	"LOC412795"	chrNC_037652.1	-	8097069	8097186	8097972	8098104	8096539	8096938	8098343	8098553	77	30,128,141,173,222	13,161,161,148,160	273,236,208	213,205,162	281	266	0.606282773632	0.7839624431910731	0.686,0.429,0.453,0.525,0.568	0.548,0.521,0.549	-0.007
78	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175575	8177853	8178048	78	85,277,377,375,332	401,1718,1959,2202,1722	350,336,194	4809,4677,2458	386	393	0	0.0	0.178,0.141,0.164,0.148,0.164	0.069,0.068,0.074	0.089
79	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8176537	8176774	8177361	8177605	8175451	8175829	8177853	8178048	79	140,773,747,826,845	401,1728,1965,2206,1722	565,703,385	4815,4679,2460	386	393	0	0.0	0.262,0.313,0.279,0.276,0.333	0.107,0.133,0.137	0.167
80	"LOC409713"	"LOC409713"	chrNC_037652.1	-	7855700	7855829	7856939	7857007	7854612	7855038	7860746	7860818	80	428,2395,2809,2387,2874	1076,4493,5171,5656,6543	10721,9437,8028	5290,5466,4128	217	278	0	0.0	0.338,0.406,0.41,0.351,0.36	0.722,0.689,0.714	-0.335
81	"LOC409713"	"LOC409713"	chrNC_037652.1	-	7855700	7855844	7856939	7857007	7854612	7855038	7860746	7860818	81	428,2395,2809,2387,2874	1203,5122,5845,6406,7374	10721,9437,8028	5944,6135,4611	217	293	0	0.0	0.324,0.387,0.394,0.335,0.345	0.709,0.675,0.702	-0.338
82	"LOC100576432"	"LOC100576432"	chrNC_037652.1	+	7757291	7757477	7757596	7757770	7756680	7756905	7757853	7757978	82	0,13,0,5,0	6,55,2,8,3	111,3,9	104,30,125	335	323	0.50687981094	0.6851964934340319	0.0,0.186,0.0,0.376,0.0	0.507,0.088,0.065	-0.108
83	"LOC726069"	"LOC726069"	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7671094	7671303	7676461	7676796	83	6,291,189,208,128	10,208,140,138,73	30,17,26	13,29,47	545	264	0.150421099365	0.25868159662718954	0.225,0.404,0.395,0.422,0.459	0.528,0.221,0.211	0.061
84	"LOC726069"	"LOC726069"	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7671495	7671685	7676461	7676796	84	8,301,187,214,112	10,192,108,128,64	28,17,27	10,13,31	545	264	0.63477923554	0.8121079221971861	0.279,0.432,0.456,0.447,0.459	0.576,0.388,0.297	-0.006
85	"LOC726069"	"LOC726069"	chrNC_037652.1	+	7675315	7675711	7676069	7676184	7672869	7673828	7676461	7676796	85	6,355,234,248,146	10,194,108,125,64	28,17,30	10,13,31	545	264	0.445080615672	0.6216831379321334	0.225,0.47,0.512,0.49,0.525	0.576,0.388,0.319	0.017
86	"LOC551799"	"LOC551799"	chrNC_037653.1	+	4621344	4621376	4623135	4623218	4611519	4611778	4623967	4624337	86	18,218,772,265,612	165,1292,3285,1482,2890	32,39,67	281,195,227	181	232	0.988832315514	1.0	0.123,0.178,0.231,0.186,0.213	0.127,0.204,0.274	-0.015
