ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
108	"LOC551446"	"LOC551446"	chrNC_037651.1	-	10602410	10602833	10602410	10602626	10611482	10611582
112	"LOC727232"	"LOC727232"	chrNC_037651.1	-	10020558	10020703	10020558	10020685	10022405	10022500
116	"LOC727185"	"LOC727185"	chrNC_037651.1	+	9966246	9966516	9966251	9966516	9964657	9964866
117	"LOC727185"	"LOC727185"	chrNC_037651.1	+	9966246	9966516	9966251	9966516	9965526	9965550
118	"LOC727185"	"LOC727185"	chrNC_037651.1	+	9966246	9966516	9966251	9966516	9965644	9965907
119	"LOC550989"	"LOC550989"	chrNC_037653.1	-	4895512	4895705	4895512	4895657	4896059	4896119
124	"LOC100576251"	"LOC100576251"	chrNC_037651.1	-	9470630	9470834	9470630	9470822	9474972	9475132
126	"LOC100576251"	"LOC100576251"	chrNC_037651.1	-	9474972	9475132	9474972	9475105	9481392	9481422
136	"LOC726649"	"LOC726649"	chrNC_037651.1	-	9103261	9103476	9103261	9103464	9103743	9103818
138	"LOC413909"	"LOC413909"	chrNC_037651.1	+	9093423	9093827	9093440	9093827	9092178	9092280
140	"LOC413909"	"LOC413909"	chrNC_037651.1	+	9093423	9093827	9093440	9093827	9092963	9093071
144	"LOC412301"	"LOC412301"	chrNC_037651.1	+	9058811	9059051	9058917	9059051	9058642	9058741
145	"LOC412301"	"LOC412301"	chrNC_037651.1	+	9058811	9059051	9058920	9059051	9058642	9058741
146	"LOC412301"	"LOC412301"	chrNC_037651.1	+	9058917	9059051	9058920	9059051	9058642	9058741
151	"LOC100576236"	"LOC100576236"	chrNC_037651.1	+	8061211	8061388	8061214	8061388	8060699	8060914
153	"LOC408463"	"LOC408463"	chrNC_037651.1	+	8044984	8045251	8045004	8045251	8032760	8032890
154	"LOC408463"	"LOC408463"	chrNC_037651.1	+	8044984	8045251	8045004	8045251	8039712	8039849
159	"LOC100577030"	"LOC100577030"	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7458307	7458465
161	"LOC100577030"	"LOC100577030"	chrNC_037651.1	-	7454836	7457500	7454836	7456414	7461341	7461468
170	"aub"	"aub"	chrNC_037651.1	-	6760650	6760738	6760650	6760736	6762671	6762886
172	"LOC726922"	"LOC726922"	chrNC_037651.1	-	6661452	6661605	6661452	6661528	6661696	6661714
175	"LOC409084"	"LOC409084"	chrNC_037651.1	+	6618597	6618957	6618615	6618957	6617792	6617921
176	"LOC409084"	"LOC409084"	chrNC_037651.1	+	6618597	6618957	6618615	6618957	6618457	6618532
191	"LOC725179"	"LOC725179"	chrNC_037651.1	+	5057929	5058151	5057971	5058151	5054040	5054088
192	"LOC725179"	"LOC725179"	chrNC_037651.1	+	5057929	5058151	5057971	5058151	5056641	5056998
198	"LOC102653655"	"LOC102653655"	chrNC_037651.1	-	4668943	4669763	4668943	4669356	4672315	4672471
204	"LOC100577945"	"LOC100577945"	chrNC_037651.1	+	2095523	2097194	2096218	2097194	2085819	2086232
205	"LOC100577945"	"LOC100577945"	chrNC_037651.1	+	2095523	2097194	2096218	2097194	2087220	2087239
220	"LOC411396"	"LOC411396"	chrNC_037650.1	-	7324552	7324698	7324552	7324695	7325013	7325217
240	"LOC408427"	"LOC408427"	chrNC_037650.1	-	5975017	5975065	5975017	5975062	5979945	5980038
249	"LOC410442"	"LOC410442"	chrNC_037650.1	+	5263382	5263626	5263385	5263626	5246767	5246869
250	"LOC410439"	"LOC410439"	chrNC_037650.1	+	5146982	5147143	5146994	5147143	5141821	5142032
264	"LOC726655"	"LOC726655"	chrNC_037643.1	-	2472997	2474005	2472997	2474002	2488042	2488170
271	"LOC550701"	"LOC550701"	chrNC_037648.1	-	551518	551827	551518	551754	552212	552231
272	"LOC550701"	"LOC550701"	chrNC_037648.1	-	551518	551827	551518	551754	552792	552847
273	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13715460	13714656	13714903	13715960	13716548
275	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13715460	13714656	13714903	13722849	13723164
276	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13714656	13714903	13722849	13723164
277	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13714656	13715460	13722849	13723164
278	"LOC552842"	"LOC552842"	chrNC_037642.1	+	13685114	13685334	13685148	13685334	13684862	13685019
279	"LOC552842"	"LOC552842"	chrNC_037642.1	+	13685114	13685334	13685148	13685334	13684862	13685041
283	"LOC107964659"	"LOC107964659"	chrNC_037643.1	-	15325630	15326180	15325630	15325744	15326781	15326991
285	"LOC100577107"	"LOC100577107"	chrNC_037642.1	+	13233633	13234682	13234566	13234682	13231681	13231937
286	"LOC100577107"	"LOC100577107"	chrNC_037642.1	+	13233633	13234682	13234566	13234682	13233384	13233506
294	"LOC100576597"	"LOC100576597"	chrNC_037642.1	+	10491149	10491889	10491566	10491889	10489328	10489798
295	"LOC411881"	"LOC411881"	chrNC_037645.1	+	2219863	2220158	2219921	2220158	2219021	2219153
296	"LOC411881"	"LOC411881"	chrNC_037645.1	+	2219863	2220158	2219921	2220158	2219640	2219786
300	"LOC411114"	"LOC411114"	chrNC_037642.1	-	11306645	11313214	11306645	11312173	11331584	11331626
305	"LOC409444"	"LOC409444"	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10923025	10923228
306	"LOC409444"	"LOC409444"	chrNC_037642.1	-	10920312	10920419	10920312	10920337	10923156	10923269
312	"LOC408840"	"LOC408840"	chrNC_037642.1	+	9749665	9750791	9750088	9750791	9749189	9749410
335	"LOC408846"	"LOC408846"	chrNC_037642.1	+	10468999	10469366	10469179	10469366	10468160	10468650
342	"LOC408678"	"LOC408678"	chrNC_037639.1	-	14746565	14746828	14746565	14746809	14748136	14748340
351	"Cyp314a1"	"Cyp314a1"	chrNC_037642.1	-	13663117	13663511	13663117	13663305	13664384	13664518
365	"LOC727479"	"LOC727479"	chrNC_037638.1	+	4780413	4780649	4780504	4780649	4773376	4773498
367	"LOC409547"	"LOC409547"	chrNC_037642.1	+	4992906	4993339	4993003	4993339	4992454	4992524
370	"LOC409075"	"LOC409075"	chrNC_037638.1	-	14738240	14738376	14738240	14738371	14738477	14739107
371	"LOC725679"	"LOC725679"	chrNC_037645.1	+	6582126	6582629	6582322	6582629	6579252	6579601
372	"LOC725679"	"LOC725679"	chrNC_037645.1	+	6582126	6582629	6582322	6582629	6580132	6580362
378	"LOC724539"	"LOC724539"	chrNC_037638.1	-	15611667	15611920	15611667	15611833	15612001	15612125
380	"LOC412288"	"LOC412288"	chrNC_037638.1	+	24644039	24644130	24644042	24644130	24641817	24641838
387	"LOC727141"	"LOC727141"	chrNC_037642.1	-	543214	543491	543214	543434	543863	543992
399	"LOC408503"	"LOC408503"	chrNC_037651.1	-	10366293	10366548	10366293	10366536	10367270	10367347
440	"LOC408811"	"LOC408811"	chrNC_037641.1	+	6768176	6768690	6768495	6768690	6767727	6767800
455	"LOC413858"	"LOC413858"	chrNC_037640.1	+	4573982	4578755	4578125	4578755	4572605	4572839
462	"LOC408456"	"LOC408456"	chrNC_037651.1	+	7201255	7201406	7201258	7201406	7201036	7201173
467	"LOC100576522"	"LOC100576522"	chrNC_037642.1	+	13180362	13180755	13180515	13180755	13179352	13179444
468	"LOC102656523"	"LOC102656523"	chrNC_037643.1	-	15719992	15720511	15719992	15720357	15720567	15721613
470	"LOC552078"	"LOC552078"	chrNC_037641.1	+	5022253	5022402	5022282	5022402	5020521	5020805
491	"LOC107965749"	"LOC107965749"	chrNC_037641.1	+	2180143	2180551	2180195	2180551	2169913	2169964
492	"LOC107965749"	"LOC107965749"	chrNC_037641.1	+	2180143	2180551	2180195	2180551	2179821	2179881
501	"LOC412620"	"LOC412620"	chrNC_037640.1	+	13305520	13305905	13305746	13305905	13305335	13305432
505	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2777830	2777964	2777830	2777923	2797995	2798241
506	"LOC100578584"	"LOC100578584"	chrNC_037640.1	+	12673542	12674090	12673649	12674090	12665600	12665953
509	"LOC724235"	"LOC724235"	chrNC_037638.1	+	12179475	12181863	12179910	12181863	12173153	12173427
521	"LOC412024"	"LOC412024"	chrNC_037652.1	-	6537060	6537370	6537060	6537195	6537494	6537642
522	"LOC412024"	"LOC412024"	chrNC_037652.1	-	6537060	6537377	6537060	6537195	6537494	6537642
547	"LOC726238"	"LOC726238"	chrNC_037638.1	+	14045382	14045592	14045385	14045592	14044545	14044643
556	"LOC726264"	"LOC726264"	chrNC_037638.1	-	11701879	11702066	11701879	11702054	11702138	11702294
562	"LOC410044"	"LOC410044"	chrNC_037640.1	+	7096962	7099161	7096965	7099161	7095038	7095165
564	"LOC411083"	"LOC411083"	chrNC_037642.1	+	6993529	6993637	6993542	6993637	6988117	6988212
570	"LOC100577003"	"LOC100577003"	chrNC_037638.1	+	8177652	8177908	8177655	8177908	8176000	8176073
574	"LOC410952"	"LOC410952"	chrNC_037640.1	+	5495665	5495980	5495819	5495980	5495368	5495588
579	"LOC410535"	"LOC410535"	chrNC_037651.1	-	8830998	8831193	8830998	8831178	8838822	8839053
581	"LOC551770"	"LOC551770"	chrNC_037652.1	-	3723553	3723767	3723553	3723737	3725735	3725848
590	"LOC102655807"	"LOC102655807"	chrNC_037640.1	+	4774030	4774458	4774300	4774458	4773117	4773275
594	"LOC409640"	"LOC409640"	chrNC_037640.1	+	4644269	4644542	4644443	4644542	4642251	4642524
600	"LOC725617"	"LOC725617"	chrNC_037649.1	+	4265552	4265773	4265570	4265773	4262541	4262544
605	"LOC413948"	"LOC413948"	chrNC_037640.1	-	4328191	4328398	4328191	4328346	4328647	4328755
627	"LOC724510"	"LOC724510"	chrNC_037640.1	-	3244702	3244833	3244702	3244819	3245786	3245973
630	"LOC724299"	"LOC724299"	chrNC_037639.1	-	15142762	15142971	15142762	15142947	15150664	15151122
646	"LOC410273"	"LOC410273"	chrNC_037648.1	+	16095126	16095331	16095144	16095331	16094910	16095013
651	"Cac"	"Cac"	chrNC_037640.1	+	2492824	2492947	2492829	2492947	2492400	2492723
659	"LOC552603"	"LOC552603"	chrNC_037640.1	+	4470788	4471015	4470891	4471015	4470184	4470309
663	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5244931	5245221	5244963	5245221	5243425	5243516
676	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058589	1058794	1058589	1058782	1061337	1061463
681	"LOC410580"	"LOC410580"	chrNC_037652.1	+	8827144	8829044	8827148	8829044	8826894	8826993
684	"LOC412432"	"LOC412432"	chrNC_037640.1	-	652242	652823	652242	652668	653213	653368
685	"LOC409556"	"LOC409556"	chrNC_037640.1	-	639111	639199	639111	639182	639554	639573
686	"LOC410286"	"LOC410286"	chrNC_037648.1	+	16273889	16274948	16274205	16274948	16273602	16273695
690	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708622	2708829	2708622	2708797	2708914	2709017
693	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3012154	3012319	3012154	3012314	3012385	3012490
694	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3012154	3012319	3012154	3012314	3012389	3012490
719	"LOC413821"	"LOC413821"	chrNC_037646.1	-	7513675	7514030	7513675	7513985	7514393	7514584
721	"LOC552285"	"LOC552285"	chrNC_037643.1	-	16754940	16755083	16754940	16755070	16756428	16756651
722	"LOC552285"	"LOC552285"	chrNC_037643.1	-	16754940	16755083	16754940	16755070	16756479	16756651
724	"LOC411836"	"LOC411836"	chrNC_037638.1	-	25119432	25119588	25119432	25119566	25119700	25119895
725	"LOC411836"	"LOC411836"	chrNC_037638.1	-	25119432	25119588	25119432	25119566	25119732	25119895
732	"LOC113218581"	"LOC113218581"	chrNC_037638.1	-	15941087	15941792	15941087	15941655	16013470	16013854
734	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6019014	6019298	6019014	6019295	6038198	6038348
736	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6034404	6034702	6034404	6034684	6038464	6038628
737	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6019014	6019298	6019014	6019295	6044881	6044956
738	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6019014	6019298	6019014	6019295	6055374	6055774
757	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12633080	12633229
762	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5443498	5444236
763	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5462527	5463025	5462804	5463025	5458446	5459088
764	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5462804	5463025
770	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12420943	12421049
774	"LOC413314"	"LOC413314"	chrNC_037640.1	-	5434752	5437578	5434752	5437573	5438839	5438969
778	"LOC410717"	"LOC410717"	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14393313	14393425
779	"LOC410717"	"LOC410717"	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14393325	14393425
780	"LOC726323"	"LOC726323"	chrNC_037652.1	-	7695078	7695248	7695078	7695245	7707738	7708162
783	"LOC724831"	"LOC724831"	chrNC_037642.1	-	270679	270952	270679	270937	285315	285481
787	"LOC724831"	"LOC724831"	chrNC_037642.1	-	308548	308775	308548	308768	320788	320976
793	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3985776
794	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986129
795	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986467
801	"Camkii"	"Camkii"	chrNC_037641.1	-	5252588	5252706	5252588	5252703	5268576	5268633
817	"LOC413409"	"LOC413409"	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6251212	6251343
820	"LOC413409"	"LOC413409"	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6255214	6255235
823	"LOC551249"	"LOC551249"	chrNC_037650.1	+	8717382	8717663	8717606	8717663	8715144	8716893
824	"LOC410117"	"LOC410117"	chrNC_037640.1	+	10646647	10646879	10646754	10646879	10638471	10638720
840	"LOC550689"	"LOC550689"	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358729	15358797
841	"LOC413185"	"LOC413185"	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3535263	3535338
842	"LOC413185"	"LOC413185"	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3536174	3536305
851	"LOC107965313"	"LOC107965313"	chrNC_037638.1	+	11831407	11831745	11831431	11831745	11830235	11830311
857	"LOC726667"	"LOC726667"	chrNC_037638.1	+	11739110	11739561	11739427	11739561	11738832	11738906
866	"LOC413433"	"LOC413433"	chrNC_037644.1	-	12359162	12359358	12359162	12359297	12360815	12361220
867	"LOC413433"	"LOC413433"	chrNC_037644.1	-	12359162	12359358	12359162	12359297	12361066	12361204
873	"LOC410724"	"LOC410724"	chrNC_037638.1	-	11212856	11213174	11212856	11213160	11216100	11217975
886	"LOC410061"	"LOC410061"	chrNC_037638.1	+	10895085	10895241	10895089	10895241	10890063	10890166
897	"LOC725964"	"LOC725964"	chrNC_037643.1	+	4939064	4940163	4939067	4940163	4935102	4935214
904	"LOC724925"	"LOC724925"	chrNC_037642.1	-	5398438	5398595	5398438	5398575	5406352	5406486
914	"LOC551122"	"LOC551122"	chrNC_037639.1	-	12447761	12448079	12447761	12448050	12448157	12448562
918	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375479	14375365	14375476	14375693	14375817
919	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375693	14375817
920	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375693	14375817
921	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375479	14375365	14375476	14375701	14375817
926	"LOC412035"	"LOC412035"	chrNC_037647.1	+	4915892	4915997	4915915	4915997	4915737	4915767
930	"LOC409508"	"LOC409508"	chrNC_037652.1	-	1849967	1850208	1849967	1850061	1850585	1850742
931	"LOC409508"	"LOC409508"	chrNC_037652.1	-	1849967	1850208	1849967	1850061	1851358	1851670
937	"LOC724201"	"LOC724201"	chrNC_037648.1	-	16077819	16078113	16077819	16078068	16079010	16079181
941	"LOC726924"	"LOC726924"	chrNC_037639.1	+	10494018	10500869	10497727	10500869	10489889	10490029
942	"LOC726924"	"LOC726924"	chrNC_037639.1	+	10494018	10500869	10497730	10500869	10489889	10490029
947	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16712100	16712207
948	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16713483	16713619
949	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717388	16717408
950	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717503	16717838
951	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16711492	16711846	16711492	16711764	16717507	16717838
963	"LOC100577717"	"LOC100577717"	chrNC_037642.1	+	9885181	9885627	9885381	9885627	9884503	9885089
964	"LOC408406"	"LOC408406"	chrNC_037650.1	+	3792487	3793155	3792491	3793155	3775096	3775350
966	"LOC408406"	"LOC408406"	chrNC_037650.1	+	3792487	3793155	3792491	3793155	3788391	3788451
973	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16494353	16494503
978	"LOC409937"	"LOC409937"	chrNC_037638.1	+	19762661	19762736	19762666	19762736	19761165	19761627
982	"LOC102654495"	"LOC102654495"	chrNC_037638.1	-	11679176	11679348	11679176	11679327	11679392	11679523
989	"LOC408271"	"LOC408271"	chrNC_037647.1	-	11785093	11785177	11785093	11785171	11800084	11800714
994	"LOC552640"	"LOC552640"	chrNC_037651.1	-	8272714	8272810	8272714	8272765	8272890	8273022
995	"LOC552640"	"LOC552640"	chrNC_037651.1	-	8272714	8272810	8272714	8272765	8273097	8273303
998	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14756223	14756749	14756223	14756665	14758210	14759022
999	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14755462	14755609	14755462	14755606	14762072	14762535
1002	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14756223	14758250	14756223	14756665	14766268	14766325
1003	"LOC102654387"	"LOC102654387"	chrNC_037643.1	-	9000955	9001408	9000955	9001202	9001792	9002300
1004	"LOC102655229"	"LOC102655229"	chrNC_037638.1	-	5598364	5598841	5598364	5598471	5599720	5600149
1006	"LOC408876"	"LOC408876"	chrNC_037643.1	-	14155063	14155871	14155063	14155845	14199642	14200146
1013	"LOC551215"	"LOC551215"	chrNC_037640.1	-	8341761	8341783	8341761	8341773	8342187	8342313
1014	"LOC100577113"	"LOC100577113"	chrNC_037638.1	-	8183446	8184039	8183446	8183843	8184717	8185628
1016	"LOC100577751"	"LOC100577751"	chrNC_037639.1	-	12513902	12514124	12513902	12514103	12525120	12525313
1019	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14531147	14532034	14531147	14531643	14532259	14532493
1020	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14531147	14532170	14531147	14531643	14532259	14532493
1024	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14538605	14539227	14538605	14538925	14539952	14540064
1032	"LOC551970"	"LOC551970"	chrNC_037640.1	+	4549018	4549261	4549093	4549261	4548403	4548821
1036	"LOC413372"	"LOC413372"	chrNC_037640.1	+	398227	398392	398230	398392	394372	394664
1044	"LOC411505"	"LOC411505"	chrNC_037648.1	-	14885507	14885594	14885507	14885577	14885871	14886006
1045	"LOC411505"	"LOC411505"	chrNC_037648.1	-	14885507	14885594	14885507	14885577	14886047	14886164
1061	"LOC412851"	"LOC412851"	chrNC_037640.1	-	4596463	4596684	4596463	4596663	4596833	4596934
1067	"LOC552530"	"LOC552530"	chrNC_037638.1	+	4529054	4529166	4529059	4529166	4527590	4527693
1072	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579421	13579259	13579304	13581499	13581684
1073	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579451	13579259	13579304	13581499	13581684
1074	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579479	13579259	13579304	13581499	13581684
1075	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579451	13579259	13579421	13581499	13581684
1076	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579479	13579259	13579421	13581499	13581684
1077	"LOC551673"	"LOC551673"	chrNC_037640.1	-	13579259	13579479	13579259	13579451	13581499	13581684
1092	"LOC413404"	"LOC413404"	chrNC_037640.1	-	8252801	8252934	8252801	8252841	8253006	8253253
1093	"LOC413404"	"LOC413404"	chrNC_037640.1	-	8252801	8252934	8252801	8252841	8253387	8253458
1106	"LOC414038"	"LOC414038"	chrNC_037638.1	-	4601375	4601741	4601375	4601728	4601793	4601947
1107	"LOC414038"	"LOC414038"	chrNC_037638.1	-	4601375	4601741	4601375	4601728	4601798	4601947
1113	"LOC409383"	"LOC409383"	chrNC_037638.1	-	5614359	5615129	5614359	5614577	5616411	5616801
1133	"LOC413544"	"LOC413544"	chrNC_037647.1	-	5687413	5687618	5687413	5687607	5687685	5687882
1134	"LOC413544"	"LOC413544"	chrNC_037647.1	-	5687413	5687618	5687413	5687607	5687731	5687877
1138	"LOC726119"	"LOC726119"	chrNC_037638.1	-	6213362	6213599	6213362	6213593	6224008	6224234
1141	"LOC412594"	"LOC412594"	chrNC_037639.1	-	2198683	2198826	2198683	2198805	2232047	2232108
1143	"LOC412594"	"LOC412594"	chrNC_037639.1	-	2198683	2198826	2198683	2198805	2240281	2240614
1154	"LOC552144"	"LOC552144"	chrNC_037647.1	+	6490746	6490966	6490915	6490966	6490583	6490672
1167	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11471807	11472643	11471807	11471999	11472724	11473412
1170	"LOC100577396"	"LOC100577396"	chrNC_037642.1	-	7211503	7211963	7211503	7211809	7212116	7212195
1182	"LOC413467"	"LOC413467"	chrNC_037638.1	+	9313246	9313471	9313256	9313471	9310657	9310795
1187	"LOC100577253"	"LOC100577253"	chrNC_037640.1	-	9450531	9454636	9450531	9451825	9454704	9454887
1188	"LOC413018"	"LOC413018"	chrNC_037638.1	+	18437718	18437949	18437722	18437949	18436493	18436643
1189	"LOC413018"	"LOC413018"	chrNC_037638.1	+	18437718	18437949	18437722	18437949	18436493	18436757
1194	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092480	9091925	9092477	9093043	9093293
1195	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092566	9091925	9092477	9093043	9093293
1196	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092477	9093043	9093293
1197	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092566	9091925	9092480	9093043	9093293
1198	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092480	9093043	9093293
1199	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092566	9093043	9093293
1204	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092477	9091925	9092264	9094161	9094335
1205	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092480	9091925	9092264	9094161	9094335
1206	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092566	9091925	9092264	9094161	9094335
1207	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092264	9094161	9094335
1208	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092480	9091925	9092477	9094161	9094335
1209	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092566	9091925	9092477	9094161	9094335
1210	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092477	9094161	9094335
1211	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092566	9091925	9092480	9094161	9094335
1212	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092480	9094161	9094335
1213	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092588	9091925	9092566	9094161	9094335
1214	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9091925	9092480	9091925	9092264	9095308	9095717
1217	"LOC724973"	"LOC724973"	chrNC_037641.1	+	12807652	12808206	12808037	12808206	12792102	12792412
1218	"LOC724973"	"LOC724973"	chrNC_037641.1	+	12807652	12808206	12808037	12808206	12799091	12799611
1228	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5880388	5881090	5880937	5881090	5878707	5878905
1229	"LOC100577367"	"LOC100577367"	chrNC_037650.1	-	2439575	2439666	2439575	2439633	2439720	2439809
1232	"LOC410096"	"LOC410096"	chrNC_037642.1	-	13636200	13636342	13636200	13636244	13637382	13637495
1234	"LOC725606"	"LOC725606"	chrNC_037638.1	-	5979448	5979680	5979448	5979670	5980774	5981354
1235	"LOC410792"	"LOC410792"	chrNC_037639.1	-	15894910	15895084	15894910	15895081	15895660	15895675
1251	"LOC100578799"	"LOC100578799"	chrNC_037642.1	-	10736277	10737162	10736277	10736602	10738400	10738584
1252	"LOC100577146"	"LOC100577146"	chrNC_037650.1	+	3026979	3027169	3027029	3027169	3024324	3024939
