ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	"LOC413614"	"LOC413614"	chrNC_037653.1	+	7140806	7140919	7139620	7139981	7141182	7141309	10	205,2568,551,1055,287	0,0,0,0,0	2232,724,2138	0,2,0	262	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.995,1.0	0.002
11	"LOC413614"	"LOC413614"	chrNC_037653.1	+	7141452	7141570	7141182	7141309	7141725	7141844	11	343,4322,1859,2900,1346	0,0,1,0,0	2484,2207,4181	0,0,8	267	149	1	1.0	1.0,1.0,0.999,1.0,1.0	1.0,1.0,0.997	0.001
12	"LOC113219301"	"LOC113219301"	chrNC_037653.1	-	7136424	7136649	7133720	7133782	7137856	7137951	12	107,932,410,537,180	0,0,2,0,0	1167,806,1625	0,0,0	374	149	1	1.0	1.0,1.0,0.988,1.0,1.0	1.0,1.0,1.0	-0.002
13	"LOC113219301"	"LOC113219301"	chrNC_037653.1	-	7137856	7137951	7136424	7136649	7138389	7138581	13	36,214,89,151,66	0,0,0,0,0	281,239,377	1,0,1	244	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.994,1.0,0.996	0.003
14	"LOC408551"	"LOC408551"	chrNC_037653.1	+	7021663	7021708	7011976	7012162	7022058	7022280	14	88,724,919,604,592	0,0,0,0,0	367,745,579	1,0,0	194	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.996,1.0,1.0	0.001
15	"LOC408551"	"LOC408551"	chrNC_037653.1	+	7022058	7022280	7011976	7012162	7023000	7023063	15	91,847,972,829,813	0,0,0,0,0	520,771,737	1,8,0	371	149	0.938244613265	1.0	1.0,1.0,1.0,1.0,1.0	0.995,0.975,1.0	0.01
16	"LOC408552"	"LOC408552"	chrNC_037653.1	-	6985997	6986136	6985468	6985582	6990904	6990947	16	111,1012,1023,768,844	0,0,2,0,0	486,452,664	0,0,0	288	149	1	1.0	1.0,1.0,0.996,1.0,1.0	1.0,1.0,1.0	-0.001
17	"LOC408552"	"LOC408552"	chrNC_037653.1	-	6990904	6990947	6985997	6986136	6991862	6992150	17	48,381,337,385,366	0,1,0,4,2	130,225,248	0,0,5	192	149	1	1.0	1.0,0.997,1.0,0.987,0.993	1.0,1.0,0.975	0.004
18	"LOC100578001"	"LOC100578001"	chrNC_037653.1	+	6962602	6962735	6962023	6962387	6964512	6965101	18	2,17,81,0,68	0,0,0,0,0	454,366,446	0,21,0	282	149	1	1.0	1.0,1.0,1.0,NA,1.0	1.0,0.902,1.0	0.033
19	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6911184	6911375	6903653	6903843	6913009	6913200	19	0,1,32,20,49	8,8,11,10,31	26,31,16	43,94,22	340	149	0.161141909913	0.5032161067724992	0.0,0.052,0.56,0.467,0.409	0.209,0.126,0.242	0.105
20	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6912043	6912278	6911846	6911947	6913009	6913200	20	0,3,20,10,29	0,0,2,0,0	10,59,38	0,0,0	384	149	1	1.0	NA,1.0,0.795,1.0,1.0	1.0,1.0,1.0	-0.051
21	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6913009	6913200	6903653	6903843	6918057	6918249	21	8,20,50,23,50	0,0,1,0,2	53,184,46	0,6,5	340	149	1	1.0	1.0,1.0,0.956,1.0,0.916	1.0,0.931,0.801	0.064
22	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6913009	6913200	6911184	6911375	6918057	6918249	22	0,12,43,17,23	0,2,2,0,3	14,91,24	0,1,2	340	149	1	1.0	NA,0.724,0.904,1.0,0.771	1.0,0.976,0.84	-0.089
23	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6913009	6913200	6911476	6911947	6918057	6918249	23	0,12,41,13,19	0,0,0,0,0	10,90,24	0,4,1	340	149	1	1.0	NA,1.0,1.0,1.0,1.0	1.0,0.908,0.913	0.06
24	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6923806	6923851	6921909	6922101	6924024	6925478	24	5,2,7,5,10	0,0,8,12,9	0,0,0	18,27,13	194	149	5.2716608856e-11	4.742030124418161e-10	1.0,1.0,0.402,0.242,0.46	0.0,0.0,0.0	0.621
25	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6923806	6923854	6921909	6922101	6924024	6925478	25	6,17,31,14,22	0,0,8,12,9	0,0,0	18,27,13	197	149	0	0.0	1.0,1.0,0.746,0.469,0.649	0.0,0.0,0.0	0.773
26	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6952470	6952570	6924024	6925478	6952848	6953297	26	4,33,26,20,42	0,6,0,0,16	2,0,16	0,0,0	249	149	1	1.0	1.0,0.767,1.0,1.0,0.611	1.0,NA,1.0	-0.124
27	"LOC410639"	"LOC410639"	chrNC_037653.1	+	6748471	6748601	6747391	6747625	6748748	6749009	27	0,8,41,4,22	0,0,0,0,0	549,1080,919	0,9,0	279	149	1	1.0	NA,1.0,1.0,1.0,1.0	1.0,0.985,1.0	0.005
28	"LOC410658"	"LOC410658"	chrNC_037653.1	-	6689118	6689321	6688838	6689031	6690224	6690399	28	0,2,15,6,0	0,0,0,0,0	58,66,39	0,2,0	352	149	1	1.0	NA,1.0,1.0,1.0,NA	1.0,0.933,1.0	0.022
29	"LOC410658"	"LOC410658"	chrNC_037653.1	-	6689118	6689330	6688838	6689031	6690224	6690399	29	0,2,15,2,0	0,0,0,0,0	62,64,44	0,2,0	361	149	1	1.0	NA,1.0,1.0,1.0,NA	1.0,0.93,1.0	0.023
31	"LOC551685"	"LOC551685"	chrNC_037653.1	+	6617671	6617731	6609765	6609999	6619298	6619646	31	8,69,212,103,81	0,0,0,0,0	2922,3251,5067	961,693,1356	209	149	0	0.0	1.0,1.0,1.0,1.0,1.0	0.684,0.77,0.727	0.273
32	"LOC551685"	"LOC551685"	chrNC_037653.1	+	6618561	6618613	6617671	6617731	6619298	6619646	32	0,8,12,7,6	8,61,164,72,74	108,192,367	2057,2230,3607	201	149	0.804516191132	1.0	0.0,0.089,0.051,0.067,0.057	0.037,0.06,0.07	-0.003
33	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6539831	6539935	6456566	6461101	6573547	6574271	33	11,88,103,152,58	0,0,0,0,0	60,75,102	0,0,2	253	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.968	0.011
34	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6573547	6574271	6539831	6539935	6600321	6600463	34	25,120,137,289,98	0,8,0,2,1	172,163,177	0,10,0	873	149	0.709347120139	1.0	1.0,0.719,1.0,0.961,0.944	1.0,0.736,1.0	0.013
35	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6600321	6600463	6539831	6539935	6601192	6601303	35	78,453,665,432,508	0,0,0,0,0	809,829,1045	0,1,0	291	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.998,1.0	0.001
36	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6600321	6600463	6539831	6539935	6603580	6603628	36	16,88,94,76,46	0,0,0,0,0	104,139,176	0,1,0	291	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.986,1.0	0.005
37	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6601192	6601303	6539831	6539935	6603580	6603628	37	82,400,566,355,505	0,0,0,0,0	824,812,1097	0,1,0	260	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.998,1.0	0.001
38	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6601192	6601303	6600321	6600463	6603580	6603628	38	151,793,1148,723,960	8,26,10,16,1	1525,1539,2026	4,47,48	260	149	0.281532133094	0.8301016259975482	0.915,0.946,0.985,0.963,0.998	0.995,0.949,0.96	-0.007
39	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6604070	6604133	6603705	6603788	6606044	6606173	39	160,1047,1323,1013,1139	0,9,0,0,0	173,133,250	1160,970,1490	212	149	0	0.0	1.0,0.988,1.0,1.0,1.0	0.095,0.088,0.105	0.902
40	"LOC100578474"	"LOC100578474"	chrNC_037653.1	+	6421612	6421725	6402003	6404682	6455803	6455903	40	4,46,34,26,62	0,0,0,12,6	81,48,104	15,2,19	262	149	0.0826870114388	0.2742402394319596	1.0,1.0,1.0,0.552,0.855	0.754,0.932,0.757	0.067
41	"LOC413408"	"LOC413408"	chrNC_037653.1	-	6276628	6277630	6267059	6267151	6288806	6289809	41	21,55,121,82,127	0,0,2,0,1	53,42,70	0,0,0	1151	149	1	1.0	1.0,1.0,0.887,1.0,0.943	1.0,1.0,1.0	-0.034
42	"LOC410655"	"LOC410655"	chrNC_037653.1	-	6019402	6019447	6012316	6012382	6019873	6020023	42	3,27,30,29,8	0,0,0,6,0	569,392,536	2,2,0	194	149	0.595207749892	1.0	1.0,1.0,1.0,0.788,1.0	0.995,0.993,1.0	-0.038
43	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5876962	5877011	5876605	5876690	5878545	5878627	43	1183,7875,14243,8901,14192	26,163,238,215,326	303,231,178	1,0,4	198	149	0.000260956008711	0.0012629162232643029	0.972,0.973,0.978,0.969,0.97	0.996,1.0,0.971	-0.017
44	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5876962	5877011	5876605	5876690	5890137	5890314	44	376,2387,4604,2307,4226	0,20,24,12,37	82,93,72	0,0,4	198	149	0.621737497111	1.0	1.0,0.989,0.993,0.993,0.988	1.0,1.0,0.931	0.016
45	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876605	5876690	5890137	5890314	45	22,88,199,148,237	0,20,24,12,37	4,1,4	0,0,4	231	149	0.519223125477	1.0	1.0,0.739,0.842,0.888,0.805	1.0,1.0,0.392	0.057
46	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876962	5877011	5880614	5880732	46	1680,10446,17847,12958,18801	0,0,0,0,4	391,269,281	0,0,0	231	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
47	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876962	5877011	5890137	5890314	47	602,4109,7008,5041,7206	0,1,4,1,2	165,112,81	0,5,0	231	149	0.529631797476	1.0	1.0,1.0,0.999,1.0,1.0	1.0,0.935,1.0	0.021
48	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5880614	5880732	5878545	5878627	5880806	5880936	48	2017,11655,20553,13895,21886	0,1,0,0,0	376,262,404	0,0,0	267	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
49	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5880806	5880936	5878545	5878627	5890137	5890453	49	66,625,822,822,816	0,0,22,0,0	38,13,27	4,1,0	279	149	0.0809313175926	0.26908730711087975	1.0,1.0,0.952,1.0,1.0	0.835,0.874,1.0	0.087
50	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5881604	5881762	5880806	5880936	5890137	5890314	50	2123,13053,22472,14387,23732	15,254,282,146,179	190,254,343	24,1,5	307	149	0.000176607763945	0.0008712649687953332	0.986,0.961,0.975,0.98,0.985	0.793,0.992,0.971	0.059
51	"LOC550708"	"LOC550708"	chrNC_037653.1	-	5290329	5290549	5289462	5289773	5802397	5802549	51	14,192,350,161,165	0,0,0,0,0	317,466,519	0,4,2	369	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.979,0.991	0.01
52	"LOC411815"	"LOC411815"	chrNC_037653.1	-	5277808	5278004	5277433	5277619	5278121	5278358	52	44,446,150,289,109	16,83,26,68,10	1349,534,1326	0,5,6	345	149	0	0.0	0.543,0.699,0.714,0.647,0.825	1.0,0.979,0.99	-0.304
53	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5246516	5246674	5246163	5246317	5247019	5247157	53	58,614,229,367,171	0,0,0,0,0	829,468,1252	3,2,9	307	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.993,0.991,0.985	0.01
54	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5251787	5252001	5251448	5251599	5257044	5257061	54	0,49,21,24,17	0,8,3,0,10	59,63,172	0,0,8	363	149	1	1.0	NA,0.715,0.742,1.0,0.411	1.0,1.0,0.898	-0.249
55	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5251787	5252001	5251448	5251599	5257876	5258073	55	0,60,30,40,18	50,529,413,402,271	88,85,203	478,544,757	363	149	4.65549820916e-12	4.4860660539685344e-11	0.0,0.044,0.029,0.039,0.027	0.07,0.06,0.099	-0.049
56	"LOC113219314"	"LOC113219314"	chrNC_037653.1	+	5230205	5230406	5228753	5228982	5231203	5231552	56	33,96,36,77,20	0,2,3,12,2	10,0,2	0,2,0	350	149	0.414651711542	1.0	1.0,0.953,0.836,0.732,0.81	1.0,0.0,1.0	0.2
57	"LOC552610"	"LOC552610"	chrNC_037653.1	-	5218845	5218919	5218062	5218359	5219079	5219294	57	1569,10239,6021,8729,6224	0,0,0,0,0	5335,5632,5680	0,0,2	223	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.999	0.0
58	"LOC552597"	"LOC552597"	chrNC_037653.1	+	5216049	5216129	5215813	5215949	5216541	5216669	58	26,138,44,143,48	2,2,0,3,0	447,223,383	0,0,0	229	149	0.681533245603	1.0	0.894,0.978,1.0,0.969,1.0	1.0,1.0,1.0	-0.032
59	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5166438	5166463	59	0,6,12,0,0	2,1,30,0,23	0,2,0	0,4,0	158	149	1	1.0	0.0,0.85,0.274,NA,0.0	NA,0.32,NA	-0.039
61	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5167093	5167167	61	0,0,4,0,0	67,528,635,561,325	0,8,5	535,788,890	158	149	1	1.0	0.0,0.0,0.006,0.0,0.0	0.0,0.009,0.005	-0.003
63	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166438	5166463	5165173	5165311	5167093	5167167	63	2,2,30,0,15	67,528,635,561,325	0,4,0	535,788,890	174	149	0.00223452786667	0.009568022883100328	0.025,0.003,0.039,0.0,0.038	0.0,0.004,0.0	0.02
64	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166438	5166463	5165508	5165517	5167093	5167167	64	0,7,12,0,0	0,0,4,0,0	0,2,0	0,8,5	174	149	1	1.0	NA,1.0,0.72,NA,NA	NA,0.176,0.0	0.772
65	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166447	5166463	5165173	5165311	5167093	5167167	65	0,13,17,0,3	67,528,635,561,325	0,0,0	535,788,890	165	149	0.416797052792	1.0	0.0,0.022,0.024,0.0,0.008	0.0,0.0,0.0	0.011
66	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166447	5166463	5165508	5165517	5167093	5167167	66	0,2,0,0,0	0,0,4,0,0	0,0,0	0,8,5	165	149	1	1.0	NA,1.0,0.0,NA,NA	NA,0.0,0.0	0.5
67	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5167093	5167167	5164419	5165311	5168066	5168180	67	103,729,841,760,495	8,5,23,8,3	804,1081,1125	24,35,47	223	149	1.1104883608e-05	6.286111950183981e-05	0.896,0.99,0.961,0.984,0.991	0.957,0.954,0.941	0.014
69	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5168824	5168848	5168616	5168652	5169022	5169154	69	49,261,292,240,195	0,4,28,36,15	356,519,462	0,0,0	173	149	0	0.0	1.0,0.983,0.9,0.852,0.918	1.0,1.0,1.0	-0.069
70	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5187459	5187663	5169302	5169417	5202358	5202481	70	30,543,554,422,309	0,2,0,0,0	359,482,473	0,10,0	353	149	0.657733832709	1.0	1.0,0.991,1.0,1.0,1.0	1.0,0.953,1.0	0.014
71	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5205583	5205641	5202358	5202481	5206221	5206446	71	1,98,63,52,90	12,70,88,33,48	123,136,215	14,29,55	207	149	5.64483296328e-07	3.6650141579361256e-06	0.057,0.502,0.34,0.531,0.574	0.863,0.771,0.738	-0.39
72	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5153616	5153894	5153234	5153460	5154593	5154849	72	47,634,433,439,413	0,0,0,0,0	2344,1836,2628	0,2,0	427	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.997,1.0	0.001
73	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5153616	5153894	5153234	5153460	5155781	5155847	73	42,551,315,409,346	0,0,0,0,0	1820,1245,1936	3,0,7	427	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.995,1.0,0.99	0.005
74	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5154593	5154849	5153234	5153460	5155781	5155847	74	50,239,335,238,253	0,0,0,0,0	915,934,1333	3,0,7	405	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.991,1.0,0.986	0.008
75	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5154593	5154849	5153616	5153894	5155781	5155847	75	56,375,489,313,359	1,53,36,45,39	1480,1615,2095	41,92,70	405	149	8.70622670623e-08	6.049639712884378e-07	0.954,0.722,0.833,0.719,0.772	0.93,0.866,0.917	-0.104
76	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5155781	5155847	5153616	5153894	5155951	5156155	76	15,249,70,181,102	0,0,0,0,0	497,395,531	0,3,14	215	149	0.256865260149	0.7655557391979491	1.0,1.0,1.0,1.0,1.0	1.0,0.989,0.963	0.016
77	"LOC409890"	"LOC409890"	chrNC_037653.1	-	5147924	5148278	5146774	5147693	5149191	5149619	77	5282,44087,38888,31804,29330	0,0,8,10,12	102301,106810,120275	20,19,18	503	149	1	1.0	1.0,1.0,0.999,0.999,0.999	0.999,0.999,0.999	0.0
78	"LOC113219311"	"LOC113219311"	chrNC_037653.1	+	4971299	4971379	4970090	4970611	4972246	4972450	78	0,0,1,0,3	0,0,0,0,0	0,0,10	0,0,2	229	149	1	1.0	NA,NA,1.0,NA,1.0	NA,NA,0.765	0.235
79	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5012322	5012399	5012026	5012178	5012565	5012646	79	498,4894,10408,4511,5369	0,0,0,8,0	2307,1848,2108	0,0,0	226	149	1	1.0	1.0,1.0,1.0,0.997,1.0	1.0,1.0,1.0	-0.001
80	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5023387	5023474	4968146	4968784	5040604	5040652	80	7,97,262,133,163	0,2,0,0,0	4,5,2	0,0,0	236	149	1	1.0	1.0,0.968,1.0,1.0,1.0	1.0,1.0,1.0	-0.006
81	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5023387	5023474	4968146	4968784	5073365	5073570	81	0,31,48,18,33	0,0,9,0,0	4,4,2	0,0,0	236	149	1	1.0	NA,1.0,0.771,1.0,1.0	1.0,1.0,1.0	-0.057
82	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5040604	5040652	82	12,11,93,25,18	12,143,310,149,174	17,21,27	0,1,0	254	149	0	0.0	0.37,0.043,0.15,0.09,0.057	1.0,0.925,1.0	-0.833
83	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5042289	5042486	83	7,30,108,35,26	71,952,2079,1447,1206	29,60,39	301,373,295	254	149	0	0.0	0.055,0.018,0.03,0.014,0.012	0.053,0.086,0.072	-0.045
84	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5040604	5040652	84	11,0,19,2,2	3,8,18,5,27	4,6,0	0,0,0	254	149	1	1.0	0.683,0.0,0.382,0.19,0.042	1.0,1.0,NA	-0.741
85	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5042289	5042486	85	6,13,37,12,8	82,749,2399,730,1023	16,32,10	6,0,2	254	149	0	0.0	0.041,0.01,0.009,0.01,0.005	0.61,1.0,0.746	-0.77
86	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5023387	5023474	5042289	5042486	86	104,1453,3263,1534,2546	71,952,2079,1447,1206	0,8,1	301,373,295	197	149	0	0.0	0.526,0.536,0.543,0.445,0.615	0.0,0.016,0.003	0.527
87	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5026263	5032972	5042289	5042486	87	95,1323,2978,1394,2418	82,749,2399,730,1023	0,8,1	6,0,2	197	149	0.373986623107	1.0	0.467,0.572,0.484,0.591,0.641	0.0,1.0,0.274	0.126
88	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5035997	5036102	5042289	5042486	88	103,1315,2988,1389,2393	6,25,49,10,14	0,8,1	17,44,16	197	149	0	0.0	0.928,0.975,0.979,0.991,0.992	0.0,0.121,0.045	0.918
89	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5042289	5042486	5023387	5023474	5043133	5043335	89	893,11209,24263,13445,17298	0,1,0,0,0	1629,1733,1892	0,0,0	346	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
90	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5023387	5023474	5045577	5045716	90	15,226,486,363,379	0,10,47,13,11	18,16,15	0,1,0	289	149	0.000568157396191	0.0026375907432824013	1.0,0.921,0.842,0.935,0.947	1.0,0.892,1.0	-0.035
91	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5044457	5044530	91	993,11320,23679,13400,17850	9,39,156,45,70	968,565,704	0,4,0	289	149	0.685638437059	1.0	0.983,0.993,0.987,0.994,0.992	1.0,0.986,1.0	-0.006
92	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5045577	5045716	92	600,6003,12547,6120,9696	37,639,1250,894,822	516,326,406	200,509,559	289	149	9.99200722163e-16	1.2032099933918297e-14	0.893,0.829,0.838,0.779,0.859	0.571,0.248,0.272	0.476
93	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043593	5043695	5044798	5044834	93	83,646,1018,564,1048	0,0,4,0,0	4,27,14	0,0,0	222	149	1	1.0	1.0,1.0,0.994,1.0,1.0	1.0,1.0,1.0	-0.001
94	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043593	5043695	5045577	5045716	94	244,2171,6078,2161,4169	37,639,1250,894,822	67,55,47	200,509,559	222	149	0	0.0	0.816,0.695,0.765,0.619,0.773	0.184,0.068,0.053	0.632
95	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043934	5044074	5045577	5045716	95	569,6684,15798,8221,11311	0,2,12,9,7	410,226,246	2,4,3	222	149	0.685568952445	1.0	1.0,1.0,0.999,0.998,0.999	0.993,0.974,0.982	0.016
96	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044798	5044834	5043593	5043695	5045577	5045716	96	22,288,527,192,459	37,639,1250,894,822	4,6,4	200,509,559	185	149	0	0.0	0.324,0.266,0.253,0.147,0.31	0.016,0.009,0.006	0.25
97	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044798	5044834	5044457	5044530	5045577	5045716	97	123,1258,1957,992,2032	351,3749,9275,4094,6476	11,22,22	149,83,69	185	149	0.0265563048834	0.0960821093524769	0.22,0.213,0.145,0.163,0.202	0.056,0.176,0.204	0.043
98	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5023387	5023474	5051230	5051286	98	115,1161,2800,1468,1835	0,34,94,48,28	206,291,232	0,0,0	182	149	1.1506292652e-07	7.909605540374434e-07	1.0,0.965,0.961,0.962,0.982	1.0,1.0,1.0	-0.026
101	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5048272	5048356	101	125,1083,3066,1414,1941	0,5,6,4,18	319,394,471	0,0,0	182	149	1	1.0	1.0,0.994,0.998,0.997,0.989	1.0,1.0,1.0	-0.004
102	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5051230	5051286	102	582,6373,15891,7899,10082	197,2982,5506,3291,5101	1419,1346,1490	51,102,89	182	149	0	0.0	0.707,0.636,0.703,0.663,0.618	0.958,0.915,0.932	-0.27
103	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5073365	5073570	103	125,1083,3051,1405,1910	0,1,8,0,2	310,383,465	0,0,0	182	149	1	1.0	1.0,0.999,0.997,1.0,0.999	1.0,1.0,1.0	-0.001
