ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
311	"LOC412254"	"LOC412254"	chrNC_037645.1	+	12541085	12541689	12541085	12541395	12547098	12547220
313	"LOC102654066"	"LOC102654066"	chrNC_037641.1	+	8626169	8626478	8626169	8626381	8628914	8629152
329	"LOC100577164"	"LOC100577164"	chrNC_037642.1	-	8111240	8112331	8111970	8112331	8103505	8109827
339	"LOC413858"	"LOC413858"	chrNC_037640.1	+	4573982	4578594	4573982	4578034	4580482	4580558
340	"LOC413858"	"LOC413858"	chrNC_037640.1	+	4573982	4578755	4573982	4578034	4580482	4580558
351	"LOC102656523"	"LOC102656523"	chrNC_037643.1	-	15720431	15721613	15720567	15721613	15719992	15720357
363	"LOC100576620"	"LOC100576620"	chrNC_037640.1	+	13088088	13088500	13088088	13088487	13089425	13089527
367	"LOC724235"	"LOC724235"	chrNC_037638.1	+	12173153	12173478	12173153	12173427	12173885	12174156
368	"LOC724235"	"LOC724235"	chrNC_037638.1	+	12173153	12173478	12173153	12173427	12174783	12175077
369	"LOC724235"	"LOC724235"	chrNC_037638.1	+	12173153	12173478	12173153	12173427	12179475	12181863
374	"LOC408906"	"LOC408906"	chrNC_037644.1	-	13718990	13719178	13718998	13719178	13708750	13709128
381	"LOC724344"	"LOC724344"	chrNC_037640.1	+	11463139	11464750	11463139	11464209	11465417	11465542
411	"LOC726264"	"LOC726264"	chrNC_037638.1	-	11702138	11702294	11702156	11702294	11701879	11702066
413	"LOC408908"	"LOC408908"	chrNC_037644.1	-	13634570	13634882	13634615	13634882	13633988	13634003
420	"LOC410535"	"LOC410535"	chrNC_037651.1	-	8835105	8835231	8835117	8835231	8825319	8827071
429	"LOC408777"	"LOC408777"	chrNC_037641.1	+	12357847	12358542	12357847	12358344	12358646	12358665
433	"LOC113218769"	"LOC113218769"	chrNC_037642.1	-	9746076	9746463	9746248	9746463	9745217	9745997
439	"LOC725894"	"LOC725894"	chrNC_037640.1	-	4164382	4164457	4164386	4164457	4133582	4133664
440	"LOC725894"	"LOC725894"	chrNC_037640.1	-	4164382	4164457	4164386	4164457	4151029	4151226
454	"Cac"	"Cac"	chrNC_037640.1	+	2492400	2492723	2492400	2492707	2492829	2492947
463	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2378693	2378906	2378709	2378906	2338828	2339069
467	"LOC409347"	"LOC409347"	chrNC_037640.1	+	4874834	4875021	4874834	4875020	4875094	4875249
471	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4598413	4598913	4598413	4598898	4606705	4607029
473	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5244931	5245221	5244931	5245049	5287607	5287705
484	"LOC413906"	"LOC413906"	chrNC_037648.1	+	8336695	8336848	8336695	8336836	8336943	8337024
487	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3012385	3012490	3012389	3012490	3012154	3012314
488	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3012385	3012490	3012389	3012490	3012154	3012319
513	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	10964	11075	10974	11075	3522	3782
518	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	11254	11487	11319	11487	10974	11075
519	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	11707	11967	11855	11967	11254	11487
530	"LOC552285"	"LOC552285"	chrNC_037643.1	-	16756428	16756651	16756479	16756651	16754940	16755070
531	"LOC552285"	"LOC552285"	chrNC_037643.1	-	16756428	16756651	16756479	16756651	16754940	16755083
537	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13222347	13223060	13222904	13223060	13218879	13222282
538	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13222380	13223060	13222904	13223060	13218879	13222282
545	"LOC411836"	"LOC411836"	chrNC_037638.1	-	25119700	25119895	25119732	25119895	25119432	25119566
546	"LOC411836"	"LOC411836"	chrNC_037638.1	-	25119700	25119895	25119732	25119895	25119432	25119588
565	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6072917	6073754	6073029	6073754	6064719	6064905
570	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14950063	14950384	14950063	14950189	14954890	14955152
577	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3305968	3306242	3305977	3306242	3303412	3303454
590	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12415250	12418995	12412910	12412975
602	"LOC410717"	"LOC410717"	chrNC_037638.1	-	14393313	14393425	14393325	14393425	14390732	14390916
603	"LOC410717"	"LOC410717"	chrNC_037638.1	-	14393313	14393425	14393325	14393425	14390732	14390934
604	"LOC410717"	"LOC410717"	chrNC_037638.1	-	14393313	14393425	14393325	14393425	14391710	14391908
606	"LOC100578721"	"LOC100578721"	chrNC_037638.1	+	14348780	14349665	14348780	14349476	14349867	14350111
609	"LOC408685"	"LOC408685"	chrNC_037639.1	+	12284554	12284989	12284554	12284710	12287331	12287636
610	"LOC408685"	"LOC408685"	chrNC_037639.1	+	12284554	12284989	12284554	12284710	12292693	12292950
620	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3985668	3986129	3985668	3985776	3986891	3987086
621	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3985668	3986467	3985668	3985776	3986891	3987086
622	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3985668	3986467	3985668	3986129	3986891	3987086
624	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3985668	3986467	3985668	3985776	3986906	3987086
625	"LOC107964204"	"LOC107964204"	chrNC_037640.1	+	3985668	3986467	3985668	3986129	3986906	3987086
647	"LOC551249"	"LOC551249"	chrNC_037650.1	+	8715144	8716893	8715144	8715246	8717606	8717663
655	"LOC410758"	"LOC410758"	chrNC_037638.1	+	3108287	3108470	3108287	3108449	3114784	3119244
680	"LOC100577646"	"LOC100577646"	chrNC_037642.1	+	13226158	13228381	13226158	13228352	13228887	13229716
701	"LOC551919"	"LOC551919"	chrNC_037642.1	+	11248696	11248834	11248696	11248804	11249708	11249829
707	"LOC100577649"	"LOC100577649"	chrNC_037648.1	+	6820374	6820752	6820374	6820522	6820856	6820982
719	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1611084	1614722	1611757	1614722	1609592	1610960
721	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1611448	1614722	1611757	1614722	1609592	1610960
723	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1611757	1614722	1614539	1614722	1609592	1610960
724	"LOC102654998"	"LOC102654998"	chrNC_037638.1	-	1771625	1772176	1771843	1772176	1771465	1771554
731	"LOC412929"	"LOC412929"	chrNC_037640.1	+	7790349	7790530	7790349	7790497	7793944	7794082
734	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375693	14375817	14375701	14375817	14375365	14375476
735	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375693	14375817	14375701	14375817	14375365	14375479
741	"LOC551858"	"LOC551858"	chrNC_037641.1	-	2759526	2760070	2759994	2760070	2756608	2756678
745	"LOC551259"	"LOC551259"	chrNC_037644.1	+	9007078	9008530	9007078	9007153	9008661	9008713
746	"LOC551259"	"LOC551259"	chrNC_037644.1	+	9007078	9008530	9007078	9007153	9008817	9008922
751	"LOC409443"	"LOC409443"	chrNC_037640.1	-	4418659	4418966	4418841	4418966	4418459	4418567
758	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16717503	16717838	16717507	16717838	16711492	16711846
759	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16717503	16717838	16717609	16717838	16711492	16711846
760	"LOC409970"	"LOC409970"	chrNC_037638.1	-	16717507	16717838	16717609	16717838	16711492	16711846
766	"LOC409933"	"LOC409933"	chrNC_037644.1	+	9584627	9584931	9584627	9584790	9588218	9588314
769	"LOC408618"	"LOC408618"	chrNC_037638.1	-	4000850	4001319	4001239	4001319	3998523	3998711
777	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16493875	16494503	16494353	16494503	16490886	16492070
783	"LOC100576446"	"LOC100576446"	chrNC_037638.1	+	12514762	12515221	12514762	12514919	12519211	12519325
786	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287095	11286633	11286828	11308143	11308287
787	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11286828	11308143	11308287
789	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11287095	11308944	11309043
790	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287095	11286633	11286828	11310837	11311100
791	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286964	11287100	11286964	11287095	11310837	11311100
792	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287095	11286633	11286828	11315012	11315624
793	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11286828	11315012	11315624
794	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11287095	11315012	11315624
795	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11287095	11318462	11319192
803	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14762072	14762535	14762086	14762535	14754523	14754584
804	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14762072	14762535	14762086	14762535	14755213	14755339
805	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14762072	14762535	14762119	14762535	14755213	14755339
806	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14762086	14762535	14762119	14762535	14755213	14755339
807	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14762072	14762535	14762119	14762535	14755462	14755609
812	"LOC102656575"	"LOC102656575"	chrNC_037638.1	-	19456316	19457519	19456903	19457519	19453631	19456102
823	"LOC100578030"	"LOC100578030"	chrNC_037648.1	+	6480185	6480316	6480185	6480313	6484040	6484278
824	"LOC100578030"	"LOC100578030"	chrNC_037648.1	+	6480185	6480338	6480185	6480313	6484040	6484278
825	"LOC100578030"	"LOC100578030"	chrNC_037648.1	+	6480185	6480338	6480185	6480316	6484040	6484278
829	"LOC551215"	"LOC551215"	chrNC_037640.1	-	8342187	8342313	8342192	8342313	8340594	8340636
830	"LOC551215"	"LOC551215"	chrNC_037640.1	-	8342187	8342313	8342192	8342313	8341890	8341936
831	"LOC100577113"	"LOC100577113"	chrNC_037638.1	-	8184297	8184483	8184369	8184483	8183446	8184039
833	"LOC410336"	"LOC410336"	chrNC_037648.1	-	12788735	12788980	12788744	12788980	12771332	12771531
847	"LOC412855"	"LOC412855"	chrNC_037640.1	+	8029237	8029615	8029237	8029391	8030115	8030385
849	"LOC725122"	"LOC725122"	chrNC_037640.1	+	10161780	10162447	10161780	10162211	10164902	10165044
852	"LOC551558"	"LOC551558"	chrNC_037638.1	-	16800367	16800655	16800406	16800655	16791383	16791671
860	"LOC412851"	"LOC412851"	chrNC_037640.1	-	4596752	4596934	4596833	4596934	4596463	4596663
863	"LOC100578668"	"LOC100578668"	chrNC_037645.1	+	9116540	9117550	9116540	9117260	9120305	9120878
877	"LOC100577541"	"LOC100577541"	chrNC_037644.1	-	3007964	3008172	3007985	3008172	3007745	3007886
882	"LOC100576671"	"LOC100576671"	chrNC_037650.1	-	3518803	3519756	3519407	3519756	3509775	3515021
883	"LOC100576671"	"LOC100576671"	chrNC_037650.1	-	3518803	3519756	3519407	3519756	3515268	3515870
885	"LOC100576671"	"LOC100576671"	chrNC_037650.1	-	3518803	3519756	3519407	3519756	3516600	3516708
905	"LOC414038"	"LOC414038"	chrNC_037638.1	-	4601793	4601947	4601798	4601947	4601375	4601728
906	"LOC414038"	"LOC414038"	chrNC_037638.1	-	4601793	4601947	4601798	4601947	4601375	4601741
916	"LOC100576288"	"LOC100576288"	chrNC_037638.1	-	9237161	9237591	9237364	9237591	9233712	9233975
925	"LOC725527"	"LOC725527"	chrNC_037638.1	-	14137304	14137928	14137631	14137928	14137099	14137221
937	"LOC724634"	"LOC724634"	chrNC_037638.1	-	6516945	6517054	6516987	6517054	6505820	6505984
941	"LOC412594"	"LOC412594"	chrNC_037639.1	-	2232047	2232108	2232071	2232108	2198683	2198805
946	"LOC409007"	"LOC409007"	chrNC_037646.1	+	8733558	8733682	8733558	8733631	8758856	8758985
966	"LOC102653863"	"LOC102653863"	chrNC_037643.1	+	5095366	5095519	5095366	5095514	5122325	5122479
976	"LOC725706"	"LOC725706"	chrNC_037643.1	+	1853160	1853511	1853160	1853399	1855504	1855633
977	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11473563	11474755	11473801	11474755	11471807	11471999
978	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11473563	11474755	11474624	11474755	11471807	11471999
979	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11473801	11474755	11474624	11474755	11471807	11471999
982	"LOC100577396"	"LOC100577396"	chrNC_037642.1	-	7209200	7209353	7209204	7209353	7205649	7205995
989	"LOC411348"	"LOC411348"	chrNC_037639.1	-	4843787	4846721	4846604	4846721	4840603	4840685
993	"LOC412884"	"LOC412884"	chrNC_037649.1	-	8623168	8623816	8623278	8623816	8621117	8621301
994	"LOC412884"	"LOC412884"	chrNC_037649.1	-	8623168	8623816	8623465	8623816	8621117	8621301
995	"LOC412884"	"LOC412884"	chrNC_037649.1	-	8623278	8623816	8623465	8623816	8621117	8621301
1010	"LOC100578445"	"LOC100578445"	chrNC_037638.1	+	5071924	5072340	5071924	5072130	5073161	5073586
1022	"LOC413018"	"LOC413018"	chrNC_037638.1	+	18436493	18436757	18436493	18436643	18437722	18437949
1024	"LOC102656621"	"LOC102656621"	chrNC_037643.1	-	15030253	15031140	15030783	15031140	15028449	15028864
1028	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9093948	9094335	9094161	9094335	9091925	9092477
1029	"LOC412588"	"LOC412588"	chrNC_037638.1	-	9093948	9094335	9094161	9094335	9091925	9092566
1032	"LOC724973"	"LOC724973"	chrNC_037641.1	+	12799091	12799921	12799091	12799611	12808037	12808206
1035	"LOC410161"	"LOC410161"	chrNC_037640.1	+	359347	359497	359347	359434	373039	373144
1044	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5878707	5880846	5878707	5878905	5880937	5881090
1045	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5878707	5881090	5878707	5878905	5881198	5884965
1046	"LOC100577367"	"LOC100577367"	chrNC_037650.1	-	2439720	2439809	2439769	2439809	2439575	2439666
1051	"LOC409902"	"LOC409902"	chrNC_037651.1	-	6828274	6830115	6828711	6830115	6810993	6811095
1060	"LOC100578799"	"LOC100578799"	chrNC_037642.1	-	10739193	10740386	10740246	10740386	10738682	10738872
1061	"LOC100578708"	"LOC100578708"	chrNC_037638.1	-	12304997	12305143	12305122	12305143	12304594	12304624
1065	"LOC100576132"	"LOC100576132"	chrNC_037638.1	+	24226696	24226887	24226696	24226859	24226982	24227622
1070	"LOC100576132"	"LOC100576132"	chrNC_037638.1	+	24226982	24227622	24226982	24227207	24230462	24230637
1072	"LOC100578839"	"LOC100578839"	chrNC_037639.1	-	4709248	4709417	4709253	4709417	4708222	4708833
1075	"LOC409717"	"LOC409717"	chrNC_037638.1	+	12393864	12394156	12393864	12393989	12396850	12396943
1082	"LOC410094"	"LOC410094"	chrNC_037640.1	-	10144912	10145042	10144920	10145042	10138005	10138253
1083	"LOC410094"	"LOC410094"	chrNC_037640.1	-	10144912	10145042	10144968	10145042	10138005	10138253
1084	"LOC410094"	"LOC410094"	chrNC_037640.1	-	10144920	10145042	10144968	10145042	10138005	10138253
1090	"LOC100576547"	"LOC100576547"	chrNC_037638.1	-	5674986	5675318	5674993	5675318	5673427	5673597
1097	"LOC410669"	"LOC410669"	chrNC_037638.1	-	21751103	21751189	21751124	21751189	21750284	21750500
1112	"LOC551731"	"LOC551731"	chrNC_037638.1	-	19299528	19299912	19299799	19299912	19299262	19299364
1113	"LOC100576709"	"LOC100576709"	chrNC_037653.1	-	1645211	1647654	1647557	1647654	1642526	1642675
1114	"LOC100576709"	"LOC100576709"	chrNC_037653.1	-	1645211	1647654	1647557	1647654	1643252	1643387
1130	"LOC100576896"	"LOC100576896"	chrNC_037639.1	-	2019675	2020760	2020520	2020760	2001417	2002143
1139	"LOC550664"	"LOC550664"	chrNC_037639.1	+	10170695	10171151	10170695	10170885	10171704	10171947
1169	"LOC412088"	"LOC412088"	chrNC_037638.1	+	24214672	24214826	24214672	24214805	24215587	24215703
1190	"LOC113218951"	"LOC113218951"	chrNC_037645.1	+	7117921	7119245	7117921	7119015	7119938	7120078
1191	"LOC413753"	"LOC413753"	chrNC_037649.1	+	10081529	10081870	10081529	10081866	10082876	10083412
1192	"LOC413753"	"LOC413753"	chrNC_037649.1	+	10081529	10082090	10081529	10081866	10082876	10083412
1193	"LOC413753"	"LOC413753"	chrNC_037649.1	+	10081529	10082090	10081529	10081870	10082876	10083412
1194	"LOC413753"	"LOC413753"	chrNC_037649.1	+	10081529	10082090	10081529	10081870	10082929	10083412
1198	"LOC413753"	"LOC413753"	chrNC_037649.1	+	10081529	10082090	10081529	10081870	10083243	10083412
1202	"LOC409335"	"LOC409335"	chrNC_037640.1	-	6123960	6124196	6123992	6124196	6123210	6123446
1211	"LOC102653946"	"LOC102653946"	chrNC_037641.1	-	3328905	3329360	3329178	3329360	3328650	3328660
1213	"LOC725389"	"LOC725389"	chrNC_037647.1	-	10166464	10166611	10166475	10166611	10165573	10165862
1218	"LOC102655619"	"LOC102655619"	chrNC_037653.1	-	4715978	4717055	4716113	4717055	4714254	4715276
1219	"LOC107965445"	"LOC107965445"	chrNC_037638.1	-	25996865	25998221	25997025	25998221	25994609	25996761
1222	"LOC725098"	"LOC725098"	chrNC_037642.1	-	397486	397828	397750	397828	397158	397391
1226	"LOC552236"	"LOC552236"	chrNC_037642.1	-	10948016	10948207	10948026	10948207	10947759	10947911
1227	"LOC552236"	"LOC552236"	chrNC_037642.1	-	10948016	10948207	10948026	10948207	10947759	10947928
1229	"Dnmt3"	"Dnmt3"	chrNC_037639.1	+	15820491	15821543	15820491	15821432	15822008	15822113
1230	"Dnmt3"	"Dnmt3"	chrNC_037639.1	+	15820491	15821543	15820491	15821432	15822221	15822306
1240	"LOC724460"	"LOC724460"	chrNC_037648.1	+	14525784	14527701	14525784	14526730	14554765	14554979
1248	"LOC727119"	"LOC727119"	chrNC_037639.1	-	2316064	2316436	2316275	2316436	2315704	2315936
1249	"LOC408889"	"LOC408889"	chrNC_037643.1	-	8475864	8476023	8475909	8476023	8475590	8475704
1260	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4613799	4616454	4615135	4616454	4593130	4593417
1261	"LOC100578885"	"LOC100578885"	chrNC_037639.1	-	4614408	4616454	4615135	4616454	4593130	4593417
1277	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1579802	1580375	1579802	1579997	1670494	1670553
1278	"LOC411827"	"LOC411827"	chrNC_037652.1	+	1579802	1580375	1579802	1579997	1729073	1729218
1281	"LOC410226"	"LOC410226"	chrNC_037647.1	+	6379201	6380309	6379201	6380127	6381840	6382966
1296	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1009185	1009435	1009185	1009286	1009982	1010102
1297	"LOC102656347"	"LOC102656347"	chrNC_037645.1	+	1009185	1009435	1009185	1009286	1014919	1015123
1310	"LOC107966098"	"LOC107966098"	chrNC_037639.1	-	9997824	9998008	9997828	9998008	9995784	9996071
1324	"LOC102656828"	"LOC102656828"	chrNC_037638.1	+	4199462	4201344	4199462	4200022	4201499	4202144
1361	"LOC408741"	"LOC408741"	chrNC_037640.1	+	8600656	8601338	8600656	8600992	8628293	8628404
1364	"LOC100576986"	"LOC100576986"	chrNC_037639.1	-	14037029	14037176	14037055	14037176	14032413	14032945
1367	"LOC551780"	"LOC551780"	chrNC_037645.1	+	2814752	2814911	2814752	2814905	2814988	2815131
1372	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603289	19603529	19603301	19603529	19602531	19602660
1373	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603289	19603529	19603405	19603529	19602531	19602660
1374	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603289	19603529	19603414	19603529	19602531	19602660
1375	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603301	19603529	19603405	19603529	19602531	19602660
1376	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603301	19603529	19603414	19603529	19602531	19602660
1377	"LOC409792"	"LOC409792"	chrNC_037638.1	-	19603405	19603529	19603414	19603529	19602531	19602660
1393	"LOC552371"	"LOC552371"	chrNC_037638.1	-	11601123	11601395	11601257	11601395	11596255	11596439
1398	"LOC408894"	"LOC408894"	chrNC_037643.1	+	7232327	7232403	7232327	7232391	7250764	7250827
1410	"LOC551496"	"LOC551496"	chrNC_037647.1	-	10958127	10958418	10958139	10958418	10957400	10957614
1412	"LOC409429"	"LOC409429"	chrNC_037651.1	-	5039466	5039819	5039651	5039819	5038873	5039194
1420	"LOC551188"	"LOC551188"	chrNC_037643.1	+	12928166	12928660	12928166	12928328	12933462	12933697
1424	"LOC552008"	"LOC552008"	chrNC_037643.1	-	13192957	13193155	13192965	13193155	13192544	13192812
1428	"LOC410936"	"LOC410936"	chrNC_037640.1	-	7766925	7767311	7767045	7767311	7764705	7765079
1430	"LOC409904"	"LOC409904"	chrNC_037648.1	-	15596134	15598799	15596143	15598799	15591892	15592103
1431	"LOC409904"	"LOC409904"	chrNC_037648.1	-	15596134	15598799	15596815	15598799	15591892	15592103
1432	"LOC409904"	"LOC409904"	chrNC_037648.1	-	15596143	15598799	15596815	15598799	15591892	15592103
1448	"LOC412986"	"LOC412986"	chrNC_037643.1	-	15066302	15066564	15066306	15066564	15066031	15066236
1449	"LOC411144"	"LOC411144"	chrNC_037643.1	-	15079878	15080047	15079955	15080047	15079481	15079737
1450	"LOC411144"	"LOC411144"	chrNC_037643.1	-	15079878	15080047	15079955	15080047	15079481	15079741
1456	"LOC102654831"	"LOC102654831"	chrNC_037646.1	-	12211173	12211551	12211399	12211551	12210395	12210522
1466	"LOC724658"	"LOC724658"	chrNC_037643.1	+	16152102	16152264	16152102	16152250	16152379	16152410
1467	"LOC724658"	"LOC724658"	chrNC_037643.1	+	16152102	16152264	16152102	16152250	16152482	16152789
1471	"LOC408568"	"LOC408568"	chrNC_037638.1	-	22770150	22770357	22770255	22770357	22769090	22769152
1490	"LOC410736"	"LOC410736"	chrNC_037638.1	-	7909108	7909269	7909151	7909269	7908552	7908698
1491	"LOC410736"	"LOC410736"	chrNC_037638.1	-	7909108	7909269	7909151	7909269	7908552	7908721
1497	"LOC100577772"	"LOC100577772"	chrNC_037647.1	-	2144460	2148096	2148014	2148096	2125374	2125526
