ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
121	"LOC413909"	"LOC413909"	chrNC_037651.1	+	9092342	9092464	9092342	9092402	9092531	9092621
122	"LOC413909"	"LOC413909"	chrNC_037651.1	+	9092531	9092661	9092531	9092621	9093423	9093827
123	"LOC726474"	"LOC726474"	chrNC_037651.1	+	9054354	9054529	9054354	9054524	9055047	9055220
124	"LOC410542"	"LOC410542"	chrNC_037651.1	+	9040505	9040865	9040505	9040652	9041080	9041242
125	"LOC100576925"	"LOC100576925"	chrNC_037651.1	-	8628320	8628833	8628615	8628833	8627899	8628065
126	"LOC100576925"	"LOC100576925"	chrNC_037651.1	-	8628602	8628833	8628615	8628833	8628320	8628508
127	"LOC410527"	"LOC410527"	chrNC_037651.1	-	8387500	8388002	8387533	8388002	8387241	8387423
128	"LOC725467"	"LOC725467"	chrNC_037651.1	+	8354093	8354302	8354093	8354287	8354394	8354893
129	"LOC408467"	"LOC408467"	chrNC_037651.1	+	8324196	8324397	8324196	8324388	8324482	8324625
130	"LOC412941"	"LOC412941"	chrNC_037651.1	-	8253349	8254325	8253979	8254325	8251457	8252799
131	"LOC100576236"	"LOC100576236"	chrNC_037651.1	+	8060137	8060393	8060137	8060372	8060478	8060611
132	"LOC408463"	"LOC408463"	chrNC_037651.1	+	8043499	8044850	8043499	8044644	8045004	8045251
133	"LOC107963986"	"LOC107963986"	chrNC_037651.1	+	9379148	9379415	9379148	9379410	9379516	9379616
134	"LOC107963986"	"LOC107963986"	chrNC_037651.1	+	9379690	9383226	9379690	9383214	9383417	9383579
135	"LOC726582"	"LOC726582"	chrNC_037651.1	+	7881991	7882120	7881991	7882108	7882210	7882776
136	"LOC410511"	"LOC410511"	chrNC_037651.1	-	7718298	7718443	7718304	7718443	7717920	7718224
137	"LOC410511"	"LOC410511"	chrNC_037651.1	-	7720696	7720854	7720705	7720854	7720216	7720446
138	"LOC410502"	"LOC410502"	chrNC_037651.1	+	7507480	7508103	7507480	7507611	7515682	7515865
139	"LOC726928"	"LOC726928"	chrNC_037651.1	+	6630052	6630352	6630052	6630293	6631068	6631366
140	"LOC409753"	"LOC409753"	chrNC_037651.1	+	6512813	6513037	6512813	6513016	6513387	6513530
141	"LOC409753"	"LOC409753"	chrNC_037651.1	+	6512813	6513037	6512813	6513016	6513399	6513530
142	"LOC409753"	"LOC409753"	chrNC_037651.1	+	6512813	6513037	6512813	6513016	6513402	6513530
143	"LOC551212"	"LOC551212"	chrNC_037651.1	-	6362468	6362676	6362474	6362676	6362218	6362393
144	"LOC551709"	"LOC551709"	chrNC_037651.1	+	5951275	5951645	5951275	5951395	5951932	5952082
145	"LOC727652"	"LOC727652"	chrNC_037651.1	+	5477361	5477718	5477361	5477619	5477795	5477884
146	"LOC100576688"	"LOC100576688"	chrNC_037651.1	-	5254062	5254927	5254384	5254927	5253740	5253957
147	"LOC107965504"	"LOC107965504"	chrNC_037651.1	-	5251527	5251889	5251665	5251889	5251290	5251448
148	"LOC102656671"	"LOC102656671"	chrNC_037651.1	-	5167772	5167964	5167784	5167964	5166384	5166560
149	"LOC725179"	"LOC725179"	chrNC_037651.1	+	5049726	5049864	5049726	5049849	5050671	5050701
150	"LOC725179"	"LOC725179"	chrNC_037651.1	+	5049726	5049864	5049726	5049849	5051456	5051691
151	"LOC724550"	"LOC724550"	chrNC_037651.1	+	5001705	5001883	5001705	5001805	5001968	5002099
152	"LOC409331"	"LOC409331"	chrNC_037651.1	+	4986081	4988753	4986081	4988749	4988832	4988906
153	"LOC408458"	"LOC408458"	chrNC_037651.1	-	7529340	7529631	7529502	7529631	7528788	7529236
154	"LOC413582"	"LOC413582"	chrNC_037651.1	-	4855949	4857406	4856032	4857406	4852778	4853596
155	"LOC100577542"	"LOC100577542"	chrNC_037651.1	+	3857292	3860087	3857292	3858560	3897316	3897967
156	"LOC100576591"	"LOC100576591"	chrNC_037651.1	+	3410555	3410721	3410555	3410692	3410787	3410945
157	"LOC412928"	"LOC412928"	chrNC_037651.1	+	3398165	3398470	3398165	3398464	3398544	3398679
158	"LOC412927"	"LOC412927"	chrNC_037651.1	+	3364829	3367473	3364829	3365977	3371286	3371370
159	"LOC413623"	"LOC413623"	chrNC_037651.1	-	2465037	2465257	2465178	2465257	2463373	2463747
160	"LOC413623"	"LOC413623"	chrNC_037651.1	-	2465037	2465574	2465392	2465574	2463373	2463747
161	"LOC413623"	"LOC413623"	chrNC_037651.1	-	2465178	2465574	2465392	2465574	2463373	2463747
162	"LOC100577945"	"LOC100577945"	chrNC_037651.1	+	2095523	2096128	2095523	2095598	2096218	2097194
163	"LOC724464"	"LOC724464"	chrNC_037651.1	+	1456699	1456943	1456699	1456928	1457618	1457720
164	"LOC411779"	"LOC411779"	chrNC_037651.1	-	1034623	1034905	1034631	1034905	1034319	1034499
165	"LOC724645"	"LOC724645"	chrNC_037650.1	-	10666205	10666366	10666244	10666366	10662929	10663032
166	"LOC725111"	"LOC725111"	chrNC_037650.1	-	10101111	10101312	10101251	10101312	10100764	10100956
167	"LOC724505"	"LOC724505"	chrNC_037650.1	+	9501171	9501418	9501171	9501391	9502296	9502476
168	"LOC409049"	"LOC409049"	chrNC_037650.1	+	7339608	7339887	7339608	7339818	7341748	7343353
169	"LOC409049"	"LOC409049"	chrNC_037650.1	+	7339608	7339887	7339608	7339818	7345327	7345479
170	"LOC411396"	"LOC411396"	chrNC_037650.1	-	7324197	7324695	7324552	7324695	7323405	7323557
171	"Dll"	"Dll"	chrNC_037650.1	+	6443136	6445637	6443136	6445622	6452758	6453000
172	"LOC726547"	"LOC726547"	chrNC_037650.1	-	6223836	6224260	6223849	6224260	6222769	6223585
173	"LOC726547"	"LOC726547"	chrNC_037650.1	-	6241645	6242846	6242686	6242846	6223836	6224260
174	"LOC102653850"	"LOC102653850"	chrNC_037653.1	-	4502191	4502685	4502197	4502685	4501410	4502130
175	"LOC102653850"	"LOC102653850"	chrNC_037653.1	-	4502748	4503358	4502755	4503358	4501410	4502685
176	"Foxp"	"Foxp"	chrNC_037650.1	-	5469253	5470450	5469257	5470450	5407031	5407139
177	"Foxp"	"Foxp"	chrNC_037650.1	-	5469253	5470450	5469257	5470450	5440164	5440218
178	"LOC409897"	"LOC409897"	chrNC_037643.1	+	6589226	6589506	6589226	6589478	6589680	6589936
179	"LOC409899"	"LOC409899"	chrNC_037643.1	-	6529923	6530551	6530224	6530551	6529096	6529620
180	"LOC409899"	"LOC409899"	chrNC_037643.1	-	6532044	6532221	6532048	6532221	6531413	6531619
181	"LOC107964603"	"LOC107964603"	chrNC_037643.1	-	6517261	6517881	6517579	6517881	6514859	6517165
182	"LOC725246"	"LOC725246"	chrNC_037649.1	-	981131	982970	981736	982970	979592	979744
183	"LOC725246"	"LOC725246"	chrNC_037649.1	-	981131	982970	981736	982970	980026	981041
184	"LOC411673"	"LOC411673"	chrNC_037643.1	-	5307815	5307934	5307821	5307934	5306957	5307123
185	"LOC725570"	"LOC725570"	chrNC_037643.1	+	5158574	5158746	5158574	5158705	5162765	5162844
186	"LOC413785"	"LOC413785"	chrNC_037643.1	+	4222200	4222325	4222200	4222313	4224133	4225836
187	"LOC413005"	"LOC413005"	chrNC_037643.1	-	3967836	3967957	3967912	3967957	3962741	3966593
188	"Abscam"	"Abscam"	chrNC_037643.1	+	1630969	1631155	1630969	1631122	1631895	1632107
189	"Abscam"	"Abscam"	chrNC_037643.1	+	1630969	1631155	1630969	1631122	1631897	1632107
190	"LOC113218872"	"LOC113218872"	chrNC_037643.1	+	54604	54759	54604	54753	54838	54943
191	"LOC412468"	"LOC412468"	chrNC_037642.1	-	13887222	13887406	13887231	13887406	13886918	13887157
192	"LOC412468"	"LOC412468"	chrNC_037642.1	-	13887222	13887406	13887295	13887406	13886918	13887157
193	"LOC412468"	"LOC412468"	chrNC_037642.1	-	13887231	13887406	13887295	13887406	13886918	13887157
194	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13716350	13716548	13691705	13694740
195	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13716350	13716548	13699699	13699823
196	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13715960	13716548	13702071	13706245
197	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13716041	13716548	13702071	13706245
198	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13714656	13716548	13716350	13716548	13702071	13706245
199	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13715960	13716548	13716041	13716548	13702071	13706245
200	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13715960	13716548	13716350	13716548	13702071	13706245
201	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13716041	13716548	13716350	13716548	13702071	13706245
202	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13715960	13716548	13716350	13716548	13714656	13714903
203	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13715960	13716548	13716041	13716548	13714656	13715460
204	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13715960	13716548	13716350	13716548	13714656	13715460
205	"LOC409729"	"LOC409729"	chrNC_037642.1	-	13716041	13716548	13716350	13716548	13714656	13715460
206	"LOC552842"	"LOC552842"	chrNC_037642.1	+	13684862	13685041	13684862	13685019	13685114	13685334
207	"LOC552842"	"LOC552842"	chrNC_037642.1	+	13684862	13685041	13684862	13685019	13685148	13685334
208	"LOC413870"	"LOC413870"	chrNC_037642.1	-	13626908	13627441	13626918	13627441	13620902	13624895
209	"LOC726654"	"LOC726654"	chrNC_037642.1	-	13575948	13576519	13576245	13576519	13571657	13573017
210	"LOC726654"	"LOC726654"	chrNC_037642.1	-	13575948	13576519	13576245	13576519	13573095	13573172
211	"LOC552569"	"LOC552569"	chrNC_037651.1	-	6854193	6854418	6854215	6854418	6853966	6854119
212	"LOC552569"	"LOC552569"	chrNC_037651.1	-	6856286	6856480	6856297	6856480	6855573	6856107
213	"otd2"	"otd2"	chrNC_037638.1	-	20031626	20031977	20031641	20031977	20031307	20031459
214	"LOC552420"	"LOC552420"	chrNC_037642.1	-	13261465	13261576	13261471	13261576	13261172	13261402
215	"LOC408708"	"LOC408708"	chrNC_037639.1	-	6613323	6613452	6613375	6613452	6612927	6613192
216	"LOC412303"	"LOC412303"	chrNC_037642.1	-	12945676	12945908	12945786	12945908	12944908	12945435
217	"LOC413063"	"LOC413063"	chrNC_037642.1	-	12932938	12933031	12932992	12933031	12931489	12931664
218	"LOC413063"	"LOC413063"	chrNC_037642.1	-	12941503	12941750	12941628	12941750	12941061	12941196
219	"LOC100578678"	"LOC100578678"	chrNC_037642.1	-	12919098	12920542	12919264	12920542	12917507	12917833
220	"LOC100578678"	"LOC100578678"	chrNC_037642.1	-	12918756	12918952	12918789	12918952	12918379	12918660
221	"LOC100578678"	"LOC100578678"	chrNC_037642.1	-	12919098	12920542	12919264	12920542	12918756	12918952
222	"LOC413460"	"LOC413460"	chrNC_037645.1	+	7193062	7193521	7193062	7193516	7193622	7193735
223	"LOC100576597"	"LOC100576597"	chrNC_037642.1	+	10486790	10487762	10486790	10487628	10488825	10488974
224	"LOC409078"	"LOC409078"	chrNC_037638.1	-	9149994	9150132	9150048	9150132	9148378	9148610
225	"LOC100576425"	"LOC100576425"	chrNC_037638.1	-	26204797	26204889	26204802	26204889	26204613	26204736
226	"LOC726002"	"LOC726002"	chrNC_037642.1	-	10980141	10980518	10980243	10980518	10979895	10980077
227	"LOC409444"	"LOC409444"	chrNC_037642.1	-	10923025	10923228	10923035	10923228	10920312	10920419
228	"LOC409444"	"LOC409444"	chrNC_037642.1	-	10923040	10923269	10923156	10923269	10920312	10920419
229	"LOC113219384"	"LOC113219384"	chrNW_020555907.1	-	12080	12358	12086	12358	11906	12011
230	"LOC113219384"	"LOC113219384"	chrNW_020555907.1	-	12080	12358	12174	12358	11906	12011
231	"LOC113219384"	"LOC113219384"	chrNW_020555907.1	-	12086	12358	12174	12358	11906	12011
232	"LOC725511"	"LOC725511"	chrNC_037642.1	+	10752632	10752940	10752632	10752905	10753528	10753678
233	"LOC411113"	"LOC411113"	chrNC_037642.1	+	10337945	10337999	10337945	10337972	10338769	10339086
234	"LOC411916"	"LOC411916"	chrNC_037645.1	-	6325710	6325913	6325757	6325913	6325358	6325645
235	"LOC725707"	"LOC725707"	chrNC_037643.1	-	15634859	15635092	15634922	15635092	15634492	15634673
236	"LOC100577335"	"LOC100577335"	chrNC_037642.1	+	9964253	9964513	9964253	9964509	9964584	9965612
237	"LOC411828"	"LOC411828"	chrNC_037642.1	-	9898923	9899226	9899025	9899226	9898375	9898516
238	"LOC726322"	"LOC726322"	chrNC_037651.1	+	8976449	8976717	8976449	8976703	8976904	8977573
239	"LOC100576826"	"LOC100576826"	chrNC_037642.1	+	9464680	9464903	9464680	9464897	9465007	9465202
240	"LOC102656496"	"LOC102656496"	chrNC_037641.1	+	4997820	4999537	4997820	4998350	4999905	5000202
241	"LOC411452"	"LOC411452"	chrNC_037639.1	-	4795580	4796033	4795610	4796033	4795366	4795484
242	"LOC726107"	"LOC726107"	chrNC_037642.1	-	8520127	8520156	8520142	8520156	8519867	8520060
243	"PRF"	"PRF"	chrNC_037645.1	-	2755554	2755836	2755566	2755836	2754402	2754692
244	"LOC100577015"	"LOC100577015"	chrNC_037642.1	+	7596053	7596438	7596053	7596174	7597680	7598013
245	"LOC100577015"	"LOC100577015"	chrNC_037642.1	+	7596053	7597142	7596053	7596174	7597680	7598013
246	"LOC100577015"	"LOC100577015"	chrNC_037642.1	+	7596053	7597142	7596053	7596438	7597680	7598013
247	"LOC552574"	"LOC552574"	chrNC_037642.1	-	7403400	7404502	7403676	7404502	7402859	7403303
248	"LOC409488"	"LOC409488"	chrNC_037641.1	+	12141307	12141392	12141307	12141381	12141787	12141877
249	"LOC724912"	"LOC724912"	chrNC_037649.1	+	3876214	3876650	3876214	3876644	3876726	3876932
250	"LOC100578041"	"LOC100578041"	chrNC_037643.1	-	5529569	5529783	5529605	5529783	5528177	5528608
251	"Ripk5"	"Ripk5"	chrNC_037650.1	+	5541401	5543208	5541401	5542110	5549892	5551753
252	"Cyp314a1"	"Cyp314a1"	chrNC_037642.1	-	13665923	13666787	13666225	13666787	13664384	13664518
253	"Cyp314a1"	"Cyp314a1"	chrNC_037642.1	-	13665923	13666787	13666450	13666787	13664384	13664518
254	"Cyp314a1"	"Cyp314a1"	chrNC_037642.1	-	13666225	13666787	13666450	13666787	13664384	13664518
255	"LOC726228"	"LOC726228"	chrNC_037652.1	+	3588910	3589135	3588910	3589105	3589320	3589680
256	"LOC100188940"	"LOC100188940"	chrNC_037642.1	-	5926819	5927299	5926831	5927299	5926078	5926181
