ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
24	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6923806	6923851	6921909	6922101	6924024	6925478
25	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6923806	6923854	6921909	6922101	6924024	6925478
26	"LOC102655737"	"LOC102655737"	chrNC_037653.1	-	6952470	6952570	6924024	6925478	6952848	6953297
27	"LOC410639"	"LOC410639"	chrNC_037653.1	+	6748471	6748601	6747391	6747625	6748748	6749009
28	"LOC410658"	"LOC410658"	chrNC_037653.1	-	6689118	6689321	6688838	6689031	6690224	6690399
29	"LOC410658"	"LOC410658"	chrNC_037653.1	-	6689118	6689330	6688838	6689031	6690224	6690399
30	"LOC410658"	"LOC410658"	chrNC_037653.1	-	6715112	6715157	6690224	6690399	6721433	6722460
31	"LOC551685"	"LOC551685"	chrNC_037653.1	+	6617671	6617731	6609765	6609999	6619298	6619646
32	"LOC551685"	"LOC551685"	chrNC_037653.1	+	6618561	6618613	6617671	6617731	6619298	6619646
33	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6539831	6539935	6456566	6461101	6573547	6574271
34	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6573547	6574271	6539831	6539935	6600321	6600463
35	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6600321	6600463	6539831	6539935	6601192	6601303
36	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6600321	6600463	6539831	6539935	6603580	6603628
37	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6601192	6601303	6539831	6539935	6603580	6603628
38	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6601192	6601303	6600321	6600463	6603580	6603628
39	"LOC408562"	"LOC408562"	chrNC_037653.1	+	6604070	6604133	6603705	6603788	6606044	6606173
40	"LOC100578474"	"LOC100578474"	chrNC_037653.1	+	6421612	6421725	6402003	6404682	6455803	6455903
41	"LOC413408"	"LOC413408"	chrNC_037653.1	-	6276628	6277630	6267059	6267151	6288806	6289809
42	"LOC410655"	"LOC410655"	chrNC_037653.1	-	6019402	6019447	6012316	6012382	6019873	6020023
43	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5876962	5877011	5876605	5876690	5878545	5878627
44	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5876962	5877011	5876605	5876690	5890137	5890314
45	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876605	5876690	5890137	5890314
46	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876962	5877011	5880614	5880732
47	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5878545	5878627	5876962	5877011	5890137	5890314
48	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5880614	5880732	5878545	5878627	5880806	5880936
49	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5880806	5880936	5878545	5878627	5890137	5890453
50	"LOC408561"	"LOC408561"	chrNC_037653.1	-	5881604	5881762	5880806	5880936	5890137	5890314
51	"LOC550708"	"LOC550708"	chrNC_037653.1	-	5290329	5290549	5289462	5289773	5802397	5802549
52	"LOC411815"	"LOC411815"	chrNC_037653.1	-	5277808	5278004	5277433	5277619	5278121	5278358
53	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5246516	5246674	5246163	5246317	5247019	5247157
54	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5251787	5252001	5251448	5251599	5257044	5257061
55	"LOC552113"	"LOC552113"	chrNC_037653.1	-	5251787	5252001	5251448	5251599	5257876	5258073
56	"LOC113219314"	"LOC113219314"	chrNC_037653.1	+	5230205	5230406	5228753	5228982	5231203	5231552
57	"LOC552610"	"LOC552610"	chrNC_037653.1	-	5218845	5218919	5218062	5218359	5219079	5219294
58	"LOC552597"	"LOC552597"	chrNC_037653.1	+	5216049	5216129	5215813	5215949	5216541	5216669
59	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5166438	5166463
60	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5166447	5166463
61	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5167093	5167167
62	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5165508	5165517	5164419	5165311	5168066	5168180
63	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166438	5166463	5165173	5165311	5167093	5167167
64	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166438	5166463	5165508	5165517	5167093	5167167
65	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166447	5166463	5165173	5165311	5167093	5167167
66	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5166447	5166463	5165508	5165517	5167093	5167167
67	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5167093	5167167	5164419	5165311	5168066	5168180
68	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5167093	5167167	5165508	5165517	5168066	5168180
69	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5168824	5168848	5168616	5168652	5169022	5169154
70	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5187459	5187663	5169302	5169417	5202358	5202481
71	"LOC726021"	"LOC726021"	chrNC_037653.1	-	5205583	5205641	5202358	5202481	5206221	5206446
72	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5153616	5153894	5153234	5153460	5154593	5154849
73	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5153616	5153894	5153234	5153460	5155781	5155847
74	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5154593	5154849	5153234	5153460	5155781	5155847
75	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5154593	5154849	5153616	5153894	5155781	5155847
76	"LOC409891"	"LOC409891"	chrNC_037653.1	+	5155781	5155847	5153616	5153894	5155951	5156155
77	"LOC409890"	"LOC409890"	chrNC_037653.1	-	5147924	5148278	5146774	5147693	5149191	5149619
78	"LOC113219311"	"LOC113219311"	chrNC_037653.1	+	4971299	4971379	4970090	4970611	4972246	4972450
79	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5012322	5012399	5012026	5012178	5012565	5012646
80	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5023387	5023474	4968146	4968784	5040604	5040652
81	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5023387	5023474	4968146	4968784	5073365	5073570
82	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5040604	5040652
83	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5023387	5023474	5042289	5042486
84	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5040604	5040652
85	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5035997	5036102	5026263	5032972	5042289	5042486
86	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5023387	5023474	5042289	5042486
87	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5026263	5032972	5042289	5042486
88	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5040604	5040652	5035997	5036102	5042289	5042486
89	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5042289	5042486	5023387	5023474	5043133	5043335
90	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5023387	5023474	5045577	5045716
91	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5044457	5044530
92	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5043934	5044074	5043593	5043695	5045577	5045716
93	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043593	5043695	5044798	5044834
94	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043593	5043695	5045577	5045716
95	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044457	5044530	5043934	5044074	5045577	5045716
96	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044798	5044834	5043593	5043695	5045577	5045716
97	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5044798	5044834	5044457	5044530	5045577	5045716
98	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5023387	5023474	5051230	5051286
99	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5023387	5023474	5058471	5058531
100	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5023387	5023474	5073365	5073570
101	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5048272	5048356
102	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5051230	5051286
103	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5047423	5047456	5045931	5046043	5073365	5073570
104	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5048245	5048356	5047423	5047456	5051230	5051286
105	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5048272	5048356	5045931	5046043	5051230	5051286
106	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5048272	5048356	5047423	5047456	5051230	5051286
107	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5052756	5057763	5051575	5051745	5058471	5058531
108	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5052756	5057763	5051575	5051745	5073365	5073570
109	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5058471	5058531	5023387	5023474	5073365	5073570
110	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5058471	5058531	5047423	5047456	5073365	5073570
111	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5058471	5058531	5051575	5051745	5073365	5073570
112	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5058471	5058531	5052756	5057763	5073365	5073570
113	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5073365	5073570	5023387	5023474	5074747	5075006
114	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5073365	5073570	5023387	5023474	5075669	5075781
115	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5073365	5073570	5043593	5043695	5075669	5075781
116	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5073365	5073570	5045931	5046043	5075669	5075781
117	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5074747	5075006	5023387	5023474	5075669	5075781
118	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5074747	5075006	5073365	5073570	5075669	5075781
119	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5076136	5076291	5075928	5076051	5076625	5076696
120	"LOC409655"	"LOC409655"	chrNC_037653.1	+	5076625	5076696	5076136	5076291	5077145	5077526
121	"LOC551214"	"LOC551214"	chrNC_037653.1	-	4954975	4955032	4953907	4954033	4955507	4955643
122	"LOC551214"	"LOC551214"	chrNC_037653.1	-	4957290	4957347	4955964	4956076	4957902	4958022
123	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4941157	4941749	4937441	4937579	4943774	4944002
124	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4942829	4943008	4941157	4941749	4943774	4944002
125	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944062	4944147	4943774	4944002	4944318	4944424
126	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944062	4944147	4943774	4944002	4944555	4944817
127	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944318	4944424	4943774	4944002	4944555	4944817
128	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944318	4944424	4944062	4944147	4944555	4944817
129	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944555	4944817	4943774	4944002	4946395	4946510
130	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4944555	4944817	4944318	4944424	4945125	4945500
131	"LOC725470"	"LOC725470"	chrNC_037653.1	+	4945125	4945500	4944555	4944817	4946395	4946510
132	"LOC725662"	"LOC725662"	chrNC_037653.1	-	4922887	4929705	4922538	4922753	4929769	4929966
133	"LOC412529"	"LOC412529"	chrNC_037653.1	+	4905141	4905304	4904793	4904988	4905417	4905530
134	"LOC551374"	"LOC551374"	chrNC_037653.1	-	4874313	4874493	4874008	4874228	4874615	4874664
135	"LOC551374"	"LOC551374"	chrNC_037653.1	-	4874615	4874664	4874313	4874493	4874747	4874863
136	"LOC551374"	"LOC551374"	chrNC_037653.1	-	4875603	4875728	4875344	4875528	4875789	4875891
137	"LOC412608"	"LOC412608"	chrNC_037653.1	-	4860682	4860965	4860428	4860560	4861627	4862037
138	"Su(var)3-9"	"Su(var)3-9"	chrNC_037653.1	-	4844441	4845908	4842298	4842532	4848269	4848380
139	"LOC551429"	"LOC551429"	chrNC_037653.1	-	4836455	4836491	4835994	4836124	4836822	4836839
140	"LOC551429"	"LOC551429"	chrNC_037653.1	-	4836455	4836680	4835994	4836124	4836822	4836945
141	"LOC725118"	"LOC725118"	chrNC_037653.1	+	4820593	4821592	4820221	4820515	4821708	4821952
142	"LOC102656292"	"LOC102656292"	chrNC_037653.1	-	4802260	4802839	4792721	4793411	4810388	4810484
143	"LOC102655781"	"LOC102655781"	chrNC_037653.1	-	4739490	4739865	4737881	4739419	4739972	4740724
144	"LOC102655781"	"LOC102655781"	chrNC_037653.1	-	4739497	4739865	4737881	4739419	4739972	4740724
145	"LOC413120"	"LOC413120"	chrNC_037653.1	-	4642034	4642180	4641826	4641967	4642345	4642496
146	"LOC100577697"	"LOC100577697"	chrNC_037653.1	-	4543829	4544702	4542220	4542392	4593649	4596359
147	"LOC102653741"	"LOC102653741"	chrNC_037653.1	-	4486468	4486516	4479610	4481312	4486623	4486910
148	"LOC102653741"	"LOC102653741"	chrNC_037653.1	-	4486994	4487449	4486623	4486910	4491933	4492188
149	"LOC102653741"	"LOC102653741"	chrNC_037653.1	-	4491933	4492188	4486994	4487449	4494301	4494412
150	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4658188	4658374	4654069	4654398	4671338	4671600
151	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4671338	4671600	4658188	4658374	4681989	4682292
152	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4681989	4682292	4671338	4671600	4802990	4803052
153	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4802990	4803052	4681989	4682292	4805675	4805740
154	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4802990	4803052	4726637	4726925	4805675	4805740
155	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4803352	4803436	4802990	4803052	4805675	4805740
156	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4806270	4806336	4805675	4805740	4806426	4806555
157	"LOC410649"	"LOC410649"	chrNC_037653.1	+	4806626	4806820	4806426	4806555	4806937	4807109
158	"LOC107965722"	"LOC107965722"	chrNC_037653.1	+	4238802	4238885	4232536	4233250	4239711	4239797
159	"LOC107965722"	"LOC107965722"	chrNC_037653.1	+	4239711	4239797	4232537	4233250	4240632	4240713
160	"LOC107965722"	"LOC107965722"	chrNC_037653.1	+	4242196	4242406	4240912	4241136	4244574	4244947
161	"LOC102655707"	"LOC102655707"	chrNC_037653.1	-	3836965	3837119	3836196	3836798	3848833	3851734
162	"LOC102655707"	"LOC102655707"	chrNC_037653.1	-	3848833	3851734	3836195	3836798	3867705	3867944
163	"LOC102655707"	"LOC102655707"	chrNC_037653.1	-	3865772	3866034	3848833	3851734	3867705	3867944
164	"Ubx"	"Ubx"	chrNC_037653.1	+	3689823	3693516	3685017	3685104	3741934	3741976
165	"Ubx"	"Ubx"	chrNC_037653.1	+	3689823	3693516	3685017	3685104	3764201	3764254
166	"Ubx"	"Ubx"	chrNC_037653.1	+	3689823	3693516	3685017	3685104	3799407	3799816
167	"Ubx"	"Ubx"	chrNC_037653.1	+	3741934	3741976	3685017	3685104	3764201	3764254
168	"Ubx"	"Ubx"	chrNC_037653.1	+	3741934	3741976	3685017	3685104	3799407	3799816
169	"Ubx"	"Ubx"	chrNC_037653.1	+	3741934	3741976	3689823	3693516	3764201	3764254
170	"Ubx"	"Ubx"	chrNC_037653.1	+	3741934	3741976	3689823	3693516	3799407	3799816
171	"Ubx"	"Ubx"	chrNC_037653.1	+	3764201	3764254	3685017	3685104	3799407	3799522
172	"Ubx"	"Ubx"	chrNC_037653.1	+	3764201	3764254	3689823	3693516	3799407	3799522
173	"Ubx"	"Ubx"	chrNC_037653.1	+	3764201	3764254	3741934	3741976	3799407	3799522
174	"LOC102656196"	"LOC102656196"	chrNC_037653.1	+	3439348	3439410	3438938	3439100	3439519	3439989
175	"LOC102656276"	"LOC102656276"	chrNC_037653.1	-	3406177	3406347	3405929	3406032	3406613	3407255
176	"LOC102656308"	"LOC102656308"	chrNC_037653.1	+	3400733	3400907	3399442	3399923	3401853	3402004
177	"LOC113218528"	"LOC113218528"	chrNC_037653.1	+	3349405	3349522	3347965	3348429	3354917	3356499
178	"LOC107965727"	"LOC107965727"	chrNC_037653.1	-	3344725	3344805	3343033	3344509	3347311	3347844
179	"LOC100577695"	"LOC100577695"	chrNC_037653.1	-	3301064	3301196	3300238	3301003	3301729	3302042
180	"LOC551165"	"LOC551165"	chrNC_037653.1	+	3099629	3099933	3099385	3099528	3109363	3109543
181	"LOC551165"	"LOC551165"	chrNC_037653.1	+	3109363	3109543	3099385	3099933	3111348	3111773
182	"LOC725928"	"LOC725928"	chrNC_037653.1	-	3086631	3086649	3086383	3086546	3087098	3088824
183	"LOC725928"	"LOC725928"	chrNC_037653.1	-	3092994	3093079	3090766	3091225	3115348	3115497
184	"LOC725928"	"LOC725928"	chrNC_037653.1	-	3116685	3116879	3115348	3115497	3116970	3117054
185	"LOC113219317"	"LOC113219317"	chrNC_037653.1	+	2922533	2922710	2922025	2922253	2924948	2925630
186	"LOC102655025"	"LOC102655025"	chrNC_037653.1	+	2905557	2905687	2904817	2905155	2905903	2906005
187	"LOC102655025"	"LOC102655025"	chrNC_037653.1	+	2906092	2906131	2905903	2906005	2906833	2907323
188	"LOC552100"	"LOC552100"	chrNC_037653.1	-	2861618	2862135	2860710	2861260	2862513	2862932
189	"LOC552100"	"LOC552100"	chrNC_037653.1	-	2862513	2862932	2860710	2861260	2864723	2864875
190	"LOC552100"	"LOC552100"	chrNC_037653.1	-	2862513	2862932	2861618	2862135	2878223	2878677
191	"LOC411556"	"LOC411556"	chrNC_037653.1	-	2844797	2844906	2844195	2844438	2845095	2845242
192	"LOC411556"	"LOC411556"	chrNC_037653.1	-	2844797	2844909	2844195	2844438	2845095	2845242
193	"LOC725251"	"LOC725251"	chrNC_037653.1	+	2821127	2821456	2820727	2820854	2822233	2822473
194	"LOC725117"	"LOC725117"	chrNC_037653.1	+	2787734	2787934	2774304	2774437	2799597	2802792
195	"LOC725117"	"LOC725117"	chrNC_037653.1	+	2787734	2787934	2774304	2774437	2806494	2806589
196	"LOC725117"	"LOC725117"	chrNC_037653.1	+	2799597	2802792	2787734	2787934	2806494	2806589
197	"LOC725117"	"LOC725117"	chrNC_037653.1	+	2802896	2804721	2799597	2802792	2806494	2806589
198	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2680239	2680385	2657414	2657986	2684137	2684328
199	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2684137	2684328	2680239	2680385	2687391	2687475
200	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2685825	2685906	2684137	2684328	2687391	2687475
201	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2685825	2685906	2684137	2684328	2689049	2689106
202	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2687391	2687475	2684137	2684328	2689049	2689106
203	"LOC409638"	"LOC409638"	chrNC_037653.1	+	2687391	2687475	2685825	2685906	2689049	2689106
204	"LOC107965676"	"LOC107965676"	chrNC_037653.1	+	2224695	2224791	2223651	2224591	2232957	2233760
205	"LOC724468"	"LOC724468"	chrNC_037653.1	-	2330258	2330374	2239174	2239333	2397490	2398761
206	"LOC413385"	"LOC413385"	chrNC_037653.1	+	1942395	1942517	1902435	1904166	1950587	1951134
207	"LOC102654151"	"LOC102654151"	chrNC_037653.1	+	1893422	1893590	1892437	1892779	1894785	1894952
208	"LOC726935"	"LOC726935"	chrNC_037653.1	-	1830189	1830325	1818552	1818750	1879025	1879427
209	"LOC726935"	"LOC726935"	chrNC_037653.1	-	1866782	1866919	1830189	1830325	1879025	1879163
210	"LOC413633"	"LOC413633"	chrNC_037653.1	-	1539511	1539520	1536224	1537221	1539622	1539852
211	"LOC413633"	"LOC413633"	chrNC_037653.1	-	1545021	1545170	1543331	1543484	1548929	1549219
212	"LOC413633"	"LOC413633"	chrNC_037653.1	-	1545021	1545173	1543331	1543484	1548929	1549219
213	"LOC413633"	"LOC413633"	chrNC_037653.1	-	1554831	1554982	1553225	1553441	1557848	1557989
214	"LOC552554"	"LOC552554"	chrNC_037653.1	+	1501050	1501192	1500561	1500886	1501394	1501534
215	"LOC100577610"	"LOC100577610"	chrNC_037653.1	-	1481450	1481481	1481196	1481365	1481720	1481736
216	"LOC725315"	"LOC725315"	chrNC_037653.1	+	1479846	1479906	1479129	1479445	1480066	1480312
217	"LOC725315"	"LOC725315"	chrNC_037653.1	+	1479846	1479990	1479116	1479445	1480066	1480185
218	"LOC552756"	"LOC552756"	chrNC_037653.1	-	1473928	1474080	1473560	1473824	1474157	1474363
219	"LOC552756"	"LOC552756"	chrNC_037653.1	-	1475411	1475523	1474877	1475030	1476550	1476697
220	"LOC552675"	"LOC552675"	chrNC_037653.1	+	1306831	1306939	1305950	1306127	1307595	1308190
221	"LOC552470"	"LOC552470"	chrNC_037653.1	+	1218069	1218179	1217171	1217210	1219092	1219474
222	"LOC409604"	"LOC409604"	chrNC_037653.1	-	1198421	1199015	1188397	1188486	1211309	1211508
223	"LOC409604"	"LOC409604"	chrNC_037653.1	-	1198421	1199015	1188397	1188486	1216764	1216996
224	"LOC413532"	"LOC413532"	chrNC_037653.1	+	1184277	1184373	1183909	1184214	1184460	1184706
225	"LOC409952"	"LOC409952"	chrNC_037653.1	-	1166502	1166538	1164966	1165133	1166728	1167025
226	"LOC726460"	"LOC726460"	chrNC_037653.1	-	1148077	1148437	1147873	1147993	1148514	1148838
227	"LOC412470"	"LOC412470"	chrNC_037653.1	-	1118668	1118806	1115394	1115751	1121810	1123237
228	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102348	1101881	1102193	1103128	1103160
229	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102348	1101881	1102193	1103242	1103346
230	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102353	1101881	1102193	1103128	1103160
231	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1102299	1102353	1101881	1102193	1103242	1103346
232	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1103103	1103160	1102299	1102348	1103242	1103346
233	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1103103	1103160	1102299	1102353	1103242	1103346
234	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1103128	1103160	1101881	1102193	1103242	1103338
235	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1103128	1103160	1102299	1102348	1103242	1103338
236	"LOC412031"	"LOC412031"	chrNC_037653.1	-	1103128	1103160	1102299	1102353	1103242	1103338
237	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1081243	1081306	1077342	1080873	1083194	1083505
238	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1081243	1081306	1077342	1080873	1084925	1084989
239	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1081243	1081306	1077342	1080873	1086471	1086628
240	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1083929	1083963	1083573	1083835	1084925	1084989
241	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1084925	1084989	1077342	1080873	1086471	1086628
242	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1084925	1084989	1081243	1081306	1086471	1086628
243	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1084925	1084989	1083929	1083963	1086471	1086628
244	"LOC100577347"	"LOC100577347"	chrNC_037653.1	+	1060612	1060887	1000798	1001503	1063924	1064075
245	"LOC100577347"	"LOC100577347"	chrNC_037653.1	+	1060612	1060887	1048863	1048997	1063924	1064075
246	"LOC100577347"	"LOC100577347"	chrNC_037653.1	+	1065831	1065959	1063924	1064075	1066781	1066977
247	"LOC100577347"	"LOC100577347"	chrNC_037653.1	+	1072880	1073082	1071657	1072101	1074162	1074378
248	"LOC100576563"	"LOC100576563"	chrNC_037653.1	-	1005771	1005999	1002876	1002978	1028592	1028724
249	"LOC100576563"	"LOC100576563"	chrNC_037653.1	-	1028825	1028912	1028592	1028724	1029916	1030047
250	"LOC107965660"	"LOC107965660"	chrNC_037653.1	-	937414	937545	929386	929673	937892	938075
251	"LOC409228"	"LOC409228"	chrNC_037653.1	+	841020	841358	818916	820214	856811	857309
252	"LOC411575"	"LOC411575"	chrNC_037653.1	-	760337	760709	759160	759560	760912	761180
253	"LOC411575"	"LOC411575"	chrNC_037653.1	-	770377	770559	765426	765559	770713	770807
254	"LOC411525"	"LOC411525"	chrNC_037653.1	-	742794	743041	741029	741194	746506	746619
255	"LOC411525"	"LOC411525"	chrNC_037653.1	-	745248	745728	742794	743041	746506	746619
