GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0005085	guanyl-nucleotide exchange factor activi...	68	9	13.81	112	0.00883	0.95236	0.157247272727273	1
GO:0003924	GTPase activity	133	20	27.01	113	0.01042	0.95308	0.157247272727273	1
GO:0005515	protein binding	2037	395	413.61	114	0.00046	0.95654	0.015272	1
GO:0140098	catalytic activity, acting on RNA	205	25	41.62	115	0.1568	0.96309	0.562982083333333	1
GO:0016747	acyltransferase activity, transferring g...	114	16	23.15	116	0.09927	0.96837	0.484671176470588	1
GO:0016810	hydrolase activity, acting on carbon-nit...	53	6	10.76	117	0.21063	0.97177	0.635719636363636	1
GO:0003682	chromatin binding	86	11	17.46	118	0.18472	0.97517	0.589683076923077	1
GO:0016779	nucleotidyltransferase activity	61	7	12.39	119	0.23812	0.97667	0.681515862068966	1
GO:0008135	translation factor activity, RNA binding	55	6	11.17	120	0.02152	0.97872	0.210136470588235	1
GO:0016853	isomerase activity	75	9	15.23	121	0.33032	0.97956	0.783330285714286	1
GO:0005488	binding	4580	931	929.96	122	0.13195	0.98258	0.562982083333333	1
GO:0016772	transferase activity, transferring phosp...	395	75	80.2	123	0.34412	0.98344	0.804562253521127	1
GO:0008757	S-adenosylmethionine-dependent methyltra...	79	9	16.04	124	0.08973	0.98776	0.451369090909091	1
GO:0035091	phosphatidylinositol binding	66	7	13.4	125	0.14772	0.98832	0.562982083333333	1
GO:0003712	transcription coregulator activity	112	14	22.74	126	0.00388	0.98926	0.104105714285714	1
GO:0046872	metal ion binding	701	155	142.34	127	0.01786	0.99026	0.1852975	1
GO:0008234	cysteine-type peptidase activity	69	7	14.01	128	0.04094	0.99241	0.290015833333333	1
GO:0016758	hexosyltransferase activity	76	8	15.43	129	0.04193	0.99256	0.290015833333333	1
GO:0030674	protein-macromolecule adaptor activity	58	5	11.78	130	0.14879	0.99549	0.562982083333333	1
GO:0140096	catalytic activity, acting on a protein	855	147	173.61	131	0.04193	0.99624	0.290015833333333	1
GO:0003676	nucleic acid binding	1358	267	275.74	132	0.01437	0.99758	0.170387142857143	1
GO:0016788	hydrolase activity, acting on ester bond...	312	62	63.35	133	0.0841	0.99763	0.43626875	1
GO:0019899	enzyme binding	173	21	35.13	134	0.00531	0.99846	0.1101825	1
GO:0004175	endopeptidase activity	165	31	33.5	135	0.01403	0.99872	0.170387142857143	1
GO:0140101	catalytic activity, acting on a tRNA	76	6	15.43	136	0.04121	0.99918	0.290015833333333	1
GO:0005096	GTPase activator activity	120	12	24.37	137	0.04112	0.9993	0.290015833333333	1
GO:0061630	ubiquitin protein ligase activity	80	6	16.24	138	0.05403	0.99958	0.358674482758621	1
GO:0003723	RNA binding	546	72	110.86	139	0.00012	1	0.00498	1
GO:0003735	structural constituent of ribosome	141	3	28.63	140	4.3e-05	1	0.00237933333333333	1
GO:0043167	ion binding	1580	327	320.81	141	1	1	1	1
GO:0005342	organic acid transmembrane transporter a...	64	24	13	142	1	1	1	1
GO:0060089	molecular transducer activity	356	85	72.28	143	1	1	1	1
GO:0022803	passive transmembrane transporter activi...	163	44	33.1	144	1	1	1	1
GO:0017111	nucleoside-triphosphatase activity	303	52	61.52	145	1	1	1	1
GO:0016817	hydrolase activity, acting on acid anhyd...	330	57	67.01	146	0.62496	1	1	1
GO:0032561	guanyl ribonucleotide binding	153	26	31.07	147	0.06176	1	0.358674482758621	1
GO:0003674	molecular_function	6629	1346	1346	148	1	1	1	1
GO:0032555	purine ribonucleotide binding	775	148	157.36	149	1	1	1	1
GO:0046906	tetrapyrrole binding	85	36	17.26	150	0.64471	1	1	1
GO:0016741	transferase activity, transferring one-c...	110	14	22.34	151	0.1769	1	0.586630980392157	1
GO:1901265	nucleoside phosphate binding	898	174	182.34	152	1	1	1	1
GO:0030695	GTPase regulator activity	125	12	25.38	153	0.12014	1	0.553978888888889	1
GO:0015399	primary active transmembrane transporter...	69	15	14.01	154	0.22979	1	0.66921298245614	1
GO:0035639	purine ribonucleoside triphosphate bindi...	762	147	154.72	155	1	1	1	1
GO:0060589	nucleoside-triphosphatase regulator acti...	125	12	25.38	156	1	1	1	1
GO:0019001	guanyl nucleotide binding	155	26	31.47	157	0.32783	1	0.783330285714286	1
GO:0001067	transcription regulatory region nucleic ...	367	121	74.52	158	1	1	1	1
GO:0019787	ubiquitin-like protein transferase activ...	121	13	24.57	159	0.60187	1	1	1
GO:0017076	purine nucleotide binding	781	149	158.58	160	0.82181	1	1	1
GO:0015075	ion transmembrane transporter activity	283	71	57.46	161	1	1	1	1
GO:0022834	ligand-gated channel activity	56	19	11.37	162	1	1	1	1
GO:0140640	catalytic activity, acting on a nucleic ...	321	42	65.18	163	1	1	1	1
GO:0030545	signaling receptor regulator activity	54	12	10.96	164	0.16279	1	0.562982083333333	1
GO:0030546	signaling receptor activator activity	52	12	10.56	165	0.16179	1	0.562982083333333	1
GO:0017171	serine hydrolase activity	86	20	17.46	166	0.71517	1	1	1
