GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:1902494	catalytic complex	634	73	115.76	53	0.12591	0.89276	0.37773	1
GO:0070013	intracellular organelle lumen	507	58	92.57	54	0.51472	0.8983	0.89085	1
GO:0071944	cell periphery	796	189	145.33	55	0.53451	0.90176	0.89085	1
GO:0005730	nucleolus	140	20	25.56	56	0.13748	0.91356	0.401314285714286	1
GO:0030684	preribosome	71	9	12.96	57	0.03931	0.92163	0.177155555555556	1
GO:0005911	cell-cell junction	51	6	9.31	58	0.36538	0.92428	0.743145762711864	1
GO:1990204	oxidoreductase complex	65	8	11.87	59	0.37923	0.92685	0.751888524590164	1
GO:0031090	organelle membrane	546	57	99.69	60	0.35097	0.93579	0.743145762711864	1
GO:0005743	mitochondrial inner membrane	141	13	25.74	61	0.40555	0.93598	0.77247619047619	1
GO:0061695	transferase complex, transferring phosph...	126	13	23.01	62	0.26325	0.94203	0.64469387755102	1
GO:0016021	integral component of membrane	114	18	20.81	63	0.28816	0.94332	0.652437735849057	1
GO:0000151	ubiquitin ligase complex	91	12	16.61	64	0.01274	0.96208	0.0899294117647059	1
GO:0031966	mitochondrial membrane	175	16	31.95	65	0.15519	0.96425	0.433088372093023	1
GO:0005759	mitochondrial matrix	88	4	16.07	66	0.44802	0.96865	0.814581818181818	1
GO:0120114	Sm-like protein family complex	52	5	9.49	67	0.16139	0.97252	0.440154545454545	1
GO:0005840	ribosome	154	4	28.12	68	0.33193	0.97708	0.737622222222222	1
GO:0012505	endomembrane system	695	64	126.89	69	0.35467	0.97903	0.743145762711864	1
GO:0032991	protein-containing complex	1870	247	341.42	70	0.0938	0.98348	0.322011428571429	1
GO:0005654	nucleoplasm	215	23	39.25	71	0.00012	0.98922	0.0024	1
GO:0090575	RNA polymerase II transcription regulato...	59	5	10.77	72	0.08195	0.9894	0.317225806451613	1
GO:0005764	lysosome	52	4	9.49	73	0.2753	0.99112	0.647764705882353	1
GO:0005789	endoplasmic reticulum membrane	178	21	32.5	74	0.01781	0.99334	0.10686	1
GO:0019898	extrinsic component of membrane	55	4	10.04	75	0.05504	0.99436	0.235885714285714	1
GO:0031984	organelle subcompartment	228	25	41.63	76	0.0293	0.99551	0.1465	1
GO:0016591	RNA polymerase II, holoenzyme	50	3	9.13	77	0.02824	0.99702	0.1465	1
GO:0140513	nuclear protein-containing complex	581	69	106.08	78	0.00327	0.99763	0.02768	1
GO:0098588	bounding membrane of organelle	227	22	41.45	79	0.03473	0.99768	0.166704	1
GO:1990234	transferase complex	331	35	60.43	80	0.11211	0.99784	0.3636	1
GO:0000139	Golgi membrane	53	3	9.68	81	0.02348	0.99819	0.134171428571429	1
GO:0098800	inner mitochondrial membrane protein com...	89	7	16.25	82	0.07356	0.99844	0.29424	1
GO:0005681	spliceosomal complex	107	9	19.54	83	0.09213	0.99879	0.322011428571429	1
GO:0098798	mitochondrial protein-containing complex	157	11	28.66	84	0.09392	0.99934	0.322011428571429	1
GO:0030659	cytoplasmic vesicle membrane	92	6	16.8	85	0.00346	0.99971	0.02768	1
GO:0030135	coated vesicle	54	2	9.86	86	0.00022	0.99977	0.00375	1
GO:0005622	intracellular anatomical structure	4402	661	803.72	87	0.00025	0.99986	0.00375	1
GO:0005829	cytosol	438	44	79.97	88	0.00011	0.99991	0.0024	1
GO:1905368	peptidase complex	61	2	11.14	89	1.3e-05	0.99994	0.00052	1
GO:0005794	Golgi apparatus	211	15	38.52	90	6.5e-05	0.99997	0.00195	1
GO:0005761	mitochondrial ribosome	53	1	9.68	91	0.01434	0.99998	0.0956	1
GO:0005739	mitochondrion	551	48	100.6	92	0.0014	0.99999	0.0152727272727273	1
GO:0005737	cytoplasm	2694	338	491.87	93	2.9e-07	0.99999	3.48e-05	1
GO:0140535	intracellular protein-containing complex	338	31	61.71	94	0.00078	1	0.00936	1
GO:0022626	cytosolic ribosome	68	1	12.42	95	0.01611	1	0.101747368421053	1
GO:0005768	endosome	117	4	21.36	96	0.00036	1	0.0048	1
GO:0098796	membrane protein complex	340	37	62.08	97	0.00304	1	0.02768	1
GO:0005783	endoplasmic reticulum	323	28	58.97	98	1.2e-05	1	0.00052	1
GO:0044391	ribosomal subunit	123	2	22.46	99	0.1099	1	0.3636	1
GO:0000313	organellar ribosome	53	1	9.68	100	1	1	1	1
GO:0097708	intracellular vesicle	218	15	39.8	101	1	1	1	1
GO:0005575	cellular_component	5970	1090	1090	102	1	1	1	1
GO:0031981	nuclear lumen	401	52	73.21	103	0.03986	1	0.177155555555556	1
GO:0043227	membrane-bounded organelle	3236	486	590.83	104	0.74379	1	1	1
GO:0043228	non-membrane-bounded organelle	918	202	167.61	105	1	1	1	1
GO:0043229	intracellular organelle	3593	571	656.01	106	1	1	1	1
GO:0070469	respirasome	54	7	9.86	107	1	1	1	1
GO:0031974	membrane-enclosed lumen	507	58	92.57	108	1	1	1	1
GO:0031975	envelope	242	31	44.18	109	1	1	1	1
GO:0030880	RNA polymerase complex	73	7	13.33	110	1	1	1	1
GO:0000428	DNA-directed RNA polymerase complex	73	7	13.33	111	0.83446	1	1	1
GO:0019866	organelle inner membrane	145	13	26.47	112	0.40262	1	0.77247619047619	1
GO:0043233	organelle lumen	507	58	92.57	113	1	1	1	1
GO:0140534	endoplasmic reticulum protein-containing...	50	0	9.13	114	0.02802	1	0.1465	1
GO:0099081	supramolecular polymer	91	40	16.61	115	1	1	1	1
GO:0000323	lytic vacuole	53	4	9.68	116	0.17646	1	0.460330434782609	1
GO:0015934	large ribosomal subunit	74	0	13.51	117	0.00489	1	0.036675	1
GO:0030312	external encapsulating structure	82	35	14.97	118	1	1	1	1
GO:0031967	organelle envelope	242	31	44.18	119	1	1	1	1
GO:0012506	vesicle membrane	92	6	16.8	120	1	1	1	1
