GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0000122	negative regulation of transcription by ...	52	14	9.81	65	0.13424	0.09815	0.658704	0.680482285714286
GO:0006811	ion transport	358	92	67.56	66	0.81015	0.09859	1	0.680482285714286
GO:1901605	alpha-amino acid metabolic process	66	17	12.46	67	0.86966	0.10324	1	0.680482285714286
GO:1901987	regulation of cell cycle phase transitio...	57	15	10.76	68	0.76988	0.10446	1	0.680482285714286
GO:0006869	lipid transport	57	15	10.76	69	0.92996	0.10446	1	0.680482285714286
GO:0015711	organic anion transport	57	15	10.76	70	0.50831	0.10446	0.992191129707113	0.680482285714286
GO:2000113	negative regulation of cellular macromol...	118	30	22.27	71	0.97935	0.10883	1	0.698964507042254
GO:0009057	macromolecule catabolic process	326	29	61.52	72	0.88391	0.11997	1	0.759708493150685
GO:0040011	locomotion	98	19	18.49	73	0.1366	0.12162	0.658704	0.759708493150685
GO:0006813	potassium ion transport	57	25	10.76	74	0.83886	0.12576	1	0.773222168674699
GO:0035556	intracellular signal transduction	312	57	58.88	75	0.85384	0.12869	1	0.773222168674699
GO:0010564	regulation of cell cycle process	76	21	14.34	76	0.89038	0.13027	1	0.773222168674699
GO:0045017	glycerolipid biosynthetic process	78	7	14.72	77	0.66562	0.13157	1	0.773222168674699
GO:1901361	organic cyclic compound catabolic proces...	111	17	20.95	78	0.87734	0.13475	1	0.773222168674699
GO:0034660	ncRNA metabolic process	263	24	49.63	79	0.65933	0.13664	1	0.773222168674699
GO:0030003	cellular cation homeostasis	66	11	12.46	80	0.99928	0.138	1	0.773222168674699
GO:0050877	nervous system process	202	47	38.12	81	0.38541	0.13896	0.920141151832461	0.773222168674699
GO:0046486	glycerolipid metabolic process	110	12	20.76	82	0.59394	0.1405	1	0.773222168674699
GO:0071103	DNA conformation change	55	14	10.38	83	0.64578	0.14074	1	0.773222168674699
GO:0097435	supramolecular fiber organization	104	19	19.63	84	0.9674	0.14406	1	0.78204
GO:0050794	regulation of cellular process	1877	403	354.22	85	0.71918	0.14904	1	0.799555764705882
GO:0032774	RNA biosynthetic process	831	196	156.82	86	0.32707	0.15318	0.852250971428572	0.81221023255814
GO:0071702	organic substance transport	467	73	88.13	87	0.94798	0.1568	1	0.821848275862069
GO:0030031	cell projection assembly	123	34	23.21	88	0.86552	0.16132	1	0.835930909090909
GO:0006468	protein phosphorylation	268	57	50.58	89	0.02738	0.1717	0.315752195121951	0.879721348314607
GO:0050789	regulation of biological process	1967	422	371.2	90	1	0.17682	1	0.895888
GO:0032269	negative regulation of cellular protein ...	67	16	12.64	91	0.90242	0.18308	1	0.912
GO:0045893	positive regulation of transcription, DN...	116	28	21.89	92	0.08548	0.18432	0.548998309859155	0.912
GO:0009653	anatomical structure morphogenesis	126	32	23.78	93	0.14716	0.18725	0.6710496	0.912
GO:0044281	small molecule metabolic process	508	102	95.87	94	0.85064	0.18837	1	0.912
GO:0045944	positive regulation of transcription by ...	77	18	14.53	95	0.51231	0.19	0.992191129707113	0.912
GO:0070727	cellular macromolecule localization	310	36	58.5	96	0.99193	0.19269	1	0.9152775
GO:0019219	regulation of nucleobase-containing comp...	817	199	154.18	97	0.0452	0.19546	0.409148235294118	0.918863505154639
GO:0006796	phosphate-containing compound metabolic ...	660	129	124.55	98	0.88323	0.19978	1	0.929588571428571
GO:0019438	aromatic compound biosynthetic process	986	227	186.07	99	0.89526	0.21124	1	0.972984242424243
GO:0006518	peptide metabolic process	341	36	64.35	100	0.88724	0.2211	1	1
GO:0010467	gene expression	1633	279	308.17	101	0.97086	0.22639	1	1
GO:0010876	lipid localization	62	17	11.7	102	0.8467	0.23835	1	1
GO:0048585	negative regulation of response to stimu...	56	10	10.57	103	0.82652	0.24028	1	1
GO:0048518	positive regulation of biological proces...	404	74	76.24	104	0.52	0.2409	0.992191129707113	1
GO:0046483	heterocycle metabolic process	1759	325	331.95	105	0.83682	0.24339	1	1
GO:0098813	nuclear chromosome segregation	56	13	10.57	106	0.25845	0.24753	0.763285161290323	1
GO:0065008	regulation of biological quality	310	58	58.5	107	0.71423	0.25347	1	1
GO:0140694	non-membrane-bounded organelle assembly	81	18	15.29	108	0.91534	0.25784	1	1
GO:0051049	regulation of transport	81	18	15.29	109	0.25945	0.25784	0.763285161290323	1
GO:1901615	organic hydroxy compound metabolic proce...	66	13	12.46	110	0.93614	0.26391	1	1
GO:0008610	lipid biosynthetic process	174	27	32.84	111	0.84851	0.26601	1	1
GO:0019637	organophosphate metabolic process	298	53	56.24	112	0.89853	0.26606	1	1
GO:0070887	cellular response to chemical stimulus	129	24	24.34	113	0.99991	0.27662	1	1
GO:0051726	regulation of cell cycle	117	31	22.08	114	0.69607	0.28675	1	1
GO:0006508	proteolysis	462	63	87.19	115	0.4482	0.28867	0.989223069767442	1
GO:0046700	heterocycle catabolic process	102	14	19.25	116	0.67167	0.29144	1	1
GO:0044270	cellular nitrogen compound catabolic pro...	102	14	19.25	117	0.67167	0.29144	1	1
GO:0006928	movement of cell or subcellular componen...	206	49	38.88	118	0.0607	0.29256	0.446438709677419	1
GO:0006417	regulation of translation	73	16	13.78	119	0.97134	0.29437	1	1
GO:0023052	signaling	808	168	152.48	120	0.97792	0.31022	1	1
GO:0048666	neuron development	66	20	12.46	121	0.6993	0.31423	1	1
GO:0071495	cellular response to endogenous stimulus	59	13	11.13	122	0.5428	0.31449	1	1
GO:0043549	regulation of kinase activity	59	13	11.13	123	0.07703	0.31449	0.516554117647059	1
GO:0140352	export from cell	70	12	13.21	124	0.61012	0.31775	1	1
GO:0050911	detection of chemical stimulus involved ...	140	29	26.42	125	2.5e-21	0.31869	1.14e-18	1
GO:0009889	regulation of biosynthetic process	828	203	156.26	126	0.91044	0.32776	1	1
GO:0051276	chromosome organization	169	35	31.89	127	0.58749	0.33545	1	1
GO:0007275	multicellular organism development	249	68	46.99	128	0.10917	0.33666	0.620481882352941	1
GO:0016311	dephosphorylation	99	18	18.68	129	0.24036	0.33734	0.754117808219178	1
GO:0048699	generation of neurons	107	35	20.19	130	0.62546	0.33757	1	1
GO:0034330	cell junction organization	55	12	10.38	131	0.83299	0.33815	1	1
GO:0098655	cation transmembrane transport	173	44	32.65	132	0.99991	0.33939	1	1
GO:0072657	protein localization to membrane	83	9	15.66	133	0.84192	0.33961	1	1
GO:0043436	oxoacid metabolic process	268	55	50.58	134	0.71526	0.3408	1	1
GO:0034248	regulation of cellular amide metabolic p...	75	17	14.15	135	0.82617	0.34125	1	1
GO:0048878	chemical homeostasis	97	20	18.31	136	0.79956	0.34471	1	1
GO:0065009	regulation of molecular function	179	28	33.78	137	0.14243	0.34883	0.660509090909091	1
GO:0007165	signal transduction	727	142	137.2	138	0.28049	0.34972	0.773167228915663	1
GO:0098660	inorganic ion transmembrane transport	178	45	33.59	139	0.88883	0.34983	1	1
GO:0034641	cellular nitrogen compound metabolic pro...	2037	358	384.41	140	0.95245	0.35243	1	1
GO:0043412	macromolecule modification	938	136	177.02	141	0.97222	0.3547	1	1
GO:0009152	purine ribonucleotide biosynthetic proce...	66	14	12.46	142	0.90154	0.35989	1	1
GO:0017038	protein import	61	13	11.51	143	0.82622	0.36143	1	1
GO:0031325	positive regulation of cellular metaboli...	252	53	47.56	144	0.06609	0.36224	0.47089125	1
GO:0006310	DNA recombination	79	16	14.91	145	0.8193	0.36508	1	1
GO:0090407	organophosphate biosynthetic process	200	32	37.74	146	0.78254	0.3675	1	1
GO:0065003	protein-containing complex assembly	298	35	56.24	147	0.42489	0.38428	0.9695016	1
GO:0051338	regulation of transferase activity	66	15	12.46	148	0.2793	0.3912	0.773167228915663	1
GO:0055080	cation homeostasis	82	15	15.47	149	0.96482	0.39258	1	1
GO:0009605	response to external stimulus	88	18	16.61	150	0.34656	0.39324	0.869539672131148	1
GO:0032787	monocarboxylic acid metabolic process	111	27	20.95	151	0.74593	0.3952	1	1
GO:0006725	cellular aromatic compound metabolic pro...	1761	328	332.33	152	0.92171	0.39523	1	1
GO:0006261	DNA-dependent DNA replication	68	14	12.83	153	0.93875	0.40589	1	1
GO:0006259	DNA metabolic process	224	45	42.27	154	0.08312	0.41847	0.541467428571429	1
GO:1901362	organic cyclic compound biosynthetic pro...	1004	229	189.47	155	0.79249	0.42112	1	1
GO:0007154	cell communication	820	170	154.75	156	0.73537	0.43782	1	1
GO:0044782	cilium organization	127	35	23.97	157	0.98713	0.44976	1	1
GO:0034220	ion transmembrane transport	223	55	42.08	158	0.46641	0.45466	0.989223069767442	1
GO:0098609	cell-cell adhesion	65	13	12.27	159	0.80167	0.45748	1	1
GO:0018193	peptidyl-amino acid modification	195	33	36.8	160	0.76744	0.45933	1	1
GO:1901360	organic cyclic compound metabolic proces...	1780	330	335.91	161	0.82072	0.46189	1	1
GO:0048519	negative regulation of biological proces...	352	70	66.43	162	0.91657	0.46503	1	1
GO:0042592	homeostatic process	110	22	20.76	163	0.88674	0.46583	1	1
GO:0009056	catabolic process	565	79	106.62	164	0.27977	0.47592	0.773167228915663	1
GO:0007399	nervous system development	153	43	28.87	165	0.5911	0.4762	1	1
GO:0009165	nucleotide biosynthetic process	89	18	16.8	166	0.54942	0.50837	1	1
GO:0007167	enzyme linked receptor protein signaling...	78	15	14.72	167	0.20928	0.51367	0.717042985074627	1
GO:0051254	positive regulation of RNA metabolic pro...	141	33	26.61	168	0.87207	0.51762	1	1
GO:0043933	protein-containing complex subunit organ...	337	42	63.6	169	0.74969	0.52278	1	1
GO:0033043	regulation of organelle organization	104	17	19.63	170	0.15989	0.52437	0.67576778761062	1
GO:0044770	cell cycle phase transition	66	17	12.46	171	0.42522	0.52696	0.9695016	1
GO:0009060	aerobic respiration	68	13	12.83	172	0.3321	0.52862	0.855579661016949	1
GO:0033365	protein localization to organelle	163	24	30.76	173	0.43304	0.52888	0.978097647058824	1
GO:0000724	double-strand break repair via homologou...	52	10	9.81	174	0.50815	0.5298	0.992191129707113	1
GO:0055065	metal ion homeostasis	64	9	12.08	175	0.62947	0.53088	1	1
GO:0006325	chromatin organization	74	14	13.96	176	0.95689	0.53837	1	1
GO:0044271	cellular nitrogen compound biosynthetic ...	1301	251	245.52	177	0.8953	0.5437	1	1
GO:0006644	phospholipid metabolic process	128	12	24.16	178	0.94939	0.54757	1	1
GO:0006812	cation transport	237	60	44.73	179	0.956	0.5486	1	1
GO:0019725	cellular homeostasis	84	16	15.85	180	0.82551	0.55871	1	1
GO:0006913	nucleocytoplasmic transport	79	13	14.91	181	0.68142	0.56208	1	1
GO:0009100	glycoprotein metabolic process	99	12	18.68	182	0.9194	0.56314	1	1
GO:0099536	synaptic signaling	102	29	19.25	183	0.52642	0.56354	0.999321161825726	1
GO:0006753	nucleoside phosphate metabolic process	139	32	26.23	184	0.94456	0.56494	1	1
GO:0006281	DNA repair	167	31	31.52	185	0.90074	0.56992	1	1
GO:0046034	ATP metabolic process	70	13	13.21	186	0.74178	0.57444	1	1
GO:0018130	heterocycle biosynthetic process	993	226	187.39	187	0.25648	0.57696	0.763285161290323	1
GO:0010608	posttranscriptional regulation of gene e...	94	20	17.74	188	0.09119	0.57793	0.569625205479452	1
GO:0006338	chromatin remodeling	54	10	10.19	189	0.11281	0.58182	0.620481882352941	1
GO:1901575	organic substance catabolic process	496	75	93.6	190	0.50789	0.58971	0.992191129707113	1
GO:0006974	cellular response to DNA damage stimulus	194	36	36.61	191	0.49931	0.59684	0.992191129707113	1
GO:0042221	response to chemical	345	62	65.11	192	0.03382	0.5971	0.356301818181818	1
GO:0006810	transport	1115	195	210.42	193	0.46485	0.5991	0.989223069767442	1
GO:0010557	positive regulation of macromolecule bio...	132	31	24.91	194	0.76573	0.6013	1	1
GO:0010468	regulation of gene expression	912	217	172.11	195	0.01991	0.60958	0.281244705882353	1
GO:0008654	phospholipid biosynthetic process	87	7	16.42	196	0.9547	0.61136	1	1
GO:0045892	negative regulation of transcription, DN...	74	18	13.96	197	0.10085	0.61565	0.597241558441558	1
GO:0006302	double-strand break repair	80	15	15.1	198	0.66972	0.63054	1	1
GO:0015931	nucleobase-containing compound transport	56	10	10.57	199	0.19238	0.63113	0.707476875	1
GO:0031323	regulation of cellular metabolic process	1029	234	194.19	200	0.68358	0.63165	1	1
GO:0006790	sulfur compound metabolic process	95	17	17.93	201	0.72797	0.63828	1	1
GO:0006457	protein folding	84	15	15.85	202	0.67528	0.63854	1	1
GO:0051606	detection of stimulus	147	30	27.74	203	0.99977	0.64789	1	1
GO:0031503	protein-containing complex localization	74	13	13.96	204	0.72452	0.65998	1	1
GO:0006091	generation of precursor metabolites and ...	113	18	21.32	205	0.93645	0.66548	1	1
GO:0080090	regulation of primary metabolic process	981	228	185.13	206	0.39365	0.66581	0.930074611398964	1
GO:0006066	alcohol metabolic process	52	9	9.81	207	0.43757	0.66912	0.978097647058824	1
GO:0051128	regulation of cellular component organiz...	139	23	26.23	208	0.46583	0.67308	0.989223069767442	1
GO:0031328	positive regulation of cellular biosynth...	134	31	25.29	209	0.69534	0.6844	1	1
GO:0006396	RNA processing	420	40	79.26	210	0.15014	0.68504	0.674054857142857	1
GO:0000902	cell morphogenesis	62	16	11.7	211	0.05534	0.68974	0.427712542372881	1
GO:0044093	positive regulation of molecular functio...	116	19	21.89	212	0.60954	0.69159	1	1
GO:0032270	positive regulation of cellular protein ...	70	12	13.21	213	0.34806	0.69209	0.869539672131148	1
GO:2000112	regulation of cellular macromolecule bio...	818	202	154.37	214	0.8148	0.69573	1	1
GO:0031399	regulation of protein modification proce...	82	14	15.47	215	0.05267	0.7056	0.42136	1
GO:0009260	ribonucleotide biosynthetic process	72	15	13.59	216	0.2186	0.7145	0.719298992805755	1
GO:0051246	regulation of protein metabolic process	190	35	35.86	217	0.70442	0.71529	1	1
GO:0051247	positive regulation of protein metabolic...	76	13	14.34	218	0.79949	0.71545	1	1
GO:0098662	inorganic cation transmembrane transport	162	41	30.57	219	0.27742	0.71644	0.773167228915663	1
GO:0044087	regulation of cellular component biogene...	66	11	12.46	220	0.39267	0.72494	0.930074611398964	1
GO:0006260	DNA replication	81	16	15.29	221	0.51756	0.73434	0.992191129707113	1
GO:1903311	regulation of mRNA metabolic process	55	9	10.38	222	0.30794	0.73535	0.830891360946746	1
GO:0044238	primary metabolic process	3452	598	651.45	223	0.36743	0.73648	0.895014603174603	1
GO:0071310	cellular response to organic substance	96	16	18.12	224	0.28115	0.74969	0.773167228915663	1
GO:0007606	sensory perception of chemical stimulus	165	35	31.14	225	5.2e-05	0.77048	0.005928	1
GO:0043604	amide biosynthetic process	323	29	60.96	226	0.88665	0.7718	1	1
GO:0009896	positive regulation of catabolic process	51	8	9.62	227	0.19483	0.7726	0.707476875	1
GO:0009968	negative regulation of signal transducti...	51	8	9.62	228	0.27131	0.7726	0.773167228915663	1
GO:0006650	glycerophospholipid metabolic process	92	5	17.36	229	0.45691	0.77279	0.989223069767442	1
GO:0043085	positive regulation of catalytic activit...	92	15	17.36	230	0.00276	0.77546	0.114414545454545	1
GO:1901564	organonitrogen compound metabolic proces...	1843	280	347.8	231	0.43575	0.77794	0.978097647058824	1
GO:0032940	secretion by cell	64	10	12.08	232	0.63576	0.79316	1	1
GO:0006470	protein dephosphorylation	64	10	12.08	233	0.51624	0.79316	0.992191129707113	1
GO:0032879	regulation of localization	115	23	21.7	234	0.1434	0.79453	0.660509090909091	1
GO:0060255	regulation of macromolecule metabolic pr...	1047	241	197.59	235	0.13247	0.79613	0.658704	1
GO:0007166	cell surface receptor signaling pathway	201	35	37.93	236	0.53445	0.80432	1	1
GO:0051168	nuclear export	53	8	10	237	0.11117	0.80905	0.620481882352941	1
GO:0051649	establishment of localization in cell	473	42	89.26	238	0.23274	0.80984	0.750327272727273	1
GO:0048870	cell motility	71	11	13.4	239	0.34896	0.80999	0.869539672131148	1
GO:0046903	secretion	72	11	13.59	240	0.07195	0.81316	0.502221818181818	1
GO:0034613	cellular protein localization	309	35	58.31	241	0.57625	0.81528	1	1
GO:0044255	cellular lipid metabolic process	272	46	51.33	242	0.24442	0.81575	0.754328053691275	1
GO:0008104	protein localization	355	39	66.99	243	0.48709	0.81737	0.991576071428571	1
GO:0036211	protein modification process	845	124	159.46	244	0.48205	0.82436	0.990937297297297	1
GO:0006351	transcription, DNA-templated	827	194	156.07	245	0.58938	0.83445	1	1
GO:0009966	regulation of signal transduction	165	24	31.14	246	0.40897	0.83449	0.951481224489796	1
GO:0034655	nucleobase-containing compound catabolic...	92	11	17.36	247	0.56816	0.83961	1	1
GO:0009058	biosynthetic process	1727	314	325.91	248	0.6068	0.84004	1	1
GO:0006401	RNA catabolic process	69	8	13.02	249	0.68785	0.84915	1	1
GO:0006807	nitrogen compound metabolic process	3222	543	608.04	250	0.12659	0.84953	0.655966363636364	1
GO:0022607	cellular component assembly	515	83	97.19	251	0.3846	0.85001	0.920141151832461	1
GO:0006139	nucleobase-containing compound metabolic...	1714	316	323.46	252	0.86373	0.85057	1	1
GO:0023056	positive regulation of signaling	50	7	9.44	253	0.27689	0.85842	0.773167228915663	1
GO:0050793	regulation of developmental process	50	7	9.44	254	0.47802	0.85842	0.990937297297297	1
GO:0010647	positive regulation of cell communicatio...	50	7	9.44	255	0.27689	0.85842	0.773167228915663	1
GO:0008380	RNA splicing	146	13	27.55	256	0.17465	0.86366	0.685636923076923	1
GO:0044260	cellular macromolecule metabolic process	2348	391	443.11	257	0.12544	0.86405	0.655966363636364	1
GO:0051493	regulation of cytoskeleton organization	63	9	11.89	258	0.25787	0.8657	0.763285161290323	1
GO:0033554	cellular response to stress	316	48	59.63	259	0.31306	0.87035	0.839737411764706	1
GO:0007015	actin filament organization	76	11	14.34	260	0.43701	0.87382	0.978097647058824	1
GO:0048583	regulation of response to stimulus	185	27	34.91	261	0.04848	0.87847	0.416914285714286	1
GO:0048522	positive regulation of cellular process	388	72	73.22	262	0.35568	0.88008	0.87301935483871	1
GO:0016071	mRNA metabolic process	243	23	45.86	263	0.18498	0.88222	0.697303140495868	1
GO:0007010	cytoskeleton organization	276	77	52.09	264	0.0498	0.89387	0.416914285714286	1
GO:0031329	regulation of cellular catabolic process	72	10	13.59	265	0.06563	0.89604	0.47089125	1
GO:0051604	protein maturation	60	8	11.32	266	0.37013	0.9022	0.895014603174603	1
GO:0030001	metal ion transport	173	49	32.65	267	0.20686	0.91445	0.717042985074627	1
GO:0016567	protein ubiquitination	124	15	23.4	268	0.31785	0.91619	0.843440930232558	1
GO:0006875	cellular metal ion homeostasis	55	7	10.38	269	0.29616	0.91623	0.808676407185629	1
GO:0032446	protein modification by small protein co...	144	17	27.18	270	0.46607	0.9164	0.989223069767442	1
GO:0009101	glycoprotein biosynthetic process	84	9	15.85	271	0.02489	0.92	0.29868	1
GO:0009451	RNA modification	95	10	17.93	272	0.23172	0.92149	0.750327272727273	1
GO:1902531	regulation of intracellular signal trans...	94	13	17.74	273	0.09937	0.92256	0.59622	1
GO:0034654	nucleobase-containing compound biosynthe...	953	219	179.85	274	0.63712	0.92781	1	1
GO:0006996	organelle organization	863	158	162.86	275	0.10733	0.93245	0.620481882352941	1
GO:0070646	protein modification by small protein re...	57	7	10.76	276	0.02444	0.93288	0.29868	1
GO:0044237	cellular metabolic process	3462	574	653.33	277	0.55144	0.93305	1	1
GO:0010033	response to organic substance	136	18	25.67	278	0.13689	0.93532	0.658704	1
GO:0033036	macromolecule localization	447	60	84.36	279	0.13723	0.93765	0.658704	1
GO:0044282	small molecule catabolic process	89	20	16.8	280	0.24627	0.93772	0.754328053691275	1
GO:0048584	positive regulation of response to stimu...	51	6	9.62	281	0.23523	0.93836	0.750327272727273	1
GO:0055086	nucleobase-containing small molecule met...	169	35	31.89	282	0.14023	0.93958	0.660509090909091	1
GO:0006520	cellular amino acid metabolic process	131	25	24.72	283	0.21804	0.94055	0.719298992805755	1
GO:0018205	peptidyl-lysine modification	78	10	14.72	284	0.16257	0.94168	0.67576778761062	1
GO:1901576	organic substance biosynthetic process	1708	312	322.33	285	0.40001	0.94375	0.935408	1
GO:0019752	carboxylic acid metabolic process	266	54	50.2	286	0.01305	0.94735	0.238032	1
GO:0015031	protein transport	266	24	50.2	287	0.20773	0.952	0.717042985074627	1
GO:0006402	mRNA catabolic process	60	7	11.32	288	0.11369	0.95241	0.620481882352941	1
GO:0044283	small molecule biosynthetic process	136	27	25.67	289	0.3233	0.96092	0.852166473988439	1
GO:0006839	mitochondrial transport	62	7	11.7	290	0.29962	0.96243	0.813254285714286	1
GO:0072594	establishment of protein localization to...	122	16	23.02	291	0.34641	0.96546	0.869539672131148	1
GO:0016570	histone modification	97	12	18.31	292	0.01628	0.96798	0.274951111111111	1
GO:1901566	organonitrogen compound biosynthetic pro...	642	75	121.16	293	0.51945	0.97135	0.992191129707113	1
GO:0042325	regulation of phosphorylation	76	14	14.34	294	0.03337	0.97139	0.356301818181818	1
GO:0031123	RNA 3'-end processing	50	5	9.44	295	0.01991	0.97172	0.281244705882353	1
GO:0000209	protein polyubiquitination	50	5	9.44	296	0.21414	0.97172	0.719298992805755	1
GO:0048523	negative regulation of cellular process	299	60	56.43	297	0.32596	0.9724	0.852250971428572	1
GO:0006915	apoptotic process	65	7	12.27	298	0.15285	0.97391	0.674054857142857	1
GO:0006486	protein glycosylation	72	8	13.59	299	0.2187	0.97395	0.719298992805755	1
GO:0090066	regulation of anatomical structure size	51	5	9.62	300	0.19745	0.97535	0.707476875	1
GO:0043414	macromolecule methylation	87	10	16.42	301	0.02251	0.97751	0.290066666666667	1
